label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50
0.03	north1_all	80	11132	4144	7723	1470	1797	2199	1585	417	335	205	139	158	102	141	62	50	29	45	30	17	5	16	7	3	6	5	3	2	2	3	4	1	7	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	5815	1354	6990	341	1401	1989	1425	226	215	90	58	87	55	115	24	27	12	30	12	5	3	9	3	2	4	3	2	1	1	2	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	11096	4178	7580	1445	1752	2157	1625	407	355	199	127	152	102	160	57	50	30	44	24	17	4	12	5	4	2	5	5	2	3	4	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	5808	1412	6809	325	1375	1923	1457	216	222	80	49	91	53	137	26	31	13	28	11	4	1	8	3	3	1	3	4	1	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	11148	4138	7490	1416	1737	2248	1707	401	380	202	144	134	94	142	57	51	35	46	18	18	8	10	5	2	2	3	3	1	3	2	2	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	5817	1398	6706	310	1359	2027	1554	218	249	81	65	75	48	121	25	34	17	35	9	2	2	5	3	2	1	2	3	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	11261	4181	7370	1405	1687	2165	1620	395	394	199	146	130	107	156	49	48	37	44	15	19	13	11	3	3	2	4	3	3	3	2	1	3	3	3	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	5901	1414	6615	315	1312	1934	1481	215	250	93	67	72	58	125	20	31	22	36	6	2	5	7	1	2	1	1	3	3	0	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	11194	4161	7460	1455	1760	2160	1644	392	384	204	174	126	99	142	49	61	32	51	12	19	18	10	5	6	5	6	3	2	3	1	0	5	3	3	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	5916	1403	6725	338	1370	1943	1495	220	240	98	88	58	56	110	19	42	17	43	5	4	6	7	2	3	2	2	3	2	1	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
