label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	7649	2106	1191	1074	1253	751	654	294	120	109	87	64	64	34	27	44	25	21	9	23	18	10	2	19	4	1	1	2	0	1	0	2	1	1	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north1_active	80	4334	948	563	584	810	457	414	185	57	54	42	29	27	17	18	25	13	8	6	12	13	8	2	9	3	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	7179	2185	1178	1032	1091	703	564	266	132	114	84	62	63	46	27	34	21	19	10	16	20	5	4	13	7	1	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	3952	1042	558	558	687	395	348	152	62	58	44	30	21	22	14	17	6	8	7	10	15	4	4	6	5	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6551	2323	1198	953	940	615	477	230	142	115	79	62	59	44	23	34	21	17	12	12	18	11	4	11	8	1	2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north3_active	80	3473	1128	574	493	562	340	290	109	66	54	45	26	23	22	12	15	9	8	10	8	12	9	3	5	7	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5755	2342	1236	837	732	514	361	197	148	108	80	55	62	40	26	29	18	12	14	13	15	10	3	7	10	1	3	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north4_active	80	2842	1186	581	410	447	283	204	81	71	56	43	25	22	19	11	12	11	7	12	8	12	8	2	3	8	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5558	2358	1281	804	659	480	333	211	153	100	68	55	54	34	24	27	16	14	14	11	8	7	4	6	6	1	3	2	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	2692	1210	617	379	401	260	184	94	66	46	35	25	23	16	9	11	13	8	12	8	4	6	3	3	5	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
