label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	33288	29188	8067	6151	4970	4920	3633	2114	2048	529	632	615	277	212	229	155	154	129	106	56	34	15	37	11	7	9	7	6	7	1	5	2	4	3	1	0	1	1	0	0	0	2	3	0	0	0	0	0
0.03	north1_active	80	14900	18040	3890	3352	2926	3212	2315	1320	1287	217	337	359	156	96	125	89	100	70	73	23	19	9	21	5	3	8	5	4	6	1	4	0	1	2	0	0	1	0	0	0	0	2	2	0	0	0	0	0
0.03	north2_all	80	33227	28945	8147	6159	4977	4924	3607	2184	1926	543	618	658	293	189	217	142	167	114	130	50	35	17	37	7	15	9	8	7	6	1	10	2	3	3	1	0	3	0	0	0	0	1	1	0	0	0	0	0
0.03	north2_active	80	14917	17805	3862	3266	2886	3109	2272	1411	1184	243	340	369	168	86	115	80	107	52	99	25	21	7	22	2	8	6	6	5	5	1	9	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	33614	27779	7971	6039	4829	4868	3515	2098	1795	550	627	629	311	170	221	123	154	116	115	59	35	19	25	9	18	7	12	6	4	0	6	2	3	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	15180	17009	3724	3146	2736	3072	2191	1283	1099	244	331	375	163	74	119	65	91	57	84	29	22	8	13	1	10	5	8	4	4	0	5	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	33805	26636	7748	5806	4666	4741	3406	2058	1697	554	610	636	287	162	212	142	122	136	109	62	36	23	22	10	19	12	11	6	4	2	6	1	2	3	0	1	2	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	15516	16099	3577	2963	2659	3008	2084	1237	1039	252	321	388	150	70	119	74	73	72	78	30	19	9	10	1	10	6	5	4	4	2	5	0	1	2	0	1	2	2	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	34199	25595	7537	5665	4444	4423	3084	1931	1686	563	563	571	295	165	201	171	115	135	102	55	40	22	28	12	23	11	9	5	2	3	1	1	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	15779	15357	3461	2834	2479	2800	1889	1179	1080	243	308	351	148	68	120	85	62	81	70	18	22	8	11	2	12	6	4	4	1	3	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
