label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	45492	16374	8871	9872	4603	3785	1959	1226	1669	1063	537	462	283	225	173	110	131	78	56	51	42	36	23	22	19	7	6	11	6	6	5	4	1	3	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	23832	4767	2614	7767	2802	2763	1020	322	1308	813	161	204	104	54	64	34	67	47	14	29	28	24	6	14	7	2	3	1	3	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	49032	16524	9008	11784	5032	4203	2093	1239	2002	1312	509	473	265	213	173	126	129	93	63	61	42	34	19	32	17	10	9	8	8	6	6	3	1	3	3	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	29144	5588	3021	9896	3387	3317	1253	371	1697	1082	173	236	106	45	73	36	80	54	23	36	33	25	6	21	7	4	3	1	6	2	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	51727	16701	8993	12983	5411	4521	2254	1211	2119	1412	473	489	290	210	172	142	114	91	64	53	44	42	16	32	11	13	10	6	7	5	8	2	3	1	3	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	32845	6165	3389	11248	3832	3660	1447	391	1840	1185	178	265	135	46	89	42	70	63	27	36	37	36	4	26	9	8	4	1	4	2	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	52873	16848	9036	13388	5465	4559	2245	1176	2275	1540	486	496	283	206	171	155	103	89	61	74	68	33	10	29	10	12	9	2	10	4	10	3	3	2	1	2	3	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	34399	6557	3466	11727	3976	3745	1486	414	1989	1313	187	279	135	52	90	43	59	65	25	57	61	29	4	21	10	9	3	0	6	1	1	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_all	80	53002	16712	8918	13537	5594	4682	2286	1185	2245	1591	494	448	294	200	168	141	93	88	54	73	86	37	11	27	10	12	2	5	6	4	7	3	3	2	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	34462	6608	3443	11902	4080	3863	1496	429	1947	1383	176	259	150	51	91	42	51	68	18	59	80	32	4	19	10	11	1	1	3	1	1	2	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	53334	16721	8948	12884	5577	4698	2269	1212	2071	1540	502	443	290	215	164	132	94	86	48	85	81	36	11	29	19	13	0	4	5	4	5	2	2	3	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1
0.03	north6_active	80	34621	6571	3421	11217	4092	3900	1494	444	1781	1332	183	264	151	53	85	52	51	66	17	67	68	27	5	20	19	10	0	1	2	1	1	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	53606	16820	8930	13095	5474	4544	2256	1221	2019	1526	482	433	293	201	177	140	98	93	53	76	77	31	15	46	22	11	1	5	2	6	2	5	1	3	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	1
0.03	north7_active	80	34856	6663	3373	11443	4009	3755	1482	440	1723	1322	177	273	146	47	83	56	58	71	19	57	58	22	6	36	22	7	0	1	1	2	0	2	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
