label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119
0.03	north18_all	80	56484	12828	10186	9341	4842	4068	6362	3743	1873	1565	1264	1088	1987	808	823	608	582	474	422	438	556	366	237	327	269	233	392	138	232	119	136	92	107	155	86	71	59	65	53	52	48	54	24	36	23	36	24	16	14	19	42	21	34	22	9	10	6	16	13	8	8	10	6	7	6	2	4	4	7	1	3	6	4	1	1	0	2	2	0	2	0	1	1	6	0	0	0	0	2	22	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	47239	4004	6371	7240	2767	2521	5572	2942	870	717	478	363	1730	246	495	217	282	231	93	273	422	224	58	221	171	143	344	48	184	54	79	44	51	130	54	24	40	44	26	24	14	44	4	15	8	22	9	6	7	5	31	7	29	20	5	1	3	14	8	5	1	8	3	2	2	0	3	3	1	0	2	4	3	0	0	0	2	2	0	0	0	1	0	6	0	0	0	0	0	22	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	53872	12616	10009	8953	4779	4010	5783	3512	1815	1519	1209	1104	1787	738	853	611	581	504	410	439	500	338	237	294	257	218	398	157	242	106	137	97	104	127	76	65	66	64	57	50	45	53	31	38	23	34	26	17	15	22	34	17	29	33	11	11	5	10	11	10	8	2	10	6	7	3	5	3	5	1	5	3	5	15	1	0	2	2	1	3	0	0	0	2	0	0	0	0	0	22	0	0	2	1	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	44245	3630	5932	6740	2622	2356	5006	2691	819	673	431	361	1513	204	476	203	277	243	95	273	377	193	50	191	161	130	338	57	204	47	78	43	51	104	42	22	42	46	26	26	15	42	5	19	10	17	12	7	5	5	23	3	24	32	3	2	1	9	8	6	2	2	5	3	4	0	1	2	1	0	3	0	3	14	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	52275	12582	9651	8810	4777	3931	5636	3290	1816	1501	1224	1080	1697	739	824	633	604	503	389	403	534	321	253	277	268	203	348	167	220	112	129	102	105	144	67	57	59	69	57	38	37	46	29	39	23	35	21	20	16	20	17	14	29	37	12	8	10	11	13	6	9	5	8	4	8	2	5	1	6	3	4	4	4	14	2	0	0	2	1	3	0	0	1	2	1	1	0	1	0	22	0	0	2	1	0	0	1	0	0	1	1	0	0	2	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north20_active	80	42445	3504	5564	6515	2576	2258	4823	2461	814	616	428	338	1407	198	453	212	277	232	88	243	415	183	51	172	174	106	277	59	184	43	71	45	41	116	28	20	26	50	26	18	13	39	3	15	9	25	8	8	3	3	9	3	25	35	4	3	1	10	11	2	1	4	3	2	5	0	1	1	1	0	2	1	3	14	1	0	0	0	0	0	0	0	0	2	1	0	0	1	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_all	80	29202	19354	9075	12806	4426	5594	2514	2060	1641	1937	1211	2115	881	816	715	767	726	440	707	351	452	383	228	266	187	197	156	150	121	271	109	116	168	144	69	57	51	103	62	56	55	32	35	28	31	16	29	29	22	12	20	24	14	17	12	22	13	9	4	5	6	4	1	10	6	5	13	3	5	2	2	2	8	3	0	3	8	1	2	2	0	4	4	2	2	1	1	1	7	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	13797	13914	4692	11045	2030	4385	563	598	539	1290	265	1778	186	323	241	509	474	138	538	78	346	243	74	147	89	57	40	85	29	231	48	54	133	99	21	15	21	78	34	17	13	16	19	15	12	9	16	21	17	4	14	14	9	6	8	19	6	3	2	4	5	2	1	6	3	4	12	1	2	0	0	1	3	1	0	1	7	1	1	0	0	4	4	2	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	29261	19228	9075	12934	4461	5619	2504	2095	1697	1901	1167	2165	868	842	720	754	705	443	714	342	485	408	236	254	200	183	176	168	125	253	120	117	147	166	64	60	57	81	74	44	50	36	44	30	30	14	27	29	33	12	22	20	15	19	13	25	7	8	3	4	4	5	1	9	6	4	5	3	4	4	3	3	7	3	2	5	7	1	1	2	0	1	5	2	2	1	1	0	5	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	13865	13964	4682	11208	1989	4440	555	605	585	1276	247	1817	203	312	250	495	459	145	540	81	368	248	78	135	87	53	44	89	30	212	54	62	118	114	16	18	23	53	36	18	11	17	27	13	10	9	16	23	25	3	16	13	10	6	9	22	3	1	2	4	3	2	1	7	3	3	4	1	0	0	0	2	3	2	2	2	6	1	0	0	0	1	5	2	1	0	0	0	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	29429	19273	9166	12988	4536	5729	2484	2114	1650	1903	1168	2140	849	833	725	750	666	461	665	323	500	393	244	238	214	173	173	169	127	287	117	112	151	146	66	54	67	84	76	41	43	49	53	26	35	19	30	35	43	12	19	23	15	23	24	20	8	6	3	6	5	9	3	7	5	3	6	3	4	3	3	2	4	5	2	5	7	1	0	0	0	1	2	2	1	1	2	0	0	0	0	3	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	13885	13986	4773	11271	2051	4511	575	609	562	1295	254	1802	194	304	265	480	438	150	494	78	363	266	74	120	82	50	39	89	30	243	60	56	116	100	13	12	21	55	32	22	12	22	40	11	11	10	20	29	36	3	14	17	10	8	16	17	4	0	2	5	2	5	1	6	3	1	3	1	0	0	0	2	3	2	2	2	6	1	0	0	0	1	2	2	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	29686	19369	9164	12826	4504	5701	2476	2059	1670	1936	1215	2327	861	834	694	760	693	465	637	345	465	394	248	220	227	165	173	172	125	290	123	116	143	126	71	52	72	70	62	49	45	45	52	29	28	17	30	33	39	12	23	21	16	16	21	19	13	8	5	14	8	10	5	6	4	2	5	3	3	3	4	1	1	3	2	4	1	0	0	0	0	1	3	2	1	2	1	0	0	0	1	4	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	13891	14053	4752	11122	1999	4479	577	573	545	1326	281	2005	206	308	258	481	457	143	477	77	323	261	85	118	93	47	39	84	32	244	62	53	109	88	15	12	17	38	25	24	14	18	40	10	7	8	20	29	30	5	18	16	10	5	14	16	6	1	2	13	5	6	2	6	3	0	3	0	0	0	0	1	1	1	2	2	1	0	0	0	0	1	2	1	1	1	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
