label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127
0.03	north6_all	80	43199	10941	8351	6198	3538	3838	2901	2072	2660	1255	1707	1670	891	932	1352	834	639	390	378	356	328	384	285	174	408	152	231	116	109	148	92	219	153	81	66	106	62	45	40	84	43	46	45	34	27	43	23	21	27	12	45	15	11	18	8	13	8	11	18	12	6	12	5	9	4	4	5	7	5	2	10	8	6	1	0	4	2	5	2	2	2	0	2	0	1	2	2	0	0	2	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	26086	5039	4362	3409	1585	2075	1532	1056	1594	608	1019	1035	458	489	860	464	369	191	183	180	172	238	161	78	269	67	134	55	56	74	45	137	90	40	32	79	33	16	22	51	31	22	31	17	17	30	16	2	18	7	39	7	8	9	3	10	5	5	14	7	5	4	4	6	1	1	4	5	1	1	10	6	4	0	0	3	0	4	2	2	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	45284	10877	8453	6414	3507	4046	2848	2083	2715	1221	1640	1685	915	919	1390	872	650	401	377	374	327	388	293	189	386	146	220	117	103	160	106	222	134	72	62	126	65	55	43	77	48	49	46	39	25	60	18	17	20	11	30	10	6	14	11	9	7	14	15	10	7	11	5	6	7	5	7	4	5	2	13	7	5	1	0	5	3	4	2	4	4	1	1	0	1	1	2	5	0	1	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	27549	4994	4465	3582	1573	2237	1535	1043	1670	573	946	1026	471	489	855	499	382	201	188	199	168	243	159	95	245	65	129	55	49	87	54	158	76	38	31	95	33	21	22	49	30	27	30	20	12	49	14	3	14	6	25	3	4	5	3	5	4	10	11	5	3	4	4	3	6	2	4	2	1	0	13	7	3	0	0	3	1	3	2	3	0	1	1	0	0	0	1	5	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	47103	10958	8757	6571	3528	4206	2965	2148	2876	1249	1777	1692	954	913	1436	926	706	401	381	341	341	405	334	209	390	147	241	126	111	180	117	242	150	75	60	138	72	60	35	65	49	46	47	54	31	64	19	15	17	14	29	10	14	12	12	8	8	11	12	9	7	12	7	10	8	11	9	1	2	2	14	3	2	3	1	4	3	3	1	3	4	1	1	0	3	1	1	5	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	29061	5040	4713	3641	1595	2331	1636	1117	1780	573	1035	1011	505	509	886	542	431	209	193	187	179	255	183	104	248	67	157	61	52	104	61	176	100	40	26	106	33	25	18	42	32	29	27	38	16	52	13	5	15	5	24	4	9	6	5	4	5	8	10	4	4	3	5	6	6	10	4	1	1	0	13	2	1	1	0	2	1	1	1	2	0	1	1	0	3	0	1	5	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	48631	10729	9042	6785	3630	4386	3018	2199	2902	1225	1792	1675	969	899	1419	978	733	413	427	357	354	396	321	205	426	144	239	118	99	175	117	235	160	72	63	141	78	63	37	65	45	49	43	69	27	53	25	20	19	16	26	12	15	9	13	6	6	13	12	7	11	9	21	13	7	12	9	1	1	2	4	2	2	5	1	4	2	1	2	2	2	1	2	0	4	0	0	5	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	30218	4912	4865	3776	1650	2489	1649	1132	1769	570	1067	1002	523	499	874	598	438	222	223	199	188	236	178	99	258	67	159	58	46	99	65	168	105	38	32	102	36	31	17	43	30	29	24	51	14	41	14	12	14	7	18	5	9	5	8	3	3	8	10	2	6	3	16	4	6	9	1	1	0	0	3	1	2	4	0	3	2	0	1	1	0	1	2	0	4	0	0	5	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	48100	10638	9079	6739	3629	4285	3002	2244	3025	1257	1847	1613	972	888	1310	964	772	408	444	373	377	415	318	201	386	148	285	124	97	176	116	217	140	86	54	128	90	52	35	65	51	47	36	87	27	62	30	21	28	16	18	12	17	22	14	5	7	15	6	10	17	13	21	14	6	12	8	2	0	1	1	1	2	5	3	4	1	1	1	1	2	1	3	0	4	0	0	3	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	29767	4841	4897	3748	1665	2442	1690	1169	1860	593	1108	931	509	484	823	598	464	221	245	198	200	235	177	85	235	73	198	69	47	102	62	154	94	46	27	89	40	28	14	44	30	25	17	70	15	47	16	12	19	7	9	4	9	17	13	3	4	7	5	5	15	7	16	6	3	10	0	2	0	0	0	0	2	4	0	3	1	0	0	0	0	1	2	0	4	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	48606	10660	8939	6748	3466	4171	3026	2064	2720	1226	1729	1862	899	933	1395	892	755	432	428	390	381	515	335	211	386	157	317	154	108	188	134	242	141	86	77	190	72	49	57	72	49	72	40	60	27	68	23	32	24	15	27	14	15	13	10	14	10	8	8	7	19	6	25	16	5	7	4	4	4	5	2	5	3	4	3	1	2	2	2	1	4	2	0	0	0	1	0	0	0	1	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	30105	4780	4728	3737	1571	2315	1639	1099	1668	544	1004	1146	460	485	828	521	416	189	237	208	204	353	189	97	205	65	198	67	54	116	72	171	92	47	34	144	41	28	33	50	34	42	24	40	14	32	16	21	15	6	12	4	5	6	3	7	6	5	4	3	14	3	22	13	2	2	2	4	2	5	1	2	1	1	1	0	2	1	0	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	48497	10750	8898	6690	3552	4241	2975	2097	2750	1201	1776	1842	946	923	1444	881	775	416	410	397	379	502	320	199	384	144	338	152	126	176	113	222	149	88	67	174	68	56	49	65	55	80	32	58	22	60	28	43	24	17	28	14	16	25	9	16	5	10	7	6	19	6	13	6	6	1	4	5	3	3	2	2	2	3	2	1	2	1	2	2	1	1	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	29890	4876	4699	3709	1675	2453	1596	1126	1730	555	1029	1112	488	495	899	532	446	193	229	210	206	340	187	93	196	63	191	71	68	101	59	167	93	43	30	121	36	29	22	42	40	50	20	39	13	25	18	26	17	8	14	5	10	14	4	6	3	6	3	2	12	3	10	4	3	0	1	4	1	3	1	2	1	1	1	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	48865	10742	8959	6726	3567	4225	2970	2059	2800	1222	1850	1941	912	966	1526	930	744	410	415	394	379	482	316	202	375	150	336	127	121	170	118	205	143	114	64	153	88	59	42	72	59	76	31	54	27	67	24	27	21	21	26	14	17	25	12	23	6	15	8	7	17	10	7	8	5	3	3	4	1	3	1	4	0	2	3	1	2	2	1	3	1	1	1	0	0	2	1	2	0	1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	30161	4896	4789	3781	1669	2436	1605	1068	1746	570	1112	1192	481	530	964	570	439	194	214	203	222	310	174	98	196	73	197	59	60	92	65	162	78	54	30	103	50	32	17	44	41	46	17	40	17	24	11	13	15	11	9	7	11	16	3	14	3	4	4	1	13	4	5	8	2	2	1	2	0	2	0	3	0	0	2	0	2	0	0	2	0	1	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	48129	10648	8935	6707	3555	4261	2995	2195	2799	1187	1892	1841	957	915	1495	938	729	434	419	392	363	466	364	176	370	145	320	117	131	170	111	212	152	127	74	118	84	63	48	79	63	73	30	40	25	51	21	21	20	24	20	18	17	29	16	28	11	12	6	5	18	9	20	10	3	11	3	6	1	1	12	4	0	1	4	1	3	1	0	5	0	0	2	0	2	2	1	2	1	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	29591	4832	4770	3753	1657	2492	1659	1144	1721	538	1144	1130	508	518	938	568	438	215	208	204	195	291	203	93	215	64	193	56	66	88	59	162	82	61	37	66	47	29	21	48	43	42	15	31	18	20	9	9	14	16	8	9	12	22	7	17	5	3	3	1	15	3	18	10	1	10	2	3	0	0	0	3	0	1	2	0	3	0	0	3	0	0	1	0	1	1	0	2	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	48177	10682	9028	6692	3589	4238	3075	2186	2843	1151	1900	1790	985	960	1466	899	713	452	434	406	346	455	361	181	430	156	276	116	116	192	115	208	169	115	65	119	84	65	43	76	59	71	36	46	25	55	17	15	20	30	23	23	12	36	14	30	8	13	7	3	13	15	19	12	3	13	2	5	0	6	13	5	2	4	3	1	1	1	0	4	4	0	3	0	2	1	1	2	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	29609	4831	4859	3730	1641	2460	1684	1108	1756	527	1154	1066	520	525	954	534	396	214	211	213	195	284	200	87	275	78	165	53	49	113	61	150	89	55	33	66	49	34	20	43	42	42	17	35	17	25	6	9	15	19	9	19	8	32	5	15	3	3	3	0	11	11	17	12	0	12	2	1	0	5	0	3	1	3	2	0	1	0	0	2	4	0	1	0	1	1	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	47951	10601	9036	6723	3608	4095	3110	2221	2831	1151	1837	1738	978	944	1448	921	750	447	430	403	333	410	379	190	438	162	276	113	131	182	114	216	163	109	70	129	83	55	41	91	47	59	31	64	28	57	16	18	23	28	24	20	10	37	11	30	12	12	25	6	15	17	20	11	2	14	3	9	1	5	13	9	2	4	2	0	2	2	0	5	4	1	2	0	4	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	29504	4756	4817	3799	1662	2365	1736	1159	1680	534	1090	1048	534	544	916	542	459	220	215	233	184	256	223	82	296	74	160	48	54	113	59	132	111	56	33	66	44	28	20	53	33	26	16	44	16	31	8	11	15	19	13	17	6	33	4	16	4	6	7	3	12	13	17	11	1	13	3	6	0	5	0	7	1	3	1	0	1	1	0	3	4	0	1	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	48355	10591	9035	6757	3581	3998	3220	2180	2814	1151	1813	1822	991	959	1318	962	735	440	411	419	335	397	382	178	459	148	268	114	125	178	106	227	140	91	61	119	73	51	39	85	45	60	35	82	25	49	14	30	20	20	23	17	9	32	5	24	11	12	28	4	11	17	4	18	3	5	1	8	2	7	3	12	2	5	0	0	1	1	1	4	4	1	1	1	3	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	29713	4730	4831	3856	1628	2323	1779	1114	1656	540	1070	1090	528	549	816	551	434	207	212	259	196	238	217	79	315	70	151	49	52	112	55	150	91	49	28	59	37	30	17	51	32	36	19	60	15	39	8	14	13	10	11	14	4	27	2	15	5	9	10	3	8	15	2	15	1	3	1	7	1	7	1	10	1	3	0	0	0	1	1	3	4	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	48679	10479	9041	6822	3618	3945	3153	2228	2839	1174	1824	1784	933	941	1304	907	751	428	364	425	335	433	345	186	419	149	276	116	129	170	104	232	150	107	68	118	62	48	42	80	56	75	44	102	22	40	17	32	18	19	21	6	9	28	8	15	9	13	28	5	13	18	3	26	3	5	2	6	3	3	1	10	3	2	1	0	1	1	1	4	0	1	2	1	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	29904	4706	4845	3885	1645	2255	1744	1148	1707	543	1081	1062	489	538	807	533	471	202	190	255	187	262	203	86	289	67	161	51	53	109	55	139	108	59	38	50	35	24	23	51	37	53	29	65	13	28	7	15	9	7	12	3	3	23	4	12	5	9	10	4	9	14	1	23	1	2	2	6	2	3	1	9	2	1	1	0	0	1	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	49222	10609	9006	6670	3582	4007	3192	2221	2845	1190	1878	1793	918	916	1320	908	703	446	380	417	332	468	352	186	386	150	258	123	120	218	111	205	140	110	66	109	47	54	50	67	57	69	46	94	19	72	17	29	19	18	16	9	15	13	9	11	9	10	16	6	4	9	9	21	2	5	3	3	4	3	2	5	2	3	1	0	2	4	1	2	0	0	3	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	30248	4796	4825	3733	1618	2259	1792	1150	1721	521	1100	1107	460	513	848	553	415	200	210	235	185	293	195	95	249	68	152	56	53	131	61	139	91	66	33	51	25	26	24	41	34	49	25	65	11	46	7	13	11	5	10	5	8	9	5	6	6	6	11	4	2	6	6	18	0	1	2	3	4	2	1	3	1	1	1	0	1	4	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	48858	10763	9070	6515	3583	4084	3080	2178	2843	1211	1861	1732	955	869	1321	883	689	453	389	397	325	473	314	200	366	160	279	120	117	210	117	206	148	97	61	131	59	51	54	59	61	60	45	80	19	83	17	23	21	17	13	9	22	12	9	17	10	8	4	7	9	10	12	19	3	4	4	5	5	3	2	4	4	1	1	0	1	4	1	0	0	0	3	0	1	1	0	0	1	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north20_active	80	29921	4909	4853	3601	1645	2312	1747	1109	1742	553	1077	1045	465	483	840	564	388	202	215	214	183	305	175	100	219	70	178	55	56	127	66	112	89	57	33	78	35	22	25	33	33	41	24	54	10	45	5	13	10	5	11	5	13	9	5	11	6	4	1	4	5	7	9	12	1	1	2	5	5	1	0	1	3	0	1	0	1	4	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	48989	10706	8753	6726	3521	4220	3027	2103	2784	1224	1740	1818	899	929	1456	807	789	430	419	392	334	395	354	222	314	150	365	123	146	143	139	204	176	89	70	119	73	60	47	65	53	62	37	67	24	52	17	23	45	17	41	22	18	37	11	21	11	11	13	6	2	10	13	8	8	5	3	3	7	4	7	0	1	6	0	5	1	1	5	0	6	0	0	2	1	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_active	80	30277	4845	4679	3709	1594	2445	1707	1022	1702	552	991	1071	473	525	936	447	491	210	214	189	155	227	208	100	176	65	217	64	60	76	75	149	107	37	29	67	43	35	20	30	27	33	14	49	10	39	10	9	35	11	32	11	12	25	5	14	4	6	10	0	2	6	3	8	5	3	0	2	6	1	7	0	1	4	0	5	0	1	5	0	4	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	47717	10818	8718	6501	3560	4180	2958	2008	2703	1211	1791	1797	894	882	1439	825	732	428	405	389	355	410	324	205	303	143	364	135	130	141	126	238	153	79	67	131	67	48	42	73	46	64	31	61	25	44	13	22	31	17	43	20	17	37	14	19	13	9	8	3	6	7	11	12	7	3	1	1	6	5	5	1	2	5	0	1	2	0	5	0	7	0	0	0	0	0	1	4	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_active	80	29408	4924	4660	3562	1618	2406	1623	976	1667	558	1013	1045	462	482	942	479	454	207	184	186	165	241	188	103	154	63	214	72	59	73	68	158	92	38	28	81	42	25	17	37	15	40	16	47	12	30	8	9	25	9	31	11	8	27	7	11	5	7	5	0	6	5	4	11	5	1	1	1	6	1	5	0	2	3	0	1	0	0	5	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	45282	10991	8395	6316	3589	4037	2922	1998	2637	1253	1713	1701	864	846	1403	831	700	419	415	370	354	402	341	180	292	154	324	131	107	168	118	239	134	77	64	110	66	52	43	69	46	59	39	55	30	42	15	24	37	16	37	14	18	20	15	14	9	12	8	6	5	7	3	11	3	4	2	0	3	5	4	1	2	5	0	1	2	2	2	1	8	0	1	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
