label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124
0.03	north6_all	80	57415	13052	8123	7033	7782	3311	2516	2318	2361	2252	2347	2229	901	861	697	945	729	449	439	388	390	695	242	220	193	166	153	176	134	112	117	83	77	170	97	159	65	94	62	73	49	43	32	51	45	26	31	22	26	20	13	22	21	10	16	25	14	10	7	20	9	5	3	13	19	7	4	3	8	5	1	4	1	5	2	1	2	1	2	3	2	3	0	2	3	0	3	1	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	48465	4972	2942	4453	6282	1237	659	1101	1512	1665	1858	1894	342	403	222	718	470	128	175	162	191	602	46	71	86	46	42	95	37	66	26	20	17	157	68	135	39	81	34	52	15	29	19	42	33	12	24	11	21	14	1	17	17	0	10	17	4	6	4	18	5	1	0	9	17	4	3	3	8	5	0	4	1	4	1	0	0	0	0	3	0	2	0	0	3	0	3	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_all	80	57239	13011	8068	7170	7782	3287	2436	2286	2325	2347	2245	2100	909	851	716	968	752	444	408	392	388	646	236	226	201	179	159	167	153	126	121	89	82	176	99	172	62	90	55	73	46	47	40	44	45	22	36	26	27	36	15	22	21	9	21	23	13	10	10	15	9	7	3	9	10	6	3	2	7	9	3	4	0	5	1	2	4	0	1	3	2	2	0	3	2	0	3	1	0	0	3	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	48363	4947	2917	4491	6265	1206	662	1101	1528	1747	1759	1764	348	396	225	743	483	112	163	160	212	566	40	82	92	47	43	78	42	79	23	24	18	156	68	146	41	80	28	53	15	31	24	35	36	11	29	12	17	30	3	17	18	0	17	15	4	8	6	14	5	2	0	7	8	4	2	2	4	9	0	4	0	4	0	1	2	0	0	3	0	2	0	1	1	0	3	1	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	57033	12989	7975	7187	7582	3347	2429	2250	2383	2275	2213	1998	945	863	696	973	711	420	403	365	379	641	241	210	212	177	151	154	140	139	117	73	79	174	118	187	73	90	55	75	42	44	44	57	41	28	37	31	24	36	20	25	14	6	21	20	14	15	8	26	11	5	3	4	9	7	2	1	8	12	2	5	1	4	3	3	4	1	1	2	2	1	0	3	3	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	48188	4898	2871	4501	6085	1248	712	1111	1607	1680	1757	1674	353	415	216	729	429	110	147	146	217	556	42	70	98	54	40	71	37	88	21	16	13	151	86	161	51	71	33	56	10	26	26	46	37	16	28	14	13	29	8	22	10	0	14	13	6	11	3	24	5	2	0	3	8	6	1	1	4	12	0	4	0	4	1	2	2	1	0	2	0	1	0	1	2	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	57645	12854	7975	7267	7608	3253	2468	2289	2390	2323	2306	2060	958	858	681	961	693	413	386	365	363	604	232	221	227	167	157	145	145	128	112	91	92	141	103	157	64	91	61	67	37	52	37	62	48	26	40	29	18	34	21	22	16	10	20	7	10	12	7	22	8	4	1	5	5	10	2	0	4	9	2	4	9	4	3	3	4	4	0	1	2	6	0	1	8	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	48770	4864	2861	4586	6108	1193	719	1127	1627	1737	1849	1725	363	420	198	703	403	97	143	149	213	518	41	73	105	48	44	65	36	73	16	25	16	116	69	130	40	68	32	51	9	31	20	49	43	15	29	16	8	28	11	19	11	1	14	2	2	8	3	19	3	1	0	5	5	9	0	0	0	8	0	3	8	4	1	2	2	4	0	0	0	6	0	1	5	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	58151	12771	8024	7274	7649	3208	2478	2312	2409	2325	2278	2145	942	808	667	1007	693	415	384	345	375	616	240	214	214	164	168	137	130	128	99	93	84	145	123	127	78	118	65	86	44	52	43	55	53	30	49	24	16	11	19	25	23	12	17	9	13	12	6	18	13	5	3	6	3	8	2	1	5	5	2	3	13	2	2	3	3	4	1	1	2	6	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	49248	4866	2856	4604	6181	1192	740	1108	1645	1728	1814	1802	360	401	202	755	410	93	139	149	200	530	55	70	101	49	38	64	31	66	10	24	17	119	93	103	50	90	37	70	16	33	26	43	47	20	37	13	8	7	12	23	16	2	10	3	3	7	3	15	6	3	0	6	1	6	0	0	0	4	0	2	12	2	1	3	1	4	0	0	1	6	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	55722	12951	7973	7055	7231	3187	2545	2194	2325	2204	2267	1998	971	826	661	865	630	419	359	388	333	629	240	239	201	168	148	139	143	148	103	92	74	169	89	154	61	77	34	96	42	52	43	55	21	15	31	21	29	28	14	53	17	10	10	17	3	4	9	8	7	3	8	15	1	5	6	3	2	8	4	2	5	8	5	3	0	0	3	2	1	10	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	46385	4671	2833	4379	5744	1138	639	973	1494	1597	1784	1643	372	383	208	650	376	113	101	151	153	544	57	71	88	43	44	66	31	74	23	25	16	144	61	135	36	61	20	78	14	33	28	44	15	8	22	9	21	24	2	43	11	2	5	11	0	2	5	4	3	0	1	14	0	5	6	1	0	6	1	1	5	4	4	2	0	0	0	0	0	9	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	57977	12904	7963	7305	7616	3226	2491	2185	2370	2246	2381	2123	975	803	679	923	671	437	377	408	348	615	235	233	214	168	154	162	144	164	104	101	73	162	110	112	57	86	46	98	39	53	39	68	19	15	36	22	28	42	18	47	11	9	6	14	3	3	9	7	6	4	9	22	1	9	5	3	4	7	3	6	5	10	5	1	0	1	4	2	1	9	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	48871	4873	2992	4673	6128	1202	676	1017	1518	1647	1918	1786	365	383	220	715	413	118	114	168	162	531	62	66	103	43	44	83	34	85	21	27	17	140	78	94	37	67	24	82	13	35	23	57	12	6	24	10	18	35	5	40	9	2	3	11	0	2	4	3	3	0	1	22	0	9	5	1	2	6	0	5	5	6	4	0	0	1	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	58378	12952	7948	7319	7528	3207	2488	2214	2355	2177	2440	2046	983	776	668	1002	676	466	365	404	359	625	247	231	214	174	162	154	148	160	101	89	78	172	107	124	61	92	49	84	45	51	40	76	29	25	38	30	13	34	21	39	10	7	9	17	5	4	11	17	4	4	7	22	2	10	3	8	3	7	5	4	5	10	5	1	2	1	4	3	1	8	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	49282	4965	2963	4658	6059	1220	713	1060	1531	1585	1959	1680	382	383	206	781	406	135	119	159	172	537	63	68	97	47	33	70	35	75	23	20	20	148	72	104	41	75	25	70	16	34	24	66	19	11	29	17	8	26	6	37	7	1	3	12	0	3	3	15	2	0	0	22	1	10	3	5	2	5	2	4	4	6	4	0	2	1	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	59192	12908	7941	7311	7443	3231	2504	2250	2325	2163	2463	2074	929	822	683	1011	652	497	375	419	376	621	233	219	210	184	178	175	150	151	110	101	75	195	105	124	72	103	63	64	42	39	34	68	32	24	40	30	8	38	21	21	15	5	8	12	5	6	7	16	2	8	6	16	4	8	4	11	4	3	4	6	2	3	4	1	3	1	5	2	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	50067	4877	2936	4645	6000	1276	737	1076	1520	1589	1981	1714	351	396	193	768	401	142	128	161	197	528	56	76	93	51	37	75	31	75	25	27	16	170	69	102	46	88	35	47	16	26	19	58	22	12	32	15	3	31	9	20	11	1	2	7	0	4	2	16	1	1	0	15	3	7	4	8	3	2	2	4	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	58408	13004	7939	7364	7347	3302	2443	2278	2307	2271	2386	1950	904	844	665	1060	628	505	372	396	374	642	239	215	216	195	183	165	147	132	127	83	77	185	94	144	80	106	66	63	53	33	37	63	35	35	43	30	12	24	17	14	26	5	14	12	6	7	7	18	1	8	3	6	10	3	3	15	2	1	7	6	2	0	4	6	3	0	2	2	0	2	0	0	0	0	0	0	0	1	1	1	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	49344	4854	2928	4678	5917	1276	710	1115	1523	1697	1906	1581	347	414	179	806	379	133	125	155	204	546	56	74	104	59	39	69	29	79	27	20	15	154	63	124	45	88	38	50	23	22	22	54	24	17	37	13	7	19	7	12	18	1	7	8	2	4	2	18	0	1	0	5	9	2	3	10	1	0	2	4	0	0	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	58651	12970	7990	7266	7583	3313	2506	2289	2435	2317	2372	2082	878	864	651	1047	630	493	379	397	343	645	226	220	209	185	185	159	128	127	144	97	78	176	86	154	96	91	76	54	51	38	35	61	33	34	32	23	17	33	12	20	23	6	13	9	5	10	7	12	3	6	2	1	11	3	4	9	3	4	5	2	5	1	5	5	3	1	2	2	2	2	0	1	0	0	0	1	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	49534	4836	2972	4639	6163	1225	724	1095	1648	1762	1912	1724	325	439	173	791	377	136	125	162	196	541	54	81	108	58	42	60	27	74	33	25	16	149	60	131	53	72	43	37	20	21	18	48	21	19	27	7	10	27	5	15	16	1	7	6	3	7	2	10	1	1	0	0	10	2	2	6	2	1	1	0	1	0	0	5	2	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_all	80	58307	13186	7916	7183	7738	3309	2507	2246	2416	2291	2423	2055	946	906	636	996	628	480	392	388	342	616	236	214	219	191	166	161	114	141	135	89	79	166	92	160	93	96	69	61	50	45	34	51	36	39	37	23	21	30	6	19	23	5	15	9	7	12	5	9	5	7	3	6	15	19	4	6	6	6	3	4	5	4	1	5	2	2	1	1	2	2	0	1	0	0	1	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	49209	4893	2902	4571	6276	1186	718	1064	1612	1733	1943	1700	341	453	160	753	360	129	124	164	187	524	46	85	105	60	37	63	29	82	31	19	20	138	69	141	48	74	31	44	15	27	19	43	18	20	29	6	14	23	3	15	19	0	10	5	6	8	2	6	2	1	1	4	14	19	1	3	6	3	0	4	3	0	0	5	2	1	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_all	80	58829	13113	7907	7314	7634	3262	2536	2261	2409	2242	2314	2096	926	847	663	978	649	453	398	388	349	663	254	215	200	190	154	157	112	154	118	93	88	124	97	150	77	91	60	55	46	59	39	57	47	38	39	22	31	30	5	21	22	9	15	8	11	14	7	8	5	5	3	7	14	20	8	3	6	7	2	5	5	4	1	8	3	3	1	1	2	3	0	1	0	0	1	1	0	1	1	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	49736	4883	2871	4656	6170	1188	730	1057	1608	1660	1833	1757	330	430	166	752	391	122	111	164	198	570	52	96	88	61	35	62	24	87	26	18	24	102	72	130	49	71	27	40	11	36	24	46	23	19	29	7	22	22	0	15	19	1	9	4	7	9	0	4	2	1	1	6	13	20	5	2	6	3	0	5	3	0	0	8	2	2	0	0	2	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_all	80	58878	13009	8019	7406	7510	3281	2549	2287	2422	2252	2295	2309	913	889	649	1009	641	434	415	381	362	645	269	224	222	190	163	149	119	146	103	111	94	162	121	142	71	101	51	62	40	47	39	63	58	33	32	23	29	22	7	17	19	9	16	3	11	12	8	7	3	5	3	8	12	20	12	4	7	4	1	5	8	6	0	5	2	2	0	1	2	1	0	2	0	1	1	1	0	15	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	49890	4869	2932	4745	6020	1197	719	1052	1587	1681	1835	1947	321	434	181	789	374	120	132	158	196	558	54	90	100	58	39	60	30	74	24	26	23	141	89	122	48	79	21	43	9	30	29	50	40	16	24	9	21	15	0	13	17	2	8	1	5	6	2	4	2	2	2	7	12	19	11	3	6	3	0	5	7	0	0	3	0	2	0	0	2	0	0	1	0	1	1	1	0	15	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_all	80	58826	13052	8065	7393	7618	3268	2538	2264	2312	2379	2200	2317	907	869	641	1017	634	456	431	366	387	691	257	233	217	200	172	165	130	142	96	99	93	170	110	159	63	91	46	78	43	56	46	59	59	37	36	27	30	20	14	16	19	9	19	15	12	9	11	5	2	3	4	15	5	3	11	3	7	5	2	6	7	2	0	8	4	2	0	0	1	1	0	3	0	1	0	0	0	15	1	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	49963	4904	2936	4702	6160	1233	681	1022	1483	1788	1743	1943	312	419	193	817	390	118	148	149	223	600	64	83	95	53	38	65	35	74	24	26	23	147	79	138	39	70	25	61	10	34	32	44	45	19	27	15	22	13	3	14	15	2	9	13	4	3	4	4	2	2	3	13	5	2	11	2	5	3	1	5	5	0	0	6	1	2	0	0	1	0	0	1	0	1	0	0	0	15	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	55938	12941	8137	6900	7236	3374	2538	2276	2246	2215	2104	2124	914	885	667	895	655	471	443	387	374	606	222	210	190	173	157	175	143	143	110	90	78	185	111	105	75	81	54	90	44	44	27	56	48	23	23	17	34	29	17	45	24	15	17	13	10	13	9	19	4	7	8	3	11	1	14	4	4	5	2	14	2	3	2	1	1	1	2	1	0	2	2	1	0	0	2	0	0	2	0	1	2	3	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	46253	4683	2868	4188	5603	1221	694	994	1366	1618	1633	1753	337	419	210	665	399	130	151	156	188	519	63	74	74	64	50	88	46	73	28	28	13	158	69	88	46	57	34	63	11	26	14	45	38	10	13	6	28	25	4	40	18	2	9	7	3	11	1	17	1	1	4	1	11	1	13	4	0	5	0	11	1	1	1	0	1	0	0	0	0	2	2	0	0	0	1	0	0	2	0	1	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	55316	12968	8025	7054	7309	3331	2563	2280	2301	2158	2174	2202	898	872	668	900	658	448	412	395	368	548	220	215	172	167	153	191	135	141	90	99	81	150	108	115	72	80	52	92	40	52	37	71	44	19	36	16	37	17	18	50	22	14	18	8	11	14	10	17	3	9	2	0	11	2	9	6	4	6	2	14	1	1	0	0	0	1	2	1	0	3	2	2	0	0	1	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	45757	4680	2863	4234	5715	1198	693	994	1450	1574	1707	1825	312	418	196	669	386	123	150	156	186	462	60	73	69	57	43	95	46	66	24	28	15	127	70	98	46	59	29	64	12	34	23	62	33	6	29	9	29	15	4	42	16	2	10	3	1	11	0	15	0	3	1	0	11	2	7	5	0	6	0	11	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	56460	12885	7861	7229	7352	3300	2504	2248	2364	2237	2017	2107	926	861	675	890	689	432	434	394	353	536	219	220	184	171	175	182	130	120	98	100	91	175	113	147	76	67	59	88	43	51	39	70	61	20	36	23	35	26	21	43	27	12	17	7	4	16	9	15	3	10	3	7	23	7	3	10	11	7	2	9	1	0	0	1	2	0	2	1	0	1	2	2	0	0	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	47020	4712	2781	4382	5733	1185	717	985	1488	1622	1569	1749	339	419	212	659	405	121	173	160	167	447	61	73	75	50	52	88	43	57	21	22	18	147	74	129	50	47	36	58	11	32	27	64	45	7	30	9	26	21	3	35	22	2	11	1	0	11	3	11	1	6	2	6	23	6	1	7	7	6	1	6	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
