label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	6351	2745	4452	1088	2224	510	302	380	165	111	380	148	44	51	48	72	20	17	13	8	8	5	6	14	4	1	8	2	0	1	6	1	2	2	1	0	1	0	1	0	0	0	0	0	0
0.03	north1_active	80	2422	1260	3924	549	2010	312	103	263	45	41	360	111	15	22	34	62	6	1	4	5	4	2	4	10	2	1	8	1	0	0	6	1	0	2	0	0	1	0	1	0	0	0	0	0	0
0.03	north2_all	80	6470	2791	4402	1027	2319	502	306	366	163	109	397	141	33	45	49	75	19	13	15	11	9	5	2	6	4	2	8	2	0	1	6	0	2	6	1	0	1	0	1	0	0	0	0	0	0
0.03	north2_active	80	2528	1266	3883	506	2089	301	102	249	46	44	368	104	11	21	33	65	6	0	6	8	5	2	1	3	2	1	8	1	0	0	6	0	0	6	0	0	1	0	1	0	0	0	0	0	0
0.03	north3_all	80	6573	2836	4390	1024	2294	550	297	333	154	108	374	151	32	48	50	83	22	16	14	11	6	5	1	6	3	1	9	3	0	2	6	0	2	6	1	1	1	0	1	0	0	1	0	0	0
0.03	north3_active	80	2594	1347	3846	508	2075	347	101	242	43	41	344	122	12	21	32	75	8	2	5	7	3	3	0	1	2	0	8	2	0	0	6	0	0	6	0	1	1	0	1	0	0	1	0	0	0
0.03	north4_all	80	6543	2838	4329	1017	2273	598	298	337	131	107	391	135	43	44	45	76	19	14	11	13	3	4	1	5	2	2	3	3	0	1	6	0	2	5	0	1	1	0	0	0	0	1	0	0	0
0.03	north4_active	80	2595	1361	3772	518	2048	387	106	249	36	31	367	111	12	18	26	70	7	3	5	8	1	3	0	1	1	0	2	3	0	0	6	0	0	4	0	1	1	0	0	0	0	1	0	0	0
0.03	north5_all	80	6540	2849	4390	990	2255	623	280	354	132	100	385	127	47	47	31	73	22	19	9	10	5	4	2	4	2	2	7	3	0	1	3	0	2	2	0	1	1	0	0	0	0	1	0	0	0
0.03	north5_active	80	2550	1391	3874	516	2039	408	110	267	41	33	365	102	10	17	14	66	6	6	3	3	0	2	1	1	1	0	6	3	0	0	3	0	0	1	0	1	1	0	0	0	0	1	0	0	0
0.03	north6_all	80	6416	2768	4428	978	2425	579	274	394	146	95	385	95	54	38	36	58	16	22	9	11	6	6	4	5	3	2	9	2	1	0	4	0	4	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	2524	1333	3924	493	2210	381	115	289	46	31	361	64	10	15	18	49	6	9	1	3	1	3	2	3	2	0	7	2	1	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	6403	2796	4491	972	2456	545	277	391	158	102	395	94	57	41	48	46	21	18	14	9	7	5	3	3	2	1	9	0	1	0	4	0	2	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	2528	1319	3977	513	2260	358	115	281	43	33	373	61	8	16	29	39	10	8	2	1	1	2	2	2	2	0	8	0	1	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	6373	2798	4393	989	2503	540	306	376	146	117	439	114	57	30	47	47	17	15	14	11	8	6	3	7	2	1	13	0	1	2	17	0	2	0	0	0	3	0	0	0	0	0	0	0	0
0.03	north8_active	80	2516	1315	3871	521	2307	369	113	272	37	41	414	78	12	12	31	36	10	6	1	1	3	2	2	5	1	0	12	0	1	0	17	0	1	0	0	0	3	0	0	0	0	0	0	0	0
