label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	7578	4503	1816	1130	719	1932	1343	292	740	161	121	101	134	137	133	31	25	74	41	7	6	4	1	10	6	3	1	0	1	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north1_active	80	2328	2960	801	484	271	1776	1223	148	683	79	76	49	110	116	117	21	9	64	35	2	1	1	0	6	4	3	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north2_all	80	7643	4471	1858	1131	752	2038	1366	313	741	145	125	100	128	137	113	42	19	75	47	8	8	4	0	14	1	3	4	2	1	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north2_active	80	2359	2924	825	475	265	1885	1246	167	677	64	68	50	108	115	97	30	7	67	41	1	2	1	0	11	0	3	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
0.03	north3_all	80	7641	4410	1900	1167	777	2016	1361	315	742	143	135	103	127	130	147	43	19	84	49	12	11	7	0	15	1	1	3	4	1	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	2401	2876	827	485	284	1875	1253	156	683	60	81	56	102	114	130	27	5	76	44	2	3	3	0	14	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_all	80	7690	4455	1897	1174	764	1992	1431	296	804	146	135	100	116	99	139	45	19	92	58	14	13	9	1	18	1	1	3	4	1	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	2485	2976	844	495	278	1834	1323	133	745	66	81	54	97	81	126	27	5	83	54	2	3	6	0	17	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	7676	4445	1835	1173	729	2019	1405	268	855	140	132	108	106	103	137	35	21	89	63	18	15	10	4	16	1	3	2	11	0	4	0	2	3	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	2468	3002	806	497	276	1854	1306	110	789	61	84	61	86	83	128	15	8	80	61	3	3	7	1	15	0	2	1	10	0	3	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	7654	4449	1850	1133	733	2030	1407	265	856	152	140	91	116	127	99	33	23	78	44	14	13	9	7	19	8	5	2	12	4	4	0	2	5	0	1	1	0	0	0	1	0	2	0	0	0	0
0.03	north6_active	80	2467	3010	817	482	271	1848	1299	107	788	71	92	51	94	99	91	15	8	71	43	2	2	7	4	18	5	2	1	10	2	3	0	2	5	0	0	1	0	0	0	1	0	2	0	0	0	0
0.03	north7_all	80	7485	4405	1833	1133	750	2076	1365	254	806	154	130	89	115	135	116	26	25	64	33	13	10	14	8	13	8	7	3	11	4	4	1	0	8	0	1	1	0	0	0	0	0	2	0	0	0	0
0.03	north7_active	80	2384	2941	814	466	278	1897	1249	106	740	73	79	45	89	107	108	13	8	59	31	2	3	11	5	11	5	5	1	10	2	3	1	0	8	0	0	1	0	0	0	0	0	2	0	0	0	0
0.03	north8_all	80	7466	4470	1839	1124	778	2178	1428	268	730	160	130	96	146	135	109	28	27	57	31	10	9	11	6	8	9	10	1	12	4	3	1	0	5	0	0	1	0	0	0	0	0	2	0	0	0	0
0.03	north8_active	80	2374	2999	833	470	273	2006	1305	127	667	80	79	46	120	111	97	14	10	53	26	1	4	9	4	7	7	6	0	11	2	3	1	0	5	0	0	1	0	0	0	0	0	2	0	0	0	0
0.03	north9_all	80	7445	4412	1842	1109	741	2144	1493	269	693	167	133	99	141	126	95	33	26	57	29	11	10	11	6	12	6	7	5	6	1	1	1	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north9_active	80	2355	2956	831	496	269	1974	1362	140	634	75	78	41	122	110	85	14	8	52	25	2	5	9	3	11	6	4	4	5	0	1	1	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north10_all	80	7399	4358	1845	1088	730	2017	1542	269	675	150	125	94	148	125	119	36	27	36	32	9	12	9	4	8	5	5	7	5	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2308	2917	807	471	257	1860	1410	137	606	62	70	39	134	108	106	18	11	33	27	2	4	7	1	8	4	2	6	4	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	7564	4495	1819	1139	785	2049	1484	296	825	154	127	95	141	169	110	29	34	91	57	12	7	17	7	24	5	2	3	2	1	4	6	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	2448	2941	792	431	295	1899	1365	154	740	71	75	48	118	152	100	12	18	80	52	5	2	10	2	21	3	0	3	1	1	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7620	4463	1818	1161	791	2114	1387	316	802	172	125	89	130	133	95	26	37	82	53	15	7	19	5	14	4	3	3	2	1	5	2	0	6	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	2458	2919	781	480	277	1962	1282	171	719	81	77	44	107	118	85	11	19	75	51	5	1	9	3	11	3	1	3	1	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7512	4377	1795	1131	762	2085	1387	301	781	170	130	76	129	117	87	31	39	82	57	14	9	10	2	22	2	2	3	1	1	4	2	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	2376	2891	771	471	256	1901	1285	161	703	82	81	42	111	105	77	12	17	71	55	3	1	5	2	18	1	1	3	1	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	7405	4305	1783	1143	737	2165	1351	302	714	159	121	74	139	125	115	28	28	74	52	15	10	8	3	17	2	2	1	1	1	1	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2365	2868	735	492	244	1989	1234	155	642	76	74	28	118	115	105	10	8	65	47	2	1	2	2	15	1	1	1	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	7453	4228	1845	1158	756	2120	1432	281	738	130	129	82	160	131	109	32	23	73	73	12	7	8	6	16	4	2	1	6	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	2396	2806	756	489	269	1952	1317	143	674	56	83	34	137	113	97	13	6	64	68	2	0	2	1	13	3	1	1	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	7553	4215	1855	1184	733	2092	1486	268	711	150	114	79	151	146	129	30	20	58	51	13	10	7	12	13	3	3	1	6	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	2399	2811	749	470	271	1953	1365	136	647	63	75	30	126	127	115	16	5	49	45	2	1	2	4	11	3	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7535	4235	1883	1145	744	2183	1488	280	711	152	112	77	152	140	145	32	18	57	51	11	14	10	13	8	3	4	2	6	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	2462	2829	775	438	284	2041	1378	148	648	64	68	36	125	114	130	19	6	47	46	3	2	4	3	6	3	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7492	4264	1865	1111	737	2132	1471	299	667	161	102	71	139	147	119	35	18	58	36	11	13	9	12	8	3	3	5	3	2	3	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	2396	2848	778	446	289	1990	1359	161	610	68	47	31	113	127	102	19	7	51	32	3	4	3	4	8	1	1	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	7521	4484	1810	1097	752	2157	1415	334	664	164	95	90	133	154	119	37	20	56	43	13	10	8	5	7	2	3	5	0	1	4	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	2407	2944	746	486	286	2012	1303	171	600	75	45	37	105	138	104	19	9	54	39	6	3	6	1	7	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	7527	4492	1803	1147	714	2069	1473	324	662	154	95	99	145	151	119	39	20	68	55	9	8	10	4	12	4	3	4	4	1	4	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	2335	2937	766	507	277	1936	1357	148	598	69	49	38	111	135	101	16	11	64	47	6	2	8	1	11	1	2	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	8106	6969	7278	1098	699	836	339	277	347	162	123	92	72	75	37	35	15	27	44	9	7	4	6	4	1	1	15	2	1	0	2	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0
0.03	south21_active	80	3914	5765	6747	407	174	613	117	114	267	56	60	39	22	51	7	3	5	18	36	1	5	3	1	2	0	0	15	1	0	0	2	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0
0.03	south22_all	80	8171	6890	7469	1100	685	800	357	276	351	158	123	95	73	67	32	36	17	31	48	11	8	4	5	2	2	1	15	0	1	3	2	0	0	0	0	2	0	1	1	0	1	1	0	0	0	0
0.03	south22_active	80	3971	5691	6943	408	167	560	125	121	278	51	66	37	26	42	7	4	8	23	43	2	5	3	2	2	1	0	15	0	0	3	2	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0
