label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	5212	1530	1043	1790	487	718	154	136	104	235	61	71	105	23	26	18	9	18	13	12	7	12	4	2	3	4	6	0	1	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2911	728	528	1220	268	434	77	61	45	179	25	43	67	8	14	5	4	10	8	8	4	8	3	1	0	3	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5244	1558	1041	1682	494	743	165	128	92	240	70	78	91	22	31	18	11	26	12	16	6	12	3	2	3	6	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north2_active	80	2905	713	559	1141	277	458	81	62	34	178	29	46	60	9	16	6	5	15	9	14	4	7	3	1	0	4	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north3_all	80	5229	1520	1031	1683	492	741	168	123	82	228	63	79	88	21	31	26	16	35	14	11	4	11	0	3	1	4	7	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
0.03	north3_active	80	2919	689	547	1112	275	482	84	59	25	163	24	50	52	9	16	8	6	19	9	8	2	3	0	1	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north4_all	80	5216	1596	1047	1605	516	763	166	120	90	218	69	81	110	26	29	30	12	32	11	13	6	12	1	1	1	3	11	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
0.03	north4_active	80	2941	728	570	1076	290	511	86	58	29	135	32	58	65	13	15	11	4	20	7	10	3	4	1	0	1	1	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north5_all	80	5261	1555	1054	1595	505	776	166	120	87	216	69	77	106	25	28	31	11	46	7	6	7	7	2	3	1	2	5	1	0	1	0	0	1	1	1	0	0	1	0	0	0	2	0	0	0
0.03	north5_active	80	2967	717	560	1049	274	530	86	57	33	115	35	56	63	14	14	10	4	35	4	3	4	2	2	0	1	0	5	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
0.03	north6_all	80	5170	1557	1033	1612	475	718	164	133	90	218	72	84	110	27	29	27	11	42	10	7	7	2	6	4	2	4	5	2	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	2922	738	535	1044	273	474	85	59	40	124	38	60	68	16	12	13	5	37	3	3	4	1	2	2	1	4	5	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	5058	1478	1027	1544	474	625	173	136	80	204	70	79	104	21	27	26	9	36	10	9	8	1	9	5	6	4	0	2	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
