label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	28997	19751	11654	4113	4290	1983	1583	1200	1187	581	736	234	283	149	155	84	78	81	82	61	33	22	15	9	23	6	10	2	3	4	3	3	3	1	0	0	3	0	1	0	1	1	0	0	0	0	0	0	1
0.03	north1_active	80	13282	11460	6977	1980	2489	998	843	658	746	328	424	107	155	77	89	45	39	61	50	35	13	6	4	8	15	4	5	2	1	2	2	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north2_all	80	29092	19787	11699	4126	4274	2049	1631	1191	1243	574	802	242	302	149	158	84	68	104	72	46	30	22	13	10	21	3	11	2	1	8	1	1	1	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	1
0.03	north2_active	80	13288	11534	6991	1962	2470	1066	855	655	804	314	479	107	168	71	94	48	35	74	43	25	12	6	3	6	15	1	7	2	0	2	1	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0
0.03	north3_all	80	28932	19966	11706	4194	4346	2002	1585	1176	1264	594	879	266	295	158	141	82	64	106	64	50	28	25	8	17	13	25	14	5	1	9	0	1	4	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	13213	11599	7029	1953	2515	1048	856	662	811	297	542	122	165	75	83	47	30	72	42	36	15	10	0	6	8	21	9	3	0	2	0	1	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	28992	20072	11830	4184	4422	2041	1607	1204	1223	596	888	266	271	159	138	91	60	109	57	47	26	24	11	21	11	27	16	7	0	11	0	3	4	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	13167	11704	7122	1971	2545	1042	893	687	762	292	568	127	150	73	79	54	26	70	39	35	14	10	5	9	9	22	12	4	0	4	0	2	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_all	80	29057	19938	11950	4122	4346	2052	1534	1247	1205	626	867	253	269	136	135	103	72	92	58	52	26	16	10	28	11	27	18	9	0	7	1	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13256	11550	7201	1937	2514	1031	844	707	740	314	556	124	155	60	73	60	32	58	37	39	13	7	7	13	9	21	13	6	0	5	1	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
