label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	34783	13912	8599	11870	8133	2585	2725	1293	696	1564	637	349	195	184	124	217	193	113	37	48	20	40	20	15	23	8	6	1	3	4	2	2	1	0	3	1	6	0	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	12394	4680	4217	10470	7210	1536	2239	798	222	1400	476	147	61	86	43	191	168	94	4	24	7	35	14	4	11	3	4	0	1	0	1	1	1	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	34631	13941	8509	11528	7982	2475	2610	1285	710	1605	652	327	184	171	124	182	160	138	41	61	27	52	20	14	26	5	8	4	5	5	2	2	1	0	3	1	3	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	12133	4563	4105	10073	7040	1461	2095	792	229	1438	478	135	53	82	38	154	138	120	5	29	10	45	13	4	14	0	6	2	1	1	1	1	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	34680	14038	8398	11502	8039	2567	2735	1328	714	1570	682	308	201	175	109	195	168	162	44	60	28	32	28	10	47	4	9	4	7	3	2	2	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	12196	4640	4079	10048	7065	1529	2204	822	237	1405	534	126	56	77	29	164	151	141	5	29	11	25	19	2	34	0	6	2	2	1	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	34889	14313	8406	11550	8305	2617	2786	1372	724	1566	747	322	212	160	113	284	162	144	44	62	31	39	32	11	55	5	7	7	5	3	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	12425	4803	4146	10081	7350	1578	2247	828	239	1411	578	137	62	66	28	252	135	128	5	30	11	32	21	4	39	1	4	3	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	35022	14401	8450	11834	8060	2611	3187	1385	704	1495	723	345	243	153	110	273	165	162	38	50	35	51	32	10	39	5	4	6	7	0	2	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	12544	4942	4242	10403	7149	1559	2601	877	240	1350	575	156	79	63	29	242	140	145	3	26	9	45	19	3	35	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_all	80	35086	14347	8659	12174	8015	2621	3019	1337	712	1630	756	351	267	152	123	312	162	132	43	44	39	54	30	7	41	7	3	5	6	0	1	6	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	12683	4898	4352	10787	7117	1618	2499	814	227	1473	583	164	94	61	33	282	135	118	7	22	8	46	14	2	37	3	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_all	80	34852	14259	8594	12162	7842	2669	3086	1353	725	1621	733	337	249	154	121	251	192	146	38	39	36	56	24	6	38	7	4	5	7	2	1	6	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	12566	4782	4366	10793	6962	1588	2597	854	221	1459	569	170	80	62	27	222	169	129	6	24	8	49	13	0	15	3	0	1	2	1	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	34881	14069	8635	12084	8170	2699	2970	1313	724	1608	744	333	242	156	129	273	174	111	43	31	31	50	22	11	42	6	3	4	6	2	2	6	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
0.03	north8_active	80	12671	4702	4375	10728	7286	1637	2524	764	221	1450	581	157	76	61	25	247	152	91	9	19	10	47	17	1	20	2	0	2	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	35068	14239	8540	12411	8490	2606	2844	1353	682	1528	692	344	218	174	120	329	232	100	39	41	26	72	21	15	45	5	3	5	3	3	3	1	2	0	4	0	1	0	1	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	12829	4799	4329	10993	7602	1580	2354	796	215	1366	530	159	66	86	25	300	208	78	7	22	9	71	14	2	22	1	0	3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	35218	14329	8616	12534	8685	2574	2974	1390	705	1552	725	328	224	177	109	308	206	116	47	44	29	78	28	16	22	3	4	5	2	3	3	1	2	0	4	1	1	0	1	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	12935	4859	4320	11127	7810	1543	2478	852	235	1401	547	134	75	89	28	282	185	90	9	26	7	74	17	2	19	1	0	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
