label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	41110	20825	21056	5162	2943	2260	1513	1399	824	543	544	380	209	154	232	121	163	79	46	30	27	42	17	8	6	8	9	2	7	0	1	1	0	2	1	6	1	0	0	0	0	1	0	0	0	0	1
0.03	north1_active	80	22500	14509	18732	2511	919	994	627	941	406	107	349	235	44	53	178	79	129	39	11	14	13	33	3	3	4	5	5	0	2	0	0	0	0	2	1	6	1	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	41061	20784	20948	5159	2982	2214	1497	1393	795	535	586	397	221	165	210	112	139	67	42	27	28	25	22	8	4	10	8	3	4	0	3	0	0	3	1	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	22483	14494	18628	2502	940	952	603	910	390	117	371	257	41	51	159	72	112	32	11	14	12	18	4	4	4	5	4	1	1	0	0	0	0	3	1	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north3_all	80	41085	20576	20822	5220	3053	2163	1495	1441	804	526	608	388	236	173	196	121	158	76	42	27	36	32	24	11	11	10	6	2	6	1	4	1	0	3	2	1	2	0	0	0	0	1	0	0	0	0	0
0.03	north3_active	80	22404	14400	18537	2502	972	924	600	953	399	121	384	242	44	53	139	63	132	47	10	12	10	24	6	4	9	4	1	1	1	0	0	1	0	3	0	1	2	0	0	0	0	1	0	0	0	0	0
0.03	north4_all	80	40942	20694	20793	5193	3051	2172	1513	1488	799	544	592	372	226	171	182	115	142	71	41	27	36	36	24	12	16	11	6	4	5	1	5	3	0	3	2	1	3	0	0	0	0	1	0	0	1	0	0
0.03	north4_active	80	22242	14417	18536	2484	966	902	605	988	382	135	385	233	43	53	124	62	113	44	8	16	14	29	7	6	10	6	0	2	2	0	0	2	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	40823	20631	21182	5196	3004	2156	1452	1452	840	553	558	336	223	147	166	112	158	69	57	28	31	35	17	17	22	14	7	5	4	2	4	3	1	3	2	1	3	1	0	0	0	1	0	0	1	1	0
0.03	north5_active	80	22080	14294	18950	2471	979	938	590	985	415	134	349	204	43	48	105	58	124	45	14	20	13	27	6	6	12	11	0	2	1	1	0	2	1	2	0	1	3	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	40727	20921	21156	5197	3061	2170	1495	1473	855	572	513	356	219	141	174	117	137	73	57	34	28	32	20	14	16	13	6	8	2	4	3	3	3	2	1	1	1	1	0	0	0	1	0	0	1	1	0
0.03	north6_active	80	22150	14389	18924	2501	1000	934	603	1016	418	122	322	216	46	40	116	70	100	47	15	25	14	27	7	5	8	10	0	2	1	3	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	40852	20951	21121	5172	3043	2197	1446	1443	821	565	491	362	223	156	175	123	115	86	54	31	21	37	20	8	9	14	5	9	1	4	3	2	3	2	1	0	0	1	0	0	0	0	0	0	1	1	0
0.03	north7_active	80	22238	14438	18837	2557	968	936	579	989	421	122	313	206	48	42	113	76	81	56	16	26	11	34	11	2	3	10	0	1	1	3	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	41111	20839	21027	5179	3040	2277	1444	1490	779	548	525	378	211	181	173	130	118	87	44	40	27	37	20	6	9	17	6	10	1	4	4	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	22421	14453	18674	2563	924	1020	555	1008	387	113	346	211	46	50	108	81	89	55	16	27	10	35	8	1	6	11	1	3	1	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
