label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	40967	22586	9023	5999	3772	2433	4576	1622	1445	1029	643	868	556	315	233	207	240	135	98	121	83	154	56	52	26	41	11	14	11	17	22	10	33	17	8	4	20	3	2	1	3	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	23210	16534	4261	3110	1744	574	4045	854	993	672	295	709	386	178	115	80	186	72	23	88	58	146	50	44	6	30	3	3	4	11	19	8	32	10	1	3	20	2	0	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	40409	21994	8998	5875	3837	2415	4429	1623	1365	1010	619	797	544	311	226	207	228	142	95	108	79	156	50	51	26	30	15	14	10	10	16	7	42	17	5	4	15	9	1	1	3	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	22414	15784	4193	3008	1794	537	3893	837	916	642	269	637	390	170	103	78	165	76	24	73	54	148	43	40	6	13	5	4	4	7	12	4	42	10	1	3	15	9	0	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	39551	21310	8864	5647	3803	2420	3941	1572	1359	968	596	806	535	314	230	199	235	138	91	102	82	87	62	54	26	26	19	15	10	11	17	11	44	7	3	4	3	10	3	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north3_active	80	21215	14844	3923	2716	1701	479	3365	809	885	594	247	633	367	168	95	82	178	76	23	69	51	75	54	42	7	9	6	3	8	8	14	5	44	7	2	3	3	9	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	39173	20399	8712	5474	3758	2452	3774	1500	1396	965	581	817	548	315	227	182	184	127	87	97	94	91	60	92	20	27	19	13	10	8	20	6	42	2	4	1	3	12	3	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	20334	13727	3597	2469	1613	475	3154	749	881	551	233	635	383	156	92	75	130	70	25	58	57	76	48	77	6	12	6	4	7	4	16	2	42	2	3	0	3	11	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	38416	19792	8617	5441	3747	2416	3577	1410	1335	945	606	788	525	307	219	194	187	118	89	116	105	85	66	91	17	24	10	18	11	8	28	6	27	2	6	0	3	4	4	0	0	2	10	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	19215	12944	3413	2416	1541	436	2922	678	802	519	242	603	373	156	88	72	139	59	23	74	67	69	53	73	5	14	3	7	7	2	22	2	27	1	4	0	3	3	3	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	38596	20060	8591	5492	3743	2417	3680	1405	1289	942	638	720	537	310	223	192	186	127	98	117	98	120	65	102	12	30	16	12	10	10	18	3	22	4	6	0	0	3	2	2	1	1	11	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
