label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	35252	13071	13254	5650	5111	2230	3051	1320	2033	648	1143	981	540	583	214	207	138	220	141	56	66	50	42	56	68	33	44	6	16	12	23	7	7	1	3	4	3	7	0	1	1	7	1	0	4	1	0	0	0	0	1	0	1	0	0	0	1	1
0.03	north1_active	80	18080	6208	7974	3063	3049	1116	1842	662	1285	289	770	604	313	353	106	119	62	138	87	32	36	22	23	29	48	18	39	3	10	6	10	0	3	0	2	3	2	6	0	0	0	5	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	34513	12705	12820	5562	5026	2130	3038	1358	1977	654	1148	944	507	566	205	175	150	219	125	63	64	45	36	38	65	27	55	9	9	6	23	9	4	1	5	3	4	5	2	0	0	7	0	0	4	0	0	0	0	0	1	1	1	0	0	0	1	1
0.03	north2_active	80	17623	6009	7685	2971	3007	1032	1837	661	1259	289	773	582	294	349	102	85	73	124	71	39	34	21	18	21	41	12	45	5	4	3	8	2	0	0	3	1	2	5	0	0	0	5	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north3_all	80	34054	12552	12450	5417	5045	2121	3002	1303	1940	652	1125	914	479	549	190	186	145	189	95	65	61	48	38	44	69	34	51	11	10	7	15	7	2	3	4	4	3	1	2	1	0	3	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1
0.03	north3_active	80	17359	5910	7408	2889	3031	984	1773	642	1242	283	760	582	289	354	94	94	67	100	50	35	27	25	20	28	45	24	39	6	3	5	7	2	0	2	2	2	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	33268	12234	12110	5367	4967	2092	2832	1276	1860	692	1036	869	489	505	185	229	142	200	104	61	66	46	51	55	48	37	43	12	12	9	8	7	2	3	3	3	2	1	4	1	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1
0.03	north4_active	80	16712	5638	7269	2814	2939	939	1702	610	1161	287	663	563	284	327	89	119	66	120	59	31	28	22	28	33	26	27	28	6	5	8	2	3	1	2	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	32741	12239	12056	5332	4698	2113	2808	1236	1796	678	926	825	459	479	203	250	142	190	106	58	62	47	47	54	47	28	44	14	11	11	9	7	4	4	2	2	3	0	3	1	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	16328	5534	7181	2780	2710	947	1712	607	1107	289	583	546	272	292	104	131	66	117	60	29	27	25	25	33	27	22	33	6	4	9	7	3	3	3	1	1	1	0	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
