label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56
0.03	north1_all	80	43879	14272	8026	11884	3962	3370	2280	1381	1951	765	552	466	378	401	257	223	257	123	111	81	65	57	48	44	35	33	47	25	31	18	10	3	3	21	3	5	4	4	4	0	1	7	7	3	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	26688	3165	2391	10129	1865	2142	1452	501	1620	174	146	134	177	265	127	137	214	49	67	30	15	21	20	38	27	15	44	20	30	14	5	1	2	21	3	3	4	2	2	0	0	6	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	42337	14353	8021	11014	3872	3211	2243	1392	1951	760	534	451	383	371	252	217	236	115	115	84	62	53	41	40	34	32	36	29	28	17	7	6	3	15	2	8	3	4	4	0	1	7	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	24785	2981	2255	9184	1780	1978	1377	470	1619	171	140	124	176	225	124	115	196	46	65	29	13	23	18	33	24	14	31	24	27	13	4	4	2	15	2	5	3	2	2	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	42067	14432	8112	10998	3889	3138	2349	1403	1907	766	536	444	417	388	237	221	251	130	127	78	53	46	48	34	32	25	36	28	23	18	14	6	4	10	2	12	4	5	4	0	2	6	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	24641	2979	2332	9182	1783	1895	1474	468	1570	165	136	127	199	242	114	125	212	53	82	27	15	15	20	24	25	13	32	22	23	14	5	5	2	10	2	9	3	1	2	0	1	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	43633	14270	8163	11716	3872	3221	2504	1365	1973	785	564	435	437	361	246	228	288	123	146	89	59	57	40	37	35	24	64	48	21	13	13	6	7	2	3	8	28	6	2	1	2	5	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	26640	3120	2478	9999	1883	2034	1662	484	1641	169	133	134	212	230	127	133	251	57	96	34	19	18	19	25	28	11	58	39	20	11	5	5	3	2	3	7	27	2	1	0	2	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	45041	14227	8089	12400	3863	3354	2540	1336	2060	750	576	443	451	375	216	237	290	126	152	77	65	57	41	48	38	27	68	48	22	15	12	7	6	3	5	8	41	4	1	1	2	5	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	28439	3272	2568	10787	1937	2213	1722	502	1743	172	148	142	238	250	106	143	257	62	104	29	25	12	20	34	30	13	63	41	21	12	4	6	3	3	3	8	40	2	1	0	2	5	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	45999	14165	8035	12918	3898	3415	2549	1362	2184	759	592	449	438	368	225	236	320	109	143	75	69	53	31	46	44	25	94	53	22	24	8	4	4	3	8	8	43	3	0	2	1	5	24	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	29582	3335	2564	11323	1993	2256	1754	520	1871	168	155	141	238	258	115	145	282	51	97	32	29	12	17	29	33	8	91	46	21	22	2	3	1	2	6	8	42	2	0	1	1	5	24	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	45802	14143	8015	12833	3991	3530	2451	1373	2104	724	597	441	409	419	228	229	353	107	122	66	67	52	28	39	55	28	64	57	12	40	6	9	6	6	7	4	27	4	0	2	1	1	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	29370	3315	2601	11252	2032	2344	1653	535	1807	156	167	149	220	287	117	133	306	48	93	31	27	13	15	23	41	13	61	53	10	37	0	4	3	5	5	4	25	3	0	1	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	45722	14085	8054	12927	3995	3556	2475	1387	2128	724	575	458	366	420	258	200	366	111	126	63	64	40	30	52	49	23	63	45	8	31	8	6	4	12	6	3	25	4	0	7	1	1	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	29571	3367	2690	11355	1982	2361	1667	548	1838	167	159	159	204	278	142	122	313	50	97	29	27	10	14	33	33	9	58	41	7	30	0	2	2	11	5	3	23	3	0	5	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	45627	14165	8098	13110	4000	3553	2560	1364	2124	703	584	459	347	452	269	204	336	122	113	77	58	42	46	42	34	23	54	59	14	39	8	6	8	13	3	7	15	8	0	7	2	1	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	29634	3391	2736	11597	1951	2335	1727	540	1814	158	173	143	180	280	159	130	286	58	85	33	20	15	23	28	23	11	47	56	12	37	1	1	6	13	2	7	14	7	0	5	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	45363	14266	8064	12515	3978	3543	2547	1356	2301	719	597	486	375	383	298	251	267	125	131	86	62	51	52	52	33	20	35	83	20	40	7	3	9	25	15	8	14	6	0	5	2	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	29419	3395	2702	10983	1955	2374	1714	553	1977	165	167	151	192	211	166	158	215	60	99	41	24	20	31	38	24	12	29	80	16	39	4	0	6	23	14	7	13	6	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	43894	14214	8063	11645	3807	3300	2351	1400	2244	760	601	457	387	344	257	228	240	98	126	64	59	42	57	32	42	24	61	25	19	11	14	9	7	15	7	4	1	2	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	26808	3107	2361	9958	1760	2098	1525	494	1859	175	161	133	186	209	126	144	208	38	74	19	17	13	34	16	32	14	56	23	15	9	9	4	4	13	7	2	0	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	42021	14190	7910	11052	3732	3103	2291	1375	2123	726	589	449	376	357	277	222	228	104	122	62	54	37	53	40	43	23	61	29	8	16	14	8	9	13	4	3	1	2	3	3	2	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	24493	2925	2199	9255	1628	1942	1389	443	1712	169	144	119	179	215	130	139	194	39	69	16	10	7	26	19	36	13	55	22	5	14	9	3	5	12	4	1	1	2	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	40775	14300	7948	10608	3758	3021	2236	1327	1985	697	566	458	371	363	297	229	231	105	99	71	53	42	44	41	48	24	34	25	13	11	13	7	4	9	10	1	6	1	2	4	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	22803	2735	2098	8776	1563	1849	1305	398	1566	156	127	117	167	226	133	139	186	39	51	14	14	4	18	18	37	11	27	20	9	10	8	2	3	7	9	0	6	1	1	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	41061	14109	7980	10953	3768	3032	2280	1300	1907	731	570	432	355	390	275	214	262	103	116	71	55	49	43	43	44	19	34	25	18	13	16	4	4	6	11	3	7	1	3	4	3	4	2	1	2	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north14_active	80	23253	2766	2167	9186	1550	1878	1325	421	1519	149	135	102	155	251	124	127	200	37	67	19	17	6	13	22	33	6	30	19	13	11	10	2	3	5	9	2	7	1	0	1	2	4	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	42756	14055	8021	11705	3882	3286	2348	1340	2118	771	579	425	367	399	276	214	256	123	110	61	50	53	44	42	36	20	46	25	23	11	13	6	0	6	12	7	7	0	3	2	2	4	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	25441	2995	2287	9991	1725	2122	1448	468	1770	164	143	110	167	263	134	139	194	49	66	20	17	9	12	27	25	5	43	21	16	9	8	4	0	5	9	2	7	0	0	1	1	4	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	44259	13942	8073	12502	3962	3290	2488	1358	2153	776	584	415	379	396	263	222	265	125	125	74	54	54	44	41	37	27	40	37	25	12	16	7	2	5	9	9	7	10	2	1	1	5	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0
0.03	north16_active	80	27492	3155	2423	10870	1858	2176	1604	502	1828	157	159	119	188	261	134	151	212	58	82	26	19	14	13	28	23	10	37	35	20	9	9	5	2	5	6	3	7	10	0	0	1	5	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	45866	14122	7991	13141	4085	3396	2537	1415	2228	737	602	427	402	378	267	245	279	124	119	83	53	58	54	49	35	29	47	32	27	15	20	9	4	3	8	7	5	13	2	1	0	4	1	0	2	1	1	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	29543	3449	2554	11514	2042	2325	1728	538	1913	166	181	143	201	254	151	174	234	55	74	38	22	19	27	35	26	15	42	30	23	12	13	6	2	3	6	2	5	13	0	1	0	4	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	45652	14246	8148	13028	4056	3401	2552	1387	2265	738	611	439	414	384	258	246	291	108	122	90	49	52	60	41	34	27	51	27	36	37	18	12	7	4	6	9	5	14	3	1	0	1	2	0	3	1	1	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	29398	3470	2645	11421	2029	2332	1754	540	1946	163	183	156	201	263	149	171	253	55	82	38	18	19	32	29	24	19	47	27	32	35	11	5	2	4	5	7	5	13	0	1	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	45558	14303	8116	13162	4108	3530	2471	1328	2318	726	612	445	426	376	269	266	284	103	111	88	51	53	61	37	40	23	67	26	34	36	21	10	8	5	4	7	7	14	3	1	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	29350	3491	2660	11573	2079	2454	1711	515	1985	164	177	163	202	253	172	186	247	50	68	31	17	19	33	24	31	15	60	25	30	36	14	3	0	4	3	6	7	13	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	46068	14374	8150	13174	4064	3632	2491	1331	2394	742	573	438	437	383	276	274	292	112	131	75	66	50	46	43	42	15	82	15	33	35	31	10	8	15	2	7	3	2	3	2	0	0	2	1	1	0	0	1	0	0	0	1	0	0	0	0	0
0.03	north20_active	80	29639	3484	2674	11610	2076	2512	1717	495	2035	158	158	159	197	257	162	182	255	53	79	21	22	16	19	24	33	8	73	13	30	34	26	3	0	13	0	6	3	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_all	80	37467	14886	8186	8318	5845	5094	1691	1472	1036	855	605	640	444	361	291	171	149	123	103	67	127	41	44	77	20	24	10	35	11	8	10	3	12	3	4	2	5	2	3	1	2	2	0	4	0	0	0	2	1	0	0	0	1	3	0	0	1
0.03	south21_active	80	17662	5781	2584	6285	4381	4197	332	628	205	368	149	447	249	202	159	54	58	30	43	23	105	7	7	61	14	5	2	31	3	3	1	2	6	1	1	0	4	0	2	0	2	2	0	3	0	0	0	2	0	0	0	0	1	3	0	0	0
0.03	south22_all	80	37507	14935	8163	8200	5894	5145	1722	1427	1012	849	566	601	435	349	286	164	157	117	111	63	127	42	39	83	23	19	6	39	12	5	9	5	8	3	4	3	6	2	3	1	2	2	2	4	0	0	0	2	1	0	0	0	1	0	0	0	1
