label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83
0.03	north1_all	80	29577	17555	8180	4738	5121	3322	3300	2122	1432	1239	1235	853	801	686	526	335	350	458	299	443	421	141	171	179	75	114	84	107	115	35	86	53	21	21	50	18	10	7	11	11	8	9	10	11	5	9	1	2	0	4	8	1	4	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north1_active	80	14315	9770	4003	2166	2919	1743	1885	1167	717	634	715	446	474	385	265	155	193	274	176	278	261	60	104	105	40	74	53	77	64	15	56	28	14	14	32	5	7	2	9	5	4	1	1	6	3	5	1	1	0	4	3	1	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north2_all	80	29361	17617	8110	4651	5241	3266	3326	2087	1422	1282	1200	891	797	694	520	346	370	489	319	450	369	128	198	161	86	134	81	101	118	42	76	44	24	21	54	18	11	7	15	13	8	8	10	13	4	6	3	4	1	2	6	0	3	2	1	4	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	14260	9809	3974	2134	2991	1719	1942	1131	712	673	672	489	486	368	274	161	209	316	188	301	229	59	129	101	47	76	52	75	71	15	39	29	15	12	35	8	6	3	12	4	5	1	2	8	3	5	2	0	1	2	3	0	2	1	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	29481	17564	8022	4651	5324	3201	3330	2142	1419	1305	1224	926	789	690	542	340	382	488	298	463	399	124	226	162	91	141	86	97	120	36	84	55	25	18	44	19	12	10	18	14	9	13	10	13	3	5	3	4	3	1	4	0	3	0	1	5	2	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	14479	9876	3973	2105	2987	1630	1967	1159	688	725	704	499	471	363	283	156	231	312	172	293	244	59	147	110	45	79	55	68	79	10	44	36	14	7	26	11	4	5	14	4	6	6	3	10	3	4	2	0	2	1	3	0	2	0	1	4	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	29563	17508	8048	4739	5239	3223	3305	2069	1424	1260	1205	909	850	709	567	332	383	512	284	436	369	118	208	136	83	146	102	105	110	40	87	44	19	18	36	23	13	14	12	17	10	18	8	10	5	4	9	7	5	6	4	0	2	2	1	2	2	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	14409	9850	3937	2189	2960	1627	1939	1125	665	718	717	483	479	396	308	155	220	333	147	274	232	58	144	88	38	82	67	61	79	12	43	23	11	9	23	13	5	8	6	4	5	11	3	6	4	3	7	0	2	5	3	0	1	0	1	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	29598	17609	8083	4760	5185	3212	3199	2111	1425	1243	1236	887	860	662	551	319	375	473	281	404	373	128	206	144	81	131	103	116	105	34	82	52	34	20	25	23	11	11	16	19	11	35	6	7	11	5	9	6	6	7	4	0	2	2	2	2	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	14475	10055	3948	2178	2940	1639	1879	1178	671	708	749	460	466	367	295	152	214	300	164	276	249	62	130	91	38	80	65	71	81	10	43	28	20	8	14	13	5	7	6	6	5	25	4	4	6	5	6	0	1	6	3	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	29559	17665	8059	4832	5100	3237	3071	2002	1410	1281	1188	920	864	678	546	321	369	456	290	369	402	117	170	151	89	147	94	112	93	37	88	46	37	19	18	19	12	9	12	17	9	30	7	7	11	7	9	4	7	7	2	1	2	2	2	2	0	1	1	2	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	14451	10060	3937	2193	2929	1662	1803	1105	664	732	688	473	459	390	291	165	209	299	165	257	242	53	100	83	47	87	57	69	74	13	49	28	22	9	10	10	8	3	3	7	3	21	4	4	6	5	7	0	2	6	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	29362	17699	8145	4828	5096	3193	3052	1997	1430	1301	1241	942	826	682	525	294	376	459	300	369	407	120	177	165	88	136	97	125	106	38	97	36	44	20	27	15	17	9	11	17	10	23	7	7	17	6	6	4	4	11	1	1	3	2	2	2	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	14325	10105	4023	2187	2926	1656	1798	1091	696	712	707	495	451	411	298	150	214	301	170	239	261	52	107	99	48	75	60	76	69	14	57	22	25	10	17	6	8	2	6	7	5	16	4	4	9	4	2	0	1	5	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	29186	17575	8119	4825	5200	3181	3091	2018	1448	1254	1230	940	816	707	545	310	384	461	301	374	447	119	164	156	91	132	81	118	116	32	82	41	40	26	53	15	16	14	13	15	8	20	9	4	16	4	3	4	2	8	1	2	4	2	2	2	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	4	6	0	0	0	0	0	0
0.03	north8_active	80	14260	9857	4032	2188	2993	1662	1772	1093	725	678	701	498	444	410	297	147	226	296	150	237	302	48	95	96	51	81	44	64	71	13	44	28	20	13	41	8	7	5	9	6	3	16	6	2	9	1	1	2	2	0	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	28935	17488	8135	4848	5226	3217	3172	2038	1468	1286	1263	940	842	719	530	304	361	436	314	358	391	128	168	143	89	124	75	102	113	28	69	46	36	26	58	18	15	16	11	21	5	11	9	4	17	3	3	3	1	9	1	1	4	2	2	2	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0
0.03	north9_active	80	14077	9767	4055	2211	2991	1678	1790	1114	742	697	711	509	470	429	292	138	208	263	174	223	275	53	98	90	45	79	41	51	73	13	35	33	18	12	46	12	4	5	10	6	3	4	6	2	10	0	1	2	1	1	0	0	3	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	29064	17525	8112	4831	5252	3273	3141	2110	1486	1265	1272	881	834	716	472	320	366	433	320	406	360	115	183	143	89	142	69	66	110	24	74	59	40	31	60	16	14	15	13	22	6	10	8	8	16	3	4	3	1	5	2	1	3	1	2	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0
0.03	north10_active	80	14124	9789	3976	2236	3025	1711	1768	1181	769	672	725	466	463	426	242	143	212	242	179	266	260	49	105	90	44	100	36	28	67	10	40	41	21	17	48	12	6	5	11	9	0	3	7	3	8	1	1	2	1	2	0	0	3	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	29485	17716	8182	4774	5256	3263	3104	2015	1391	1344	1143	877	782	705	520	327	341	469	295	399	323	108	177	171	101	183	81	136	134	33	90	48	28	26	38	13	14	17	9	11	10	13	2	4	7	3	15	1	2	6	8	2	5	1	0	2	1	0	9	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	14254	10023	4070	2212	3039	1715	1772	1098	672	737	656	449	428	397	301	158	188	293	175	257	197	55	99	116	57	107	45	81	90	13	67	23	16	9	26	3	5	9	3	8	6	3	0	2	4	0	10	0	1	6	2	2	4	1	0	2	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	29272	17682	7965	4865	5236	3280	3099	2000	1416	1376	1179	879	788	695	504	320	337	465	294	407	315	119	188	162	118	174	77	132	117	34	90	40	32	25	37	11	13	16	12	12	10	20	3	4	6	6	16	2	2	7	7	0	0	3	0	1	1	0	8	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
