label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86
0.03	north1_all	80	60165	17422	8656	5915	7452	3199	2491	1871	1832	1164	1014	1431	1561	525	486	565	332	344	419	210	379	145	337	112	112	72	72	137	59	36	38	37	39	26	35	25	10	15	58	19	21	9	25	4	7	5	2	6	2	3	5	5	1	1	0	0	5	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	48921	10253	2966	2051	5931	1204	955	477	1037	275	493	1105	1331	113	249	403	97	229	332	131	293	46	291	54	72	24	15	119	31	7	21	9	14	12	23	12	6	10	52	14	17	5	21	3	5	3	1	5	1	2	3	2	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	60019	17557	8511	5837	7326	3184	2415	1891	1806	1193	1015	1394	1644	530	486	552	337	384	436	225	331	157	296	111	124	70	69	89	61	31	32	34	40	22	29	22	14	16	44	14	24	6	19	10	9	3	5	7	2	4	5	4	0	1	1	0	5	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north2_active	80	48820	10363	2913	2019	5828	1194	909	490	1038	262	473	1081	1411	115	252	404	98	257	347	144	259	48	254	55	81	26	16	69	27	6	17	8	14	13	20	10	7	12	37	9	20	4	17	6	6	3	1	5	1	4	4	2	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	60265	17591	8423	5830	7519	3091	2360	1873	1737	1218	1017	1382	1548	520	530	611	323	385	393	261	340	141	277	115	137	76	62	73	60	33	35	34	38	20	21	18	18	13	35	9	24	5	17	9	11	4	3	6	3	4	3	6	1	1	1	1	4	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north3_active	80	49115	10310	2978	2044	5972	1133	906	489	1013	282	494	1070	1319	127	273	454	93	262	305	160	275	36	233	60	95	31	14	52	25	11	19	10	13	12	18	10	9	7	30	5	19	2	13	5	10	4	0	4	0	4	2	4	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	60385	17485	8470	5837	7560	3121	2362	1853	1736	1224	1062	1425	1563	518	505	611	326	403	356	267	313	139	265	117	141	75	64	74	54	37	33	37	38	20	17	17	14	18	51	11	12	7	10	15	23	3	4	6	5	6	2	5	1	0	3	1	0	1	0	1	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north4_active	80	49173	10158	3023	2036	5997	1163	931	472	1010	279	493	1134	1340	124	256	451	100	274	255	162	253	33	228	65	98	33	15	53	28	11	19	10	10	9	14	13	6	6	48	7	10	3	7	9	22	1	0	4	2	6	2	4	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	60547	17213	8579	5877	7664	3160	2340	1787	1755	1223	1105	1353	1511	525	545	606	346	407	357	252	313	133	220	123	129	72	64	100	53	43	38	34	30	21	23	18	19	23	50	18	23	8	11	12	37	4	3	3	6	4	1	4	1	1	2	2	0	1	0	1	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	49277	9953	3135	2009	6098	1154	944	455	992	273	525	1054	1283	128	265	435	114	287	242	152	260	36	188	63	83	35	14	81	30	12	20	7	9	7	14	13	7	7	47	14	21	3	8	9	36	1	1	1	2	4	1	3	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
