label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78
0.03	north1_all	80	61945	14023	7332	4948	6764	3168	2325	3526	1736	1185	1057	1377	950	1085	685	338	373	275	249	277	217	172	130	154	109	156	86	102	64	44	48	47	27	24	19	25	10	13	10	11	6	40	6	6	10	5	3	4	3	3	4	1	0	3	2	1	2	1	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
0.03	north1_active	80	38743	7125	3360	2226	4193	1633	1172	2117	934	621	619	836	535	662	395	166	198	114	126	151	139	86	65	95	70	107	55	55	30	25	28	20	10	10	5	17	5	6	1	5	2	22	3	4	8	4	1	1	2	1	2	1	0	2	1	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north2_all	80	62478	14193	7515	4926	6731	3196	2365	3637	1711	1180	1094	1323	940	1104	666	337	352	262	233	305	211	184	142	160	110	167	109	108	65	29	52	40	29	25	25	27	11	11	10	14	5	22	6	8	9	3	4	4	6	2	6	2	0	2	2	0	2	1	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	1	0	1	0	1
0.03	north2_active	80	39143	7211	3466	2259	4159	1645	1197	2271	929	628	625	800	554	659	371	157	173	116	115	172	132	101	70	106	66	116	73	57	33	18	34	23	11	9	12	18	5	5	2	8	2	8	4	4	7	2	2	1	4	1	3	2	0	2	1	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	north3_all	80	62457	14239	7624	4945	6855	3271	2406	3741	1724	1207	1134	1441	941	1121	658	359	359	262	260	291	191	175	151	155	121	162	103	97	61	34	69	37	24	28	20	25	12	12	9	13	8	26	3	7	7	6	2	7	7	2	6	2	1	2	1	5	2	1	1	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	1
0.03	north3_active	80	39374	7244	3508	2254	4277	1710	1207	2374	985	634	637	873	550	688	374	176	187	111	133	165	125	104	82	98	73	120	66	52	31	19	44	21	11	12	11	15	5	9	2	8	5	11	2	3	6	2	2	3	5	0	3	1	1	2	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	62263	14351	7633	4940	6964	3271	2441	3835	1781	1168	1163	1489	909	1111	663	364	337	261	275	317	170	162	169	139	107	140	96	78	64	33	82	38	25	24	23	32	12	12	10	21	13	14	3	5	5	7	2	5	4	3	3	3	2	2	0	5	3	0	1	0	0	1	1	2	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0
0.03	north4_active	80	39251	7310	3551	2271	4385	1706	1226	2438	1009	606	643	895	526	682	368	182	187	114	152	179	101	83	99	88	60	100	55	47	36	16	52	22	13	11	12	19	4	10	3	15	9	7	2	2	3	1	1	2	3	0	1	2	1	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	62365	14341	7548	4943	7223	3207	2400	3729	1798	1202	1088	1529	917	1018	674	361	345	255	273	299	170	172	163	146	101	131	78	77	53	39	77	33	24	23	20	35	10	15	8	15	17	9	3	5	10	9	3	4	3	3	2	2	3	3	0	5	3	0	2	0	0	1	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	39386	7239	3476	2300	4585	1686	1209	2375	1014	608	586	945	542	646	399	185	193	117	171	159	95	84	97	83	54	87	40	48	30	20	49	18	14	11	9	20	4	12	2	13	11	5	2	1	5	0	1	2	3	1	0	1	2	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	62413	14216	7426	5003	7247	3150	2393	3808	1798	1149	1122	1464	924	1009	643	348	364	260	281	296	188	162	148	138	94	122	78	75	56	41	81	36	20	25	25	32	12	17	8	14	17	12	3	6	10	7	2	3	1	2	1	2	3	4	2	1	4	0	2	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0
