label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	31499	15574	6136	9525	4493	2313	2437	2511	1290	1133	918	600	415	769	540	288	150	449	335	191	96	97	69	89	46	32	45	20	51	28	19	15	27	11	5	7	5	8	2	2	3	2	1	1	2	2	1	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	16375	8632	2653	6038	2660	1167	1445	1563	684	653	522	331	224	508	327	158	75	272	204	101	49	62	34	67	17	14	29	17	31	22	18	10	20	3	2	4	1	4	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	31390	15718	6126	9266	4523	2339	2401	2482	1247	1109	931	613	409	699	486	286	142	407	279	203	93	108	68	100	50	46	45	15	42	19	19	17	28	9	7	5	4	6	2	1	3	2	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	16315	8701	2636	5825	2657	1183	1380	1523	654	648	513	332	215	434	289	159	75	228	133	102	53	63	32	71	20	27	30	11	26	15	17	10	18	3	4	3	2	3	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	31295	15478	6154	9352	4404	2361	2390	2373	1252	1085	1020	587	419	770	476	242	143	351	306	198	83	106	76	94	44	43	37	19	37	13	21	14	31	8	8	3	20	4	2	1	1	2	3	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	16342	8575	2615	5817	2494	1167	1360	1427	668	642	591	318	201	461	277	139	69	211	148	120	42	63	43	64	19	28	23	14	21	9	16	8	17	3	3	2	16	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	31359	15524	6103	9334	4420	2418	2323	2395	1262	1060	1022	580	428	735	492	251	134	300	290	220	78	111	78	88	44	44	45	23	35	12	26	15	25	4	7	1	20	1	1	3	1	0	4	3	2	0	0	1	0	1	0	1	0	1	2	1	0	0	0	0	0	0
0.03	north4_active	80	16324	8500	2655	5931	2476	1242	1291	1427	680	628	594	323	195	451	297	150	62	184	163	135	53	62	40	58	22	27	27	14	21	6	20	6	14	2	2	0	17	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0
0.03	north5_all	80	31374	15451	6115	9404	4369	2413	2389	2352	1268	1101	984	589	443	724	486	247	154	273	274	213	86	123	87	90	42	41	52	22	39	12	20	12	23	4	12	2	22	1	1	5	0	1	3	2	1	0	0	1	0	1	0	0	0	1	3	1	0	0	0	0	0	0
0.03	north5_active	80	16311	8407	2746	5868	2452	1265	1360	1426	697	646	570	320	209	447	303	145	73	189	148	135	48	78	46	54	25	26	26	11	23	3	12	3	14	0	8	0	19	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
