label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65
0.03	north1_all	80	24890	21099	12281	4757	4843	2369	1550	1382	1407	822	555	799	330	330	565	265	322	130	94	194	65	57	97	120	28	31	27	15	20	29	26	11	16	3	15	5	5	6	5	2	1	0	1	2	1	0	1	2	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	11163	12598	7311	2370	2859	1174	687	705	779	398	241	496	131	166	373	152	198	61	44	136	37	28	66	68	13	17	15	6	9	13	14	6	7	2	11	0	3	4	3	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	24914	20217	11672	4600	4662	2299	1564	1302	1401	804	549	828	337	339	494	262	316	145	97	181	68	47	95	114	30	37	27	14	19	32	27	12	12	8	18	5	3	5	4	1	2	2	1	2	1	0	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	11249	11949	7003	2215	2703	1103	706	662	763	370	241	513	134	168	308	142	170	68	48	118	30	22	67	56	13	20	14	7	9	21	15	9	3	5	13	0	1	4	3	0	2	1	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	25351	19532	11035	4465	4542	2263	1586	1222	1440	816	559	800	366	336	436	239	339	132	109	191	59	49	82	88	27	34	22	20	15	33	18	12	7	10	20	6	2	5	5	0	3	2	1	1	0	0	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	11563	11538	6643	2127	2548	1083	716	621	769	377	238	481	163	162	287	126	193	56	46	129	24	22	53	47	12	17	9	10	8	17	8	10	2	5	15	3	0	5	5	0	2	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	25422	19557	11073	4546	4567	2245	1554	1234	1449	784	574	787	369	331	416	239	328	141	113	173	72	56	89	70	33	30	27	18	21	31	15	14	5	9	22	6	1	5	6	1	3	2	3	1	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	11705	11676	6724	2186	2586	1059	690	623	809	361	238	454	169	158	268	118	191	62	46	120	33	22	57	45	12	14	10	9	12	21	9	10	3	3	16	4	0	4	5	1	2	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	25537	20521	11475	4603	4692	2276	1507	1322	1492	857	557	782	358	340	467	252	319	150	117	185	73	62	62	70	31	25	25	15	17	31	13	12	4	6	15	6	4	6	4	2	3	1	2	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	11685	12286	6999	2309	2736	1087	669	652	837	424	237	469	174	164	311	138	193	74	43	116	39	25	36	43	10	12	9	5	9	18	8	7	3	2	7	4	1	3	2	2	2	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	25283	21401	12048	4752	4907	2310	1539	1400	1511	856	547	823	374	337	567	257	346	153	108	206	88	56	78	73	29	30	18	9	17	35	24	13	2	4	13	5	5	9	4	4	2	1	2	5	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	11480	12964	7401	2417	2907	1131	678	689	839	422	222	498	181	163	394	141	228	77	40	126	39	27	47	45	9	17	7	1	9	26	13	7	1	1	5	3	2	4	1	2	1	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	25095	22202	12648	4808	5156	2416	1502	1392	1604	870	532	823	365	340	548	272	370	137	118	240	87	49	78	80	25	28	22	16	14	40	24	10	4	4	13	3	5	14	6	3	2	2	2	5	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	11193	13504	7812	2442	3100	1194	676	697	916	438	222	509	182	174	356	147	246	68	50	154	34	27	42	48	12	17	9	5	5	30	12	5	1	1	5	1	3	10	0	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	24859	22624	12885	4916	5227	2471	1559	1404	1637	868	523	840	382	350	569	245	392	126	122	245	95	53	99	85	21	31	25	21	17	46	58	11	3	5	8	3	3	14	6	3	2	4	0	4	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	11038	13756	7999	2426	3182	1259	704	718	932	439	227	488	188	176	354	117	238	56	66	159	39	29	63	54	12	21	12	7	7	33	44	6	1	1	5	1	2	11	0	1	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	24865	22455	12807	4950	5249	2468	1574	1379	1602	866	508	824	384	341	518	236	384	120	120	242	81	52	98	95	30	24	25	29	19	37	55	9	4	8	8	1	4	12	5	0	2	3	0	0	1	0	1	0	2	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north9_active	80	10973	13724	7987	2442	3153	1229	710	709	949	458	219	491	178	173	303	107	214	57	72	153	32	24	68	58	19	17	13	7	6	24	46	5	1	4	4	0	3	12	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	24915	22764	12777	5059	5177	2448	1559	1436	1560	865	496	835	388	314	540	221	413	124	124	256	86	65	84	84	31	26	23	30	21	38	55	8	4	12	4	3	6	13	11	1	2	2	3	1	0	1	1	0	2	2	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0
0.03	north10_active	80	11060	13954	7980	2524	3100	1224	716	741	934	465	216	473	182	149	324	109	205	62	72	142	35	27	59	52	18	16	11	8	7	25	45	4	2	4	0	1	3	11	7	0	0	2	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	25337	20758	12185	4700	5027	2377	1467	1388	1499	903	518	930	358	321	450	238	376	156	94	161	65	56	93	76	46	28	27	19	21	27	25	7	15	7	10	7	5	2	10	1	6	2	3	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	11421	12580	7395	2314	2939	1177	669	724	867	470	232	533	157	159	267	139	257	76	44	89	29	31	60	46	25	8	14	11	7	11	17	3	8	4	7	4	1	1	4	1	5	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	25355	19714	11294	4564	4886	2356	1544	1385	1481	841	518	847	344	293	432	242	359	139	95	149	77	55	99	78	43	28	29	19	21	23	25	5	8	7	12	4	4	2	4	0	5	2	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
0.03	north12_active	80	11545	11847	6715	2261	2885	1167	719	702	828	446	242	473	155	148	257	133	212	67	42	80	35	29	71	41	19	13	15	10	8	14	15	2	3	5	9	2	0	0	3	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north13_all	80	25493	19119	10873	4488	4727	2264	1564	1333	1357	838	482	803	346	283	458	225	380	121	94	172	82	61	90	76	33	34	29	20	19	23	20	4	10	7	12	3	5	5	4	1	5	3	4	1	0	2	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0
0.03	north13_active	80	11552	11387	6437	2161	2772	1098	727	644	742	426	222	489	155	144	263	113	200	58	36	110	32	25	56	50	15	16	12	9	8	11	13	1	6	3	7	1	1	3	2	1	3	2	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north14_all	80	25235	19995	11177	4582	4827	2251	1575	1312	1460	853	513	873	340	287	508	223	381	119	103	220	88	61	84	86	32	31	27	28	11	35	11	9	6	3	11	3	3	6	3	2	6	2	4	1	1	2	2	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0
0.03	north14_active	80	11416	12051	6645	2251	2807	1092	724	630	819	443	242	547	153	151	297	105	215	57	43	144	39	23	50	51	13	14	13	12	6	27	7	3	5	1	7	1	1	3	1	1	0	2	3	0	1	2	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north15_all	80	25305	21060	11853	4782	4802	2298	1575	1309	1509	891	526	891	320	308	508	244	392	124	102	269	78	64	89	94	28	31	20	28	10	53	9	11	9	5	17	4	8	5	3	2	5	2	4	0	1	2	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	11435	12947	7109	2372	2890	1114	705	663	870	483	243	583	146	159	305	123	225	65	46	182	36	27	51	56	15	13	8	14	3	33	5	5	6	2	11	2	3	3	1	1	0	2	3	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	25298	22192	12182	4866	5081	2366	1518	1328	1588	892	573	946	315	337	548	232	374	134	114	267	73	59	96	85	31	33	21	26	9	47	14	19	10	5	12	3	6	7	10	2	5	1	4	0	3	0	2	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	11386	13671	7340	2463	3061	1183	657	683	929	504	265	626	143	167	331	120	243	75	62	184	37	30	55	57	14	12	11	14	3	25	9	10	4	3	9	1	2	3	7	1	0	1	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	25278	22540	12474	4960	5266	2418	1472	1334	1568	890	593	986	330	344	556	242	370	149	111	255	66	53	86	77	32	29	23	22	12	44	19	18	7	10	11	5	12	4	12	1	2	0	0	0	2	0	2	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	11309	14053	7632	2538	3221	1245	653	697	923	499	270	656	155	173	330	130	232	91	62	181	35	30	50	56	12	8	10	13	5	23	11	13	1	7	7	1	4	1	8	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	25132	22734	12649	4906	5185	2372	1465	1336	1519	904	560	998	337	339	572	245	460	148	109	214	62	54	80	62	34	34	22	23	19	36	28	13	5	14	6	9	13	7	10	4	5	0	0	0	2	0	1	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	11171	14070	7842	2497	3150	1206	642	668	898	502	241	629	166	171	356	138	282	88	59	152	34	28	42	46	14	12	9	15	10	22	14	10	0	9	1	2	5	1	7	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	25122	22414	12777	4939	5073	2354	1464	1344	1561	892	541	976	352	325	521	252	541	145	117	223	72	46	71	65	38	26	24	28	24	57	26	10	5	11	8	9	9	4	8	4	6	0	3	1	0	1	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	11141	13878	7870	2505	3024	1214	658	671	924	474	236	588	167	165	326	136	338	79	66	165	39	22	36	41	14	12	10	15	14	36	12	8	1	7	3	1	3	1	7	0	5	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	25120	22134	12712	4919	5050	2349	1479	1367	1594	869	549	950	353	340	499	223	522	151	109	215	72	45	74	58	41	27	24	24	25	56	35	2	3	8	12	8	9	5	1	5	5	1	4	1	0	1	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	11237	13657	7839	2521	3007	1179	688	679	927	483	241	552	177	176	307	125	327	68	57	147	39	21	38	39	15	12	12	12	14	34	15	1	1	6	4	1	3	2	1	0	5	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	42250	20462	7450	10359	3279	1973	1509	2245	1162	908	1243	430	536	291	469	253	283	123	98	130	61	110	43	62	59	72	50	14	18	11	14	7	19	10	12	6	1	3	2	1	0	3	0	1	3	0	1	9	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	24527	12161	3759	6575	1572	850	721	1343	645	464	821	185	301	151	313	140	171	60	55	68	34	61	18	32	36	50	33	8	11	3	4	4	8	3	7	2	1	2	1	0	0	1	0	1	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	42393	20471	7385	10468	3198	1966	1556	2117	1177	884	1412	437	548	274	433	248	275	117	102	125	66	81	54	47	59	74	37	13	16	13	18	9	18	9	9	8	2	4	5	2	0	4	0	2	1	0	1	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	24555	12280	3734	6564	1577	856	736	1262	661	459	941	175	314	141	290	129	178	50	57	65	39	47	26	23	29	50	23	7	8	8	7	5	9	3	6	4	1	2	3	0	0	2	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
