label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	6168	3068	988	794	623	289	209	168	156	188	86	56	29	54	27	37	17	15	8	21	5	6	2	20	2	2	1	2	2	1	0	0	1	0	0	0	4	0	0	1	1	0	0	0	0	1	0	1
0.03	north1_active	80	3501	1878	468	400	336	125	94	78	72	128	43	29	14	33	14	22	10	5	4	8	1	5	1	14	2	1	1	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
0.03	north2_all	80	6073	3188	1034	747	609	283	215	173	148	201	83	54	35	58	27	31	21	20	12	18	8	4	2	27	5	4	1	4	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1
0.03	north2_active	80	3496	1978	486	382	337	127	88	75	74	140	44	27	19	33	15	15	13	8	6	5	3	3	0	22	4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_all	80	6099	3212	1037	755	633	272	225	171	150	195	86	49	35	58	29	23	30	23	11	20	8	7	2	24	7	5	2	3	1	3	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1
0.03	north3_active	80	3526	1993	492	385	370	126	99	86	79	127	47	28	19	35	16	11	19	12	4	8	3	4	1	20	5	2	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	6490	3432	1064	755	670	268	220	165	150	217	100	47	39	52	34	21	36	20	14	21	8	13	3	14	8	6	1	2	0	3	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north4_active	80	3760	2116	511	408	401	121	103	95	81	140	52	23	19	29	19	9	27	10	7	12	2	11	1	12	5	3	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6843	3557	1052	809	694	255	235	185	159	196	98	54	39	52	36	28	40	20	15	20	12	16	3	14	6	4	5	2	2	2	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	3960	2190	505	455	414	119	116	110	78	120	44	25	14	31	21	11	23	10	9	13	6	12	1	11	4	3	4	1	2	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	7028	3895	1063	854	751	267	238	206	151	198	104	60	43	53	32	26	32	17	12	18	21	14	2	12	7	3	4	1	2	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	4066	2449	497	498	446	135	117	113	68	121	45	26	16	31	19	12	20	9	9	12	12	10	1	8	6	2	4	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north7_all	80	7094	4035	1056	852	779	258	244	204	143	189	100	67	40	59	33	27	31	19	11	12	21	6	2	12	7	2	4	2	2	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
