label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	11071	3659	6076	1299	934	1307	951	400	326	217	163	120	108	204	55	33	35	40	28	15	30	10	26	11	9	5	8	7	2	3	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	7371	1836	5474	562	478	1086	805	249	175	128	90	53	70	175	14	10	10	21	18	7	24	6	25	9	1	2	5	5	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	10960	3663	6100	1268	922	1322	917	398	290	212	151	105	112	213	42	36	25	38	33	17	26	12	39	10	9	7	8	9	2	1	0	1	1	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	7316	1839	5486	551	464	1096	763	239	155	117	80	42	75	188	11	11	6	19	19	6	20	8	36	7	2	2	5	6	1	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	10812	3701	6327	1274	925	1350	860	376	269	205	152	95	118	234	40	34	20	37	32	18	21	15	37	14	8	6	8	6	2	2	2	1	1	1	0	2	3	0	1	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	7200	1853	5712	567	472	1127	709	220	135	122	73	35	81	209	15	10	6	18	16	8	15	9	33	10	3	1	5	3	1	2	0	0	1	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	10551	3716	6246	1264	866	1283	841	349	266	201	144	92	111	205	36	29	24	29	34	19	28	13	39	7	5	4	4	5	1	3	2	1	0	2	0	1	3	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	6935	1774	5630	565	437	1063	688	206	127	123	74	35	70	176	14	7	6	10	15	11	23	4	32	4	2	0	0	1	0	3	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	10284	3600	5596	1196	845	1160	804	328	266	193	146	97	102	201	36	31	20	26	32	21	32	14	31	5	7	2	2	3	1	3	2	0	0	2	3	2	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	6438	1637	4953	500	410	944	637	183	126	113	74	35	59	168	13	9	6	6	18	11	24	2	26	3	4	1	0	0	0	3	0	0	0	2	3	0	3	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	9763	3479	5027	1172	811	1087	784	319	251	186	150	107	99	170	46	35	29	23	33	17	30	11	13	5	5	4	2	3	1	2	2	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0
