label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	6744	4715	1345	893	642	369	397	279	521	182	79	67	70	54	26	44	15	30	47	6	14	6	6	6	5	3	5	3	2	1	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3665	2910	683	490	331	185	229	163	361	106	40	38	49	32	15	18	8	20	34	4	7	3	3	2	3	1	2	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6858	4829	1391	865	658	341	394	263	518	183	78	66	71	50	26	38	15	37	36	4	13	8	8	5	6	8	5	4	2	3	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3671	2981	696	461	332	173	234	158	371	109	39	35	44	34	15	21	9	25	26	1	7	4	4	1	3	5	3	3	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6850	4999	1376	888	672	367	405	232	490	181	70	66	62	47	28	45	12	49	35	8	8	7	8	12	4	7	4	2	3	3	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	3667	3139	688	464	341	174	233	119	350	106	30	33	35	29	18	32	8	33	27	4	4	4	3	2	2	4	3	1	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6970	4980	1430	849	623	347	412	221	470	174	79	74	59	41	30	46	13	63	27	9	7	10	5	13	3	6	7	2	1	3	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	3730	3156	721	434	325	151	227	113	306	99	36	36	30	21	19	31	9	49	19	5	5	8	3	2	2	5	5	1	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6944	4871	1409	839	598	363	421	233	493	180	79	73	77	51	31	47	12	64	32	10	10	14	5	11	3	1	8	1	2	2	2	0	1	3	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	3729	3091	716	423	311	166	241	111	288	101	33	37	45	24	16	30	10	47	22	7	7	12	3	3	2	1	6	1	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6952	4805	1417	858	579	359	423	226	496	183	79	76	81	51	31	43	16	43	28	12	9	20	3	4	1	1	7	1	1	2	2	0	2	3	0	0	1	0	0	0	0	0	2	0	0
0.03	north6_active	80	3850	3064	696	437	301	171	239	116	281	97	35	36	50	24	18	28	12	35	20	5	7	11	2	2	1	1	6	1	0	1	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0
0.03	north7_all	80	6800	4852	1418	883	608	350	410	241	512	175	79	78	80	46	30	37	19	49	32	15	10	18	3	3	3	2	5	1	2	3	1	0	2	12	0	0	0	0	0	0	0	0	2	0	0
0.03	north7_active	80	3763	3083	690	447	313	170	231	130	317	96	39	34	53	25	15	20	14	39	21	6	7	9	2	2	3	1	4	1	0	2	1	0	2	12	0	0	0	0	0	0	0	0	2	0	0
0.03	north8_all	80	6692	4798	1407	930	631	362	417	241	512	176	69	84	75	44	34	53	20	50	43	16	6	11	3	5	3	2	5	7	2	3	1	0	1	10	1	0	0	0	0	0	1	0	2	0	0
0.03	north8_active	80	3693	2982	670	470	334	170	233	128	347	95	36	36	47	24	16	22	11	35	29	8	4	3	1	4	3	1	2	7	0	2	1	0	1	9	1	0	0	0	0	0	1	0	2	0	0
0.03	north9_all	80	6777	4939	1390	954	653	361	409	248	481	186	68	85	83	39	36	62	24	53	44	12	5	9	4	8	3	2	4	7	3	2	2	2	0	10	1	0	0	0	0	0	1	0	2	0	0
0.03	north9_active	80	3720	3068	681	493	354	167	240	135	335	100	38	39	44	19	16	24	10	34	33	7	2	3	1	5	3	1	0	7	0	2	2	2	0	9	1	0	0	0	0	0	1	0	2	0	0
0.03	north10_all	80	6825	4760	1343	963	646	373	414	249	523	179	72	86	82	45	39	77	27	41	41	11	5	4	6	7	4	4	4	7	2	0	3	2	0	1	1	1	0	1	0	0	1	0	0	0	0
0.03	north10_active	80	3721	2960	652	494	335	176	251	130	367	96	37	44	41	22	13	35	9	22	29	9	2	2	1	4	3	2	0	6	0	0	2	2	0	0	1	1	0	0	0	0	1	0	0	0	0
0.03	north11_all	80	6753	4674	1376	872	665	375	434	272	499	176	75	87	80	38	35	50	9	48	33	12	12	10	9	3	5	5	1	7	5	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3559	2820	686	403	345	170	247	141	325	104	33	45	50	17	15	36	6	38	20	8	4	6	3	2	3	1	0	5	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6800	4677	1377	860	646	364	411	256	508	168	75	86	88	29	34	43	19	32	23	12	10	11	9	4	3	2	2	4	6	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3594	2810	683	415	328	155	228	133	338	105	31	41	54	13	17	30	10	21	10	8	2	6	4	3	2	0	1	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6778	4762	1371	864	654	355	400	233	521	159	77	86	97	27	35	34	19	36	25	11	9	6	5	2	2	1	2	1	4	2	0	2	1	1	0	0	0	0	0	0	1	0	0	0	1
0.03	north13_active	80	3562	2924	693	446	311	153	224	121	356	88	32	46	55	17	14	22	8	25	12	7	2	2	3	2	1	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_all	80	6719	4769	1362	879	659	388	424	242	467	162	69	77	83	40	29	37	27	40	21	11	5	9	4	3	3	2	4	2	6	3	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1
0.03	north14_active	80	3526	2995	666	449	330	172	250	128	310	95	27	46	40	17	11	24	14	23	14	4	1	7	2	1	0	1	2	1	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north15_all	80	6723	4835	1395	880	675	390	423	252	469	156	68	71	81	52	39	40	25	40	35	10	5	10	5	3	3	6	5	2	6	1	0	3	0	1	0	0	0	0	0	0	1	0	0	1	1
0.03	north15_active	80	3540	3082	707	450	337	178	256	143	313	87	27	47	39	28	19	30	11	25	25	3	1	7	2	1	0	4	1	1	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north16_all	80	6677	4768	1447	885	682	382	387	265	496	147	80	65	86	62	36	52	25	42	32	17	2	8	5	5	2	8	6	3	5	1	0	3	0	0	0	0	0	2	0	0	0	0	0	1	1
0.03	north16_active	80	3558	2999	738	445	347	180	224	155	332	83	33	43	52	30	16	39	13	24	21	7	1	6	2	2	0	6	2	3	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
0.03	north17_all	80	6632	4775	1465	884	659	394	368	245	469	162	90	61	86	60	35	49	25	42	32	19	3	4	4	4	3	10	5	2	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north17_active	80	3564	2952	742	451	364	187	206	149	306	92	43	29	54	30	18	36	12	28	23	7	3	2	1	2	0	8	2	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north18_all	80	6725	4627	1459	896	674	371	357	262	514	159	106	69	83	54	29	50	29	29	28	17	3	4	5	6	5	5	4	3	3	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0
0.03	north18_active	80	3662	2791	739	471	384	168	207	147	337	86	55	32	54	28	12	35	14	21	18	7	3	4	3	2	0	5	4	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north19_all	80	6713	4642	1392	913	666	379	374	235	471	171	110	73	74	52	24	46	26	37	22	12	4	6	5	6	8	3	4	7	3	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north19_active	80	3636	2823	671	486	355	164	222	127	308	94	57	33	48	23	10	28	11	25	14	4	4	5	3	2	1	3	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6802	4640	1393	918	617	380	400	238	495	163	108	80	63	50	29	58	22	47	20	5	7	7	4	6	7	1	2	5	4	1	0	1	1	0	1	0	4	1	0	1	0	0	0	0	0
0.03	north20_active	80	3752	2844	686	502	323	157	235	124	333	89	55	45	39	16	10	38	8	32	12	1	4	6	3	4	1	1	2	5	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south21_all	80	6704	4781	1404	888	673	360	395	228	469	170	77	76	57	46	43	54	24	42	30	15	8	5	6	6	5	11	3	7	3	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0
0.03	south21_active	80	3597	2989	717	456	353	170	225	118	323	98	37	41	38	19	23	37	12	32	20	6	3	3	4	3	3	5	3	5	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
0.03	south22_all	80	6782	4764	1436	958	635	360	409	214	468	170	89	78	63	41	42	57	32	46	38	14	12	6	6	6	3	6	3	5	3	0	0	0	4	1	1	5	1	4	0	0	0	1	0	0	0
0.03	south22_active	80	3651	2984	726	503	318	172	240	109	338	98	43	41	37	13	24	42	15	28	31	6	6	3	5	3	2	2	2	3	1	0	0	0	0	0	1	4	0	4	0	0	0	1	0	0	0
0.03	south23_all	80	6823	4823	1372	953	624	356	414	225	496	165	86	81	68	46	44	48	31	42	34	14	11	5	7	5	2	3	4	8	1	0	1	1	3	1	1	5	2	3	0	0	0	0	0	0	0
0.03	south23_active	80	3668	3073	672	489	310	178	249	112	343	94	38	47	35	17	22	34	16	20	26	8	6	3	4	2	1	1	3	6	1	0	1	0	0	0	1	4	1	3	0	0	0	0	0	0	0
0.03	south24_all	80	6861	4997	1397	939	618	385	414	228	543	168	84	75	65	46	35	52	30	40	40	11	9	3	5	5	1	4	3	7	1	0	1	1	3	2	1	4	1	3	0	0	0	0	0	0	0
0.03	south24_active	80	3709	3234	672	504	319	191	244	120	373	101	35	43	30	24	16	38	14	16	29	6	7	0	2	3	1	1	2	7	1	0	1	0	0	1	1	4	1	3	0	0	0	0	0	0	0
0.03	south25_all	80	7088	4939	1341	898	627	377	446	217	538	161	87	71	61	38	28	44	33	51	36	8	10	7	5	6	1	12	3	5	2	0	1	1	1	3	1	4	1	0	1	0	0	0	0	0	0
0.03	south25_active	80	3858	3161	654	489	341	185	242	110	361	87	35	44	34	20	10	31	19	25	18	5	8	3	1	3	1	6	3	4	2	0	1	0	0	2	1	4	1	0	1	0	0	0	0	0	0
0.03	south26_all	80	6975	5004	1402	908	649	351	449	203	511	169	83	72	66	39	27	42	30	45	35	8	7	10	2	3	1	13	1	5	4	0	0	1	3	2	0	0	1	0	1	1	0	0	0	0	0
0.03	south26_active	80	3770	3179	686	482	351	155	251	109	348	101	33	44	45	20	12	32	17	31	20	5	6	5	0	2	1	8	1	4	4	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0
0.03	south27_all	80	6946	5032	1390	937	630	383	441	201	466	161	79	77	61	37	31	43	27	49	40	8	6	13	3	4	0	12	1	4	5	0	0	0	3	1	2	0	0	0	1	1	0	0	0	0	0
0.03	south27_active	80	3696	3239	694	514	331	161	246	112	314	94	28	49	40	17	14	26	15	32	23	5	5	8	0	3	0	8	1	3	4	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0
0.03	south28_all	80	6827	4993	1416	930	608	379	408	229	485	151	80	85	67	40	35	48	22	44	28	8	4	10	2	5	6	11	0	6	4	1	0	0	3	1	3	0	0	1	1	1	0	0	0	0	0
0.03	south28_active	80	3578	3247	717	514	306	154	224	127	318	89	31	48	44	18	18	25	11	25	15	5	2	7	0	4	3	8	0	5	3	1	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0
0.03	south29_all	80	6738	4705	1329	895	590	406	373	228	449	141	73	90	63	37	35	61	20	36	24	9	3	7	1	5	7	10	1	5	2	1	0	0	3	1	3	1	1	1	0	0	0	0	0	0	0
0.03	south29_active	80	3520	3001	684	489	285	171	211	126	300	75	21	50	37	17	17	37	9	22	16	4	2	5	0	4	4	5	1	5	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
0.03	south30_all	80	6572	4458	1295	870	602	393	346	243	470	146	75	90	60	32	39	64	20	41	34	8	4	11	1	2	10	10	1	5	1	2	0	0	0	1	3	1	1	1	0	0	0	0	0	0	0
0.03	south30_active	80	3400	2850	650	458	284	161	197	122	320	76	26	47	31	12	17	45	10	27	25	4	3	9	1	1	5	5	1	5	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
