label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	8677	3507	1680	1438	867	1282	293	572	164	122	113	248	65	50	43	39	37	29	18	14	8	8	8	12	5	22	6	0	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0
0.03	north1_active	80	4748	1942	870	829	486	827	129	353	74	54	61	170	28	20	22	25	21	13	8	6	4	4	2	10	2	18	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0
0.03	north2_all	80	8586	3517	1731	1448	882	1239	287	557	180	111	115	226	60	42	41	35	46	25	25	14	10	7	6	11	3	18	10	2	1	1	4	1	2	0	1	0	0	0	2	0	0	0	0	0	2	1	0	0
0.03	north2_active	80	4759	1958	881	843	470	780	129	349	81	49	65	155	23	20	16	19	25	12	15	6	5	4	2	9	0	15	6	1	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0
0.03	north3_all	80	8536	3516	1714	1464	865	1259	304	526	183	138	109	210	64	33	47	39	39	20	30	17	11	5	6	7	3	16	12	2	1	0	5	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	4760	1963	864	830	459	795	131	342	93	65	56	135	27	15	21	21	25	11	20	7	5	2	4	3	0	13	7	1	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	8770	3579	1714	1527	836	1197	331	521	183	139	109	234	60	31	54	42	33	23	24	17	9	5	6	7	5	7	8	5	2	1	5	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	4875	2020	871	881	436	760	142	350	97	72	55	157	27	16	25	20	20	15	15	6	3	3	5	2	4	4	6	3	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	8852	3612	1675	1523	799	1222	329	545	169	132	112	227	68	34	50	40	28	21	17	17	8	7	8	7	9	8	10	5	1	2	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	4901	2005	856	885	420	787	146	361	85	71	54	157	35	16	28	22	19	15	9	6	5	3	6	2	8	5	9	3	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	8869	3632	1654	1479	777	1212	341	572	170	133	98	236	71	33	53	38	27	22	16	19	7	11	6	8	22	10	7	5	2	2	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north6_active	80	4964	1990	855	857	409	802	147	398	88	67	51	161	42	17	30	21	17	13	5	8	4	5	3	2	20	7	6	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
