label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121
0.03	north6_all	80	1946	841	706	879	516	248	227	195	230	124	254	147	70	83	54	81	53	74	115	37	72	28	18	43	19	22	25	38	32	18	13	16	10	12	34	10	18	8	6	10	9	4	15	13	9	5	3	12	6	2	3	2	3	2	2	2	5	6	1	4	4	2	1	2	0	4	1	1	0	2	0	0	0	0	0	1	0	1	1	2	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	891	366	366	497	310	112	132	103	130	56	146	76	36	37	18	41	26	41	83	18	47	10	5	22	6	11	17	19	22	12	5	9	4	7	27	4	9	2	2	8	5	0	12	8	3	5	0	9	4	0	1	0	1	1	0	0	3	2	0	4	0	0	1	1	0	3	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_all	80	1981	878	705	886	549	247	222	184	219	124	250	148	73	78	54	93	58	60	130	41	62	26	21	38	20	17	28	38	33	16	17	14	9	10	37	9	15	9	2	16	12	2	14	13	7	6	3	6	7	2	3	3	4	2	1	3	7	7	2	2	4	5	0	2	1	4	0	0	0	0	0	1	0	0	0	2	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
0.03	north7_active	80	908	383	375	524	338	108	122	96	133	52	150	72	35	33	22	55	35	34	93	19	35	8	5	18	8	11	17	18	27	12	7	9	3	7	29	4	6	4	1	14	8	0	11	9	2	5	1	3	4	0	2	1	1	1	0	0	5	3	0	2	1	1	0	1	1	3	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_all	80	1862	887	728	977	559	244	245	184	219	122	266	150	67	87	57	93	53	56	162	39	78	17	21	41	22	16	34	51	45	26	17	12	11	8	40	10	20	8	6	20	11	3	20	13	12	6	1	6	10	3	3	3	2	1	2	4	7	11	3	2	2	4	1	2	1	3	0	0	0	0	0	1	0	0	0	2	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	830	381	386	577	339	105	145	110	129	56	164	69	30	38	25	58	36	34	108	17	36	6	6	19	10	12	21	33	31	20	9	8	3	4	32	3	9	4	3	17	6	1	14	8	9	4	1	2	7	2	3	2	0	0	0	2	5	3	1	1	1	1	1	1	1	2	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	1834	861	720	1001	595	253	260	195	241	120	255	144	61	87	51	93	57	72	151	38	95	22	27	45	25	25	33	57	51	28	18	10	10	10	54	7	19	13	7	20	15	4	11	10	12	7	4	7	9	3	5	6	3	2	2	6	3	15	2	1	1	4	2	1	1	1	0	0	0	2	0	2	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	793	375	373	611	353	106	147	108	145	54	160	72	27	37	22	57	37	45	96	17	51	7	12	24	15	18	17	35	35	21	10	6	4	5	31	2	8	7	4	13	9	1	7	6	11	5	2	2	8	2	4	2	0	1	1	3	2	7	1	0	1	1	1	0	1	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	1821	861	762	1066	632	250	255	210	249	133	261	156	57	93	56	96	54	79	162	35	90	29	30	57	32	27	37	55	62	28	15	18	10	10	55	9	21	12	9	21	13	7	19	10	12	4	4	7	8	4	6	5	5	2	5	4	2	12	2	1	0	1	2	1	0	1	0	0	0	2	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	775	400	408	657	374	99	151	108	149	64	173	86	29	47	20	62	30	45	102	16	51	10	14	33	18	16	20	38	41	22	11	9	5	2	32	4	13	7	4	11	7	1	14	4	10	3	2	4	7	2	4	1	0	1	2	3	2	6	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	1918	932	720	1003	487	243	238	191	217	126	212	135	55	99	61	79	54	60	174	32	74	32	19	55	22	30	18	21	41	11	24	12	11	14	25	6	9	10	2	22	10	7	13	7	8	5	3	13	4	5	4	4	7	1	5	3	4	4	4	2	3	0	0	1	0	0	2	0	0	3	1	2	0	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	843	435	380	632	286	100	131	90	117	64	97	85	27	56	24	44	28	33	112	17	43	16	10	40	12	18	10	14	31	7	10	5	7	10	20	1	6	4	0	9	2	4	4	5	3	2	1	7	0	1	2	3	5	0	1	1	4	3	2	1	1	0	0	0	0	0	0	0	0	3	1	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1918	907	711	947	478	259	227	188	210	136	208	113	68	104	63	83	52	62	149	33	75	32	25	45	24	34	20	23	43	17	24	8	13	16	19	5	8	11	1	25	9	9	12	6	3	8	1	13	4	6	6	5	8	4	4	4	5	8	3	1	1	0	1	1	0	1	3	0	0	3	1	2	0	2	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	853	416	352	630	284	107	121	90	120	60	114	66	35	59	23	49	27	34	86	16	41	15	12	34	12	17	10	12	30	7	9	4	8	12	11	2	6	5	0	8	3	7	7	4	2	4	0	8	0	2	3	3	6	0	0	1	5	6	2	0	1	0	0	0	0	0	0	0	0	3	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1927	903	692	916	475	250	215	184	220	133	224	117	79	100	64	76	55	66	124	32	80	33	25	55	24	34	23	25	57	16	17	9	18	14	23	6	9	11	3	29	8	8	15	4	5	8	2	16	5	3	8	3	3	4	3	1	3	14	0	1	2	2	1	2	0	1	1	0	2	3	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	851	404	338	590	278	109	110	98	131	57	131	66	43	45	25	46	31	34	66	12	42	16	12	38	17	16	14	13	36	5	5	3	11	9	6	2	7	5	1	10	3	5	11	3	5	4	0	8	0	1	4	1	2	1	0	0	3	12	0	0	2	1	0	1	0	0	0	0	1	3	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_all	80	1885	877	665	906	496	256	223	182	217	130	218	128	81	104	80	78	57	62	127	29	64	38	23	66	27	31	26	28	55	21	13	10	10	10	23	6	11	11	6	23	5	6	16	5	7	9	1	9	5	5	7	2	2	4	1	1	7	14	0	1	1	2	2	2	0	1	1	1	2	2	0	1	0	2	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	857	371	323	607	296	112	108	98	134	56	143	79	44	49	30	38	33	34	79	12	36	19	11	31	17	16	17	15	33	7	1	6	6	6	6	3	7	5	3	11	2	4	14	2	5	5	0	5	1	2	4	0	1	1	1	0	7	12	0	0	1	1	1	1	0	0	0	1	1	2	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	1895	852	675	896	541	245	236	195	204	133	247	127	78	107	91	85	63	62	117	34	63	38	23	65	24	27	22	26	49	16	11	12	13	12	26	4	18	10	6	20	4	7	13	7	8	6	2	3	6	4	3	1	2	2	1	2	7	13	0	1	2	2	2	2	0	1	1	1	2	1	0	0	0	4	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	862	366	339	578	327	112	115	104	119	59	168	73	45	47	37	44	31	38	82	13	39	18	11	28	15	15	17	11	27	4	4	7	6	9	11	2	12	4	3	12	2	4	11	5	4	4	1	0	2	3	1	0	1	1	1	0	6	12	0	0	2	1	2	1	0	1	0	1	1	1	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	1889	856	709	876	531	261	245	216	181	131	280	141	74	91	84	81	55	57	125	37	72	33	32	57	19	26	23	31	47	13	13	14	14	14	27	6	23	9	8	16	2	7	22	8	8	6	2	7	7	3	4	0	3	0	4	2	10	5	0	3	1	1	2	1	0	1	0	2	1	1	1	0	0	2	1	1	1	0	0	2	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north16_active	80	863	386	349	550	334	116	122	115	106	65	188	80	41	41	36	43	25	34	90	11	47	13	15	21	11	14	17	11	29	5	7	9	4	11	13	3	16	5	6	11	1	5	18	4	4	4	1	6	3	2	4	0	1	0	4	1	9	5	0	1	1	0	2	0	0	1	0	1	0	1	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_all	80	1943	845	714	823	530	255	212	200	181	142	271	138	66	87	77	78	55	68	116	39	67	31	35	50	17	19	27	26	31	12	12	14	16	11	29	6	22	8	6	16	1	9	20	7	10	4	3	11	6	2	4	2	3	2	4	2	9	6	1	3	1	0	2	1	2	1	1	2	1	1	1	0	0	3	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north17_active	80	889	377	359	510	333	112	109	108	100	67	181	69	31	39	36	46	21	43	79	14	46	11	14	29	10	11	20	7	19	4	8	9	5	9	23	4	16	5	4	10	1	6	16	4	7	3	1	11	4	2	3	1	1	1	3	1	7	6	0	1	1	0	2	0	2	1	1	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_all	80	1961	873	735	848	508	272	214	195	174	128	223	159	77	83	64	74	47	72	110	36	59	25	29	49	17	24	35	24	33	19	14	13	12	13	25	8	24	7	10	19	4	7	21	3	10	3	3	14	6	2	4	2	3	2	4	2	9	4	2	3	1	0	0	0	2	2	2	1	1	0	2	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	907	378	384	515	313	120	117	111	98	55	142	88	31	39	35	39	22	45	71	16	40	9	12	31	10	9	25	8	20	8	10	7	5	9	19	6	15	5	6	12	4	3	16	0	8	3	1	14	3	1	3	1	1	1	3	1	7	3	1	1	1	0	0	0	2	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_all	80	2004	907	736	961	549	254	219	205	181	129	207	177	76	89	57	74	54	75	117	29	67	28	25	49	24	25	28	20	32	28	14	9	10	17	28	7	21	6	10	21	5	7	21	1	7	3	6	9	6	3	1	3	3	2	2	2	10	4	4	1	0	0	0	0	2	1	2	1	0	1	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	940	405	413	604	326	115	121	117	102	55	132	99	33	46	32	41	27	48	72	17	43	14	9	34	12	10	18	8	17	14	5	4	5	9	23	6	13	4	4	12	4	3	16	0	6	3	0	9	4	1	0	2	1	1	0	1	9	3	2	1	0	0	0	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1989	909	745	965	575	253	242	186	173	127	191	163	79	87	53	78	53	75	118	26	55	34	21	46	26	32	31	27	26	29	13	6	11	20	34	8	26	5	10	25	6	7	14	3	11	2	5	9	7	3	0	2	3	1	1	2	4	2	5	1	0	0	0	0	0	1	1	0	0	1	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	948	392	413	600	327	120	129	109	92	60	105	84	35	50	32	39	26	48	70	13	32	16	9	25	12	15	20	16	17	14	5	1	5	8	15	8	15	1	3	18	5	3	9	2	9	1	0	9	4	0	0	1	3	0	0	1	4	1	2	1	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2352	1099	724	580	395	595	214	788	238	152	143	151	78	144	52	72	51	44	50	41	123	41	61	28	45	36	47	13	16	10	11	32	21	15	14	14	10	11	11	2	10	10	8	7	10	9	4	3	6	5	13	4	6	2	0	2	0	1	2	1	2	1	2	14	3	1	0	0	0	9	1	0	6	1	0	0	0	0	0	1	2	0	0	2	3	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2
0.03	south21_active	80	1205	556	368	329	228	396	97	538	148	79	79	82	31	99	17	37	23	18	21	18	69	25	42	13	31	20	33	4	7	5	5	26	11	11	8	4	5	8	4	1	4	5	7	2	6	8	2	2	0	2	8	3	3	2	0	0	0	1	0	1	1	0	2	13	0	1	0	0	0	1	1	0	6	0	0	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south22_all	80	2392	1124	717	586	415	626	221	787	257	142	141	151	77	151	60	82	51	47	53	36	103	45	55	23	46	41	47	14	16	13	10	28	23	10	12	11	18	10	11	0	8	10	11	6	8	10	3	2	7	6	10	3	6	0	0	1	0	0	2	0	3	0	4	3	3	1	0	0	0	2	2	0	6	1	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south22_active	80	1228	573	389	328	229	408	97	558	157	65	76	82	29	105	25	47	20	24	25	20	51	24	36	9	30	24	37	4	3	4	4	23	12	6	8	6	13	7	4	0	2	7	6	1	5	8	2	1	2	1	7	2	2	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	1	2	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_all	80	2430	1140	723	571	472	631	204	846	274	134	139	161	71	168	66	79	59	50	47	33	107	38	49	26	35	39	38	19	18	17	14	31	14	13	10	12	19	9	10	1	8	10	13	5	14	11	4	5	8	5	7	2	4	1	0	1	1	1	2	1	2	1	3	4	3	1	2	2	0	3	2	0	2	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	1258	593	379	305	255	412	90	635	148	58	66	95	23	111	26	43	25	25	19	21	55	21	35	10	16	20	31	12	6	5	5	25	7	8	5	8	13	6	4	1	3	7	7	0	10	9	2	3	2	0	4	2	2	0	0	0	1	1	0	0	1	0	1	2	0	1	2	2	0	2	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2447	1147	743	577	480	641	216	816	286	138	134	149	78	174	74	85	52	43	46	31	100	28	38	27	51	39	41	28	15	16	12	19	15	14	8	12	17	15	6	2	7	7	13	5	11	6	1	7	9	4	5	2	6	1	0	2	1	2	2	1	1	4	3	10	3	0	2	3	1	4	2	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1302	601	389	303	266	412	92	598	163	58	69	73	23	120	33	47	20	21	19	21	55	12	26	11	28	19	25	15	5	6	5	11	9	7	4	9	13	9	2	1	3	4	5	0	7	2	0	4	4	0	5	1	4	0	0	0	1	2	0	0	0	1	0	8	0	0	2	2	1	3	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2482	1140	743	596	476	601	228	824	283	139	139	141	72	170	77	72	53	35	44	33	113	26	45	23	55	28	39	37	18	15	13	17	12	15	12	12	13	14	7	4	7	5	9	7	15	5	1	6	7	3	4	2	4	1	1	2	1	2	0	1	0	4	2	8	1	0	2	3	1	9	1	4	3	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
