label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128
0.03	north6_all	80	4635	3111	1356	4185	2677	642	710	490	423	349	244	584	302	175	565	472	103	482	206	73	89	74	63	57	56	147	92	47	34	42	89	57	26	26	41	21	14	51	27	29	15	17	18	6	9	11	10	5	6	13	22	3	7	2	4	6	2	2	6	4	3	16	4	10	1	3	1	1	1	8	1	0	1	7	0	1	2	1	1	2	0	2	0	0	1	1	2	0	0	1	1	0	0	0	0	2	1	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1292	2042	494	3868	2465	324	474	311	242	210	79	507	219	74	522	426	43	451	170	27	60	17	35	23	23	133	80	16	9	15	71	43	12	18	31	8	4	43	23	24	9	12	5	4	2	3	4	2	1	6	19	1	4	1	2	2	0	1	2	0	3	15	3	10	0	0	0	0	0	8	1	0	0	3	0	1	1	0	1	2	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	4628	3092	1450	4206	2890	656	702	488	414	336	220	625	286	186	551	450	101	435	203	81	90	71	66	55	58	148	126	47	32	42	86	52	25	23	33	22	15	55	23	22	13	15	14	6	9	8	15	9	4	13	20	3	9	3	3	5	3	1	9	4	2	14	6	10	2	2	2	5	2	21	4	0	2	4	1	2	1	2	1	3	0	2	1	0	0	1	1	1	0	1	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1317	2013	545	3909	2670	328	475	302	259	193	71	543	220	87	501	406	44	410	168	29	53	17	31	27	27	133	110	12	10	17	69	39	10	16	24	7	5	47	19	17	9	10	4	5	1	2	8	3	1	6	17	1	5	2	1	2	0	1	4	0	2	13	6	10	0	0	1	3	0	21	1	0	0	2	1	1	0	0	1	3	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	4536	3081	1419	4315	2951	643	660	478	429	353	238	616	316	187	535	449	100	504	213	84	100	74	63	60	54	160	158	48	35	43	80	45	26	24	26	14	14	54	18	40	14	12	10	10	7	6	18	14	6	8	10	5	7	7	4	2	2	6	4	3	3	14	3	2	2	2	3	5	2	18	4	1	1	2	1	2	0	1	1	2	0	1	1	0	0	0	1	1	0	2	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1292	1997	514	4016	2717	330	462	299	269	214	78	541	254	88	490	411	45	483	180	29	56	23	28	24	23	142	142	13	10	12	64	34	13	16	20	2	6	45	12	35	10	8	2	6	0	1	11	4	0	4	9	2	3	6	3	1	0	2	2	0	3	14	3	2	0	0	1	4	0	18	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	4602	3038	1462	4462	2985	662	678	460	430	348	243	682	318	177	607	408	112	574	173	82	104	60	72	61	51	161	152	47	36	35	54	36	23	29	39	15	20	54	16	37	11	10	13	11	9	5	18	15	11	4	10	6	6	13	3	3	4	6	7	1	3	9	3	6	1	2	12	12	2	18	3	1	1	2	2	1	0	2	0	2	0	1	1	0	0	0	0	1	1	2	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1303	1934	563	4179	2739	330	473	273	278	208	72	610	255	76	554	375	52	551	142	29	53	16	42	25	17	144	134	12	7	14	44	27	10	23	31	5	8	45	11	33	5	6	3	7	1	1	10	5	0	2	9	5	3	11	2	1	2	2	4	0	3	9	3	5	0	0	10	11	0	18	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	4561	2963	1460	4416	2958	697	648	473	403	332	265	680	352	169	576	399	109	531	172	78	93	53	76	64	48	142	126	42	39	26	80	59	20	33	34	19	19	47	31	36	13	14	14	13	9	6	14	10	10	3	12	9	6	12	3	4	5	7	5	2	5	6	0	6	1	2	11	9	2	1	0	1	1	4	1	0	0	1	1	1	0	1	1	1	0	3	0	0	1	2	2	3	2	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1270	1892	570	4141	2690	350	422	277	234	200	80	608	291	73	528	370	51	505	146	27	50	13	43	27	15	126	106	9	8	10	68	47	9	25	28	7	9	41	22	28	5	12	4	6	1	2	7	4	1	2	11	7	2	10	3	1	2	1	3	1	5	6	0	5	0	1	9	8	1	1	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	4507	2943	1397	3929	2726	651	606	519	399	364	244	512	335	170	515	434	147	421	242	90	75	62	76	59	52	120	116	37	31	32	78	53	16	37	32	22	13	92	27	24	19	20	12	9	17	11	9	13	13	12	13	5	2	8	7	5	1	3	5	0	7	8	5	10	0	2	18	4	4	6	1	1	0	7	1	1	2	0	4	4	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	1188	1868	525	3616	2476	332	395	292	225	231	78	442	271	71	462	391	67	384	208	31	42	20	49	30	19	112	108	10	5	11	67	43	7	27	25	6	4	89	14	16	10	15	7	1	7	5	4	8	4	2	12	3	1	7	3	3	0	0	3	0	6	7	3	5	0	0	18	2	1	4	0	0	0	6	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	4554	2867	1423	3884	2670	662	620	551	431	357	244	528	319	141	528	408	137	451	211	84	78	61	70	58	54	167	107	42	42	31	86	59	15	34	39	18	15	93	22	26	22	18	10	12	12	9	7	10	9	14	21	5	2	8	6	4	5	4	4	0	6	8	6	15	1	1	11	3	4	17	1	2	0	5	1	1	2	0	4	4	0	0	0	1	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1196	1779	523	3582	2413	341	395	326	234	224	82	459	260	54	478	382	63	413	174	27	40	19	38	25	23	161	100	7	7	10	75	47	8	24	33	4	7	89	12	18	10	14	2	2	4	3	3	6	3	4	20	2	1	6	2	1	3	0	2	0	5	7	4	10	0	0	10	2	2	15	0	0	0	4	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	4559	2798	1383	3793	2642	691	615	533	423	374	230	546	313	134	481	387	128	461	216	95	76	60	68	59	52	155	109	37	49	28	84	64	21	42	44	10	16	81	18	30	22	12	9	9	15	5	7	10	8	9	18	6	3	14	4	3	6	3	6	2	6	4	9	11	2	0	13	1	3	17	0	1	0	5	1	1	1	0	6	4	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1164	1727	493	3483	2392	363	394	313	234	227	73	485	240	53	436	359	53	421	183	33	34	14	33	27	22	147	100	5	9	12	77	53	15	34	38	2	6	75	8	20	10	10	1	2	4	2	3	6	3	3	17	2	1	11	0	1	4	0	4	1	5	3	7	9	1	0	12	0	2	16	0	0	0	4	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4558	2902	1379	3778	2720	702	642	555	422	369	229	613	325	145	479	392	133	511	228	98	60	62	78	55	60	182	111	33	48	32	96	58	29	36	44	12	17	52	16	25	22	11	11	6	13	7	8	6	5	9	24	6	5	27	4	3	8	2	5	5	1	12	12	12	2	0	12	1	2	18	1	1	1	6	4	1	0	0	5	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	1216	1803	499	3439	2468	375	426	340	236	222	72	555	243	55	426	356	59	466	197	30	27	11	40	27	28	173	101	5	8	18	87	47	20	30	40	4	8	45	11	19	11	8	1	2	3	1	3	3	1	3	22	2	2	22	0	2	4	0	4	2	0	11	7	12	1	0	9	0	2	16	0	0	1	6	4	0	0	0	5	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	4569	2875	1399	3968	2875	695	636	532	424	364	234	618	334	166	486	388	132	480	216	91	63	68	74	54	64	180	130	34	36	36	75	69	29	30	38	12	16	61	12	27	21	12	14	8	16	8	5	7	6	7	16	3	8	25	6	2	7	1	4	5	1	14	11	7	3	0	14	0	1	7	2	1	2	2	5	1	0	0	5	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0
0.03	north15_active	80	1256	1816	502	3622	2615	375	406	315	240	216	82	555	257	68	440	350	63	432	185	31	35	12	37	31	26	168	119	9	7	18	68	59	19	24	31	3	7	53	8	22	13	8	4	3	6	1	1	3	1	4	13	1	5	22	0	2	2	0	4	2	0	11	6	6	1	0	12	0	1	5	0	0	2	2	4	0	0	0	5	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
0.03	north16_all	80	4547	2880	1409	4018	2977	662	683	546	426	358	229	621	350	176	515	369	136	493	219	96	68	78	79	55	57	148	126	33	33	30	78	61	29	24	41	18	24	74	12	31	16	16	14	11	14	10	6	7	7	6	14	4	9	18	5	3	5	1	4	3	1	16	9	6	2	0	16	1	1	14	3	0	2	3	6	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0
0.03	north16_active	80	1256	1820	514	3678	2697	333	442	318	241	208	81	558	279	74	469	325	68	447	192	27	38	15	42	32	19	137	116	9	6	15	72	55	12	19	32	5	10	66	8	27	12	13	7	3	5	2	1	1	2	2	11	1	4	14	1	3	1	0	4	1	0	12	5	5	1	0	14	0	1	13	0	0	2	2	4	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
0.03	north17_all	80	4572	2915	1404	4120	2963	665	682	505	437	363	255	575	352	179	549	374	133	552	226	70	74	89	79	64	57	140	122	39	36	31	62	55	28	26	39	21	28	82	14	33	14	14	14	16	12	14	6	8	6	6	12	4	10	11	8	2	4	1	3	1	3	10	8	6	2	1	9	2	2	12	2	0	2	1	2	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	0	0	0	0	0	1	0	0
0.03	north17_active	80	1298	1862	527	3792	2680	329	446	299	250	216	97	498	289	72	520	322	70	507	189	25	41	22	42	35	23	127	109	14	8	15	58	48	13	14	31	5	9	73	11	29	10	13	8	6	5	4	3	0	1	2	10	2	7	9	2	2	1	0	3	0	2	6	5	4	1	0	9	1	1	11	0	0	2	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0
0.03	north18_all	80	4539	2892	1442	4049	2813	669	697	453	427	375	263	558	341	174	593	338	141	499	260	73	85	93	86	75	56	151	116	33	37	37	72	45	32	31	52	21	27	72	20	30	10	18	15	12	9	9	6	6	5	5	10	4	12	4	10	6	1	1	4	4	9	10	6	5	4	2	4	2	2	14	1	1	0	6	3	1	1	2	1	0	1	3	2	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	3	0	0	0	0	1	0	0	0
0.03	north18_active	80	1282	1856	538	3742	2536	330	473	282	258	221	87	463	272	69	552	292	74	462	219	29	51	23	45	33	24	141	104	11	10	19	66	36	16	18	41	6	8	64	15	27	7	16	11	5	3	3	4	0	1	1	5	2	8	3	2	4	0	0	2	4	8	6	4	3	2	1	4	1	1	14	0	0	0	4	0	1	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
0.03	north19_all	80	4500	2882	1411	4250	2884	636	710	442	436	396	255	534	357	179	564	345	135	529	259	52	83	78	88	65	53	172	103	33	39	47	76	41	30	33	46	20	24	94	26	28	14	16	13	11	11	8	6	6	5	5	11	5	10	10	7	5	1	1	3	5	9	4	4	5	4	2	11	2	2	12	2	2	0	6	1	0	0	1	1	0	2	3	1	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	1287	1843	535	3960	2623	317	484	280	265	235	80	440	285	73	527	303	69	491	213	15	50	20	54	24	27	159	95	9	11	24	69	29	22	20	38	6	9	88	19	26	11	14	10	4	4	3	4	1	2	1	6	2	7	8	2	3	0	0	1	4	8	3	3	2	2	1	11	2	1	12	0	0	0	5	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	4488	2876	1433	4278	2868	659	707	460	389	415	256	542	369	167	594	378	151	464	249	61	97	75	78	58	45	189	101	28	39	48	66	64	29	38	39	20	16	78	21	24	17	13	13	7	11	6	4	8	7	4	18	2	9	12	8	8	2	2	3	6	11	2	2	5	3	2	13	2	1	14	2	4	0	7	2	0	0	1	1	6	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	1	0	0	0
0.03	north20_active	80	1268	1831	537	3984	2609	344	477	290	235	242	77	461	288	73	553	333	73	430	215	19	58	16	51	17	21	176	89	9	10	22	59	51	21	27	33	10	7	72	12	20	12	6	7	1	3	0	2	3	2	1	11	0	5	9	3	4	0	1	1	5	11	1	1	3	1	1	12	2	0	14	0	1	0	6	1	0	0	0	1	6	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	4613	2992	1481	4341	2508	657	623	486	411	340	253	674	374	161	502	418	133	484	208	83	74	69	81	56	52	205	125	33	30	30	61	53	29	58	44	15	19	57	27	35	18	15	15	7	5	5	19	12	3	5	18	6	11	21	8	2	5	2	4	4	2	1	4	10	4	6	14	5	0	0	2	2	2	6	1	2	0	2	2	0	1	1	4	1	3	3	1	0	0	0	1	0	0	0	2	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
0.03	south21_active	80	1230	1911	613	4007	2268	366	397	290	227	194	93	591	279	81	458	370	63	462	181	33	40	13	50	27	22	196	98	7	9	11	54	43	18	47	39	3	10	55	21	33	8	8	7	4	3	1	12	6	1	3	15	5	10	18	5	0	1	2	2	2	1	1	4	9	1	3	13	5	0	0	1	0	0	6	0	0	0	1	1	0	0	1	2	0	3	1	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_all	80	4608	3024	1510	4584	2597	647	676	472	438	352	259	606	373	169	557	419	130	533	213	80	80	69	62	56	46	202	123	38	34	34	76	61	32	62	51	16	20	84	18	34	26	19	13	7	6	9	24	10	3	6	17	4	12	26	6	2	7	2	2	7	2	2	4	11	3	6	12	5	1	0	1	1	2	4	1	2	0	2	1	2	1	1	2	1	1	2	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	1245	1963	590	4248	2357	354	438	289	241	195	89	529	278	81	515	372	58	508	188	35	42	12	38	24	21	190	101	5	8	12	68	50	19	50	44	6	9	82	10	29	16	11	4	4	3	1	18	5	1	3	14	3	10	24	4	1	1	2	2	4	1	2	4	10	2	2	11	5	0	0	0	0	0	4	0	0	0	1	0	2	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	4613	2887	1512	4467	2607	639	674	462	433	340	257	600	391	172	578	454	113	515	212	85	81	64	62	54	52	178	119	43	34	38	75	63	30	73	36	21	18	85	21	31	24	22	11	10	12	10	20	10	5	7	14	4	10	25	8	2	6	3	3	4	1	4	11	15	3	5	2	6	4	0	1	1	2	10	1	1	1	0	1	2	2	1	0	0	1	12	1	0	1	1	1	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	1254	1844	586	4123	2371	347	436	285	234	191	93	519	295	84	536	408	51	488	181	32	47	13	34	20	27	165	101	9	7	18	65	50	15	60	31	9	8	83	13	27	15	16	2	3	5	1	16	4	2	4	13	4	8	24	3	2	1	2	2	3	1	3	8	14	2	1	2	6	1	0	0	0	0	10	0	1	1	0	0	2	0	1	0	0	1	11	1	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
