label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	25219	9967	5164	1637	937	781	862	338	374	184	275	123	89	42	48	39	33	13	16	18	14	10	10	2	7	8	5	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	16122	6422	3194	808	428	453	547	169	214	90	194	55	42	19	28	22	12	4	7	11	11	4	4	2	7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	25485	9692	5135	1595	924	830	848	335	402	172	278	129	85	51	45	38	38	16	23	20	14	14	10	2	8	5	4	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	16359	6281	3243	792	431	481	536	163	238	86	205	64	38	27	27	19	13	5	12	16	12	6	5	2	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	25742	9655	5226	1590	927	863	855	336	423	180	285	114	79	48	55	38	32	19	20	15	12	13	10	0	11	2	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	16546	6239	3356	784	413	486	536	163	264	85	203	59	37	25	37	17	11	7	12	10	9	7	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	26240	9658	5268	1650	921	915	840	322	423	170	287	116	85	52	50	39	31	17	27	13	13	12	15	4	11	1	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_active	80	16940	6177	3435	824	412	532	530	152	269	81	208	65	46	26	32	18	9	6	18	11	9	7	3	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	26223	9912	5205	1637	933	927	863	320	403	164	301	136	81	54	51	40	24	16	23	10	16	12	15	5	12	1	2	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	16965	6386	3328	835	418	532	527	156	263	73	209	83	42	28	33	21	10	7	15	9	11	7	5	4	7	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	26028	9862	5245	1632	914	933	872	331	410	169	295	153	75	59	53	37	33	13	33	16	18	11	18	6	10	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_active	80	16735	6285	3383	841	404	527	545	165	270	78	197	95	40	31	32	24	19	6	21	11	11	6	4	5	5	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	25889	9802	5212	1600	917	943	884	316	386	165	297	162	81	56	58	40	32	14	31	22	17	8	19	7	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	16572	6294	3344	824	404	523	541	153	244	74	201	104	45	30	36	23	22	7	22	17	9	4	4	6	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	25564	9773	5146	1595	938	920	873	321	407	158	312	154	83	54	67	34	29	17	34	26	15	8	8	5	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	16347	6203	3284	820	422	502	525	154	262	73	220	102	47	28	40	17	20	8	26	19	8	2	3	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	25365	9745	5226	1602	922	888	830	300	370	162	298	137	86	52	64	28	24	19	30	30	10	9	6	5	7	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	16413	6202	3332	824	413	488	494	149	244	76	199	80	42	24	35	13	17	9	24	28	3	2	2	3	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	25709	9861	5156	1575	912	848	826	293	368	154	325	141	79	55	63	22	18	18	24	26	10	11	6	6	5	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	16619	6247	3261	794	410	478	495	140	234	69	227	85	30	23	37	11	11	9	19	20	8	5	3	2	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	26318	9854	5486	1642	932	897	835	343	375	174	274	105	60	55	54	32	23	17	23	15	10	10	10	4	3	5	2	3	2	1	0	3	0	0	0	0	0	1	0	0	1	0	0
0.03	north11_active	80	17092	6283	3501	823	430	488	526	153	246	84	162	62	33	25	35	14	11	4	8	10	7	6	7	4	2	3	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north12_all	80	26075	9890	5354	1577	961	880	814	339	380	174	299	124	69	66	60	22	25	16	25	17	9	12	12	0	3	6	1	3	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
0.03	north12_active	80	16875	6212	3459	795	456	486	506	156	242	88	183	78	41	35	37	11	13	5	14	10	4	7	9	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_all	80	25831	9920	5283	1596	977	887	831	331	390	188	277	119	81	64	55	20	29	13	19	19	10	8	14	3	2	6	0	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0
