label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	south26_active	80	7900	2440	1050	540	404	189	297	436	108	47	50	25	17	19	12	20	13	7	3	6	4	2	3	2	1	3	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	12886	4306	1994	1042	751	429	468	630	217	96	103	61	47	40	28	34	16	12	8	8	5	4	5	13	0	3	1	0	1	2	1	1	2	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	7852	2452	1057	517	392	202	285	423	113	48	53	33	16	21	10	19	9	8	4	4	3	1	1	3	0	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	13084	4137	1959	1025	743	421	449	676	200	95	103	62	51	43	35	34	20	14	13	11	3	4	5	12	0	3	2	0	0	3	1	2	2	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	7982	2386	1002	514	392	203	279	451	108	52	45	34	19	22	12	18	11	6	7	7	2	1	1	2	0	3	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	13165	4121	1923	1000	759	432	470	696	208	102	112	63	54	48	38	28	25	17	15	9	7	2	3	12	0	5	4	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	8042	2361	1030	494	416	195	293	468	118	50	53	30	23	27	12	16	13	7	8	5	3	0	0	2	0	5	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	13154	4131	1962	999	756	424	488	642	210	103	101	63	52	41	32	29	25	21	13	9	7	3	1	9	0	2	5	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	8039	2365	1033	478	414	184	282	438	126	46	46	31	29	21	12	20	12	7	6	4	1	1	1	5	0	2	4	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	11398	3902	1811	1023	701	408	433	539	231	112	94	71	48	40	23	40	12	10	14	7	3	2	1	13	1	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0
0.03	south31_active	80	6820	2143	955	492	370	183	244	368	129	56	47	35	19	23	10	20	5	5	5	4	1	0	1	10	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	12171	4058	1857	1064	698	436	474	557	240	97	93	71	49	32	23	31	11	12	12	6	2	4	1	5	1	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0
0.03	south32_active	80	7331	2270	987	507	376	200	261	359	134	47	52	30	24	19	8	15	4	5	5	3	1	1	1	2	1	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	12849	4123	1908	1049	750	442	488	593	226	115	91	68	50	31	25	33	13	10	8	5	3	5	3	5	0	1	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	7795	2328	1007	505	388	201	271	384	133	50	54	31	25	14	8	17	7	5	5	2	2	3	2	2	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	12744	4022	1888	1023	753	451	509	617	216	115	95	54	49	35	20	24	16	11	7	4	5	4	5	4	2	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	7694	2253	953	497	394	210	311	400	122	50	56	21	29	17	8	15	9	6	2	1	1	3	3	2	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	12604	4127	1893	966	776	454	472	662	200	134	94	65	49	37	23	30	18	9	6	4	9	3	5	3	2	1	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	7569	2338	947	473	401	212	291	425	112	55	53	25	26	19	10	14	11	4	2	1	3	2	2	1	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	12674	4098	1881	984	729	442	456	628	207	135	95	68	51	36	19	28	20	10	6	4	8	1	4	2	2	2	0	2	1	0	1	2	0	0	1	0	0	1	0	0	0	0
0.03	south36_active	80	7594	2338	961	477	368	208	287	391	110	58	46	25	24	20	8	12	10	4	2	2	3	1	2	1	0	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0
0.03	south37_all	80	12959	4166	1888	1001	751	435	455	603	208	132	92	70	47	40	17	24	20	13	4	5	7	1	2	4	1	4	0	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0
0.03	south37_active	80	7788	2396	1000	500	400	199	285	357	114	61	43	27	20	22	5	8	11	5	2	2	3	1	1	3	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
0.03	south38_all	80	13226	4175	1912	1054	725	435	505	587	216	124	89	66	56	34	17	22	19	11	5	5	7	4	0	6	0	5	0	3	0	0	0	1	0	0	1	0	0	1	0	1	0	0
0.03	south38_active	80	7967	2393	991	523	376	204	311	360	121	61	42	25	28	17	7	11	12	3	2	2	5	3	0	6	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
0.03	south39_all	80	13069	4110	1942	1061	718	408	510	603	214	125	95	53	59	29	20	24	15	11	7	5	8	4	0	11	0	5	2	8	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	7896	2337	1017	525	393	191	307	399	114	65	54	23	28	13	11	14	9	5	4	1	4	2	0	9	0	2	2	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south40_all	80	13267	4163	1987	1091	754	421	547	601	205	127	94	51	60	31	26	33	14	7	8	4	12	6	1	10	0	3	2	7	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	south40_active	80	7976	2371	1010	540	397	197	313	395	112	70	57	21	35	17	13	18	8	4	3	2	5	3	0	7	0	1	2	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0
