label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north1_all	80	2104	994	2207	1003	223	272	135	109	79	90	121	40	26	24	16	10	17	23	7	12	7	11	6	4	3	7	0	2	2	1	5	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north1_active	80	1062	521	1428	675	99	154	58	50	46	57	64	18	15	14	7	3	10	14	2	7	6	6	5	3	2	6	0	0	1	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	2190	994	2246	1008	225	260	136	111	87	79	108	39	35	25	19	13	14	30	3	5	6	7	5	5	6	7	1	1	2	2	6	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	1127	520	1477	673	87	154	65	52	44	48	61	20	22	14	9	4	6	17	1	3	4	5	3	3	4	6	1	0	1	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	2106	1048	2214	953	232	239	140	122	93	78	99	40	37	31	30	19	11	30	10	9	9	7	7	8	6	6	2	2	4	2	6	1	1	0	0	1	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1070	547	1414	626	100	137	66	64	45	47	57	20	20	18	21	10	5	13	4	5	5	4	4	2	4	5	1	0	3	1	4	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2110	1071	2250	1019	244	241	132	123	90	75	86	50	53	27	32	24	10	31	12	11	8	11	9	9	5	7	2	2	4	3	6	3	1	0	1	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1078	558	1457	672	116	136	67	67	48	39	52	24	34	19	22	13	4	14	4	4	2	6	5	3	3	5	1	0	2	3	2	2	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2059	1089	2176	1039	243	255	132	115	78	77	84	56	47	26	30	25	13	27	12	11	10	11	5	10	2	6	1	2	4	2	3	4	0	0	1	2	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	1
0.03	north5_active	80	1016	561	1416	663	115	147	66	62	43	42	56	29	28	17	16	15	8	11	3	5	3	3	2	4	0	3	0	0	2	2	0	2	0	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2069	1103	2094	998	239	287	128	113	70	81	84	53	46	20	26	25	13	23	10	10	12	12	7	6	3	5	1	2	1	2	3	4	0	1	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1
0.03	north6_active	80	1016	578	1314	634	112	179	57	46	38	42	61	26	31	12	6	13	10	9	1	4	6	4	3	3	2	3	0	1	0	2	0	2	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2020	1107	2107	957	229	286	127	125	79	79	94	53	32	22	26	24	19	14	9	13	11	11	5	6	4	4	1	2	0	0	1	2	2	1	1	1	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1
0.03	north7_active	80	1002	601	1372	598	103	184	52	58	44	41	65	27	19	10	6	13	12	8	2	5	7	6	3	4	3	2	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2088	1099	2061	904	230	262	126	122	90	91	95	56	30	23	26	20	17	14	8	12	12	10	6	5	4	1	1	3	1	0	4	3	2	1	1	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1023	610	1379	563	115	164	48	57	49	49	59	26	18	6	11	9	11	8	3	6	9	7	3	3	4	1	1	1	0	0	4	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2092	1073	2120	957	274	248	117	107	89	98	99	55	29	28	31	17	16	17	5	13	11	7	6	4	5	1	1	2	3	0	4	2	2	1	1	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1062	603	1456	615	134	152	47	56	50	53	66	28	17	9	15	7	8	8	3	6	8	7	4	3	4	1	1	0	0	0	4	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2172	1048	2059	1004	290	235	111	101	82	106	102	45	30	29	30	18	16	14	11	11	6	7	5	4	2	2	3	3	6	0	5	2	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
