label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	1329	881	369	262	214	368	225	294	134	234	29	44	40	31	48	40	11	4	11	7	5	14	15	2	11	2	2	3	0	1	1	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	580	517	189	132	116	234	154	195	95	149	11	24	22	14	31	29	6	3	7	4	3	11	8	1	4	1	1	0	0	1	1	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1309	809	374	258	224	342	226	216	119	197	27	44	40	29	67	34	15	7	6	8	3	20	10	3	8	3	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	572	454	187	138	113	223	150	138	84	118	13	22	24	15	43	25	8	5	4	5	2	16	6	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1291	766	358	259	199	317	190	192	105	143	33	39	33	21	65	30	15	8	9	5	8	20	9	1	6	3	0	2	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	582	443	174	151	103	206	131	125	74	89	19	23	22	7	36	20	7	6	7	2	4	16	5	0	3	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1279	778	368	251	208	330	205	182	75	147	31	27	32	14	57	32	18	7	14	6	7	18	4	1	6	5	1	2	5	0	1	0	1	1	0	0	2	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	569	459	167	138	123	222	138	127	46	102	20	15	21	3	40	19	8	5	9	3	4	12	3	0	3	2	0	1	3	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1280	826	377	249	211	406	218	211	112	176	43	34	38	20	55	29	19	4	15	6	9	28	4	0	7	6	4	1	4	2	1	0	1	1	1	1	2	1	6	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	599	483	187	120	119	260	143	145	77	106	22	23	25	9	35	18	8	2	9	2	4	19	3	0	4	2	2	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	1306	879	383	248	208	402	251	235	120	185	48	36	36	17	61	31	19	3	21	6	9	20	4	3	8	4	6	1	3	3	2	0	1	1	1	1	2	2	6	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	600	495	193	112	119	249	171	158	82	116	19	22	22	9	46	22	9	1	17	2	4	12	3	1	4	2	3	0	1	1	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	1304	910	355	234	203	454	279	259	132	228	58	38	40	17	50	53	19	6	16	4	5	18	3	5	6	2	6	1	2	3	2	1	0	1	1	1	1	2	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0
0.03	north7_active	80	593	489	193	103	113	298	197	178	91	145	28	22	22	12	33	41	8	1	12	1	2	12	1	2	3	0	3	0	0	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_all	80	1289	896	328	240	219	413	264	246	124	183	57	29	42	20	55	60	15	6	16	5	4	14	3	8	7	1	8	0	0	2	2	1	0	4	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0
