label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191
0.03	north6_all	80	3010	2035	894	687	967	854	834	267	254	248	154	182	274	134	284	218	133	94	140	177	120	144	116	73	165	94	62	68	31	25	32	75	49	40	24	18	25	31	34	25	48	23	21	17	12	8	16	22	15	9	11	13	13	5	6	8	5	16	4	7	3	5	5	7	16	8	5	4	4	2	3	5	7	4	5	4	2	4	5	2	1	1	2	2	5	3	7	5	2	3	4	7	6	0	2	2	2	0	5	1	0	1	1	1	1	3	0	2	2	0	2	0	3	1	1	1	1	0	7	0	0	0	3	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	1563	1219	441	340	610	553	535	117	107	126	59	103	169	63	164	124	80	50	96	107	75	91	78	37	107	61	44	43	18	7	17	62	28	20	12	11	16	15	20	14	33	10	11	7	8	3	12	16	9	6	9	6	8	5	3	2	0	7	2	6	2	1	4	6	6	4	4	2	3	0	3	2	3	2	3	1	0	2	3	2	0	1	0	0	1	1	5	1	1	1	1	7	0	0	2	0	0	0	5	1	0	0	1	0	1	1	0	1	2	0	1	0	2	1	0	1	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2989	2038	858	707	939	829	842	259	253	255	152	179	285	118	294	206	121	96	144	173	143	145	106	77	148	92	61	69	39	30	32	71	51	48	29	21	26	29	43	22	38	26	19	15	14	4	14	24	16	8	14	12	18	9	6	12	4	21	4	6	3	6	4	5	21	6	3	4	3	1	6	12	5	6	4	3	4	5	2	1	2	1	6	2	5	2	8	4	1	3	4	8	7	0	3	2	4	0	6	1	1	0	1	0	0	3	0	4	1	1	1	1	3	0	0	1	0	0	3	1	0	0	3	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north7_active	80	1531	1248	455	361	581	539	525	107	110	134	60	103	185	47	167	118	69	52	93	111	94	93	64	43	97	56	39	40	23	13	17	59	28	24	17	10	18	18	30	12	27	12	9	4	12	1	11	12	10	5	11	6	10	7	4	6	0	11	3	5	2	1	3	4	13	4	2	2	2	0	6	9	2	4	1	2	0	3	1	1	1	1	3	0	1	0	5	1	0	1	3	7	1	0	2	0	2	0	6	1	1	0	1	0	0	1	0	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_all	80	3003	2111	892	713	874	837	848	256	225	264	153	177	313	123	311	186	112	86	153	173	170	148	119	82	164	85	71	60	48	30	29	69	52	39	32	28	21	21	45	26	32	25	23	18	15	5	23	23	17	8	18	9	19	9	7	14	6	21	9	7	6	5	5	4	15	5	5	7	3	2	8	10	5	12	4	7	4	6	2	1	5	1	5	1	5	10	5	3	3	3	3	8	8	0	2	2	5	0	2	1	1	0	0	0	0	4	0	8	0	1	1	1	3	0	0	1	0	1	3	1	0	0	3	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	1530	1299	474	381	523	544	549	120	90	140	55	94	208	50	184	112	64	47	95	113	118	95	75	46	101	49	44	34	28	14	13	56	28	17	20	13	15	14	33	15	21	11	13	6	11	3	18	13	9	2	13	4	8	6	5	6	1	14	6	5	4	1	2	4	13	3	2	6	1	0	7	7	2	10	1	2	0	4	1	1	4	1	3	0	1	7	2	0	1	1	2	7	1	0	1	1	2	0	2	1	1	0	0	0	0	1	0	5	0	1	1	1	2	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_all	80	2937	2146	874	736	858	797	855	279	210	265	147	159	316	119	336	199	104	77	165	185	174	156	130	84	175	82	76	68	53	29	27	66	63	32	35	27	27	18	49	28	44	22	21	19	11	9	20	25	12	5	13	7	17	9	8	13	3	15	15	4	8	6	4	3	13	6	5	8	2	3	12	10	2	8	5	8	4	8	2	2	6	0	5	1	2	13	5	1	4	5	2	4	5	1	1	2	4	0	2	1	1	0	0	0	0	1	0	7	1	1	1	1	1	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north9_active	80	1495	1331	465	396	510	502	546	140	92	133	64	81	201	50	208	129	60	38	103	127	122	99	88	54	126	55	41	40	32	16	10	45	37	12	24	9	18	11	35	15	29	10	9	11	7	8	14	14	4	1	7	3	8	4	4	8	1	13	10	3	6	1	1	3	11	2	3	6	0	0	6	7	1	8	2	3	0	6	1	2	6	0	3	0	1	9	3	0	1	3	2	2	1	1	0	1	2	0	2	1	1	0	0	0	0	0	0	5	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north10_all	80	2959	2164	860	740	886	763	840	280	213	271	151	169	300	116	336	181	90	72	157	221	143	147	145	87	166	84	69	76	49	29	27	67	64	23	37	26	25	25	46	30	39	19	18	16	9	10	20	26	12	5	10	7	18	6	9	16	5	32	20	5	9	5	5	7	9	5	5	7	4	8	8	9	4	7	5	8	3	7	2	2	6	3	0	1	1	12	6	0	4	4	3	4	4	2	0	1	1	0	1	2	2	1	1	0	0	1	0	4	1	0	2	2	0	1	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1513	1311	444	392	525	477	530	151	92	131	74	82	195	48	214	112	43	30	101	161	102	91	98	59	120	52	38	50	33	14	12	43	38	8	29	9	15	16	32	16	22	10	8	10	5	8	15	13	4	2	6	3	10	0	3	12	3	18	14	4	7	1	0	4	6	1	3	6	2	5	2	7	2	7	2	2	1	6	1	2	5	1	0	0	1	9	3	0	2	2	3	2	1	1	0	1	0	0	1	1	2	1	0	0	0	0	0	4	0	0	1	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2907	2169	858	699	963	820	887	263	202	255	170	170	275	117	287	208	105	97	179	187	155	147	123	85	126	94	65	68	45	35	35	90	52	22	30	22	27	17	32	25	38	17	15	17	12	14	16	21	13	8	7	7	9	11	9	14	5	21	7	6	5	9	4	9	10	5	7	9	6	5	10	9	7	7	1	7	0	4	3	12	13	1	5	2	2	26	4	4	3	1	3	5	2	0	2	0	0	0	2	1	0	0	0	1	1	0	1	2	1	2	5	3	0	2	0	0	0	1	2	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1
0.03	north11_active	80	1504	1326	426	364	604	522	564	134	96	146	93	100	158	54	174	138	59	50	121	122	102	95	79	44	73	76	38	43	18	13	21	66	33	10	15	14	11	5	21	12	23	8	7	7	3	5	10	12	3	1	2	3	4	7	7	6	1	12	7	2	4	5	1	2	6	2	3	4	1	3	5	6	3	2	1	6	0	2	3	11	9	1	2	2	2	22	1	2	1	0	3	3	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	2	0	0	5	0	0	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north12_all	80	2938	2194	864	677	921	807	884	254	211	257	163	189	292	122	291	203	107	91	157	186	149	158	117	93	116	84	64	72	47	29	36	84	46	29	21	22	24	21	28	25	38	17	12	17	17	12	24	24	11	5	9	9	9	9	5	13	4	25	13	5	8	6	4	11	10	5	4	8	5	3	8	8	6	6	1	9	1	3	3	8	13	2	3	2	1	25	3	5	2	3	2	3	1	0	0	1	2	0	4	2	0	1	0	1	1	0	0	2	1	2	5	3	1	2	0	1	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1
0.03	north12_active	80	1517	1338	454	359	566	506	553	128	93	154	78	112	174	59	170	137	57	47	105	129	91	99	75	43	74	64	33	44	21	13	21	56	27	13	11	12	9	8	16	9	26	10	6	7	4	4	13	15	3	0	5	6	8	5	3	7	2	14	11	2	6	2	2	3	9	4	2	6	0	1	5	3	2	2	1	8	1	1	3	8	9	1	1	1	1	22	0	3	1	3	2	2	0	0	0	1	1	0	3	2	0	1	0	0	1	0	0	2	0	1	5	0	1	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north13_all	80	2957	2173	845	694	900	838	877	253	213	258	178	199	266	123	281	200	101	81	152	163	142	132	125	80	128	91	60	66	52	26	31	70	45	31	20	27	28	23	32	22	40	18	14	17	13	11	25	24	9	5	10	8	17	7	4	10	3	29	12	7	10	4	5	10	10	4	5	8	10	3	8	5	4	1	2	4	1	2	3	5	10	1	2	1	0	21	4	3	3	5	2	4	0	1	0	1	2	0	4	5	1	1	2	0	1	0	0	1	0	1	1	3	1	2	5	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
0.03	north13_active	80	1524	1351	452	383	541	514	553	120	93	151	75	115	157	59	173	132	56	37	106	109	93	82	79	46	84	67	29	36	28	8	14	42	30	18	13	12	15	12	21	6	27	12	8	7	3	4	14	13	6	0	5	5	17	3	2	4	2	17	10	2	7	0	3	2	10	3	3	6	5	1	6	2	2	1	1	3	1	0	3	4	7	0	1	0	0	21	0	2	3	4	2	3	0	1	0	1	1	0	3	5	1	1	2	0	1	0	0	1	0	1	1	0	1	2	5	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2988	2086	814	671	845	810	870	274	211	250	161	199	257	123	326	190	109	78	156	154	164	133	122	60	122	96	56	65	51	29	35	92	43	30	23	28	37	23	23	18	35	21	17	21	12	14	22	23	12	4	12	11	17	8	4	12	2	32	13	7	12	3	4	6	12	6	4	10	9	2	5	5	2	1	4	8	2	2	3	5	8	2	1	2	1	2	4	3	3	5	1	4	0	1	1	1	2	0	4	5	1	2	3	0	1	3	0	0	0	1	1	2	1	2	5	1	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north14_active	80	1572	1280	436	352	507	486	551	132	96	151	65	105	163	59	209	123	57	43	112	97	118	79	78	37	84	58	33	32	29	11	13	56	24	18	14	14	23	13	16	7	24	13	9	12	3	8	14	13	8	0	5	7	17	6	1	4	1	18	11	1	6	0	4	2	11	4	2	7	5	1	2	2	1	1	2	7	2	0	3	4	5	1	0	0	0	2	0	2	2	4	1	3	0	1	0	1	1	0	3	5	1	2	3	0	1	2	0	0	0	1	1	0	1	2	5	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2999	2100	838	711	850	833	880	293	218	253	171	178	276	102	319	196	115	84	176	163	165	136	131	53	143	103	64	65	42	30	30	88	41	30	23	30	37	25	28	19	35	20	23	23	7	14	22	27	12	4	12	10	18	7	5	13	5	24	10	7	11	2	2	4	15	3	5	8	10	1	7	10	0	3	4	8	2	3	3	6	7	1	0	1	4	4	3	1	6	4	1	5	0	2	2	0	2	0	0	5	1	2	3	1	1	3	1	0	0	1	4	0	1	0	5	0	0	0	4	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0
0.03	north15_active	80	1562	1302	447	383	525	517	541	136	105	140	73	86	183	48	198	128	65	42	129	105	115	87	87	33	97	61	44	34	23	12	10	56	23	21	10	17	27	15	18	10	18	12	14	13	2	7	18	16	9	1	5	4	17	6	1	6	2	15	7	1	5	0	2	2	12	2	2	2	7	1	2	6	0	2	2	7	2	1	3	5	4	1	0	0	3	4	0	0	4	3	1	5	0	1	0	0	1	0	0	4	1	2	3	0	1	2	0	0	0	1	4	0	1	0	5	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
