label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north10_active	80	31005	25418	2332	1563	3846	953	3155	1593	1358	200	170	118	137	109	197	45	91	40	20	34	14	41	43	16	11	19	6	2	3	5	2	4	1	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	51938	32860	8917	5568	5593	2719	3605	2283	1805	714	541	470	347	260	307	154	133	100	93	54	46	78	90	34	16	20	17	8	6	7	6	5	3	1	2	3	2	1	7	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	33517	27245	2206	1631	4028	1040	2991	1836	1443	197	170	161	143	95	195	42	87	51	39	32	15	69	75	16	5	11	10	1	0	5	6	3	2	0	0	1	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	49813	30952	8970	5543	5348	2651	3441	2232	1681	750	535	454	350	270	267	155	148	85	78	54	54	67	66	25	10	21	14	4	6	11	6	6	2	2	2	6	2	1	6	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	30650	24871	2272	1449	3715	932	2789	1724	1310	174	167	143	141	85	153	37	96	39	29	31	21	58	53	10	2	8	9	0	0	7	5	3	1	0	1	3	0	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	48098	28893	8991	5473	5105	2622	3293	2071	1606	757	514	455	354	273	251	147	148	93	68	59	49	71	54	22	19	21	17	3	4	7	7	12	4	1	2	6	2	1	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	28007	22532	2361	1283	3351	876	2604	1513	1199	160	155	139	131	72	140	27	93	40	24	29	18	57	43	11	6	8	11	0	0	3	6	10	2	0	1	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	45964	26654	9043	5569	4828	2615	3192	1938	1472	760	500	460	368	272	224	141	151	91	66	64	40	54	60	22	22	22	14	7	4	10	15	10	3	4	3	4	2	1	12	1	0	1	1	0	0	2	0	1	1	0	0	0	0	0	0
0.03	north14_active	80	25129	19931	2370	1176	3018	849	2469	1327	1040	163	120	125	119	68	123	22	89	28	15	28	15	37	54	14	9	8	9	1	0	4	14	8	1	3	2	2	0	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	46198	26856	8982	5592	4772	2645	3156	1906	1494	787	507	433	340	280	236	143	142	92	63	78	36	58	61	27	26	18	9	8	5	8	16	9	4	4	4	0	1	0	11	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0
0.03	north15_active	80	25111	20274	2345	1234	2931	837	2427	1300	1059	179	114	110	106	69	132	25	80	33	11	33	9	40	56	17	11	8	4	1	1	4	16	8	2	4	1	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	48587	28828	8916	5601	5129	2661	3388	2048	1594	761	550	442	341	261	248	148	132	92	64	75	30	69	70	28	24	18	16	9	5	8	10	2	3	4	4	2	1	0	11	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0
0.03	north16_active	80	28196	22538	2291	1374	3284	892	2703	1480	1170	184	129	133	121	72	155	35	64	37	18	33	7	48	57	18	8	8	8	2	1	3	10	1	1	4	1	2	1	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	50988	31027	8837	5566	5376	2631	3621	2276	1697	756	560	430	349	246	261	160	131	94	58	79	31	70	75	32	29	16	21	5	8	6	11	2	3	6	2	2	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0
0.03	north17_active	80	31361	25151	2272	1535	3684	934	2942	1725	1307	197	148	142	142	78	172	49	59	43	16	38	7	55	61	18	9	8	14	2	1	2	9	1	1	6	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	52851	32720	8761	5574	5658	2679	3878	2461	1806	738	553	459	386	250	281	158	133	96	64	75	35	67	84	42	31	25	24	6	7	8	5	3	7	8	2	2	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north18_active	80	34002	27170	2256	1637	4066	1011	3221	1919	1461	204	170	154	173	89	197	52	64	48	24	43	13	53	68	28	12	19	16	4	0	5	2	3	1	8	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	53021	32791	8773	5609	5700	2626	3875	2414	1856	708	558	448	368	229	294	161	126	105	66	74	41	63	86	41	31	27	15	7	9	11	9	5	8	8	0	2	1	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	34275	27238	2237	1672	4153	1014	3193	1891	1500	193	169	144	171	83	202	57	69	48	20	43	14	50	70	29	15	21	11	4	1	7	5	4	1	8	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	52851	32612	8797	5682	5683	2674	3919	2369	1939	687	572	430	382	241	296	139	123	106	65	56	46	64	59	38	27	23	16	7	8	12	9	5	10	5	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	34087	27097	2218	1667	4151	1064	3224	1852	1567	180	168	135	189	82	210	46	74	50	21	29	20	54	49	27	12	19	10	3	3	7	7	4	4	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	51961	32617	8994	5538	5653	2729	3746	2263	1897	724	577	462	345	268	263	154	156	99	70	88	55	59	87	30	33	19	32	8	3	4	12	3	9	1	0	2	0	2	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	33521	26971	2216	1594	4015	1031	3150	1735	1524	216	185	147	131	92	181	42	90	35	22	53	28	43	75	16	25	13	19	6	1	1	10	1	1	1	0	1	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	52028	32600	8854	5584	5570	2653	3823	2295	1919	723	570	441	326	253	271	154	144	92	74	88	61	78	91	29	25	22	26	10	5	10	13	1	7	1	0	1	3	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	33506	26952	2180	1593	3908	1012	3204	1746	1566	241	176	140	128	82	180	41	72	31	26	52	28	56	79	16	19	19	16	6	1	3	12	1	1	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	52536	32876	8925	5572	5539	2604	3978	2310	1913	735	563	458	334	237	249	167	130	75	63	75	58	80	96	30	17	21	25	11	5	9	11	6	6	2	0	0	4	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	33958	27252	2206	1618	3886	1019	3376	1771	1600	235	160	140	124	75	170	48	68	24	23	44	30	59	83	18	13	18	16	4	1	3	10	6	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	52416	33101	8977	5614	5571	2611	3836	2304	1777	737	563	466	325	249	269	166	136	78	75	74	55	75	92	23	12	22	13	13	4	9	14	7	4	1	0	0	4	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	33742	27493	2213	1634	3974	1025	3234	1773	1463	220	161	148	135	90	188	43	71	24	24	42	30	55	85	15	8	20	8	3	1	2	12	7	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	52206	32556	9106	5716	5584	2654	3753	2346	1766	760	572	505	322	228	264	158	128	65	78	73	43	83	79	26	18	9	11	9	5	3	9	9	1	3	0	2	3	1	1	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	33545	27012	2215	1685	4033	1036	3137	1842	1439	216	156	158	142	87	188	42	65	22	24	43	21	67	68	17	9	7	8	2	3	1	8	8	0	2	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	52105	32561	8993	5688	5611	2619	3737	2267	1846	781	560	480	317	245	296	137	139	74	84	73	34	67	73	31	20	5	13	9	8	3	15	4	2	2	0	2	1	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	33483	27060	2178	1669	4053	1045	3125	1781	1488	233	159	149	135	95	211	36	85	31	25	35	12	58	64	21	7	5	9	2	3	1	13	2	1	1	0	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	52376	32489	8946	5713	5602	2658	3756	2248	1878	749	567	458	320	233	283	132	146	81	78	72	51	64	56	39	26	6	18	6	11	6	17	6	2	2	2	2	1	1	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	33920	26946	2160	1670	4028	1066	3174	1792	1511	226	161	162	141	86	194	39	89	42	22	35	17	54	45	19	12	3	14	1	5	5	16	4	1	1	2	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	52218	33051	8852	5601	5595	2685	3942	2223	1892	752	583	423	320	273	295	129	164	88	76	70	52	59	44	38	22	7	15	4	10	7	27	7	3	4	3	2	1	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	33782	27484	2189	1645	4035	1117	3361	1750	1500	232	172	160	151	109	207	38	100	41	26	35	19	50	32	19	12	3	10	0	3	6	26	4	3	4	3	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	52355	33138	8789	5589	5623	2683	3989	2245	1846	761	588	407	334	259	267	129	156	103	58	67	54	59	46	31	27	10	18	6	9	7	19	4	3	4	4	3	1	2	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south29_active	80	33890	27495	2213	1600	4036	1097	3394	1762	1483	235	183	150	159	105	180	36	85	47	24	37	23	51	32	16	18	4	13	0	3	6	19	3	3	3	4	3	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_all	80	52112	33752	8848	5616	5668	2655	4022	2302	1774	786	588	408	326	265	244	128	170	91	52	75	52	74	36	34	25	17	15	6	7	4	21	7	3	6	4	3	2	2	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	33697	28123	2249	1609	4042	1075	3405	1803	1430	253	181	144	149	109	167	33	83	35	23	49	23	63	22	18	17	11	8	1	3	2	20	6	2	5	2	3	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south31_all	80	52997	33114	8766	5569	5515	2641	3829	2243	1808	702	554	440	318	259	290	156	124	115	75	70	40	79	48	24	20	13	18	7	7	8	23	2	4	3	3	2	2	0	0	0	1	4	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	34187	27769	2216	1634	3947	1077	3214	1778	1469	198	169	154	123	98	207	51	67	45	34	46	28	71	38	9	14	9	10	2	3	6	23	1	0	2	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_all	80	52625	33176	8795	5556	5567	2602	3728	2242	1808	726	513	446	333	267	293	150	133	113	71	70	39	87	44	28	17	14	23	7	6	11	15	3	4	2	3	1	3	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	34008	27772	2217	1639	4016	1086	3103	1769	1475	211	157	144	137	102	213	55	71	45	29	42	26	77	39	13	9	10	14	3	3	8	15	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_all	80	52159	33141	8883	5662	5498	2640	3734	2168	1788	727	541	433	355	255	291	166	124	94	69	66	39	97	42	26	23	13	31	4	7	4	12	5	3	1	3	0	2	2	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	33781	27618	2216	1661	3967	1065	3112	1686	1468	226	179	145	141	100	208	50	63	43	22	39	21	85	36	10	13	10	20	2	3	3	11	4	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south34_all	80	52321	32860	9045	5593	5541	2620	3730	2195	1785	736	546	425	360	256	305	162	129	95	74	74	42	90	59	25	26	15	31	5	6	6	11	4	0	1	2	0	2	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	33887	27212	2273	1642	3993	1048	3085	1702	1465	227	186	132	139	101	216	42	68	46	23	44	13	79	48	14	13	12	22	2	1	5	10	3	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	52550	32765	9074	5516	5559	2666	3794	2232	1799	744	580	405	347	286	274	168	136	92	74	75	38	96	63	24	34	15	27	6	7	12	11	3	2	1	1	0	0	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	34116	27060	2242	1624	4010	1026	3154	1744	1478	219	192	130	132	111	187	52	71	42	22	45	12	88	51	14	16	11	18	1	2	12	9	3	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	52565	32926	9128	5530	5646	2700	3819	2361	1822	801	607	388	331	254	265	167	137	91	67	73	40	79	76	21	24	23	15	8	7	10	16	0	3	1	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	34053	27268	2205	1634	4074	1053	3178	1827	1479	220	193	118	127	93	176	60	79	35	20	43	10	69	63	16	9	18	9	2	4	10	14	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	52589	33410	9037	5597	5565	2733	3810	2371	1817	795	603	425	325	232	256	174	139	93	64	70	43	66	70	28	24	23	18	15	8	9	19	1	3	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	33881	27782	2223	1650	3997	1060	3156	1836	1475	227	178	132	118	86	179	61	78	37	23	43	15	53	55	20	6	17	11	4	4	9	16	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	52741	32927	8965	5524	5531	2749	3842	2328	1787	758	596	443	308	246	247	169	132	96	55	70	50	81	75	26	21	21	20	13	9	12	18	2	2	4	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	34094	27403	2195	1634	3958	1091	3233	1797	1458	227	174	136	113	90	166	53	74	33	21	42	21	62	59	17	8	16	10	5	3	11	16	0	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	52705	33296	8917	5600	5566	2690	3736	2307	1765	722	587	468	334	266	312	169	135	90	57	67	48	68	55	24	22	31	17	16	8	10	7	11	2	3	1	1	2	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	34049	27694	2206	1627	3997	1109	3155	1811	1444	232	165	145	130	110	224	55	77	33	28	43	22	49	39	15	9	23	8	4	0	9	6	9	0	3	1	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	52528	33274	9056	5537	5572	2659	3658	2313	1763	722	584	457	330	268	334	165	127	92	74	65	49	64	52	32	21	24	20	13	8	10	6	11	2	6	2	1	2	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	33784	27617	2250	1596	4020	1085	3093	1809	1432	220	170	148	128	107	224	49	71	33	33	37	23	48	35	16	9	16	6	2	1	9	6	10	0	6	2	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
