label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north1_all	80	68425	21995	9494	5345	4084	3785	1749	1346	1971	791	563	418	383	327	321	200	111	124	64	70	36	61	36	18	32	13	14	9	13	6	7	8	1	2	2	0	3	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1
0.03	north1_active	80	41985	12675	4951	2554	2156	2186	789	671	1209	426	288	179	182	191	205	107	47	82	33	35	17	44	16	5	23	3	8	3	8	1	6	3	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	67962	22071	9479	5439	4054	3828	1720	1396	1970	822	564	378	364	287	329	207	119	133	77	62	32	61	33	21	41	12	10	5	9	8	5	6	2	1	3	3	1	1	0	2	0	0	0	1	0	0	2	1	0	1	0	0	1
0.03	north2_active	80	41804	12785	4889	2630	2157	2258	794	706	1255	457	283	167	186	152	204	114	59	87	40	34	13	38	16	6	27	4	5	1	6	3	4	3	2	0	1	3	1	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north3_all	80	68182	21998	9426	5481	4076	3796	1730	1386	1988	822	538	384	347	283	336	200	120	137	70	66	28	67	22	18	44	15	8	6	9	8	6	4	2	6	4	3	6	0	0	5	0	0	0	1	0	0	2	1	0	1	0	1	0
0.03	north3_active	80	41877	12675	4819	2694	2174	2289	842	696	1275	443	259	180	190	152	215	102	56	92	38	40	13	46	10	8	20	7	4	1	8	4	5	3	2	2	1	3	6	0	0	5	0	0	0	0	0	0	2	0	0	0	0	1	0
0.03	north4_all	80	68276	22052	9409	5541	4162	3691	1755	1374	2013	779	543	372	380	310	308	191	124	140	70	68	29	65	20	17	37	13	12	8	19	9	15	2	4	7	2	4	7	1	1	5	0	1	0	0	0	0	2	0	0	1	0	1	0
0.03	north4_active	80	41922	12657	4788	2770	2212	2206	883	697	1338	402	257	176	217	158	190	103	67	92	38	41	12	43	8	11	14	8	7	4	17	4	5	2	4	3	0	4	7	0	0	5	0	1	0	0	0	0	2	0	0	0	0	1	0
0.03	north5_all	80	68991	22159	9329	5519	4132	3698	1737	1366	2002	762	542	394	392	314	321	221	105	133	65	69	34	58	28	18	36	13	10	9	17	8	15	0	2	6	1	7	6	1	2	6	0	1	0	0	0	0	0	1	0	0	0	1	0
0.03	north5_active	80	42657	12783	4756	2730	2223	2178	869	692	1350	396	267	197	240	163	196	108	51	91	34	39	15	43	7	11	14	8	5	3	14	2	4	0	2	3	0	4	6	0	1	6	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_all	80	68696	22224	9442	5525	4091	3727	1776	1374	1945	783	533	376	387	324	309	244	110	126	64	74	40	79	30	22	31	13	13	12	19	8	13	0	5	3	1	4	1	1	2	6	2	1	0	0	1	0	0	1	0	0	0	0	0
0.03	north6_active	80	42610	12794	4854	2751	2167	2157	892	705	1329	392	266	170	227	163	181	138	62	85	30	42	16	63	11	10	19	7	6	4	15	1	2	0	2	1	0	1	1	0	1	5	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	68879	22336	9571	5508	4056	3735	1765	1373	1963	775	537	373	379	317	331	240	119	126	71	70	35	69	32	23	34	15	13	8	9	5	7	5	7	0	3	4	0	0	1	6	2	2	1	0	1	0	0	1	0	0	0	0	0
0.03	north7_active	80	42698	12856	4950	2708	2184	2152	839	724	1326	388	265	164	224	169	201	140	64	78	32	37	16	48	15	8	19	7	7	2	6	1	4	4	2	0	1	0	0	0	1	5	1	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	68497	22150	9605	5479	4079	3697	1715	1389	1915	760	534	362	382	310	325	209	119	131	75	80	39	77	31	21	45	18	16	10	7	4	6	6	5	1	4	1	0	1	1	5	2	1	1	1	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	42364	12656	4968	2707	2166	2068	842	752	1237	373	270	167	220	166	200	133	61	74	34	46	18	52	19	10	27	10	6	2	6	1	4	4	0	0	1	0	0	1	1	4	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north9_all	80	69010	22287	9619	5462	4070	3708	1739	1337	1854	711	542	383	382	309	341	187	124	135	87	78	42	58	41	20	41	20	10	9	8	1	6	7	7	3	5	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	42543	12810	5027	2664	2154	2016	858	712	1176	339	259	187	226	172	212	117	57	74	48	36	20	31	26	10	19	13	3	2	6	1	4	5	4	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	69039	22269	9491	5421	4150	3732	1676	1384	1793	712	550	392	372	305	321	154	111	141	88	84	42	62	36	18	41	20	8	10	7	2	4	4	7	4	2	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	42424	12888	4915	2642	2211	2068	826	739	1099	355	262	194	207	177	196	90	51	81	46	43	21	38	18	8	20	13	1	4	5	1	3	2	5	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	67988	22249	9632	5361	4093	3713	1744	1451	1885	763	518	392	393	333	311	180	130	134	75	50	41	57	37	17	41	14	19	5	13	5	5	3	12	1	2	0	0	1	3	0	0	1	0	1	0	1	0	0	1	1	0	0	0
0.03	north11_active	80	41747	12733	4999	2596	2223	2156	813	740	1181	383	240	203	204	185	195	96	75	76	40	20	20	28	17	10	34	11	11	3	10	1	2	3	6	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	67910	22364	9708	5359	4071	3712	1725	1435	1867	779	549	400	398	307	332	183	130	129	76	49	43	57	39	18	39	15	11	8	7	4	6	4	12	2	2	0	0	0	2	0	0	1	1	0	0	1	0	0	1	1	1	0	0
0.03	north12_active	80	41885	12781	5054	2625	2165	2130	794	732	1151	385	262	195	206	159	184	94	67	71	35	19	23	29	21	9	33	12	8	4	5	1	2	3	6	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0
0.03	north13_all	80	68142	22227	9601	5376	4083	3718	1642	1457	1907	794	560	386	410	294	338	184	124	121	78	65	38	60	33	16	42	15	8	9	6	6	11	3	9	5	2	1	0	0	2	0	0	1	1	0	0	0	0	0	1	1	1	0	0
0.03	north13_active	80	41958	12691	4992	2610	2124	2160	772	735	1172	393	297	178	212	156	171	97	60	57	39	24	20	41	19	7	36	11	6	4	4	2	6	2	6	4	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0
0.03	north14_all	80	68228	22223	9494	5456	4067	3797	1670	1473	1949	786	560	368	417	309	354	166	119	146	89	60	41	68	27	16	39	11	7	18	5	9	8	3	2	4	2	1	0	0	2	2	0	0	1	0	0	1	0	0	0	0	1	0	0
0.03	north14_active	80	41920	12857	4911	2654	2137	2240	776	758	1170	380	307	171	220	158	191	94	62	71	46	25	21	42	14	8	24	7	4	7	2	4	4	1	0	4	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0
0.03	north15_all	80	68516	22113	9469	5439	4150	3847	1698	1468	2000	778	542	369	390	280	370	178	122	153	94	65	40	63	29	14	46	9	13	18	7	8	13	3	3	3	2	2	0	0	2	2	0	0	0	1	0	1	0	0	0	1	0	0	0
0.03	north15_active	80	42160	12930	4914	2639	2198	2275	791	768	1224	379	285	184	197	146	215	103	64	68	48	31	15	34	15	7	29	5	9	7	3	3	8	1	1	3	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	68886	22270	9452	5432	4210	3861	1736	1463	1945	778	540	360	380	285	318	191	137	191	94	62	40	66	32	21	51	9	15	17	7	7	8	4	4	0	1	2	0	0	1	2	0	0	0	1	0	1	0	0	0	1	0	0	0
0.03	north16_active	80	42532	13015	4933	2664	2240	2284	813	781	1246	373	253	187	211	144	196	117	71	104	43	36	15	33	17	7	29	4	10	8	4	3	7	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
