label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north17_all	80	69065	22447	9504	5370	4259	3755	1727	1421	1817	791	549	366	383	298	357	205	134	172	89	65	40	60	39	27	39	15	17	10	11	4	12	5	7	2	3	4	4	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0.03	north17_active	80	42679	13175	4970	2640	2265	2215	811	761	1144	381	265	174	214	154	232	119	68	96	40	40	15	38	26	7	21	8	13	7	9	2	5	2	5	0	2	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	68872	22564	9569	5377	4238	3738	1704	1401	1760	803	544	397	388	268	342	216	135	134	81	70	34	66	40	33	41	14	12	7	11	4	10	4	8	3	3	3	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	42502	13151	4989	2682	2274	2199	812	716	1116	382	263	179	229	135	228	125	66	76	31	45	15	48	26	11	27	7	8	6	11	3	2	3	6	0	2	2	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	68765	22526	9562	5435	4160	3733	1700	1376	1832	832	566	402	393	277	344	218	134	135	74	66	39	62	35	32	25	17	11	9	12	6	8	4	8	3	3	3	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_active	80	42196	13135	5003	2712	2234	2238	818	688	1188	413	295	182	238	136	231	141	72	74	24	33	20	46	22	15	14	10	8	8	11	4	1	4	6	0	2	2	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	68553	22372	9369	5402	4156	3732	1662	1364	1928	824	562	417	385	268	327	184	134	134	70	64	36	65	33	29	22	21	10	16	17	8	8	4	5	2	3	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	41988	12985	4852	2677	2205	2264	784	660	1240	422	285	183	227	128	213	114	70	70	28	29	18	52	18	15	13	15	7	13	16	4	0	4	3	1	3	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	37356	21149	8268	5891	6976	2881	2414	1322	1013	842	1095	617	382	220	212	288	162	118	122	60	90	37	39	39	35	20	9	15	3	6	5	8	0	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	18221	11919	3877	3110	4373	1518	1399	630	551	444	674	363	221	113	109	169	89	61	67	38	52	16	19	24	19	13	5	12	1	3	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	36455	19890	8213	5746	6376	2824	2328	1322	1020	781	1008	559	365	229	223	247	139	114	109	66	76	32	33	48	30	12	8	13	5	7	7	9	3	2	1	2	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0
0.03	south22_active	80	17465	10969	3875	2931	3979	1487	1334	627	555	386	628	322	209	112	121	148	64	58	57	40	43	11	16	30	16	5	5	7	3	3	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	35759	18292	8210	5369	5689	2544	2114	1257	1012	713	898	531	342	228	198	202	116	93	88	71	62	44	24	40	29	11	12	11	7	6	5	8	4	3	0	2	0	0	2	1	0	0	0	0	0	2	0	0	0	1	0	0	0
0.03	south23_active	80	16812	9873	3875	2631	3474	1234	1203	574	517	338	531	281	186	101	100	112	53	43	45	36	30	15	7	25	14	5	7	5	5	3	4	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	35626	18544	8295	5421	5602	2496	2124	1260	1022	736	904	543	322	235	200	209	121	82	82	76	68	47	23	43	38	9	12	12	6	7	4	6	6	4	0	1	1	0	3	0	0	1	0	0	1	2	0	0	0	1	0	0	0
0.03	south24_active	80	16847	10010	3952	2649	3325	1247	1163	605	497	355	510	311	181	103	105	123	65	36	37	37	41	16	9	27	20	5	7	5	4	3	2	3	3	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_all	80	36397	19611	8466	5443	5842	2598	2271	1258	1015	756	981	575	319	223	213	197	147	87	103	90	69	39	27	39	35	19	14	9	8	7	4	4	5	8	0	1	2	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	17475	10869	4038	2676	3422	1272	1278	626	508	381	565	343	173	93	110	121	103	38	58	38	47	16	10	27	20	10	9	3	6	4	2	1	2	6	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	37403	21036	8404	5829	6681	2712	2482	1337	1030	833	1121	660	334	226	215	207	165	105	131	101	84	38	26	28	39	22	15	10	9	10	5	5	4	6	0	0	2	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0
0.03	south26_active	80	18250	11949	3973	2942	4013	1399	1417	714	518	434	683	395	186	92	111	125	116	49	73	47	61	17	12	18	19	15	10	3	7	6	1	2	1	5	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south27_all	80	37981	21851	8337	6011	7186	2861	2598	1351	1101	871	1188	650	341	207	223	205	184	129	147	110	92	32	24	34	35	23	19	11	6	10	9	4	2	8	1	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	18765	12679	3987	3054	4516	1479	1525	753	583	453	749	392	191	86	117	112	124	59	89	68	64	16	8	27	20	15	12	2	5	8	4	3	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_all	80	38190	21791	8334	6046	7632	2791	2532	1361	1102	869	1166	613	335	217	210	188	192	117	143	122	103	28	29	49	44	22	20	11	5	8	7	4	2	5	1	3	2	0	2	1	0	4	0	0	1	0	4	0	0	0	0	0	0
0.03	south28_active	80	18809	12668	3976	3100	4771	1468	1457	747	577	454	743	382	188	100	112	102	106	55	87	82	72	13	9	40	27	19	13	2	3	6	3	2	1	2	0	3	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0
0.03	south29_all	80	38353	21837	8350	6098	7530	2873	2487	1347	1077	876	1124	610	361	221	208	213	193	102	146	106	96	42	27	59	44	28	19	6	6	6	7	6	1	3	1	3	2	0	2	2	0	3	0	0	1	0	4	0	0	0	0	0	0
0.03	south29_active	80	18914	12596	4005	3159	4846	1518	1459	730	556	454	698	367	200	107	113	138	91	45	95	76	64	17	10	38	30	22	11	1	2	5	3	3	1	0	0	3	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0
0.03	south30_all	80	38085	21936	8442	6049	7648	2877	2486	1366	1037	841	1083	659	381	221	194	236	213	102	125	109	87	40	25	68	26	24	15	4	9	9	2	8	1	2	0	3	2	0	2	1	0	3	1	0	1	0	4	0	0	0	0	0	0
0.03	south30_active	80	18760	12732	4071	3166	4919	1516	1436	712	528	445	667	392	203	108	103	153	115	46	75	81	60	17	9	39	19	18	9	1	3	9	0	4	1	0	0	3	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0
0.03	south31_all	80	35447	19929	7811	5657	6501	2664	2339	1258	989	773	1027	561	323	211	195	192	155	98	124	83	84	35	26	58	19	41	15	7	7	3	6	7	1	6	0	1	1	1	2	0	0	0	1	1	0	1	0	0	1	0	0	0	0
0.03	south31_active	80	16644	10997	3495	2799	4043	1353	1311	613	507	389	609	300	188	88	104	117	82	53	78	46	47	15	14	25	15	18	6	3	4	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	35137	19747	7934	5572	6372	2637	2382	1279	999	801	965	543	326	198	203	190	174	102	113	85	77	39	30	46	32	43	18	4	8	3	8	7	2	1	0	1	1	1	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0
0.03	south32_active	80	16530	10916	3590	2746	3981	1379	1383	610	507	413	575	308	186	81	103	107	105	56	71	48	49	19	14	20	25	16	10	1	3	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south33_all	80	35205	19721	7884	5510	6178	2654	2368	1299	1010	805	909	554	319	208	208	195	175	112	104	70	73	48	34	41	42	48	14	7	6	4	4	6	3	0	0	5	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	16536	11066	3583	2722	3808	1367	1356	616	520	428	554	313	185	93	105	107	105	62	47	41	45	21	11	20	34	24	8	3	1	1	2	3	1	0	0	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south34_all	80	36044	20342	8026	5615	6502	2685	2479	1347	1042	830	991	603	338	223	211	202	177	98	114	68	80	43	35	48	43	44	11	10	6	5	3	5	2	3	1	4	2	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south34_active	80	17192	11600	3687	2893	4077	1405	1413	616	529	444	606	344	199	102	106	114	109	57	65	42	45	18	13	32	37	29	7	3	1	2	1	3	1	2	1	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south35_all	80	36893	21197	8075	5723	6991	2711	2503	1396	1038	802	1060	658	362	215	217	228	186	92	122	65	71	38	30	43	24	45	10	8	5	7	1	4	1	7	3	5	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	17821	12302	3772	3027	4454	1402	1392	691	529	425	641	394	208	95	108	129	124	50	72	46	35	17	10	25	16	32	7	3	0	2	1	2	0	4	3	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	37715	21918	8253	5844	7347	2723	2587	1413	1059	817	1190	655	380	229	220	226	200	88	121	76	85	30	28	43	17	54	8	5	4	6	1	4	0	7	4	3	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	18425	12848	3900	3063	4684	1445	1457	723	561	446	755	410	201	113	114	123	139	49	76	53	41	14	12	24	9	41	5	2	1	2	0	1	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	37925	22229	8358	6022	7525	2765	2650	1411	1019	813	1178	635	393	231	234	215	217	91	127	95	74	21	26	31	25	42	11	6	3	6	2	4	3	5	3	2	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	18685	12968	4025	3173	4746	1485	1495	730	526	450	774	393	210	111	132	123	146	48	83	67	44	10	10	14	11	31	7	4	1	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	37967	22178	8375	5984	7411	2864	2542	1385	1019	775	1151	631	398	227	224	213	203	90	119	101	83	17	27	27	30	39	12	7	4	8	3	11	4	2	3	2	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	18712	12883	4038	3127	4579	1511	1416	695	534	444	748	385	210	103	129	126	120	47	72	66	52	7	11	18	15	28	9	4	3	2	1	5	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	37980	22356	8351	5909	7568	2942	2579	1341	1045	778	1187	614	399	236	231	260	185	102	135	94	87	18	21	34	30	41	14	9	5	11	6	10	6	1	2	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	18693	12992	4033	3110	4585	1558	1462	671	528	427	761	359	216	105	134	160	103	52	90	58	56	5	10	26	16	29	10	5	5	7	5	5	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	38073	22243	8306	6038	7463	2967	2584	1369	1069	737	1120	631	369	220	202	260	167	88	127	98	92	23	24	34	29	35	13	8	4	11	5	10	5	2	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	18720	12934	4024	3169	4561	1566	1482	688	545	398	719	347	195	98	107	160	88	49	76	51	61	8	11	25	14	24	6	5	4	7	5	5	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
