label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74
0.03	north6_all	80	25375	22486	16781	8949	5235	2717	3868	1386	1415	917	1231	573	483	364	358	242	488	231	196	242	102	86	152	45	87	104	23	41	45	22	19	13	17	12	17	8	19	15	16	7	2	6	1	3	1	1	4	0	2	2	7	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	11882	13739	10531	5577	3180	1350	2457	660	761	450	735	276	239	181	188	114	327	111	95	134	40	47	107	24	56	77	15	16	26	7	9	5	6	8	7	4	11	9	2	4	0	5	1	1	1	0	2	0	2	1	7	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	25019	21349	16202	8534	4945	2665	3660	1343	1408	895	1145	548	475	351	349	244	500	241	188	233	101	82	153	49	87	100	32	33	36	18	16	14	15	14	18	8	11	14	14	9	1	5	2	3	2	1	4	1	1	1	7	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	11567	12996	10152	5251	2955	1335	2266	609	766	431	682	250	238	178	193	121	344	126	100	126	39	41	99	23	61	65	16	17	19	6	7	4	2	9	9	4	6	10	3	6	0	4	1	1	1	1	2	1	0	0	7	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	24632	20350	15452	8244	4803	2650	3583	1295	1293	836	1123	535	501	346	315	228	482	248	176	210	96	74	136	45	87	73	39	39	42	13	15	21	12	15	12	10	10	14	19	12	0	4	3	3	3	1	3	1	1	1	7	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	11182	12324	9783	4970	2796	1345	2188	585	693	404	660	248	263	166	163	117	313	120	92	104	37	38	93	20	60	31	19	23	25	5	7	5	3	9	7	4	6	11	8	9	0	3	0	1	2	1	1	1	0	0	7	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	24323	19581	14691	8053	4716	2537	3477	1310	1253	789	1086	541	497	357	279	237	399	231	189	199	96	98	147	57	86	73	37	42	38	18	17	17	13	19	12	12	9	6	19	17	1	6	5	3	2	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	10995	11607	9295	4871	2755	1283	2071	618	659	393	633	248	248	180	139	112	237	113	100	92	41	47	93	18	49	32	18	26	25	8	8	3	6	13	5	4	4	4	10	15	0	3	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	24179	19534	14987	7860	4783	2526	3351	1354	1193	786	1129	535	516	342	257	225	372	224	212	209	90	104	135	58	89	60	39	43	39	24	21	13	13	22	9	15	9	10	10	22	2	7	4	2	2	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north10_active	80	10948	11590	9567	4694	2801	1281	2046	647	622	384	661	251	266	173	121	110	209	114	125	106	39	47	83	16	53	31	15	23	25	7	10	2	8	14	5	6	3	6	9	21	1	3	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	25047	21876	16037	8634	5238	2543	3672	1382	1339	910	1272	586	532	395	276	256	459	242	194	231	93	100	176	74	101	60	48	46	49	27	15	15	18	15	13	8	3	15	7	13	6	2	1	3	0	1	1	1	2	0	3	1	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	11590	13256	10304	5228	3096	1326	2302	652	738	440	736	302	289	174	126	124	295	117	95	136	46	53	108	35	67	42	25	32	37	12	5	10	9	6	7	3	0	8	3	7	4	0	0	3	0	1	1	0	2	0	3	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	25442	22297	16485	8922	5317	2610	3825	1397	1415	943	1303	596	569	382	291	252	488	240	196	216	83	100	192	76	98	70	43	54	50	26	12	13	14	14	11	8	13	13	7	13	5	4	2	4	0	1	1	1	3	0	3	2	2	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	11948	13649	10620	5468	3153	1340	2391	663	789	461	776	315	326	174	138	127	318	124	97	118	45	52	127	34	62	47	20	38	36	11	4	6	6	6	5	3	8	7	3	7	4	2	0	4	0	0	1	0	2	0	3	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	25536	22406	16775	9032	5151	2656	3786	1367	1428	915	1385	570	560	371	317	260	534	256	193	245	76	103	164	66	103	73	40	53	53	27	16	13	8	14	13	8	16	13	7	9	1	5	3	3	1	1	0	1	1	1	3	1	2	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north13_active	80	12077	13773	10834	5538	3027	1359	2399	640	800	441	830	302	313	172	149	125	364	138	96	146	38	56	107	32	63	43	16	39	38	10	5	8	2	5	4	3	13	7	3	6	1	4	1	3	0	0	0	0	0	1	3	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	25591	22613	17000	8961	5172	2681	3759	1330	1417	935	1304	600	568	381	321	259	517	245	198	265	80	106	166	59	98	79	45	53	48	26	12	10	8	15	9	9	17	9	7	12	2	5	2	5	4	5	1	2	1	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north14_active	80	12123	14030	10948	5470	3065	1356	2363	603	802	456	791	313	308	179	148	126	346	131	94	149	32	54	105	24	51	38	16	36	34	10	3	5	2	7	2	3	14	6	4	9	2	4	1	4	1	3	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	25633	22623	16875	9357	5150	2656	3690	1347	1428	879	1351	624	525	362	316	252	509	243	213	296	87	111	182	61	98	88	47	48	50	23	15	11	11	13	13	12	9	9	7	20	3	7	1	4	5	5	3	1	0	2	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_active	80	12112	13977	10791	5881	3098	1375	2298	621	819	418	814	319	289	171	150	111	330	127	97	193	30	56	134	26	52	48	18	32	29	6	5	7	3	9	2	4	6	6	3	11	3	5	1	3	2	3	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	25854	22791	16833	9311	5301	2652	3844	1353	1350	896	1350	650	519	371	305	282	501	238	196	253	90	101	188	61	85	83	40	50	54	24	17	15	13	14	10	10	7	9	14	25	6	5	1	3	6	4	3	1	0	2	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	12244	13993	10896	5878	3220	1371	2337	636	746	414	839	333	272	187	149	131	339	119	100	177	40	49	132	25	45	45	20	29	28	6	6	7	2	11	1	4	4	6	9	16	3	3	1	2	2	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	25708	22701	16681	9151	5266	2660	3894	1377	1314	889	1381	638	509	381	320	280	469	226	187	255	96	93	223	69	77	95	31	41	62	26	15	15	15	15	11	6	5	6	18	38	9	4	1	1	5	4	3	0	1	1	0	1	1	2	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	north17_active	80	12162	13862	10780	5815	3147	1384	2396	651	704	404	866	341	276	194	145	131	312	111	100	170	43	50	152	29	43	50	16	19	31	11	5	7	2	12	3	2	3	3	13	15	3	3	1	1	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	25645	22803	16659	8941	5339	2627	4041	1400	1308	887	1338	651	541	389	307	251	459	225	183	241	94	90	208	85	78	80	30	45	57	25	14	20	21	11	9	5	12	5	18	33	8	2	1	2	5	3	4	0	2	1	3	1	4	2	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0
0.03	north18_active	80	12151	13896	10758	5609	3182	1348	2542	659	686	397	868	362	281	196	141	125	305	112	95	156	46	49	137	36	53	43	20	23	24	12	5	9	5	8	5	2	5	3	13	15	1	2	1	2	3	1	2	0	0	1	3	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	25034	22088	16618	8728	5246	2571	3974	1373	1346	882	1324	633	557	386	301	245	457	209	183	223	98	83	180	84	77	81	30	44	56	19	15	20	18	15	11	5	11	3	13	32	10	1	1	2	4	5	5	0	2	2	3	1	5	2	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0
0.03	north19_active	80	11709	13490	10637	5420	3108	1306	2510	635	734	394	887	341	298	199	139	118	285	106	94	115	43	45	115	38	52	45	15	23	20	10	6	13	6	7	7	2	5	3	7	15	2	1	1	2	2	2	3	0	0	1	3	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north20_all	80	24885	20894	15754	8479	5114	2554	3688	1356	1317	864	1248	633	548	383	308	220	433	192	199	224	81	84	134	77	70	63	34	40	48	22	15	22	18	20	10	6	10	3	7	17	9	3	0	5	4	4	7	0	2	1	3	1	5	0	1	0	1	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0
0.03	north20_active	80	11482	12635	9814	5105	3019	1312	2266	634	712	382	788	313	301	207	142	101	279	98	101	129	31	49	76	34	45	33	14	23	16	11	7	14	8	10	7	3	3	2	3	11	1	1	0	5	2	2	5	0	0	0	3	1	4	0	1	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0
0.03	south21_all	80	25249	22280	8078	5273	6665	2291	2702	2644	1164	2113	1485	594	515	448	281	255	287	239	233	254	107	238	135	61	128	62	35	48	38	25	97	19	17	5	8	19	14	7	9	3	7	13	7	0	5	2	6	3	4	1	1	1	0	3	4	0	2	0	4	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south21_active	80	11887	13549	4200	2757	4211	1039	1585	1711	588	1311	929	315	240	236	112	114	148	148	144	147	47	145	87	17	75	36	16	21	30	11	55	14	9	2	4	12	9	3	7	2	4	9	3	0	1	2	6	1	3	0	0	1	0	3	4	0	1	0	4	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	south22_all	80	25375	22204	8030	5256	6488	2208	2751	2566	1149	2233	1570	602	502	460	274	265	309	230	238	274	120	193	130	57	133	56	36	41	39	21	87	24	21	13	15	18	27	7	9	3	7	6	11	0	9	2	6	2	5	1	1	2	0	2	5	0	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	11918	13515	4254	2753	4132	1017	1584	1645	554	1364	958	319	250	236	117	117	178	138	156	149	57	116	94	20	71	33	20	20	31	10	57	16	10	8	11	11	14	2	8	1	4	3	8	0	3	2	6	0	3	0	0	1	0	0	4	0	1	0	4	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_all	80	25236	22415	7984	5248	6663	2246	2770	2628	1162	2173	1517	585	508	494	263	251	341	238	241	270	121	183	123	56	125	45	32	45	32	20	83	23	24	16	23	17	26	6	22	3	8	7	14	1	7	2	5	3	4	2	1	3	1	2	5	0	2	1	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_active	80	11783	13747	4241	2762	4169	1024	1574	1670	553	1318	892	320	261	267	115	105	207	134	160	148	57	105	92	24	48	27	17	24	22	8	54	12	6	10	15	10	14	2	7	1	6	4	11	0	3	1	5	1	3	0	0	1	0	0	4	0	1	1	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_all	80	25250	22272	8010	5358	6712	2267	2745	2566	1168	2205	1538	564	481	515	258	237	364	245	200	246	126	198	119	49	107	46	35	35	29	23	63	23	26	18	23	41	28	3	24	2	6	2	12	2	6	1	2	2	4	1	0	2	1	3	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	11771	13822	4300	2826	4248	1031	1541	1588	568	1335	928	292	253	275	127	91	224	137	132	132	63	126	80	22	45	25	15	20	18	10	52	11	7	11	17	19	13	1	8	1	4	2	9	0	3	0	1	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	25258	21987	8019	5387	6791	2279	2759	2649	1146	2048	1460	590	513	483	252	217	364	265	225	235	108	207	122	48	106	44	35	39	39	27	39	17	22	11	15	35	25	4	20	2	8	1	17	3	7	4	4	2	1	1	2	2	1	2	1	0	1	1	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
0.03	south25_active	80	11829	13608	4244	2842	4271	1036	1581	1615	583	1240	927	281	273	279	126	87	225	146	128	128	46	127	84	26	47	20	12	22	27	15	31	7	7	5	7	11	14	2	4	2	6	1	8	0	4	0	3	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	25171	22032	7869	5461	6669	2267	2662	2589	1123	2073	1466	576	537	468	247	219	347	286	244	235	112	207	121	54	113	47	35	47	43	28	30	19	16	13	15	32	25	4	6	5	11	4	19	4	2	3	4	1	1	1	2	2	2	2	2	0	0	1	0	2	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0
0.03	south26_active	80	11820	13417	4064	2861	4176	1052	1564	1583	581	1260	901	280	284	259	128	95	207	168	151	133	45	130	84	27	60	24	15	22	29	18	24	11	9	7	10	9	15	1	4	3	5	1	10	0	1	0	2	0	0	0	0	1	2	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	25288	22029	7861	5469	6530	2286	2669	2638	1121	2067	1401	628	576	453	279	236	345	242	254	242	108	202	135	55	125	44	34	50	46	24	39	30	15	13	9	22	20	5	5	8	7	4	17	3	2	3	4	3	2	1	2	2	2	1	2	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0
0.03	south27_active	80	11800	13398	3984	2861	4007	1074	1589	1632	571	1266	831	288	303	247	135	105	209	145	154	120	43	128	86	27	72	21	14	25	29	17	28	15	10	6	6	11	13	1	3	3	2	0	10	0	1	0	3	2	1	0	0	1	2	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south28_all	80	25287	22383	7866	5439	6629	2329	2618	2472	1191	2112	1449	612	577	447	287	243	346	245	258	245	109	185	140	61	115	53	34	46	30	21	49	26	12	12	9	11	20	3	4	7	6	6	5	2	1	4	4	3	7	2	1	1	2	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	11845	13593	4007	2846	4022	1104	1552	1530	602	1271	831	308	287	231	132	109	215	151	164	120	37	127	90	32	76	32	18	26	14	14	35	12	9	6	7	8	13	0	2	2	2	1	5	0	0	1	3	2	6	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_all	80	25239	22445	7941	5443	6669	2349	2564	2484	1200	2095	1419	642	543	462	283	229	343	219	262	246	102	203	146	51	122	45	34	41	21	19	39	25	17	14	11	13	35	4	8	6	6	4	3	2	2	1	2	2	7	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	11770	13698	4114	2864	4129	1084	1515	1508	590	1332	818	309	284	234	125	97	196	130	157	132	43	145	83	24	75	27	13	22	8	8	26	7	12	9	9	9	24	1	6	2	4	2	3	0	1	1	1	2	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_all	80	25388	22492	7889	5359	6555	2337	2668	2447	1165	2115	1444	644	544	482	292	217	333	236	284	233	120	180	143	46	113	55	29	36	20	17	35	14	26	12	16	15	28	5	7	7	5	4	0	2	3	1	3	0	8	2	0	1	0	3	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	11851	13883	4095	2903	4103	1108	1553	1465	582	1355	858	316	279	251	136	90	196	129	166	125	57	132	97	25	62	34	12	21	13	8	27	1	18	8	12	5	20	3	6	2	4	2	0	0	2	1	2	0	6	1	0	1	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	25290	22001	8014	5388	6576	2308	2745	2502	1163	2122	1373	557	567	453	308	218	280	204	276	227	119	216	105	52	126	35	40	43	45	21	32	12	22	10	23	20	16	5	29	8	7	9	6	9	1	1	3	1	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	11751	13499	4217	2833	4009	1036	1565	1588	549	1363	824	279	295	224	137	113	173	104	174	139	64	99	47	25	77	19	21	19	26	5	13	3	6	3	12	15	12	3	4	5	4	4	4	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	25405	22271	8199	5345	6484	2289	2783	2519	1110	2187	1329	567	555	457	307	220	277	223	254	226	113	201	121	56	137	42	44	45	43	28	32	17	16	10	14	35	18	6	27	10	6	12	26	4	2	3	2	0	2	3	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	11743	13676	4330	2822	3925	1018	1605	1554	527	1395	802	292	283	235	137	105	171	122	161	141	58	76	57	29	92	21	20	24	22	8	17	5	6	2	6	25	13	5	3	5	4	5	26	1	1	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	25395	22441	8145	5347	6563	2279	2777	2566	1122	2262	1319	587	572	446	305	224	274	223	237	243	118	206	135	59	90	54	46	47	55	28	19	17	23	8	7	30	14	6	10	9	6	12	24	2	2	3	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	11761	13765	4293	2833	3969	1064	1637	1618	532	1445	799	293	305	239	132	110	171	107	150	152	53	104	76	32	61	27	20	27	39	14	12	6	13	2	1	22	11	3	3	5	1	7	24	1	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	25413	22430	7951	5339	6418	2247	2711	2494	1122	2258	1353	590	568	446	311	221	291	247	216	255	124	195	150	63	96	49	47	55	43	30	39	14	20	11	13	33	13	7	18	7	7	8	28	3	2	2	3	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	11792	13689	4124	2812	3927	1081	1595	1518	538	1450	824	284	294	259	141	93	159	128	139	152	45	92	90	38	60	25	19	32	27	15	30	5	10	3	7	20	10	4	11	4	2	4	27	2	1	2	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	25511	21754	7797	5427	6594	2240	2617	2507	1156	2175	1419	610	530	441	293	217	306	244	238	248	128	199	134	64	109	50	37	50	41	31	45	13	17	10	13	20	27	8	20	5	8	6	28	3	4	1	5	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	11818	13229	4007	2861	4063	1115	1534	1564	544	1352	908	288	283	254	136	91	163	130	147	160	47	123	83	39	58	27	14	28	26	16	33	8	8	4	7	9	24	2	13	4	2	4	27	2	2	1	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	25640	21778	7868	5339	6701	2279	2578	2458	1136	2277	1426	602	513	451	280	214	317	230	254	262	131	238	144	66	121	51	36	49	24	25	75	21	13	10	22	19	26	7	24	6	4	2	8	3	8	1	4	0	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	11965	13229	4051	2841	4134	1143	1491	1496	545	1509	892	291	261	260	128	100	172	128	153	177	56	165	88	37	70	26	17	23	10	9	55	12	4	3	12	7	24	2	13	3	2	1	6	1	6	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	25614	21570	7834	5351	6661	2302	2677	2517	1124	2288	1492	584	498	479	269	219	325	235	225	232	132	225	142	71	136	52	31	39	21	19	67	23	10	10	20	15	30	8	31	8	3	4	15	3	8	1	2	0	17	1	1	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	11886	13124	4059	2854	4106	1145	1539	1557	555	1476	917	283	242	271	121	105	192	144	127	165	63	159	87	33	89	26	14	16	9	8	41	15	2	3	9	4	28	3	20	3	2	3	12	0	6	1	0	0	17	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	25609	22028	7870	5366	6728	2346	2730	2611	1088	2137	1474	547	516	466	291	241	316	221	246	257	128	207	122	72	133	57	40	45	23	20	57	20	15	7	21	16	9	8	20	4	3	6	22	5	6	2	2	0	21	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	11961	13491	4144	2905	4081	1137	1597	1567	567	1399	922	268	250	262	118	114	177	128	153	178	74	141	70	32	88	33	18	26	8	6	33	14	2	2	7	7	6	5	10	0	2	4	19	2	5	1	0	0	21	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	25466	22270	7924	5399	6671	2380	2796	2612	1095	2067	1546	542	524	501	289	227	310	210	240	265	121	182	123	54	123	50	34	45	32	19	54	18	14	9	17	18	18	8	14	4	4	7	25	7	11	2	0	1	16	1	0	0	0	0	2	0	1	0	5	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
