label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north9_all	80	46797	28876	12166	5185	8984	3052	2470	2599	1191	1094	730	597	727	638	330	286	624	211	321	181	199	119	92	56	102	94	56	53	24	68	21	33	15	30	9	23	7	9	1	35	8	6	1	4	2	5	2	1	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	34960	24626	9035	1801	7828	1439	1343	1984	361	568	232	124	480	445	71	140	548	38	266	117	161	86	23	15	80	71	27	39	8	63	12	24	1	25	6	22	3	2	0	31	5	2	1	4	0	4	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	47161	28676	12152	5115	8836	2984	2397	2528	1201	1095	789	597	763	654	347	324	597	196	332	170	232	122	88	59	126	90	54	62	27	69	23	30	18	23	13	23	7	10	1	20	5	7	2	1	3	5	3	1	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	35126	24511	9012	1778	7704	1400	1303	1921	388	563	230	125	517	453	77	165	525	39	280	107	195	94	27	12	93	66	29	48	10	62	11	18	4	16	10	21	0	3	0	18	2	2	2	0	0	4	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	42419	26185	10893	5158	8115	2765	2187	2189	1225	1104	738	595	654	599	320	324	495	170	296	158	195	167	74	67	98	75	65	58	21	51	33	24	20	38	9	16	12	6	5	9	9	0	13	3	1	1	2	4	0	1	4	0	0	0	2	0	6	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north11_active	80	29087	21646	7540	1511	6941	1140	1066	1492	376	546	166	127	419	396	75	149	416	35	237	77	149	123	22	12	76	46	30	39	4	42	14	12	6	32	3	11	5	2	1	6	3	0	10	3	0	0	1	4	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_all	80	41547	25109	10849	5157	7678	2818	2189	2223	1205	1107	722	589	618	568	330	327	523	187	287	173	194	161	76	73	82	54	61	64	27	60	34	23	19	43	5	14	9	7	3	9	6	0	13	9	1	2	0	4	0	0	6	1	0	0	1	0	5	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	28134	20497	7404	1525	6461	1128	1024	1533	345	513	165	133	384	356	74	144	432	39	221	90	143	107	24	9	64	33	25	47	3	51	16	14	4	38	2	11	4	4	1	5	2	0	11	9	0	1	0	4	0	0	6	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	42825	26159	11223	5154	7997	2870	2258	2264	1240	1103	698	595	593	568	337	316	479	185	310	157	199	169	74	77	71	57	56	50	31	52	38	37	19	33	6	11	9	8	1	8	3	1	5	10	2	2	0	4	0	1	2	1	0	0	0	2	2	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	29847	21646	7793	1631	6793	1195	1115	1588	378	540	176	125	368	372	76	151	385	41	254	86	152	119	25	11	54	35	25	37	4	46	18	27	3	29	2	9	3	5	0	4	0	0	3	9	0	1	0	4	0	1	2	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	44553	27035	11641	5174	8334	2926	2290	2389	1219	1103	776	570	624	579	332	340	599	193	317	168	174	181	84	77	72	56	43	46	35	65	41	35	19	26	6	11	9	8	2	23	4	3	5	11	3	1	0	2	2	1	12	2	0	1	0	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	31917	22686	8369	1683	7160	1274	1170	1742	370	553	202	128	407	387	80	182	506	40	258	90	133	130	29	12	56	39	22	32	5	62	22	29	4	21	3	9	2	5	1	18	1	0	4	8	0	1	0	1	2	1	12	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	46173	28427	12014	5206	8346	2968	2271	2493	1210	1110	785	592	706	577	346	364	618	191	335	166	199	182	78	65	73	69	37	50	32	62	39	51	17	32	14	12	12	8	4	20	3	4	5	7	3	10	0	7	2	1	13	1	0	1	0	2	0	1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	33956	24179	8903	1791	7252	1315	1201	1833	398	590	220	126	479	396	84	195	541	45	277	95	165	131	22	10	53	48	24	36	6	61	25	42	4	28	7	11	3	3	2	17	1	0	2	4	0	9	0	5	2	1	13	0	0	0	0	2	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	46859	28963	11992	5178	8660	2986	2307	2517	1189	1116	812	603	692	579	334	374	628	190	291	162	189	158	79	62	78	74	41	60	33	82	30	38	17	38	19	9	11	5	4	27	3	4	9	11	2	9	0	10	3	1	11	3	0	1	0	8	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	34740	24731	8922	1773	7560	1357	1267	1878	414	565	231	133	468	398	87	190	553	38	236	98	159	111	22	15	55	51	25	43	11	79	24	31	7	32	9	8	3	1	2	26	1	0	7	8	0	8	0	5	2	0	11	1	0	0	0	8	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	47026	29190	11957	5192	8565	3032	2252	2492	1176	1158	785	607	692	602	332	381	588	191	284	169	221	139	91	61	78	72	41	70	30	87	30	40	16	37	19	7	12	7	5	19	2	2	10	12	0	9	0	8	3	3	1	2	1	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	34874	24894	8917	1813	7493	1399	1254	1851	404	590	224	138	469	417	84	193	522	44	233	115	194	99	29	16	53	46	26	53	10	79	24	32	7	32	8	5	4	1	1	19	1	0	8	9	0	8	0	4	2	1	1	1	1	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	47176	29668	11926	5209	8656	2942	2221	2573	1167	1180	812	600	723	588	338	364	566	215	263	163	212	143	88	78	84	53	48	60	28	87	24	33	15	34	15	11	11	8	4	14	1	4	10	11	2	1	2	3	1	4	0	3	1	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	34991	25333	8835	1796	7562	1350	1225	1944	393	584	227	135	487	405	87	186	507	39	199	102	182	106	34	19	62	36	29	48	9	77	18	23	7	27	6	8	5	2	0	14	0	1	10	8	1	0	0	0	0	2	0	1	1	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_all	80	47015	29762	11926	5148	8491	2904	2266	2505	1167	1183	818	612	706	624	356	331	561	191	303	179	241	147	102	73	79	67	56	72	30	85	23	36	13	33	12	10	13	8	6	10	2	7	8	8	3	3	3	0	1	7	2	2	1	0	0	8	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	34794	25469	8889	1777	7364	1336	1245	1880	397	591	226	152	470	428	96	187	492	39	232	99	207	117	36	19	44	48	31	64	6	74	18	24	4	26	5	6	6	2	1	9	1	2	8	6	2	3	0	0	0	4	2	1	1	0	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_all	80	46914	29560	11935	5142	8677	2823	2247	2518	1172	1169	816	601	773	630	346	317	568	187	290	177	237	169	100	84	75	73	61	69	35	70	22	28	11	36	16	15	14	8	6	11	2	7	8	2	5	3	6	0	1	6	2	1	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	north20_active	80	34762	25300	8825	1767	7566	1300	1168	1920	414	593	230	151	532	426	91	175	486	38	212	95	196	133	36	19	39	52	38	63	6	63	13	17	2	29	4	12	6	2	2	9	1	2	8	0	2	3	0	0	0	4	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	46563	28258	12132	5035	8948	2914	2307	2565	1217	1061	775	593	747	592	333	346	544	178	295	193	223	181	84	66	90	66	44	35	26	92	28	26	20	25	18	8	2	14	3	5	9	5	8	11	2	26	3	2	4	6	2	1	0	1	0	5	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	34380	24066	8932	1719	7818	1364	1286	1964	429	574	241	123	528	406	84	195	474	31	231	118	185	137	27	14	57	48	29	19	11	83	16	13	6	19	7	6	1	4	0	3	5	1	7	9	1	25	2	2	4	4	1	0	0	0	0	4	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	46610	28555	12136	5085	8789	2967	2308	2503	1219	1073	765	604	752	581	337	368	507	177	282	206	221	184	86	75	93	55	44	31	30	138	29	23	25	27	14	8	2	16	3	4	6	4	7	19	0	6	4	3	5	4	4	1	0	1	1	5	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south22_active	80	34436	24341	8951	1734	7650	1402	1245	1883	441	547	236	137	535	407	88	192	448	39	222	135	168	140	28	15	64	42	24	20	12	127	15	11	7	19	4	3	1	5	0	2	3	0	5	16	0	5	2	2	4	2	1	0	0	0	1	4	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	46569	28875	12072	5117	8871	2904	2319	2562	1203	1128	752	623	742	577	350	361	504	182	261	204	225	173	77	79	85	55	50	34	32	138	29	19	25	22	12	7	3	14	4	5	3	3	5	15	0	3	4	1	6	2	5	1	0	1	1	4	2	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
0.03	south23_active	80	34522	24625	8945	1715	7735	1368	1241	1930	425	565	217	140	500	408	85	188	450	35	200	139	181	126	23	12	58	43	30	23	13	126	15	9	4	15	4	2	2	4	1	2	2	0	2	13	0	2	2	0	4	2	3	0	0	0	1	4	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	46475	29395	11798	5143	8608	2907	2329	2466	1225	1187	750	628	742	595	361	344	559	180	259	191	226	165	61	77	84	65	55	40	32	90	33	18	26	21	10	19	6	11	5	4	3	2	8	12	0	2	2	1	3	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	south24_active	80	34768	25140	8739	1746	7453	1394	1237	1856	412	631	217	149	481	417	88	170	495	42	208	123	189	116	19	16	59	53	30	29	9	80	16	10	4	15	4	13	4	2	2	3	2	0	4	10	0	2	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	45885	28370	11634	5081	8385	2856	2393	2486	1225	1191	781	603	664	587	360	320	580	184	269	170	254	159	54	79	91	70	61	51	31	87	26	22	26	23	12	19	8	11	9	4	2	2	9	4	1	5	1	3	2	1	3	1	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south25_active	80	33717	24061	8536	1670	7193	1349	1251	1866	391	604	213	144	417	400	85	164	506	43	210	106	222	110	15	19	66	51	37	37	6	77	13	14	6	18	3	14	4	2	5	3	1	0	5	2	0	5	0	3	0	1	2	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	44307	26918	11162	4990	8064	2782	2370	2442	1213	1135	745	597	645	570	355	321	574	188	265	166	261	148	58	72	82	89	62	61	36	43	26	26	24	21	15	20	10	9	10	2	3	2	7	2	1	3	0	5	2	1	4	2	1	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	31548	22454	7931	1556	6867	1243	1191	1780	357	560	193	153	403	364	85	158	506	54	199	105	230	91	18	22	56	60	33	42	6	32	14	18	7	17	5	17	5	1	6	2	2	0	4	1	0	3	0	4	0	1	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	42586	25334	10718	4996	7563	2726	2331	2288	1216	1098	732	618	676	530	362	314	513	190	250	155	227	148	75	74	75	79	56	63	30	42	21	23	23	19	15	17	10	7	9	8	6	1	5	3	2	4	1	5	1	0	3	2	1	2	0	1	7	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	29229	20722	7312	1516	6319	1145	1138	1620	331	505	179	169	414	320	77	140	441	53	179	99	186	103	25	20	51	47	24	46	5	33	14	17	8	11	5	13	4	1	5	8	4	0	2	2	0	4	0	4	0	0	2	0	0	0	0	1	7	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_all	80	40660	23869	10293	5052	7243	2710	2263	2198	1237	1043	750	626	693	534	365	331	466	197	231	162	231	145	79	68	70	63	49	51	34	46	21	21	19	25	13	15	12	2	8	8	10	2	5	3	1	4	2	4	1	1	2	1	2	1	0	1	7	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	south28_active	80	26883	19216	6748	1447	5994	1072	1085	1468	330	469	175	168	416	293	78	141	396	50	163	98	176	103	17	16	47	37	21	37	6	36	16	14	7	15	7	12	5	1	4	8	6	0	2	3	0	4	0	1	0	1	2	0	0	0	0	1	7	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0
0.03	south29_all	80	40812	24051	10351	5079	7320	2750	2225	2200	1248	1081	746	641	664	559	344	329	425	209	252	171	230	142	87	71	62	50	40	46	31	38	21	21	18	31	15	20	13	6	9	9	10	3	5	6	1	2	2	2	4	2	1	0	1	2	0	2	2	0	0	0	0	1	1	0	0	0	0	2	0	1	4	0	0	0	0	0
0.03	south29_active	80	26970	19282	6768	1437	6029	1075	1058	1467	339	467	180	171	402	328	73	144	353	62	181	102	168	110	22	18	41	32	14	29	6	31	16	12	5	21	6	15	6	2	3	9	5	0	2	5	0	2	0	0	1	1	1	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	2	0	1	4	0	0	0	0	0
0.03	south30_all	80	40620	23803	10403	5049	7251	2744	2173	2207	1230	1080	751	659	628	589	350	310	411	201	262	172	244	140	91	65	81	56	39	35	36	34	23	19	20	33	14	11	10	10	9	5	7	2	11	7	0	2	3	3	3	2	1	0	2	2	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0
0.03	south30_active	80	26782	18926	6766	1392	5951	1069	1007	1438	338	481	182	161	373	349	69	129	328	60	191	89	183	107	19	17	50	40	15	21	7	27	15	11	6	26	5	6	5	2	3	4	2	0	7	6	0	2	0	1	1	1	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0
0.03	south31_all	80	46665	28830	12180	5049	8474	2878	2369	2439	1258	1149	779	626	689	637	342	322	551	207	381	185	279	153	85	80	66	102	38	56	41	42	27	24	15	29	16	17	8	6	5	9	1	5	5	4	2	5	5	2	4	4	0	2	2	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	34261	24673	8964	1717	7399	1342	1261	1873	441	596	229	127	458	462	83	158	477	47	320	123	234	119	29	23	43	83	25	38	11	36	12	17	4	24	8	12	4	0	2	7	0	0	5	3	0	5	4	0	4	3	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	44960	27910	11690	5010	7972	2771	2436	2320	1213	1108	782	602	668	617	344	304	564	194	352	182	249	138	82	79	70	99	49	51	32	43	24	38	13	17	19	13	9	5	3	4	1	7	5	3	1	6	2	1	4	3	1	2	2	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	32252	23519	8432	1641	6873	1259	1278	1710	420	543	217	137	420	433	68	138	482	45	294	119	201	104	30	13	48	81	33	31	6	40	12	28	6	13	8	10	4	0	1	3	1	2	5	2	0	6	2	0	3	3	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	43940	27275	11486	5099	7791	2809	2422	2321	1221	1087	763	606	617	599	360	326	556	207	285	182	269	147	78	86	68	95	49	55	26	52	27	37	15	18	14	14	10	5	5	4	1	10	4	4	0	6	3	2	2	1	3	1	2	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	31135	22862	8162	1629	6643	1259	1254	1683	375	531	198	145	383	416	71	149	471	54	229	119	215	111	24	17	49	72	34	34	5	48	12	30	8	15	6	11	3	0	1	3	1	2	4	1	0	6	2	1	1	1	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	43779	27193	11619	5122	8056	2798	2287	2382	1212	1113	748	591	641	599	388	347	509	215	297	183	278	163	66	65	65	84	52	57	24	66	24	32	16	25	13	12	14	4	8	5	4	9	3	5	0	1	4	2	4	1	3	0	2	0	1	0	4	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	31117	22750	8198	1600	6883	1251	1215	1702	354	530	198	144	412	391	71	164	419	57	242	115	229	132	21	11	45	62	37	37	6	60	10	23	8	22	6	10	5	0	1	2	2	2	3	3	0	1	2	1	3	1	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	44571	27779	11717	5107	8376	2855	2209	2365	1217	1133	742	628	664	588	378	342	539	205	280	168	268	163	77	61	67	78	49	59	31	68	31	21	17	40	13	11	13	6	10	4	4	8	2	6	2	0	3	2	4	0	4	0	1	0	1	0	4	2	0	0	0	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	32138	23479	8340	1615	7210	1303	1183	1678	374	579	201	139	459	390	69	190	454	49	229	110	223	136	25	14	46	54	33	36	8	63	11	9	9	36	7	9	3	1	2	1	1	2	2	4	0	0	0	1	3	0	4	0	0	0	0	0	4	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	44168	27178	11541	5077	8258	2817	2249	2308	1227	1075	756	614	649	565	396	316	540	191	306	154	265	137	75	63	69	74	51	64	35	78	31	25	16	39	16	11	16	7	10	3	4	6	1	5	2	0	3	4	4	0	4	2	2	0	1	0	4	1	0	0	0	4	1	2	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south36_active	80	31581	22791	8071	1559	7067	1267	1215	1654	383	561	211	127	450	375	80	179	453	39	249	103	227	103	24	15	46	49	32	40	11	74	11	11	5	34	5	9	3	1	3	0	1	1	1	5	0	0	0	2	3	0	4	0	0	0	0	0	4	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	42347	25655	11149	5020	7954	2733	2159	2296	1206	1045	782	619	639	507	360	291	491	169	280	153	229	138	88	60	77	85	49	58	39	74	27	32	22	45	20	10	16	8	8	4	4	9	1	3	2	1	2	5	3	1	3	2	2	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south37_active	80	29254	21080	7643	1447	6725	1187	1086	1606	372	503	208	135	425	305	74	160	417	39	212	87	186	93	28	11	47	57	26	30	9	68	9	19	6	40	6	7	3	1	3	2	1	1	1	3	0	1	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	40703	24207	10641	5043	7449	2683	2192	2298	1232	964	787	616	626	469	363	279	483	153	289	151	231	133	79	78	71	74	51	49	29	74	38	37	20	33	17	18	10	10	6	8	3	7	3	3	2	4	0	4	3	3	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south38_active	80	27098	19441	7066	1353	6226	1049	1046	1593	381	433	203	148	390	267	71	140	404	37	204	80	186	88	24	13	44	49	25	30	5	66	13	23	4	30	5	15	1	1	2	6	2	0	3	3	0	2	0	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
