label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63
0.03	north1_all	80	19292	4307	4655	1580	3326	1308	646	944	1111	338	226	472	186	241	117	176	113	65	82	38	56	31	82	28	15	20	13	13	10	14	5	6	7	5	3	3	0	0	3	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0.03	north1_active	80	15360	1537	3645	440	2929	965	273	760	990	166	58	410	84	193	39	144	96	40	63	26	46	14	69	13	4	15	7	3	1	8	3	2	4	0	2	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
0.03	north2_all	80	19133	4286	4681	1571	3156	1301	619	966	1151	344	244	411	162	240	112	164	131	67	79	43	51	30	74	36	16	24	11	13	14	10	9	3	7	5	3	3	1	0	1	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	15232	1517	3694	444	2773	942	254	746	1034	162	63	360	70	189	40	132	105	40	60	28	41	14	56	22	5	19	8	2	2	5	5	1	4	0	2	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	19194	4282	4644	1579	3126	1294	622	932	1180	362	232	424	159	254	110	187	129	72	75	47	45	29	75	37	14	33	16	16	13	8	8	4	3	3	2	2	3	2	1	0	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	15279	1561	3659	433	2757	926	253	707	1067	178	56	374	69	207	39	158	93	30	57	29	35	15	61	25	6	31	10	4	1	6	5	1	1	0	1	2	1	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	19000	4357	4552	1603	3112	1276	613	888	1221	337	225	456	157	260	104	185	137	75	75	38	50	25	71	36	14	36	16	10	15	7	10	6	2	2	1	2	4	2	0	1	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	15093	1594	3600	418	2763	932	262	670	1113	162	56	409	73	213	36	159	99	29	56	22	35	14	61	27	3	34	7	2	1	6	5	3	0	0	0	1	1	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	19016	4365	4554	1605	3184	1293	609	840	1229	349	223	460	166	252	107	206	114	68	88	46	59	23	57	30	13	41	19	9	8	7	4	5	5	4	1	3	5	2	0	1	1	1	3	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	15126	1641	3610	413	2841	954	269	635	1125	167	56	403	84	208	37	174	85	25	66	27	44	12	52	24	2	38	6	2	2	6	2	3	0	2	0	1	1	2	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	18961	4432	4441	1617	3244	1244	614	850	1225	331	227	456	160	253	108	192	109	86	78	40	68	19	91	28	12	39	23	7	8	5	3	5	4	4	3	3	2	1	2	1	1	2	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	15121	1655	3466	439	2871	919	272	665	1112	156	49	402	80	210	45	158	89	42	62	23	49	7	86	23	3	36	8	1	2	4	1	4	0	3	1	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	19200	4440	4580	1637	3262	1268	649	820	1143	333	244	434	168	227	104	197	102	74	91	44	92	27	84	21	16	31	18	9	8	4	2	5	3	4	3	3	2	1	2	2	1	1	1	0	5	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north7_active	80	15372	1646	3579	435	2906	947	269	641	1030	169	59	379	76	190	42	160	82	47	67	24	72	15	74	15	4	28	7	2	2	3	2	3	0	3	1	0	0	1	2	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	19224	4416	4602	1633	3112	1314	679	850	1171	314	253	436	178	245	101	165	121	87	79	36	71	30	89	31	15	33	19	11	8	10	3	8	4	3	3	2	1	3	2	2	0	2	0	0	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north8_active	80	15335	1624	3589	455	2766	996	278	663	1051	154	58	375	82	210	46	130	100	56	64	16	57	17	78	17	4	29	7	4	3	9	2	4	2	2	1	0	0	2	2	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	19335	4476	4708	1638	3134	1328	678	871	1156	302	253	446	190	223	94	176	124	61	86	36	77	32	69	32	23	31	13	10	9	11	4	7	4	1	1	3	2	3	2	2	0	1	0	0	3	3	2	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0.03	north9_active	80	15512	1637	3658	443	2809	1003	297	688	1013	154	69	383	92	189	37	150	102	40	62	15	69	21	61	16	7	26	5	4	4	9	3	3	3	0	0	1	0	2	2	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	19114	4446	4570	1593	3199	1356	660	826	1135	307	245	465	175	229	83	168	142	65	91	40	66	36	59	38	19	24	13	10	11	11	6	7	4	1	2	2	2	2	4	1	1	1	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	15335	1597	3547	434	2853	1026	303	652	986	160	63	396	87	191	30	145	123	40	69	23	57	22	55	18	6	21	4	4	5	9	5	4	3	0	1	1	0	1	4	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	18874	4323	4607	1543	3189	1346	663	961	1155	302	225	497	158	255	114	154	146	72	97	49	50	49	50	24	23	54	8	12	9	7	11	4	3	3	2	2	3	2	1	1	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	15020	1623	3602	400	2805	994	275	769	1052	153	50	427	60	198	55	120	114	44	74	23	42	36	41	16	11	52	0	3	1	6	6	2	1	1	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	18748	4292	4668	1531	3161	1330	642	916	1147	293	220	498	153	239	108	165	149	70	103	44	52	44	50	23	26	53	12	12	7	8	5	9	3	4	3	3	4	3	2	2	0	4	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	14883	1588	3642	389	2768	970	273	748	1035	133	51	431	56	189	47	127	122	37	79	24	43	30	41	14	10	50	2	0	1	6	1	7	2	1	2	0	0	2	1	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	18855	4454	4568	1531	3318	1355	663	889	1169	308	228	505	172	223	107	150	142	73	101	51	51	40	59	14	19	34	16	11	6	8	7	9	5	3	3	3	6	3	2	2	0	5	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	14964	1656	3574	398	2912	992	284	725	1052	144	65	441	68	183	49	115	121	39	76	24	41	25	49	8	5	30	4	1	1	6	5	7	3	1	2	1	0	2	2	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	19135	4412	4586	1560	3224	1335	624	917	1122	312	229	454	188	216	103	170	133	61	82	36	68	39	65	18	14	36	18	7	6	5	8	11	7	2	1	5	5	1	4	1	0	4	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	15221	1632	3591	420	2834	976	260	759	994	158	63	390	80	179	45	138	114	32	58	15	58	25	58	10	4	30	6	1	1	4	6	7	5	0	1	3	1	0	4	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	19338	4423	4568	1594	3160	1334	682	960	1081	339	241	472	172	218	100	169	126	52	58	43	78	27	46	24	11	38	12	5	5	7	8	8	8	1	2	4	4	1	6	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	15334	1650	3567	432	2784	1003	293	796	970	165	64	406	85	185	43	141	104	24	36	21	63	18	39	16	2	32	4	1	1	7	6	4	5	0	0	3	1	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	19331	4383	4681	1566	3119	1296	688	996	1085	336	253	463	173	234	103	175	116	54	73	45	76	29	26	27	11	36	11	10	6	5	11	8	4	2	3	3	4	1	5	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	15356	1615	3635	416	2737	964	314	807	989	168	62	403	87	200	37	148	91	26	57	21	60	22	24	16	3	31	2	3	1	5	9	4	2	1	0	3	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	19265	4479	4654	1541	3283	1366	700	1018	1038	335	262	416	173	233	104	155	115	57	81	41	72	19	45	29	16	35	7	15	7	5	7	11	3	3	4	0	1	3	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	15366	1629	3624	424	2887	1036	323	797	934	157	62	358	83	195	37	131	91	26	66	20	54	14	40	18	6	31	1	3	1	5	5	7	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	18891	4463	4522	1566	3224	1445	687	985	1052	290	241	403	164	248	102	175	100	63	95	50	61	22	49	34	17	42	8	16	8	4	7	7	3	2	2	0	1	4	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	15137	1598	3487	439	2821	1107	310	754	936	133	57	340	81	212	32	155	81	33	82	30	46	18	43	25	7	37	2	4	1	4	5	5	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	18704	4396	4412	1629	3334	1372	660	1009	1083	320	245	415	175	228	98	172	121	58	101	43	44	24	51	33	15	49	8	12	9	3	5	7	5	1	2	3	1	3	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	14962	1573	3372	466	2931	1025	287	793	959	148	58	360	79	189	34	142	103	31	81	24	34	13	46	23	8	45	4	2	1	3	4	5	2	0	2	1	1	1	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	18620	4270	4451	1678	3356	1407	682	948	1121	334	236	439	171	261	92	175	130	56	84	44	61	36	52	37	13	33	10	9	8	5	5	5	4	0	3	3	1	2	3	2	0	1	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	14974	1514	3434	462	2947	1051	285	764	996	155	56	378	85	209	34	140	112	33	66	26	48	21	48	28	6	29	6	3	0	2	4	3	1	0	3	1	1	1	3	2	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	18070	4227	4254	1719	3115	1314	607	882	1115	318	224	444	183	293	103	188	119	74	83	39	55	26	54	27	18	26	13	11	3	8	12	8	3	2	4	1	2	2	5	0	1	2	1	0	1	1	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	14149	1455	3236	458	2732	936	250	677	1009	171	50	377	74	249	30	161	98	42	62	17	45	17	43	13	6	21	2	2	0	3	6	4	2	0	2	0	1	0	5	0	0	0	1	0	0	1	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	16998	4191	4078	1732	2912	1268	563	878	985	316	245	436	187	283	88	157	125	66	83	42	64	26	52	21	20	21	14	10	7	10	11	7	2	2	3	3	2	5	5	1	1	1	2	0	3	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	12957	1357	3054	428	2519	876	222	650	858	160	59	374	76	240	27	132	99	36	59	19	56	12	42	10	7	15	3	3	2	3	5	4	1	0	1	1	1	1	5	0	0	0	2	0	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	16273	4298	3885	1698	2621	1191	576	804	843	310	231	403	171	263	86	141	120	65	103	40	68	25	45	23	18	22	11	10	6	6	9	8	3	4	0	2	2	5	0	1	2	2	3	1	3	0	2	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	12088	1329	2817	404	2220	818	222	592	710	156	59	333	66	214	20	111	91	34	68	18	55	8	35	15	4	16	3	3	3	2	5	4	1	0	0	1	1	1	0	0	0	1	2	0	1	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	16023	4303	3891	1644	2553	1107	584	789	838	299	254	373	158	230	89	147	112	58	82	47	59	31	46	22	25	28	10	10	6	6	7	6	5	5	1	2	0	4	5	1	1	2	3	1	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	11878	1322	2807	404	2146	774	229	585	690	139	61	309	66	183	22	113	80	26	51	21	47	14	40	17	8	22	2	4	4	3	3	4	3	1	0	1	0	2	5	0	0	1	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	17043	4339	4134	1642	2717	1157	627	831	1006	308	242	405	160	207	89	155	141	60	82	54	51	33	48	27	22	32	8	13	8	11	9	7	5	5	1	0	0	2	6	0	1	2	1	1	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	13012	1446	3077	419	2333	839	248	641	868	140	50	330	71	160	27	124	115	27	51	24	37	14	41	19	7	27	1	5	4	6	4	4	3	2	0	0	0	2	5	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	17777	4293	4356	1681	3013	1279	663	906	1177	344	243	433	158	231	110	137	133	63	91	48	47	25	52	26	19	30	7	12	7	15	8	4	6	5	2	1	0	5	6	0	2	1	0	1	9	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	13883	1501	3323	433	2638	955	264	716	1042	161	54	355	67	182	47	106	112	27	60	23	33	15	42	16	7	25	1	4	2	9	4	1	3	2	1	0	0	4	5	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	18558	4274	4403	1704	3217	1373	661	962	1232	353	228	493	157	263	119	165	154	70	92	51	44	31	45	27	17	32	4	10	6	15	4	3	7	5	2	1	1	4	5	0	1	1	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	14742	1537	3418	447	2843	1037	265	772	1107	170	50	414	62	215	52	130	134	30	70	29	31	16	38	16	3	27	1	4	1	10	1	0	5	1	1	0	0	3	4	0	1	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	18541	4363	4515	1709	3304	1438	638	967	1206	355	220	481	165	261	137	152	149	67	101	45	43	24	64	23	13	16	6	6	3	10	6	3	7	4	2	2	2	4	1	0	1	2	1	0	4	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	14780	1555	3513	448	2931	1063	246	791	1087	170	50	410	73	211	56	113	126	33	79	25	31	13	58	17	3	10	4	0	1	8	2	0	4	1	1	0	0	2	1	0	1	2	1	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	18473	4315	4573	1600	3180	1477	617	957	1073	353	223	480	184	251	133	167	141	83	76	41	50	25	75	37	12	25	8	5	6	9	7	4	6	3	4	2	2	4	2	1	0	2	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	14745	1556	3570	425	2810	1080	244	790	954	172	60	406	92	192	51	129	118	49	60	19	37	17	69	30	3	20	6	0	1	9	3	2	4	1	2	1	0	3	1	1	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	18341	4330	4604	1644	3100	1456	609	949	1084	362	236	445	195	232	122	143	130	89	86	33	54	28	95	35	8	26	12	4	9	7	9	4	5	1	4	4	3	2	2	2	0	2	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	14582	1542	3575	426	2734	1052	243	790	949	177	54	386	95	174	47	112	107	56	68	10	43	19	88	29	3	24	7	0	2	7	4	2	4	1	2	1	1	1	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	17824	4414	4307	1646	2899	1238	659	851	1087	338	204	447	160	237	109	151	109	78	87	41	71	29	53	24	14	36	15	15	10	6	0	4	7	3	1	1	1	1	4	2	1	2	3	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	13914	1530	3271	414	2491	881	293	682	963	155	52	389	67	181	47	126	88	45	68	18	57	15	46	15	2	28	7	3	2	5	0	2	5	2	1	0	0	1	4	0	1	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	16963	4412	4149	1629	2786	1170	657	784	982	333	215	430	167	237	107	183	115	72	85	46	62	22	37	27	15	23	12	10	10	8	5	3	6	4	1	3	1	1	5	1	0	1	3	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	12986	1456	3076	381	2388	817	276	610	864	162	61	364	63	173	42	153	93	40	68	20	50	11	30	17	2	18	5	1	2	5	3	2	4	2	1	0	0	1	4	0	0	1	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	15858	4344	3801	1587	2640	1121	636	723	926	320	216	367	156	205	95	182	116	64	84	49	53	28	40	24	14	25	11	12	4	14	7	3	5	4	0	2	1	1	4	1	1	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	11817	1371	2767	354	2218	755	259	533	814	146	58	297	64	143	35	145	90	33	66	24	40	17	34	16	3	20	4	2	1	9	4	2	2	2	0	0	0	1	3	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	16190	4348	3951	1593	2674	1162	651	747	919	327	223	388	175	204	90	170	123	55	84	51	53	33	46	14	21	26	14	11	5	12	9	2	4	5	2	2	0	0	3	1	2	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south34_active	80	12142	1382	2913	347	2278	820	248	553	814	164	60	308	75	146	30	137	92	27	62	29	45	22	35	8	3	21	4	2	2	6	4	2	3	3	0	0	0	0	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south35_all	80	17022	4403	4167	1586	2809	1260	649	839	1064	312	235	397	187	187	95	160	124	58	65	50	47	45	43	15	21	34	10	13	8	17	5	6	4	1	2	1	0	1	2	2	2	0	0	2	0	2	1	0	0	5	0	0	0	0	0	0	0	0	2	0	1	1	0	0
0.03	south35_active	80	13127	1443	3142	380	2417	914	258	651	946	155	58	323	77	142	36	130	98	27	44	25	40	31	32	10	5	30	4	3	2	11	1	5	3	1	0	0	0	0	2	2	0	0	0	1	0	1	1	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south36_all	80	18013	4411	4477	1611	2992	1348	694	901	1143	312	233	401	187	220	116	138	137	64	80	44	52	46	43	16	18	29	10	10	10	14	11	6	2	1	4	0	1	1	1	2	2	0	1	0	0	4	0	0	0	5	0	2	0	0	0	0	0	0	2	0	1	1	0	0
0.03	south36_active	80	14178	1509	3429	388	2599	1013	277	709	1028	160	60	332	77	167	47	112	112	30	60	21	42	31	32	8	5	27	5	4	4	10	7	5	2	1	0	0	1	0	0	1	0	0	1	0	0	4	0	0	0	5	0	2	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south37_all	80	18878	4356	4591	1597	3200	1424	691	994	1171	289	231	408	192	232	137	145	127	60	84	41	59	46	43	23	16	36	9	13	8	13	15	7	2	0	4	1	1	2	2	2	1	0	2	1	0	3	0	0	0	5	0	2	0	0	0	0	0	0	2	0	1	1	0	0
0.03	south37_active	80	15163	1565	3568	416	2807	1076	295	787	1056	149	58	355	80	185	49	118	103	23	63	17	45	33	35	15	3	34	5	5	4	11	11	5	1	0	0	0	1	0	1	1	0	0	1	0	0	3	0	0	0	5	0	2	0	0	0	0	0	0	2	0	0	0	0	0
0.03	south38_all	80	18830	4314	4535	1571	3289	1382	680	940	1167	290	236	452	184	256	127	164	118	53	88	40	66	46	48	28	11	36	9	13	11	13	17	9	2	0	6	4	2	1	3	1	1	1	2	1	0	3	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	15036	1538	3542	415	2883	1047	294	742	1051	159	66	393	84	213	49	134	93	23	68	18	54	31	41	21	2	33	5	5	4	8	14	6	1	0	2	0	1	0	1	0	0	1	1	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	18861	4348	4619	1629	3274	1388	662	952	1089	304	221	479	160	304	114	192	109	47	75	36	62	39	50	41	12	37	14	9	13	13	12	9	2	0	6	4	3	1	2	0	1	1	1	2	0	6	0	0	1	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0
0.03	south39_active	80	15091	1562	3665	446	2885	1061	286	742	971	166	64	422	74	256	38	167	84	20	57	17	50	27	45	31	2	33	6	2	4	8	10	6	1	0	2	0	0	0	1	0	0	1	0	0	0	6	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	18793	4317	4545	1621	3279	1333	645	892	1110	320	224	486	151	263	105	194	117	47	76	36	59	30	47	38	13	28	13	11	15	12	6	8	2	2	5	3	4	0	3	1	1	1	0	1	0	6	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0
0.03	south40_active	80	15033	1555	3596	425	2901	1008	277	691	984	173	64	429	77	221	40	173	95	24	56	20	52	15	42	25	2	24	6	3	5	6	5	5	1	0	3	0	0	0	2	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
