label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59
0.03	north1_all	80	16911	3359	4059	1169	850	1664	569	432	329	223	181	182	129	105	96	83	57	52	52	31	68	14	35	20	17	10	16	7	12	3	5	0	3	4	8	4	2	2	1	1	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	10924	1626	2625	538	401	1077	303	219	180	110	84	96	67	51	49	48	27	20	34	16	44	8	18	10	9	5	10	5	9	1	4	0	0	3	4	3	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	16780	3313	4118	1141	839	1729	568	423	316	227	178	184	129	101	76	82	63	45	49	30	60	12	31	17	16	6	15	8	10	4	4	1	4	5	9	6	2	1	3	0	3	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	10815	1581	2607	538	389	1128	294	212	182	105	79	98	68	50	37	50	30	20	29	16	43	4	16	9	8	3	12	5	7	2	4	1	2	3	6	4	2	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	16734	3359	4032	1157	852	1724	572	415	318	228	163	189	118	103	79	88	74	46	45	21	60	13	34	13	17	9	12	8	9	6	4	1	4	6	6	8	0	1	2	0	3	4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	10741	1593	2539	549	391	1176	290	216	177	106	74	100	62	56	40	48	45	25	28	14	42	5	17	8	7	4	11	5	6	2	4	1	2	3	6	3	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	16591	3428	4004	1225	831	1699	576	413	321	217	141	182	118	112	84	99	77	38	38	24	57	12	28	11	17	18	15	10	7	7	4	2	3	4	8	5	0	2	3	0	1	2	0	3	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north4_active	80	10633	1657	2500	588	414	1144	294	213	163	99	65	107	63	64	45	53	47	19	21	14	34	5	12	7	9	7	12	4	2	4	4	1	2	1	5	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	16568	3471	3898	1208	808	1702	557	400	317	218	147	182	112	107	96	91	79	39	33	28	63	12	31	12	22	26	8	13	18	6	2	3	1	6	6	4	0	1	1	0	3	0	1	3	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
0.03	north5_active	80	10533	1683	2421	547	397	1132	296	204	161	105	66	102	55	56	46	51	48	20	17	11	30	5	19	9	14	13	5	4	12	3	2	1	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	16662	3418	3912	1193	841	1668	557	394	322	218	148	180	115	102	100	71	74	41	35	29	87	12	41	15	19	22	16	12	17	8	3	3	2	2	10	2	1	2	2	1	4	0	1	2	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0
0.03	north6_active	80	10530	1687	2385	540	405	1105	300	191	165	100	69	106	48	49	49	42	43	19	19	10	44	6	27	9	11	10	9	3	11	4	2	0	0	0	6	0	1	0	1	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	16844	3393	3896	1160	818	1608	546	360	320	242	155	173	123	94	96	71	68	42	36	27	69	12	57	16	21	21	21	6	20	4	5	2	3	4	7	3	2	2	1	1	4	0	2	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0
0.03	north7_active	80	10532	1712	2384	496	399	1047	303	179	161	114	70	92	56	42	47	43	37	19	19	7	35	6	37	13	12	12	11	1	12	1	4	0	1	1	6	1	2	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	16832	3346	3905	1175	849	1672	569	372	310	244	150	172	139	100	91	75	73	46	41	24	67	15	64	16	17	16	20	5	15	6	7	4	4	9	4	4	2	3	1	1	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	north8_active	80	10568	1683	2448	498	438	1071	314	188	170	116	72	80	70	47	54	45	41	21	25	9	38	8	42	11	9	11	12	0	11	2	4	2	2	7	4	2	2	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	16813	3402	3931	1164	841	1701	591	378	330	249	156	160	147	99	78	74	71	46	43	29	58	19	63	16	18	13	14	6	11	3	8	6	3	8	0	3	2	2	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0
0.03	north9_active	80	10586	1702	2529	503	437	1116	309	194	163	130	75	72	80	51	43	46	36	22	22	15	35	12	46	11	12	7	9	2	7	1	3	4	2	7	0	2	2	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	north10_all	80	16664	3431	3950	1202	837	1637	609	382	337	238	177	173	135	105	76	85	71	51	46	32	68	20	55	19	17	11	12	9	15	5	6	5	2	9	2	8	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0
0.03	north10_active	80	10547	1676	2570	533	409	1082	292	196	164	119	91	87	67	61	40	49	43	21	22	19	50	13	41	13	8	7	7	3	12	3	1	4	2	8	2	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0
0.03	north11_all	80	15966	3408	3827	1179	869	1725	620	414	313	222	159	174	130	113	94	81	90	38	30	33	76	15	41	14	19	7	19	7	9	8	5	3	3	5	7	2	3	2	2	0	0	7	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	10082	1673	2424	546	379	1064	333	223	156	102	70	91	67	53	51	40	57	16	14	19	40	6	19	9	10	2	12	2	6	4	3	1	2	2	5	0	2	0	1	0	0	5	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	15694	3359	3776	1192	863	1674	617	420	291	225	167	193	129	105	95	85	86	42	31	28	68	18	28	12	16	8	13	7	8	7	4	3	1	3	8	2	4	0	3	0	0	7	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	9887	1646	2348	567	385	1097	339	231	144	96	71	102	62	51	52	45	54	15	12	16	35	8	11	10	8	2	8	2	6	3	2	1	1	3	6	0	2	0	2	0	0	6	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14837	3242	3671	1164	861	1614	575	428	307	219	169	196	114	103	79	82	82	42	29	26	67	17	22	14	17	5	10	7	8	8	2	2	1	1	7	2	5	2	2	2	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	9185	1546	2250	537	381	1044	301	224	162	101	68	104	49	53	45	45	46	16	13	14	39	8	11	10	8	1	6	4	6	6	1	1	1	1	6	0	3	2	1	2	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	13949	3133	3441	1171	871	1505	547	428	292	198	166	186	113	80	84	85	69	43	37	26	57	17	19	15	18	9	6	7	4	10	4	1	1	1	5	2	4	2	3	3	4	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	8525	1483	2102	531	392	953	283	215	144	89	68	103	52	41	39	49	37	15	16	12	27	8	13	10	10	3	3	3	4	6	2	0	1	1	5	2	3	2	2	3	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	14416	3194	3473	1150	851	1464	571	425	303	211	157	178	102	91	82	87	57	44	45	27	75	16	24	12	20	12	10	8	4	9	4	1	2	0	2	3	3	3	3	3	7	0	0	7	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8986	1537	2096	518	382	911	299	198	151	102	57	94	46	41	34	45	30	16	25	14	48	8	15	7	12	5	5	3	3	6	2	0	2	0	2	2	3	2	2	3	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	15244	3322	3588	1168	836	1538	575	402	280	206	158	151	101	92	87	79	60	55	50	25	84	18	23	11	21	15	9	7	13	9	4	1	5	2	2	7	1	1	2	2	8	3	0	7	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	9635	1612	2187	548	369	974	284	190	138	99	59	72	46	48	36	36	34	24	30	13	62	11	14	7	14	6	5	2	12	4	2	0	2	1	2	6	1	0	1	2	6	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	16274	3431	3883	1191	841	1633	559	385	283	223	154	172	108	103	92	72	68	54	48	27	87	21	28	10	16	17	8	4	19	8	2	0	6	5	5	6	1	1	5	2	4	3	0	7	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	10434	1672	2419	537	375	1045	280	194	139	105	68	79	60	55	46	31	38	26	32	15	64	13	18	6	9	9	6	1	17	5	1	0	3	4	4	4	1	0	2	2	3	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	16527	3355	3985	1198	777	1705	515	366	299	202	175	175	120	94	96	69	78	53	45	28	81	23	28	12	15	13	8	3	20	5	1	1	7	6	6	8	1	0	3	2	6	3	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	10535	1617	2479	549	360	1089	245	192	141	96	85	79	63	51	54	34	51	23	27	15	58	13	19	7	7	9	6	2	19	2	0	0	4	5	5	4	1	0	1	2	5	3	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	16394	3348	4090	1188	791	1636	485	350	302	237	185	191	116	103	98	81	81	43	44	31	65	20	32	16	9	11	5	5	19	5	5	3	5	6	7	5	1	0	3	2	3	3	1	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	10484	1648	2583	558	363	1037	239	185	144	114	86	102	66	54	54	49	51	16	23	15	36	11	25	8	3	8	4	2	16	2	0	1	4	5	5	0	1	0	1	2	2	3	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	16437	3368	3930	1193	806	1620	490	375	310	241	175	189	116	114	103	90	81	45	44	32	65	18	34	16	12	13	4	5	22	4	8	4	4	4	10	5	0	0	1	1	3	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	10465	1676	2466	554	367	1004	240	205	149	121	81	106	57	63	55	60	52	16	23	18	41	8	28	7	5	11	3	2	19	1	2	2	3	3	8	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	16729	3460	3821	1195	852	1693	507	412	309	250	154	196	125	108	97	69	67	50	28	20	50	28	44	9	18	12	2	3	14	4	2	4	4	5	2	1	0	5	1	1	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1
0.03	south21_active	80	10691	1739	2341	557	412	1133	278	222	166	120	73	100	60	54	49	35	42	28	15	13	37	13	35	2	13	9	0	1	10	4	2	3	3	1	1	0	0	2	1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_all	80	16758	3487	3932	1205	859	1724	536	403	324	241	152	195	121	108	97	76	75	40	33	26	52	23	45	11	14	7	5	2	9	6	3	3	4	4	4	2	0	5	0	1	1	1	2	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0
0.03	south22_active	80	10737	1744	2451	560	417	1136	297	219	163	116	74	104	53	51	50	37	47	20	12	11	33	10	32	5	8	2	2	0	6	5	3	2	2	1	2	0	0	2	0	0	1	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
