label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35
0.03	north16_all	80	139	79	129	35	21	8	12	13	11	7	19	4	5	3	3	1	2	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	74	42	81	25	11	4	6	8	6	3	11	1	3	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	143	71	114	32	18	13	15	12	11	6	13	2	6	2	1	2	3	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	70	33	70	23	7	7	5	6	8	3	6	0	2	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	135	62	112	28	22	15	13	13	18	9	6	3	6	2	2	4	5	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	66	30	69	18	11	10	4	6	13	5	4	0	2	0	1	0	4	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	131	64	93	31	16	18	13	18	18	6	8	3	8	2	2	4	3	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	63	32	56	20	8	10	3	11	12	3	6	0	4	0	2	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	139	64	76	29	16	14	12	15	15	8	9	5	4	3	2	4	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	66	33	49	19	10	5	3	7	10	5	7	3	3	2	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	147	65	31	115	17	13	22	4	7	9	5	10	18	1	2	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	50	30	9	74	10	3	8	1	5	5	5	5	13	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	150	61	31	122	18	12	23	7	13	8	4	8	14	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	47	27	11	59	9	2	10	2	9	5	4	3	8	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	160	55	37	169	19	15	22	13	15	5	4	6	12	0	2	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	57	23	17	90	11	5	9	7	9	4	4	3	6	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	171	62	56	155	28	23	14	15	13	7	4	5	3	1	2	0	1	0	1	0	5	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south24_active	80	67	27	29	86	17	10	6	9	6	6	3	2	2	0	1	0	0	0	0	0	5	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	156	52	59	138	23	23	15	17	8	8	8	5	6	1	4	1	2	0	1	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	63	25	26	79	16	14	7	11	3	8	6	2	2	0	2	1	1	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	162	62	53	105	27	24	12	16	6	6	7	5	5	2	3	1	1	1	2	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_active	80	67	28	24	68	17	14	4	11	3	6	5	3	1	1	1	1	1	0	1	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	156	59	42	95	29	21	13	15	6	6	7	3	7	1	4	1	1	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
0.03	south27_active	80	57	28	19	64	21	13	5	10	2	6	4	3	2	1	1	1	1	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
0.03	south28_all	80	150	59	27	115	27	14	18	9	9	10	7	4	4	1	3	2	0	3	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	0
0.03	south28_active	80	58	25	12	82	17	5	9	6	5	9	5	3	3	1	1	2	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
0.03	south29_all	80	156	61	21	124	24	18	18	10	7	13	6	5	7	1	3	2	0	3	1	0	5	1	0	1	2	0	0	0	0	0	0	0	0	2	0	0
0.03	south29_active	80	67	31	11	91	15	9	12	7	4	10	2	3	5	1	1	2	0	3	1	0	5	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
0.03	south30_all	80	148	67	20	121	22	17	22	11	6	12	6	4	5	2	2	2	0	5	0	1	5	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	67	33	11	85	11	9	13	8	5	9	2	2	4	1	2	2	0	4	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	152	73	31	115	16	13	9	5	6	3	10	6	3	3	0	1	1	6	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south31_active	80	75	33	15	74	12	7	3	4	2	2	6	4	2	3	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	144	67	32	100	19	16	8	5	3	4	6	5	5	3	1	1	1	5	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south32_active	80	72	26	13	61	12	11	4	4	2	1	3	3	4	3	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	130	60	36	109	18	15	10	8	3	5	5	3	8	6	2	2	1	10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south33_active	80	57	25	14	76	9	10	5	5	1	1	2	1	6	5	2	1	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	136	66	32	99	19	10	13	10	2	6	10	2	10	4	2	1	0	5	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south34_active	80	66	28	15	61	4	7	6	7	1	2	7	0	7	3	2	0	0	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	141	76	42	110	18	12	8	11	3	6	13	1	6	5	2	1	2	6	6	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	66	33	23	67	4	9	4	8	2	4	10	0	4	4	2	0	0	5	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	135	81	40	112	21	11	7	14	7	8	10	4	4	3	2	0	2	5	13	0	1	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0
0.03	south36_active	80	69	36	22	54	3	9	3	9	3	6	9	2	1	2	2	0	0	5	9	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south37_all	80	146	76	43	120	19	11	10	14	8	5	12	5	5	5	3	0	3	2	11	0	1	1	1	1	0	0	1	2	2	0	0	0	1	0	0	0
0.03	south37_active	80	68	39	20	56	4	8	7	7	3	5	8	4	1	3	2	0	0	1	7	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south38_all	80	135	78	39	117	25	8	12	17	11	7	4	6	5	7	3	0	1	2	11	1	4	1	1	1	1	0	1	1	2	0	0	0	1	0	0	0
0.03	south38_active	80	65	36	16	67	13	5	8	7	4	6	0	5	1	3	1	0	0	1	7	0	3	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south39_all	80	142	67	40	81	26	19	16	25	7	6	5	3	5	8	5	1	1	2	2	1	4	1	1	1	2	0	2	0	0	0	0	0	1	2	0	0
0.03	south39_active	80	66	33	18	48	13	7	12	12	3	4	0	3	2	3	2	0	0	1	2	0	3	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0
0.03	south40_all	80	132	60	35	74	28	23	10	19	8	6	4	3	3	4	4	2	1	1	2	2	4	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0
0.03	south40_active	80	59	26	20	45	15	9	7	11	4	2	1	2	2	1	2	0	1	1	2	0	3	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0
