label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52
0.03	north1_all	80	37135	20392	6444	6349	3291	1829	1544	1312	1401	762	541	776	418	214	263	116	98	74	73	65	37	33	35	81	22	20	7	15	6	7	6	5	5	2	5	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north1_active	80	19831	11800	2828	3638	1687	878	797	724	834	421	295	452	253	90	170	46	43	29	40	41	18	13	21	54	18	6	6	10	3	2	4	1	4	1	5	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	37008	20148	6415	6387	3373	1821	1548	1282	1366	772	544	770	382	199	274	114	104	65	74	58	30	31	38	70	22	18	8	13	8	7	5	2	1	1	6	3	2	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	19778	11744	2816	3720	1766	874	796	702	797	444	293	458	234	92	171	37	49	27	44	33	12	14	21	52	17	10	6	11	2	2	3	0	0	1	5	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	37163	20047	6382	6348	3320	1897	1550	1253	1336	789	548	758	369	191	293	104	106	56	65	57	31	25	34	56	20	18	9	8	8	7	3	1	3	2	6	4	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	19879	11696	2849	3652	1750	926	797	688	786	464	308	486	228	91	187	43	49	22	41	34	16	12	29	39	12	11	6	7	4	2	1	0	0	2	5	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	36963	19712	6400	6469	3322	1854	1562	1203	1295	815	551	675	347	217	334	100	95	59	75	66	48	22	57	57	17	20	5	7	6	6	5	1	3	1	1	4	0	3	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north4_active	80	19738	11481	2858	3734	1754	869	793	685	771	460	297	443	219	109	221	50	42	20	45	46	29	12	46	41	7	13	3	6	2	4	2	0	0	1	0	3	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	37052	19671	6508	6410	3250	1906	1543	1223	1235	833	548	675	361	249	323	106	94	60	67	68	58	28	67	54	20	22	7	11	7	5	3	1	4	1	3	5	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1
0.03	north5_active	80	19787	11504	2923	3680	1692	888	775	669	757	470	290	442	219	131	210	48	43	23	38	43	38	12	55	39	5	15	5	9	5	3	1	1	0	1	2	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	37195	20027	6343	6392	3257	1966	1533	1196	1284	793	525	682	385	236	285	114	84	69	65	84	53	31	76	49	13	16	9	12	6	6	5	6	2	0	3	3	1	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north6_active	80	19819	11805	2826	3693	1696	907	761	646	803	429	295	434	239	124	184	44	37	24	39	56	34	11	62	34	2	10	5	10	4	3	2	4	0	0	3	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	37243	20326	6341	6421	3251	2013	1486	1282	1314	766	493	661	407	212	328	107	100	72	70	99	56	37	57	49	14	11	14	14	8	6	4	8	1	1	3	3	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	19815	11934	2843	3740	1641	927	741	693	793	416	271	397	245	115	207	38	44	32	44	65	32	13	46	35	4	6	8	8	5	2	2	5	0	0	3	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	37251	20557	6294	6494	3272	2015	1450	1253	1356	771	510	697	417	204	360	100	107	72	62	90	49	39	57	32	19	11	14	14	9	8	4	7	6	1	3	1	4	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_active	80	19781	12104	2804	3760	1690	925	733	678	806	431	268	400	245	95	243	44	49	29	43	56	26	15	45	23	6	5	8	7	3	2	2	4	4	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	36835	20180	6382	6444	3300	2006	1464	1278	1376	808	488	686	390	216	356	97	100	76	65	82	51	38	58	31	24	14	11	22	9	8	7	2	6	1	0	0	4	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	19392	11726	2854	3728	1674	927	732	698	809	484	251	407	221	104	233	44	48	34	38	48	26	17	39	19	13	6	5	10	2	1	5	1	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	36526	19812	6482	6291	3301	1989	1487	1258	1279	793	484	726	421	219	324	94	97	71	51	74	61	41	53	35	26	14	7	18	7	6	9	4	6	0	3	0	4	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	19072	11459	2847	3602	1695	925	761	654	771	469	229	447	239	107	224	43	48	32	28	40	37	21	35	27	14	5	4	10	2	0	6	1	4	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	37671	19950	6399	6404	3307	1893	1503	1340	1322	872	546	762	401	229	291	88	99	73	56	66	51	47	36	49	28	29	13	8	4	1	3	1	0	0	0	1	3	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0
0.03	north11_active	80	19980	11633	2818	3651	1677	868	740	728	818	507	286	489	235	123	178	28	43	32	29	41	35	28	29	29	22	20	6	6	2	1	2	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0
0.03	north12_all	80	37643	20009	6398	6484	3295	1886	1486	1297	1346	864	550	770	417	244	277	94	101	78	68	80	55	45	34	34	22	26	15	9	6	3	4	2	0	1	0	1	3	2	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0
0.03	north12_active	80	20043	11739	2776	3745	1654	842	705	681	814	496	295	470	236	137	169	36	50	41	37	54	36	29	26	28	17	14	5	7	3	1	3	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0
0.03	north13_all	80	37221	19812	6466	6570	3307	1875	1461	1278	1341	855	559	720	431	256	288	110	96	73	90	100	55	36	48	32	17	21	12	4	6	4	3	3	0	1	1	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north13_active	80	19799	11569	2799	3817	1705	820	705	654	805	468	290	427	250	142	161	44	50	29	46	70	38	27	31	23	11	11	3	2	3	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north14_all	80	37060	20011	6373	6657	3251	1901	1431	1273	1343	832	556	670	385	264	287	109	97	72	81	87	50	29	48	34	14	15	10	5	6	5	1	6	1	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_active	80	19762	11662	2775	3886	1707	853	707	658	802	470	295	383	210	138	165	46	54	31	50	63	28	20	29	22	8	8	2	3	3	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	37326	19845	6374	6570	3283	1977	1465	1239	1329	858	551	715	415	238	260	105	85	67	85	77	48	30	47	25	10	20	8	3	5	5	2	6	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	19927	11443	2753	3771	1731	901	741	663	790	483	296	388	242	120	144	36	43	28	48	52	25	22	20	9	5	14	5	2	2	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	37338	19914	6352	6626	3262	2042	1473	1273	1336	861	550	711	379	216	252	102	99	77	71	56	63	30	38	30	10	23	8	13	4	4	2	8	5	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	19814	11644	2809	3787	1714	967	783	717	810	520	299	393	216	110	146	42	53	39	42	37	35	20	21	13	6	16	6	8	1	0	1	4	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	37224	19781	6379	6383	3204	2026	1501	1291	1399	887	531	751	380	208	259	112	105	81	80	64	55	32	43	26	20	25	12	14	4	5	4	5	6	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	19670	11609	2836	3637	1657	956	801	737	844	536	302	417	227	113	163	47	59	43	52	42	29	20	22	11	10	19	9	8	1	1	2	4	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	36867	19743	6400	6435	3166	1955	1532	1326	1403	903	499	704	386	217	254	129	107	77	75	64	49	28	42	36	23	22	10	14	7	4	6	8	5	3	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	19407	11633	2855	3580	1600	928	823	730	832	539	284	414	232	121	133	58	60	41	44	41	30	13	29	21	11	16	8	8	1	2	2	5	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	36020	19142	6488	6091	3137	1875	1513	1345	1352	836	471	720	391	206	294	137	98	71	69	51	51	34	32	35	23	20	9	13	7	5	6	5	3	3	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	18668	11174	2895	3406	1586	861	786	707	780	468	255	430	225	109	168	59	47	45	42	34	31	19	22	21	11	14	7	8	1	2	3	3	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	35326	18638	6539	6075	3053	1850	1507	1327	1261	764	472	710	371	222	284	118	93	64	65	51	41	36	42	48	14	15	8	12	9	5	4	4	1	1	2	2	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	18204	10694	2903	3398	1511	858	751	703	718	409	229	421	222	112	157	50	42	36	37	28	24	20	29	25	8	7	5	9	3	1	2	2	0	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
