label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51
0.03	north1_all	80	61567	16701	9920	6397	6966	2299	2060	1657	801	642	1098	382	279	343	275	141	120	94	59	104	40	22	41	26	16	11	9	27	3	6	7	4	1	1	0	8	2	2	0	1	0	0	0	0	0	0	0	1	0	0	4	0
0.03	north1_active	80	48582	8829	5980	4014	5853	800	1226	1134	293	162	958	89	60	266	232	28	61	56	22	86	9	5	30	18	7	4	2	26	1	4	4	1	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0.03	north2_all	80	61463	16519	10071	6439	7055	2272	2057	1719	821	628	1186	394	280	374	274	135	109	117	57	98	50	34	34	33	15	10	12	34	10	5	6	2	2	2	0	7	2	4	0	0	0	0	0	4	0	0	0	1	0	0	0	0
0.03	north2_active	80	48459	8808	6189	4045	5913	777	1202	1171	299	180	1038	94	63	297	216	33	66	69	23	80	13	14	28	24	5	3	3	33	6	3	4	1	0	1	0	7	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north3_all	80	61538	16718	10181	6466	7053	2269	2052	1791	834	644	1169	396	312	406	296	117	99	141	53	86	46	35	43	38	18	12	12	25	13	2	7	2	7	3	0	7	1	2	0	0	0	0	0	4	0	0	0	1	1	0	0	0
0.03	north3_active	80	48423	8941	6257	4057	5920	790	1182	1262	305	185	1028	98	65	330	232	32	57	94	21	71	11	15	37	31	8	6	3	22	8	1	5	1	6	1	0	7	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0
0.03	north4_all	80	60019	16622	9987	6331	6816	2209	2018	1728	886	643	1044	394	296	374	277	114	112	135	56	77	45	32	37	43	23	16	11	22	16	0	5	3	9	3	0	1	0	3	0	1	0	0	0	4	0	0	0	1	1	0	0	0
0.03	north4_active	80	46713	8742	6068	3966	5731	756	1190	1181	310	175	905	88	69	297	213	36	63	95	18	63	12	14	31	34	13	10	3	18	9	0	5	1	7	1	0	1	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0
0.03	north5_all	80	57312	16269	9642	6123	6330	2182	1937	1654	855	630	982	365	305	385	286	119	125	129	58	76	42	23	33	31	26	19	7	18	14	3	2	4	10	3	0	1	2	3	0	1	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north5_active	80	43453	8283	5589	3622	5203	719	1103	1123	281	157	822	81	70	311	225	32	69	94	15	57	12	10	28	24	18	11	3	14	6	0	1	1	7	2	0	1	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north6_all	80	54441	15721	9369	6006	5869	2205	1877	1565	888	651	969	352	284	331	259	130	112	121	61	70	43	31	31	33	30	18	5	13	11	3	3	4	3	3	0	1	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	40075	7551	5138	3445	4733	681	1051	1000	277	140	794	80	63	249	202	32	61	85	15	44	13	13	26	23	20	10	2	9	4	0	1	0	1	2	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_all	80	52140	15306	9055	5792	5398	2181	1789	1455	853	635	914	390	282	323	254	130	102	102	65	66	38	29	54	29	18	22	6	13	3	4	2	3	2	5	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	37261	6962	4745	3084	4169	636	932	894	248	133	728	80	63	238	191	33	48	64	18	40	12	10	43	17	11	12	0	12	0	0	0	0	1	3	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_all	80	52399	15320	9112	5826	5590	2208	1748	1486	850	657	870	367	262	328	276	121	119	103	63	54	35	27	62	28	16	19	5	13	2	4	9	1	1	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	37282	6934	4729	3139	4318	619	890	932	231	140	691	78	56	243	206	24	59	63	20	29	10	7	51	18	9	10	0	11	0	1	8	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	52512	15326	9195	5848	5591	2187	1813	1512	831	625	922	368	267	312	278	118	112	110	60	55	31	25	59	29	10	18	11	18	3	3	16	3	0	3	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	37334	6913	4789	3181	4309	580	948	930	233	129	734	78	62	227	195	21	52	66	18	31	9	5	48	17	5	10	3	17	1	1	14	2	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	52716	15358	9121	5846	5666	2213	1808	1497	849	648	938	343	255	309	289	125	117	108	57	62	31	26	53	22	9	12	9	20	4	6	16	4	1	1	0	2	1	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	37609	6920	4790	3140	4446	605	954	920	257	132	747	70	55	219	198	29	54	66	17	39	8	7	38	13	5	5	3	18	1	3	15	3	1	0	0	2	1	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_all	80	61732	16509	10027	6318	6754	2319	2148	1825	855	643	1147	353	273	383	331	119	105	123	72	93	46	33	51	20	7	15	15	22	7	7	2	3	3	3	0	1	1	1	0	1	2	1	0	0	2	0	1	1	0	1	1	0
0.03	north11_active	80	48457	8646	6205	3913	5712	835	1315	1321	323	163	969	68	61	294	270	26	64	83	23	76	7	17	47	14	5	8	5	17	2	2	2	1	1	3	0	0	1	0	0	0	1	1	0	0	2	0	0	1	0	1	0	0
0.03	north12_all	80	61582	16601	9983	6284	6870	2291	2054	1814	870	650	1159	330	263	385	297	121	100	147	70	75	48	48	47	25	11	13	14	16	6	7	2	2	2	3	0	1	1	1	0	0	2	1	0	0	2	0	1	2	0	0	0	0
0.03	north12_active	80	48395	8818	6119	3864	5802	845	1219	1300	355	177	981	62	55	297	240	28	61	101	27	59	8	22	43	19	7	8	4	11	4	3	2	0	1	2	0	0	0	0	0	0	1	1	0	0	2	0	0	2	0	0	0	0
0.03	north13_all	80	61614	16578	9996	6375	6987	2276	2002	1895	860	630	1052	354	274	392	285	135	92	140	74	69	43	40	59	24	12	11	12	14	6	5	4	5	2	2	1	1	1	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0
0.03	north13_active	80	48590	8836	6073	3922	5931	842	1217	1331	328	178	877	71	57	306	237	34	47	100	29	53	7	12	51	18	6	7	4	12	5	2	0	3	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0
0.03	north14_all	80	61746	16390	9948	6478	7108	2313	2044	1771	837	619	1035	375	281	380	272	134	99	118	68	83	34	40	49	32	17	13	11	6	8	4	4	3	3	1	1	0	1	1	1	5	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north14_active	80	48815	8804	6017	4085	6069	848	1236	1205	322	180	881	72	58	307	226	34	55	88	31	68	6	17	41	24	9	6	5	4	6	1	0	3	2	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north15_all	80	60192	16240	9936	6361	6723	2322	2026	1713	830	631	1032	362	290	352	274	134	99	102	59	88	33	31	50	27	16	12	7	5	8	2	6	6	4	1	1	3	0	1	1	5	0	0	0	0	0	4	0	0	0	0	0	0
0.03	north15_active	80	47049	8451	5951	3906	5679	817	1190	1140	290	173	860	77	71	270	226	36	53	70	23	66	7	14	41	19	9	3	4	3	5	0	2	6	2	0	0	3	0	0	1	4	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north16_all	80	56992	16017	9606	6171	6388	2309	1947	1571	825	624	1029	370	303	332	278	108	107	74	63	94	33	30	42	32	16	12	7	6	10	1	6	4	4	0	1	3	0	1	1	3	1	0	0	0	0	4	0	0	0	0	0	1
0.03	north16_active	80	43393	7963	5510	3670	5302	754	1116	1012	257	152	840	74	64	251	214	29	57	42	19	68	9	17	33	20	8	5	3	4	5	0	5	4	2	0	0	3	0	0	1	3	1	0	0	0	0	3	0	0	0	0	0	1
0.03	north17_all	80	54371	15802	9352	5923	6295	2210	1907	1532	875	645	982	396	292	333	238	107	119	98	66	86	39	21	31	27	18	13	7	6	8	4	7	7	9	0	1	6	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	1
0.03	north17_active	80	40190	7376	5099	3348	5096	670	1035	970	273	147	795	79	64	248	172	29	56	61	22	58	10	11	21	18	9	5	2	4	5	1	7	7	5	0	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1
0.03	north18_all	80	52108	15435	9059	5700	5906	2179	1812	1468	880	620	837	392	276	354	214	115	126	103	60	86	42	16	40	23	23	14	8	6	9	7	5	7	10	0	1	6	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	1
0.03	north18_active	80	37350	6913	4775	3091	4661	622	931	901	283	119	663	76	56	255	145	27	57	66	15	62	14	7	30	14	13	6	2	4	4	2	5	6	5	0	0	2	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	1
0.03	north19_all	80	52335	15337	9043	5655	5848	2215	1848	1472	860	602	788	380	274	354	207	145	127	119	58	84	45	19	54	21	22	16	7	12	10	10	5	6	11	2	1	5	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	37501	6788	4721	3067	4554	633	958	906	279	112	615	73	65	258	139	28	58	78	19	55	13	4	39	13	11	6	2	8	4	3	5	5	7	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	52407	15430	8980	5594	5618	2291	1843	1500	844	582	775	368	289	359	215	155	119	112	59	79	41	29	61	21	22	17	10	13	7	11	5	6	10	2	0	2	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	37548	6931	4687	3001	4348	653	970	920	274	116	592	74	71	266	144	30	56	68	21	53	12	8	46	13	14	7	3	9	2	3	5	5	8	0	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	58059	16262	9652	6100	6311	2274	1913	1628	934	621	1035	367	259	345	300	125	108	138	64	61	30	50	33	52	24	11	17	13	7	6	5	8	2	2	0	0	2	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	44129	8075	5563	3668	5100	758	1101	1069	318	154	875	89	53	262	214	38	57	103	24	44	4	13	25	42	16	5	5	12	1	0	5	7	2	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	61331	16608	10051	6399	6717	2295	2033	1673	901	601	1069	365	250	362	287	119	106	134	64	74	30	52	35	54	24	15	18	13	8	4	6	9	2	3	0	5	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	48283	8713	6109	3985	5593	821	1224	1166	340	150	915	93	46	297	215	38	58	103	26	56	6	16	23	45	17	7	7	12	4	0	6	8	2	1	0	4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	61823	16578	10151	6499	6820	2326	2095	1625	904	604	1031	358	274	402	320	111	110	114	64	88	38	43	36	37	28	12	12	24	7	4	7	2	8	3	0	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	48817	8693	6144	4093	5758	814	1272	1162	346	145	877	95	61	336	255	33	63	81	27	74	10	14	24	28	21	8	5	23	4	0	6	1	8	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	62091	16321	10163	6451	6889	2336	2074	1701	865	617	1008	359	277	424	290	112	116	110	51	86	43	31	46	30	23	10	11	21	6	3	3	2	8	3	0	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	49014	8507	6192	4070	5794	808	1300	1235	335	159	858	108	67	336	215	34	71	75	21	70	14	11	32	22	14	8	5	20	4	1	2	1	7	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	61832	16173	10271	6336	6847	2354	2057	1708	882	641	1062	371	280	408	317	116	143	99	54	81	50	28	66	38	21	5	7	20	10	3	8	0	9	2	1	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	48752	8423	6241	3963	5738	781	1303	1249	339	167	916	102	72	298	240	31	81	64	24	60	12	7	58	33	12	4	3	18	6	1	7	0	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	61655	16356	10276	6183	7039	2347	2022	1690	852	635	1077	364	275	417	309	129	139	104	60	84	46	31	76	40	21	5	6	20	9	2	9	1	3	2	2	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
