label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north11_active	80	10809	4562	14404	1058	2507	3632	2460	2343	247	288	165	272	141	205	117	350	38	16	149	40	37	43	15	2	2	19	6	11	2	2	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_all	80	34085	14266	17252	4892	4137	4303	3011	2599	839	682	488	451	293	295	203	404	103	77	144	68	57	82	29	8	13	29	11	15	10	3	2	7	3	3	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north12_active	80	10827	4492	14626	1034	2523	3526	2428	2230	252	292	175	249	126	196	124	371	36	19	122	46	42	70	16	2	2	21	5	10	5	1	2	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_all	80	33960	14101	17205	4803	4078	4289	3074	2593	868	658	511	478	312	296	190	360	98	89	145	53	52	87	34	7	14	22	9	10	7	4	2	5	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north13_active	80	10796	4399	14652	1026	2494	3530	2508	2223	268	259	196	271	139	200	120	327	36	23	124	34	34	74	19	0	3	16	5	7	4	1	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_all	80	33931	14089	17276	4769	4045	4370	3017	2645	877	623	477	449	311	313	212	377	95	79	136	51	57	93	40	10	16	19	8	11	6	4	3	1	0	6	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	10751	4496	14712	1009	2450	3580	2444	2267	290	239	195	250	155	212	130	345	32	22	111	31	40	80	25	1	2	10	4	6	3	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_all	80	33735	13985	16382	4716	3907	4226	2929	2482	883	610	513	436	340	302	187	348	95	73	141	40	52	105	41	14	17	17	6	12	4	5	5	5	0	6	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	10390	4467	13722	1012	2353	3383	2339	2094	292	226	205	243	183	200	108	306	24	17	122	25	36	91	28	3	2	9	2	9	1	0	1	3	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	33995	13880	15318	4814	3829	3961	2736	2345	880	594	496	415	309	287	165	339	89	65	160	40	47	85	44	15	13	14	7	11	7	5	4	4	0	5	3	3	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	9799	4239	12401	1066	2186	3060	2131	1951	269	203	189	218	163	174	91	301	20	13	141	24	34	75	32	4	1	3	2	9	2	1	0	3	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	33713	14006	14499	4797	3757	3697	2640	2175	866	600	519	388	302	282	156	288	88	69	158	51	39	115	41	14	11	11	5	11	9	4	2	4	3	3	4	3	2	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	9106	3913	11483	1027	2067	2773	1981	1775	238	208	192	184	146	168	91	248	16	10	137	29	26	107	28	4	0	1	2	9	3	1	0	3	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	33627	13815	13873	4884	3765	3454	2483	2047	850	585	496	376	278	242	163	282	100	85	157	56	46	101	28	14	9	15	8	12	10	5	3	4	3	2	3	3	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	8471	3610	10737	1077	1985	2481	1805	1650	221	197	168	176	120	133	90	244	18	15	135	26	27	91	17	2	0	2	3	5	4	1	0	3	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	33638	13798	14001	4920	3752	3527	2478	2083	837	624	508	393	289	235	184	220	100	76	124	50	37	96	30	11	14	13	11	12	7	3	3	1	3	3	3	1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	8458	3579	10951	1078	1958	2520	1802	1661	221	213	170	197	125	139	93	178	17	16	103	19	20	89	18	0	1	4	5	4	3	0	0	1	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	33775	13755	14168	4917	3753	3564	2474	2104	818	651	509	390	312	223	185	248	99	69	129	61	45	84	29	12	19	16	13	14	6	5	5	2	1	3	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	8533	3552	11097	1083	1948	2518	1804	1675	224	244	156	198	138	129	88	204	19	15	108	25	27	76	17	1	2	11	6	5	2	0	1	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	35130	28851	13635	10256	3167	2954	2793	1295	869	944	499	458	415	217	283	347	115	159	69	108	79	68	25	28	11	43	16	7	5	4	2	5	2	5	4	6	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	13105	23747	10451	8632	764	1838	2125	709	357	654	153	300	292	75	237	309	23	124	18	82	66	61	6	18	9	36	12	3	2	0	0	3	2	0	3	6	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	34970	28580	13458	10307	3171	2954	2774	1375	873	988	504	492	434	213	281	345	110	146	58	103	63	66	21	27	16	51	10	5	5	4	2	4	3	5	4	6	0	0	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	12954	23426	10293	8639	777	1828	2112	757	366	705	143	318	311	78	231	304	23	119	13	85	51	58	6	16	12	44	8	0	3	1	1	2	3	0	3	6	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	34570	28356	13451	10252	3195	2935	2664	1359	927	1009	521	495	456	216	315	283	110	114	64	93	62	70	21	25	21	44	5	10	6	5	4	4	1	3	3	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	12755	23235	10299	8581	780	1812	2002	735	382	720	139	324	326	71	263	242	27	88	16	78	49	60	8	15	16	38	1	0	3	2	3	1	1	0	3	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	34573	28318	13190	10284	3194	2940	2658	1373	916	973	529	520	416	215	332	277	101	124	60	91	50	92	18	23	24	34	5	10	6	5	5	4	2	1	3	1	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12726	23307	10041	8627	793	1835	2024	714	361	698	143	329	287	66	266	241	24	101	12	79	38	84	8	13	17	32	2	0	4	3	3	3	2	0	2	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	34782	28894	13476	10360	3159	2964	2728	1365	930	950	535	509	403	213	333	342	85	128	54	90	74	87	17	19	24	18	10	9	4	6	7	3	3	0	1	6	1	3	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	12703	23858	10316	8760	777	1878	2095	686	369	676	164	312	269	71	265	305	22	97	8	77	60	79	8	10	18	15	7	2	2	5	4	2	2	0	0	6	1	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	34877	29114	13571	10344	3088	2946	2730	1365	947	959	515	503	386	211	303	361	86	136	56	82	89	76	19	14	21	18	8	7	6	8	6	3	6	1	1	5	1	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	12753	24092	10346	8721	764	1882	2112	694	393	694	164	302	261	78	242	320	22	100	10	61	76	68	8	8	15	16	7	2	3	6	3	2	3	0	0	5	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	34764	28488	13255	10341	3068	2868	2640	1375	914	951	508	504	395	209	309	354	87	133	60	81	92	40	21	25	16	20	9	7	6	9	5	3	8	1	0	5	0	1	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	12374	23210	9911	8666	740	1795	2002	705	381	654	159	297	265	81	259	312	25	90	11	60	81	31	8	14	11	18	7	2	3	7	3	0	5	0	0	5	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	34464	27246	12496	9853	3087	2862	2564	1341	902	907	500	461	381	204	283	276	95	138	64	71	93	46	23	29	15	17	7	7	5	8	4	5	7	1	0	1	0	0	4	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
0.03	south28_active	80	11707	21754	9084	8103	697	1716	1906	674	357	596	149	268	249	70	231	230	28	94	14	54	85	32	4	12	11	15	4	1	2	4	3	2	4	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
0.03	south29_all	80	34322	25806	11849	9352	3123	2749	2470	1279	846	854	473	456	351	215	292	225	96	134	62	55	90	49	24	34	13	18	10	5	6	5	2	8	3	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
0.03	south29_active	80	11121	20171	8428	7532	652	1597	1768	616	313	537	132	258	240	74	236	187	23	98	11	40	81	33	4	13	9	16	6	0	3	2	1	5	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
0.03	south30_all	80	34118	25073	11521	9087	3115	2711	2542	1244	820	843	487	452	364	228	274	271	97	146	53	66	57	61	27	24	26	16	8	3	2	4	5	7	2	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
0.03	south30_active	80	10606	19233	8101	7169	618	1542	1786	583	269	534	126	247	242	65	216	231	18	110	11	51	49	43	2	6	22	12	5	0	1	2	2	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
0.03	south31_all	80	34942	28947	13457	10522	3171	2938	2553	1423	952	1020	487	486	424	215	261	321	102	119	56	63	76	85	40	22	16	40	16	9	3	1	7	2	6	1	3	3	5	0	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
0.03	south31_active	80	12618	23914	10244	8877	850	1848	1921	791	362	741	155	335	292	77	198	291	20	87	14	40	63	73	10	10	10	36	12	1	1	0	3	2	4	0	2	3	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south32_all	80	35050	28819	13711	10645	3247	2941	2515	1349	925	1011	482	461	421	214	261	314	110	100	57	54	70	98	33	22	16	46	9	11	1	9	6	2	2	3	2	3	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south32_active	80	12658	23856	10528	9022	848	1853	1861	726	361	723	162	295	289	65	205	291	25	77	16	36	56	82	10	9	8	43	6	1	1	5	3	2	0	1	1	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_all	80	34944	28747	13719	10698	3202	2976	2590	1341	930	980	470	456	426	211	286	330	119	114	52	61	70	95	28	20	13	45	10	10	2	18	4	4	1	3	1	3	2	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south33_active	80	12660	23831	10575	9077	791	1902	1948	706	355	690	158	296	303	66	213	303	22	91	13	47	58	80	7	7	7	42	7	1	2	13	1	2	0	1	1	3	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south34_all	80	34882	28579	13672	10954	3325	2951	2587	1354	902	944	486	462	451	209	307	278	112	122	53	63	66	82	23	20	11	47	10	12	1	18	3	2	2	2	0	4	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	south34_active	80	12762	23725	10555	9322	815	1886	1961	716	336	671	151	296	328	65	240	240	18	95	14	54	56	68	5	7	4	45	8	1	1	13	1	0	0	1	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south35_all	80	34705	28643	13515	10772	3267	2939	2606	1414	899	926	499	463	426	206	297	320	105	135	50	79	80	71	22	20	17	21	16	14	4	10	3	4	1	0	1	3	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	12724	23837	10396	9123	827	1904	1970	742	349	644	162	296	305	70	228	276	20	102	9	63	66	54	1	5	12	20	14	1	2	9	1	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	34949	28370	13188	11013	3222	2976	2635	1374	918	886	492	500	446	220	284	316	91	124	64	95	76	50	28	15	27	31	12	12	4	3	6	3	1	0	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	12665	23611	10016	9325	789	1929	1971	720	349	616	150	328	312	72	234	271	17	90	15	77	61	38	2	5	24	28	10	2	1	1	3	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	34835	27365	12617	10310	3130	2864	2600	1283	930	853	500	489	394	206	251	279	94	138	56	89	66	51	26	20	39	23	14	11	4	3	5	4	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	11977	22316	9367	8588	712	1767	1889	654	353	603	162	289	254	65	197	241	21	104	19	67	44	38	2	8	38	19	8	1	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	34859	26146	12124	10018	3136	2813	2434	1235	934	832	502	473	362	203	261	249	90	122	62	87	61	53	29	21	39	40	18	7	3	3	5	3	0	1	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	11360	20745	8662	8180	668	1681	1727	611	342	578	152	272	232	65	201	216	17	93	19	68	39	41	3	7	37	34	10	1	1	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	34616	24818	11557	9154	3147	2673	2382	1226	904	812	500	448	377	207	259	218	88	113	69	91	65	81	26	25	25	31	17	5	5	2	7	1	3	1	1	1	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south39_active	80	10758	19272	8131	7236	610	1513	1626	593	322	539	140	236	238	55	188	192	16	82	25	70	46	70	4	6	21	26	7	0	2	1	5	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south40_all	80	34307	24662	11518	8914	3189	2683	2387	1206	918	817	489	434	383	233	257	239	78	96	62	91	64	74	19	26	21	35	16	5	6	1	6	2	3	1	1	1	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south40_active	80	10578	18966	8048	6911	600	1559	1609	577	327	533	142	234	240	68	190	202	13	66	20	72	49	61	4	6	16	30	8	0	4	1	4	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
