label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64
0.03	north6_all	80	46220	21092	10138	9387	3949	4838	2883	1861	1646	1507	1633	537	433	982	570	249	186	173	129	135	79	57	58	37	45	31	19	53	14	17	24	7	8	10	4	8	9	2	5	2	2	4	1	3	1	1	0	0	3	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	27822	13599	5174	7018	893	3733	1879	1015	1040	1158	1386	195	168	874	469	75	63	70	36	65	13	26	16	15	29	19	7	42	10	16	20	2	4	8	1	5	5	0	0	1	1	0	0	2	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	46084	20952	10086	9618	3864	4759	2931	1857	1568	1433	1541	554	431	1019	636	252	167	177	119	146	83	58	56	38	41	35	19	42	28	14	24	9	6	10	10	7	10	1	5	2	1	5	1	3	1	1	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_active	80	27728	13520	5127	7287	883	3667	1865	1006	980	1079	1331	204	156	886	540	72	46	67	32	83	14	26	18	14	25	20	5	32	23	12	20	3	2	6	3	4	6	0	1	1	1	1	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	46442	20975	10104	9573	3909	4888	2883	1808	1592	1482	1468	582	434	995	658	252	183	180	123	153	81	61	49	39	43	29	18	41	33	38	24	21	6	10	12	6	17	2	6	2	1	3	0	2	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0
0.03	north8_active	80	27934	13462	5148	7250	842	3833	1868	954	987	1115	1249	209	164	864	556	70	57	59	31	90	19	31	14	13	22	13	3	35	27	35	16	3	1	7	3	3	9	1	4	1	1	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	north9_all	80	46343	20914	10286	9492	3954	5018	2923	1806	1622	1465	1531	604	414	1060	662	253	185	162	114	140	79	65	53	45	45	38	22	46	39	33	27	23	4	12	12	8	14	1	5	3	2	1	0	1	3	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0
0.03	north9_active	80	27734	13430	5256	7170	859	3951	1864	966	1041	1099	1310	224	153	924	551	66	61	52	28	78	19	33	16	15	21	16	4	38	29	28	21	5	0	3	4	5	7	1	4	3	1	1	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0
0.03	north10_all	80	46398	20849	10405	9322	3860	5104	2796	1787	1619	1496	1626	600	437	1005	638	251	206	139	124	124	72	57	58	42	50	46	21	52	26	42	20	27	3	10	4	6	16	2	3	2	2	1	2	1	2	1	0	1	0	5	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0
0.03	north10_active	80	27785	13367	5398	6982	837	4040	1818	956	1072	1108	1401	221	173	888	523	74	66	39	33	66	18	33	18	13	22	27	4	44	14	35	13	9	0	2	1	5	8	1	3	2	1	1	2	0	2	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0
0.03	north11_all	80	46092	20883	10583	9435	3977	5134	2945	1871	1586	1552	1705	602	474	984	637	251	182	154	127	122	89	64	49	46	45	33	25	41	23	19	17	20	4	8	5	3	10	4	5	5	3	0	2	0	0	3	0	6	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	27245	13233	5456	7013	918	4047	1977	1007	1037	1160	1459	224	208	866	514	72	55	55	31	75	21	26	10	7	24	19	8	35	10	17	8	12	1	3	1	0	8	3	2	4	2	0	2	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	45859	21077	10520	9205	3889	5005	2883	1895	1558	1575	1781	582	460	991	624	233	172	146	117	138	83	66	52	41	47	38	24	42	21	20	15	20	7	9	4	3	11	2	1	4	3	2	2	1	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	26974	13355	5406	6798	858	3962	1938	1006	1012	1173	1517	210	189	871	522	57	55	55	28	79	20	30	12	7	22	21	7	36	9	16	8	10	2	3	0	0	8	2	0	4	3	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	46270	21328	10440	9093	3883	5030	2901	1919	1629	1514	1727	584	456	903	620	231	162	160	128	121	91	68	58	42	46	33	28	45	19	22	13	20	9	11	5	8	7	4	1	2	3	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	27474	13551	5371	6712	837	4003	1981	1062	1065	1127	1478	198	175	789	514	49	50	50	28	61	20	28	14	9	21	22	7	36	10	16	8	11	2	4	0	5	5	2	0	2	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	46338	21246	10230	9235	3847	5076	2807	1867	1656	1559	1697	553	487	840	645	245	156	161	129	111	91	82	51	40	46	39	29	55	17	17	12	16	7	8	5	8	9	3	1	3	2	4	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	27713	13619	5254	6813	825	4050	1905	1028	1089	1179	1452	187	184	721	528	60	48	43	24	57	18	38	11	10	12	26	6	46	8	11	9	9	1	4	1	6	4	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	46485	21323	10241	9424	3841	5102	2811	1915	1651	1524	1673	576	477	809	656	248	163	162	128	99	91	83	52	34	52	48	23	74	17	16	17	10	7	8	7	12	9	5	3	4	1	3	1	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	27825	13695	5223	7082	835	4065	1881	1043	1076	1179	1434	199	181	691	543	70	46	51	27	56	17	38	11	8	17	35	3	65	11	13	14	5	0	4	1	8	6	1	1	2	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	46246	21058	10365	9527	3861	5158	2954	1881	1580	1593	1687	596	503	834	611	259	168	157	121	104	87	80	61	33	49	48	22	70	20	21	19	6	6	5	7	9	12	8	4	3	1	2	1	1	2	0	1	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	27763	13473	5362	7188	873	4120	2001	1000	1033	1261	1451	220	208	711	503	83	43	52	25	69	16	34	12	8	16	35	3	60	16	18	16	4	0	3	1	7	8	3	3	1	0	0	0	1	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	46100	21301	10353	9492	3972	5257	2937	1859	1544	1605	1725	613	500	805	584	245	190	138	110	113	87	63	65	42	52	46	24	59	31	30	30	6	7	5	5	15	9	7	5	3	1	2	0	1	2	0	1	0	1	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	27627	13645	5335	7154	892	4221	1976	964	1015	1245	1490	231	205	688	487	87	55	52	29	78	16	22	15	16	23	33	2	54	26	26	25	4	0	3	1	12	6	3	3	2	0	1	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	46149	21254	10478	9500	3987	5184	3006	1848	1534	1577	1741	593	506	813	624	235	197	142	104	136	91	64	68	47	50	36	20	48	36	33	22	12	8	5	7	19	8	6	4	1	1	2	0	1	4	1	1	0	3	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	27721	13543	5438	7112	862	4076	2049	939	997	1233	1475	214	209	702	520	86	62	52	24	93	16	24	15	20	21	22	4	40	31	26	16	8	1	3	1	17	6	2	3	1	0	1	0	0	4	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	46480	21290	10398	9358	4057	5237	2909	1841	1520	1519	1726	582	514	908	649	224	198	158	115	144	83	57	66	45	53	26	27	47	27	35	27	17	7	8	4	17	8	5	1	2	1	3	0	1	4	3	0	1	3	0	0	1	0	6	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_active	80	27888	13668	5309	6948	878	4112	1941	956	962	1159	1457	215	219	792	542	78	69	63	25	98	20	25	18	18	21	15	9	42	23	27	20	12	1	5	1	16	5	1	0	1	0	1	0	0	4	3	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	46216	21005	10413	9156	3977	5191	2899	1922	1552	1431	1745	586	518	934	674	209	198	155	128	138	87	69	67	37	55	31	22	53	31	37	19	14	10	14	4	9	7	5	1	1	1	3	0	0	2	3	0	2	2	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	27601	13531	5426	6856	884	4057	1914	1026	1012	1080	1466	222	208	818	557	62	71	64	25	86	22	32	16	9	23	18	8	46	24	29	8	10	2	6	1	9	5	1	0	0	0	0	0	0	2	3	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	48835	15478	18803	5907	3972	4072	4369	1596	2093	912	1535	754	451	927	301	329	193	138	171	110	129	79	74	65	112	37	58	20	17	16	13	17	10	6	3	17	5	4	5	3	5	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	31060	3758	15667	1709	963	2818	3618	556	1653	288	1305	424	162	806	92	218	72	31	101	27	92	29	23	50	99	13	45	7	4	10	8	13	4	4	2	16	3	2	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	49003	15582	18929	5943	4008	4039	4388	1587	1999	952	1578	756	462	893	310	333	196	132	153	108	115	76	65	65	94	39	60	17	23	13	16	17	12	6	3	17	6	3	5	0	6	2	1	0	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	31045	3790	15778	1704	963	2787	3647	530	1553	280	1326	423	172	779	103	222	66	35	93	31	80	30	19	48	81	9	46	5	8	10	11	12	4	5	2	16	4	1	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	49038	15331	18979	5805	3965	4121	4571	1597	2006	968	1595	769	475	916	309	354	194	139	155	123	151	81	75	78	87	33	64	9	19	11	11	13	10	8	6	8	4	1	3	0	4	2	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	31210	3728	15819	1674	929	2821	3832	528	1561	289	1331	433	187	802	109	243	70	37	96	33	105	37	31	45	77	12	55	3	7	10	7	8	2	7	3	6	2	1	2	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	48853	15479	19075	5753	3860	4026	4631	1590	1982	980	1595	773	497	893	314	376	203	139	157	115	157	80	79	65	80	28	63	10	24	11	12	10	9	7	7	8	4	1	1	1	4	2	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	31035	3746	16039	1699	870	2727	3918	536	1527	270	1326	461	183	780	111	255	72	35	91	31	116	43	32	33	70	12	52	4	6	10	6	7	2	5	2	5	4	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	48986	15616	19011	5694	3861	4106	4681	1579	1995	964	1619	745	467	854	318	346	203	130	152	100	182	80	78	61	92	33	59	18	24	15	18	13	9	8	8	17	8	2	1	1	4	0	1	1	1	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	31024	3805	16034	1707	855	2736	3965	527	1540	278	1358	441	162	737	112	211	69	33	85	25	137	38	37	29	82	16	48	7	7	12	12	7	3	3	1	12	6	0	1	0	3	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	48742	15731	18968	5711	3915	4121	4782	1620	2058	931	1700	750	460	852	288	348	197	135	157	98	176	78	75	54	76	34	60	20	19	13	19	14	10	9	6	14	6	3	1	1	3	0	1	1	1	3	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	30804	3874	15965	1707	875	2758	4068	568	1601	276	1438	461	155	730	103	215	68	36	88	22	138	42	29	38	65	21	46	6	5	10	14	6	4	5	0	11	4	1	1	0	2	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_all	80	49082	15642	18898	5790	3990	4081	4563	1618	2071	931	1773	724	439	829	266	331	202	142	146	104	151	64	74	62	81	38	64	22	21	15	19	15	6	8	4	12	9	5	1	2	4	2	1	2	1	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	30950	3858	15860	1716	892	2752	3864	558	1626	273	1519	435	165	704	95	199	74	40	87	25	116	30	29	47	70	20	44	10	6	10	14	7	3	3	0	10	7	1	1	0	3	1	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	49093	15648	19091	5769	3947	4004	4471	1634	2036	929	1682	731	437	871	263	341	212	160	154	105	137	72	65	71	99	43	71	16	19	14	14	17	5	9	7	3	7	4	2	3	3	3	1	2	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	30980	3921	15961	1690	893	2697	3764	576	1583	259	1419	429	174	767	96	231	73	54	91	25	109	32	23	52	81	16	56	9	5	7	10	12	2	5	1	2	7	1	1	0	3	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	48648	15697	19054	5922	3966	4029	4265	1658	1967	921	1601	702	449	914	258	327	212	167	151	97	127	75	63	72	112	43	65	13	23	13	10	15	4	8	7	4	6	5	2	3	3	3	0	2	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	30626	3897	15920	1734	862	2739	3543	604	1521	263	1341	411	182	793	93	215	83	52	90	27	100	30	20	49	97	19	51	8	10	6	6	11	1	6	3	3	6	2	0	0	3	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	48485	15424	19013	5946	3971	3988	4436	1621	1909	907	1580	670	463	989	293	343	207	174	147	95	128	81	65	60	123	41	60	13	26	15	14	22	5	7	9	4	1	3	2	4	1	1	1	2	3	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	30547	3846	15904	1720	879	2678	3709	564	1463	260	1320	392	175	862	112	236	90	49	92	26	100	37	30	37	107	19	51	9	11	6	6	18	2	4	3	3	1	2	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	48186	15699	18589	5712	3927	4204	4545	1648	1962	854	1644	725	445	781	285	323	192	175	152	110	125	79	59	61	73	22	81	19	15	19	21	18	9	9	9	2	6	5	4	2	5	3	2	0	4	0	1	2	0	1	0	8	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south31_active	80	30421	3885	15563	1681	922	2859	3844	564	1472	261	1415	419	161	656	101	203	69	57	76	33	85	47	17	33	68	5	75	6	7	7	9	13	2	3	1	1	4	5	0	1	2	1	0	0	1	0	1	1	0	0	0	8	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south32_all	80	48015	15676	19122	5755	3916	4178	4470	1638	2042	882	1579	749	449	818	295	317	192	179	165	107	149	63	54	71	92	30	67	20	19	21	20	20	11	8	9	4	7	5	3	3	8	4	2	0	5	0	1	1	0	2	0	7	1	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south32_active	80	30159	3899	16096	1698	898	2851	3766	587	1527	263	1349	446	159	687	102	193	69	62	90	32	108	34	19	49	87	10	62	5	8	7	9	14	4	4	3	3	5	5	0	1	5	1	0	0	3	0	1	0	0	1	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south33_all	80	48116	15596	19587	5721	3941	4162	4570	1613	2028	891	1528	705	438	901	294	296	187	175	186	115	152	76	56	83	109	40	76	19	17	25	19	19	7	11	11	4	7	3	4	4	8	6	1	0	4	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	30288	3892	16517	1723	902	2862	3847	576	1567	272	1278	407	172	768	92	192	64	57	109	36	115	47	25	65	101	16	66	4	5	6	9	13	2	6	5	3	5	2	1	2	5	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_all	80	48051	15678	19452	5758	3952	4118	4677	1570	2100	907	1535	671	456	877	321	297	194	166	181	126	168	96	59	91	112	41	55	21	15	24	15	17	6	10	11	10	14	3	2	3	10	5	2	1	3	1	0	7	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	30204	3897	16408	1755	891	2797	3936	559	1591	261	1288	367	187	751	114	205	63	59	102	39	132	61	26	70	103	19	44	8	3	6	9	10	3	6	5	8	11	1	1	2	6	1	0	1	2	0	0	7	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	48135	15633	19281	5798	3963	4095	4746	1615	2071	901	1545	636	465	910	317	279	199	157	168	114	180	99	68	99	114	35	64	20	15	22	15	14	3	8	9	16	8	5	2	5	2	3	2	1	3	1	0	7	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	30326	3920	16228	1785	905	2773	4018	554	1568	256	1309	358	205	792	128	191	60	56	93	35	151	59	29	76	103	14	51	9	2	7	8	10	1	5	4	14	6	1	1	2	1	1	1	1	2	0	0	7	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	48144	15671	18800	5792	3947	4200	4578	1615	2028	885	1561	680	486	855	303	299	224	146	129	132	161	97	63	77	74	32	60	24	13	18	12	15	3	6	8	16	7	5	2	4	3	2	2	1	1	2	0	8	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	30391	3916	15753	1728	896	2839	3863	555	1520	249	1335	382	198	748	128	218	66	44	59	37	133	54	25	53	66	13	50	11	2	6	7	12	1	4	5	14	6	1	1	2	2	0	1	1	0	1	0	7	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	48306	15666	18458	5851	3970	4127	4610	1611	2037	869	1522	693	494	900	300	317	213	145	143	117	169	92	59	81	70	30	69	27	15	16	12	9	4	6	3	12	6	3	2	3	3	1	2	2	2	2	0	2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	30398	3938	15336	1743	904	2833	3936	560	1562	235	1282	407	195	800	126	229	70	43	79	37	134	45	21	57	59	9	58	9	4	8	6	6	1	3	2	11	6	0	0	1	2	0	1	1	0	1	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	48404	15525	18428	5727	3928	4111	4632	1621	2016	896	1489	704	466	820	274	327	209	147	139	108	176	87	52	73	58	34	66	29	16	17	9	10	6	3	4	8	9	2	2	3	3	2	2	2	1	2	0	2	0	0	5	0	0	0	0	0	0	3	0	1	0	0	0	0	0
0.03	south38_active	80	30684	3935	15367	1671	897	2822	3949	546	1550	247	1243	415	173	711	80	225	78	43	85	32	141	44	19	49	46	11	46	11	7	10	3	6	1	1	2	7	7	1	0	1	1	1	2	1	0	1	0	1	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south39_all	80	48438	15437	18446	5713	3942	4007	4494	1576	2071	922	1447	662	445	885	290	329	195	154	143	95	165	90	57	63	67	38	55	21	14	19	14	9	8	3	5	6	9	10	1	2	3	2	2	2	1	2	1	1	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0
0.03	south39_active	80	30740	3825	15366	1664	906	2735	3813	541	1570	253	1183	403	155	785	88	217	79	50	90	28	128	46	18	39	54	14	37	10	6	9	8	5	1	1	1	5	7	9	0	1	1	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south40_all	80	47772	15351	18918	5646	3929	3865	4378	1572	1989	949	1454	611	442	844	304	324	197	158	141	85	166	80	65	64	70	36	76	25	9	22	15	12	12	4	6	7	13	11	0	2	2	1	2	2	2	2	1	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
0.03	south40_active	80	30333	3736	15958	1661	912	2596	3666	551	1476	277	1181	358	151	738	83	213	82	51	86	26	123	39	24	32	61	19	59	12	4	10	9	9	2	2	1	5	9	10	0	1	1	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
