label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north1_all	80	3966	3102	2257	672	416	345	349	186	114	99	217	54	56	25	28	25	34	18	11	32	24	2	10	3	1	2	4	0	3	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
0.03	north1_active	80	1521	2339	1894	331	79	146	256	80	32	56	179	32	37	3	20	10	24	7	6	31	23	0	8	3	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	3952	3056	2233	634	405	338	344	178	115	114	211	56	62	28	32	25	36	17	12	33	28	2	12	1	1	3	4	1	4	0	0	0	1	0	1	13	0	0	0	0	1	0	0	0
0.03	north2_active	80	1514	2304	1866	305	77	148	251	60	28	69	174	34	43	5	22	15	27	5	7	33	26	0	10	1	0	3	0	0	0	0	0	0	1	0	1	13	0	0	0	0	0	0	0	0
0.03	north3_all	80	4021	3085	2288	655	393	344	328	185	130	121	192	57	47	39	37	20	28	13	6	28	31	4	15	2	1	2	2	2	4	0	0	0	2	0	1	13	1	0	0	0	0	0	0	0
0.03	north3_active	80	1542	2365	1883	314	81	151	240	53	31	75	163	32	31	6	27	10	20	4	3	27	26	1	13	2	1	2	0	0	0	0	0	0	1	0	1	13	0	0	0	0	0	0	0	0
0.03	north4_all	80	4102	2996	2248	655	402	329	339	197	121	134	209	57	48	47	35	18	34	16	7	19	19	4	14	7	2	2	1	3	4	1	0	1	2	0	0	13	1	0	0	0	0	0	0	0
0.03	north4_active	80	1570	2298	1847	305	91	142	262	64	26	75	194	36	31	10	25	11	28	5	4	18	14	1	12	7	1	2	0	1	0	1	0	0	1	0	0	13	0	0	0	0	0	0	0	0
0.03	north5_all	80	4066	3062	2197	681	408	330	348	183	128	142	247	54	58	46	40	19	31	18	11	14	22	4	13	8	3	0	1	2	3	1	0	2	1	0	0	13	1	1	0	0	0	0	0	0
0.03	north5_active	80	1582	2348	1817	323	90	141	273	59	29	78	233	30	37	10	25	15	25	8	7	13	15	1	12	8	1	0	0	1	0	1	0	1	0	0	0	13	0	1	0	0	0	0	0	0
