label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	8110	3463	2054	3623	876	1284	446	268	369	313	127	109	74	121	40	44	35	28	46	23	20	8	11	6	6	6	4	2	5	4	3	0	3	2	1	0	8	1	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north1_active	80	2077	921	517	3146	219	1077	137	58	267	229	21	26	35	79	11	15	8	8	38	5	16	1	2	4	0	0	1	0	4	3	3	0	1	2	1	0	7	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	8229	3475	2056	3271	840	1206	463	289	366	294	129	117	71	126	42	53	29	27	26	20	21	9	7	6	7	4	3	2	3	4	3	0	4	2	0	0	8	2	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north2_active	80	2138	933	510	2785	221	976	129	72	266	194	19	29	36	87	10	18	9	8	18	4	14	0	0	3	1	0	1	0	2	3	3	0	2	2	0	0	7	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	8099	3464	1989	2965	834	1130	463	309	362	284	136	112	66	121	49	58	26	24	29	18	29	7	7	6	2	6	6	2	2	3	1	1	3	2	1	1	1	2	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	2157	937	477	2499	215	910	135	84	260	188	30	32	29	91	14	18	9	7	19	3	22	0	1	2	1	1	0	1	1	1	0	0	2	2	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	8186	3491	1942	2867	835	1189	475	330	340	294	129	106	75	106	48	49	22	22	33	20	22	8	6	6	2	8	5	1	1	1	1	1	2	1	1	2	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
0.03	north4_active	80	2187	912	481	2413	211	952	129	96	242	187	30	23	27	74	11	17	10	8	22	3	16	0	3	0	1	2	0	1	1	0	0	0	2	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	8217	3503	1915	2883	833	1186	456	341	293	276	135	113	76	112	43	36	31	25	30	19	25	7	7	7	2	7	4	2	2	1	1	2	5	0	1	3	1	1	3	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0
0.03	north5_active	80	2196	939	464	2422	206	955	124	100	195	173	33	27	25	80	14	9	12	5	19	5	17	0	3	0	1	2	0	1	2	0	0	1	5	0	0	2	0	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	8227	3500	1838	2884	833	1168	442	329	288	281	137	108	83	112	48	38	35	28	37	20	24	7	12	6	2	8	3	2	3	0	3	1	3	0	0	2	1	1	8	2	1	0	0	1	1	1	0	2	0	0	0	0	0	0
0.03	north6_active	80	2211	906	444	2434	199	934	119	97	185	173	33	26	24	75	17	7	12	9	24	4	17	1	3	1	1	3	1	0	2	0	1	1	3	0	0	1	0	1	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8177	3491	1876	2915	834	1119	433	314	303	269	145	112	79	102	47	41	36	32	36	25	18	8	12	7	3	3	2	2	3	1	3	2	4	0	0	2	1	2	8	2	1	0	0	0	1	1	0	0	1	0	0	0	0	0
0.03	north7_active	80	2178	891	459	2466	207	895	102	83	204	168	40	23	27	66	17	7	13	9	24	7	10	2	2	2	1	1	1	0	1	0	2	2	4	0	0	1	0	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8092	3532	1909	2963	856	1167	440	322	337	288	156	110	87	101	62	52	34	33	39	21	15	9	14	8	1	3	3	2	3	1	4	2	1	2	0	1	0	3	6	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0
0.03	north8_active	80	2144	924	477	2519	213	950	106	86	232	192	37	17	37	69	20	11	8	10	24	5	10	4	2	4	0	1	2	1	1	0	2	2	1	2	0	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8075	3505	1881	2849	851	1154	457	330	347	313	154	104	88	104	61	54	30	30	48	21	13	11	11	11	1	4	2	2	3	1	3	1	2	2	0	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	2136	963	477	2386	219	910	100	88	236	223	38	18	36	77	17	15	12	9	33	7	9	3	1	5	0	1	2	1	0	0	2	1	2	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	8098	3483	1910	2786	852	1149	461	350	336	297	155	103	97	87	60	48	36	25	49	12	20	15	11	9	0	5	3	6	3	2	2	0	2	2	0	1	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	2110	975	480	2300	213	897	111	95	224	210	34	18	40	70	15	13	10	8	33	5	17	2	3	4	0	0	2	2	1	0	1	0	2	2	0	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	8146	3587	1947	4246	849	1632	434	308	416	354	136	118	101	114	52	56	41	27	49	17	36	11	7	4	6	6	11	3	6	1	1	6	7	4	2	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1964	856	482	3837	217	1418	124	91	305	276	41	28	42	89	20	12	15	8	36	1	28	3	1	1	3	2	7	3	3	1	0	2	6	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	8289	3562	1975	4346	877	1663	448	311	404	315	128	122	97	122	47	59	40	28	44	22	37	13	6	5	9	4	10	4	4	2	2	8	7	6	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1964	874	512	3928	225	1464	136	96	276	231	41	28	39	105	17	13	17	7	28	3	30	4	1	3	3	1	5	3	1	2	0	4	6	5	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	8308	3477	1994	4252	882	1501	467	314	436	300	125	112	94	116	47	52	45	27	30	18	28	12	12	6	12	4	10	3	3	2	2	8	9	4	1	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north13_active	80	2004	886	525	3837	234	1314	141	89	310	227	38	27	37	95	15	15	14	10	16	4	21	6	3	3	3	1	5	2	2	2	0	4	9	3	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	8360	3437	2028	4180	861	1601	464	307	452	309	132	97	83	142	46	57	46	29	37	19	26	12	14	6	11	3	6	3	5	5	1	4	13	2	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north14_active	80	2028	836	543	3775	229	1399	151	77	322	233	38	24	31	120	14	15	18	11	19	6	20	7	4	4	2	2	1	1	3	5	0	3	13	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north15_all	80	8261	3488	2044	4296	860	1603	463	319	425	300	131	89	91	157	61	49	47	27	52	15	34	8	15	8	7	3	4	2	8	6	2	2	14	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north15_active	80	2009	835	543	3923	233	1388	156	81	307	224	36	21	44	131	16	11	20	12	34	5	27	5	6	4	0	2	2	0	6	5	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north16_all	80	8169	3532	1975	4064	829	1527	435	331	434	332	141	103	93	156	66	46	42	29	69	15	42	9	15	8	2	2	4	3	9	5	1	2	14	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	2023	843	527	3682	217	1308	148	79	321	253	38	22	44	131	16	8	19	11	50	4	36	3	7	4	0	2	2	1	6	3	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	8187	3550	1910	3696	859	1336	438	356	409	302	144	109	115	121	70	46	44	33	71	18	36	9	11	7	6	4	4	3	7	6	2	1	9	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2083	877	507	3278	216	1120	144	97	296	222	35	24	52	101	14	7	23	12	52	5	31	2	6	4	0	2	3	1	4	4	2	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	8261	3487	1895	3143	846	1229	454	348	372	312	148	115	109	92	67	42	32	32	58	17	31	9	11	7	8	5	3	2	4	4	2	1	2	0	1	1	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2183	926	486	2687	212	996	147	91	266	225	39	29	42	67	13	8	17	11	43	5	25	1	6	4	1	2	2	1	2	2	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	8329	3419	1922	2752	834	1186	434	329	355	271	145	117	96	85	66	37	31	29	30	14	19	6	10	6	9	6	2	1	4	4	1	1	0	0	0	2	3	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	2275	947	482	2266	206	937	137	98	242	192	37	38	32	56	16	12	12	9	20	5	13	1	3	2	2	2	1	0	2	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	8308	3432	1984	2771	832	1178	416	305	333	265	149	108	90	90	64	38	30	27	28	12	16	6	12	7	7	5	2	1	3	5	1	2	1	0	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	2230	955	484	2281	233	918	123	86	226	196	40	37	30	57	19	14	12	6	18	3	13	1	3	2	2	2	0	0	2	2	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	27954	3471	3476	1208	1037	776	1084	397	281	244	155	284	100	118	70	69	32	31	21	19	19	15	10	11	11	15	5	4	4	1	7	2	2	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	25278	977	2649	270	612	494	876	216	149	141	35	230	56	97	46	44	15	12	9	12	11	4	6	10	8	12	3	3	1	0	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	29546	3500	3602	1222	1060	794	1101	428	297	250	152	292	92	143	79	55	36	25	18	23	19	14	10	8	13	13	7	2	3	2	6	2	3	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	26821	1011	2749	260	646	531	916	239	155	150	34	246	46	127	49	39	22	12	7	12	11	3	5	7	9	11	4	1	2	1	6	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	29573	3544	3612	1227	1040	781	1144	403	314	250	142	288	94	154	69	58	37	35	16	23	18	14	9	3	10	6	7	2	4	3	3	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	26849	1032	2771	264	621	537	966	232	166	154	38	241	44	131	42	49	18	21	5	11	8	2	4	3	7	4	5	1	2	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	28969	3453	3652	1222	1040	792	1121	403	302	248	147	277	92	172	80	56	36	31	20	24	17	14	12	4	12	11	7	2	4	6	4	0	3	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	26326	1007	2824	259	616	532	963	233	160	159	42	230	45	146	54	45	16	19	4	12	7	2	6	3	9	9	5	1	2	5	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	28959	3483	3460	1227	1051	799	1135	424	315	248	145	263	97	160	69	61	35	32	25	19	15	12	18	6	8	19	3	3	4	6	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	26307	1034	2679	280	617	535	980	256	174	163	51	222	53	133	49	48	10	19	7	9	7	2	10	2	7	19	2	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	28357	3495	3398	1202	1098	785	1165	387	303	235	157	248	99	160	82	67	36	33	27	19	13	15	22	7	10	19	2	2	1	10	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	25724	1049	2633	263	651	519	1003	218	164	151	49	209	61	138	59	52	14	16	9	10	7	2	13	3	9	18	1	1	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_all	80	28101	3503	3401	1237	1140	789	1140	395	302	253	145	268	112	150	76	65	34	31	22	17	17	8	16	6	11	13	3	3	1	10	1	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	25473	1029	2622	273	683	524	982	222	162	162	44	223	67	128	55	52	15	16	8	9	9	1	9	2	10	12	3	0	1	8	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south28_all	80	28224	3475	3458	1263	1102	818	1108	381	293	239	143	260	119	149	99	65	39	34	17	21	21	9	14	9	10	3	5	2	3	8	1	2	2	2	2	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	25578	997	2664	298	647	531	946	211	153	148	43	218	66	122	74	55	17	19	5	9	13	3	10	4	9	2	5	0	3	6	1	2	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	27859	3458	3461	1293	1054	842	1081	389	267	239	143	264	124	134	100	61	36	37	21	18	20	9	20	9	17	5	5	2	3	5	0	2	2	2	2	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	25200	995	2644	284	612	556	913	217	140	159	41	214	68	105	78	49	16	21	7	6	10	4	18	5	16	3	5	0	2	3	0	2	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	26871	3483	3406	1294	997	877	1046	389	249	224	138	271	115	106	90	66	37	35	21	20	25	10	22	15	17	9	3	1	3	2	3	4	1	2	2	0	2	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south30_active	80	24113	996	2601	303	567	573	859	209	128	139	36	224	57	80	70	52	17	19	7	7	12	4	18	11	16	4	2	0	2	1	1	4	0	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	south31_all	80	21091	3551	3004	1286	1011	785	933	367	263	232	138	232	79	122	70	68	33	35	19	19	20	13	17	10	19	6	10	3	1	5	3	1	2	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1
0.03	south31_active	80	18019	1021	2065	377	525	449	741	158	116	133	41	184	28	79	40	46	21	12	1	6	12	4	11	6	18	5	5	0	1	3	3	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	25214	3549	3383	1276	1039	816	1050	363	243	257	137	275	79	119	79	64	27	32	20	21	20	15	13	8	21	8	8	3	1	4	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	22330	1025	2453	333	579	505	876	177	116	160	29	228	34	80	53	45	14	14	3	8	12	6	8	4	19	4	4	0	1	3	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	28374	3530	3582	1250	1062	834	1151	366	252	271	133	254	97	102	78	76	27	32	25	24	21	12	12	12	22	10	4	3	1	5	4	2	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	25677	1037	2736	284	615	524	986	195	136	174	33	219	46	68	57	57	12	14	6	14	11	3	9	5	21	7	2	0	1	3	3	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	28038	3474	3513	1253	1065	790	1105	344	263	250	140	260	106	97	80	71	34	26	30	29	29	13	12	12	26	23	7	2	1	3	3	2	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	25312	1005	2683	284	619	477	929	194	138	159	36	222	51	70	64	51	16	9	9	13	16	4	9	3	24	20	3	1	1	2	2	2	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	28246	3535	3518	1227	1022	801	1073	347	290	234	147	226	96	101	68	90	39	21	27	28	28	16	13	16	19	23	7	4	3	2	0	6	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	25551	1023	2687	276	587	499	876	204	149	151	36	186	45	76	53	67	18	6	8	11	17	6	11	8	15	22	2	2	1	1	0	6	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	28291	3459	3545	1230	1052	798	1075	369	291	245	137	236	94	109	70	84	35	24	20	16	30	18	15	13	15	24	9	4	4	3	1	11	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	25582	1016	2718	283	599	514	887	218	139	170	34	196	48	83	51	60	18	6	4	4	18	5	13	6	11	22	5	2	1	3	0	11	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	28098	3382	3558	1240	1059	794	1129	424	280	255	144	263	105	145	68	82	38	26	18	19	23	14	18	11	9	24	10	4	4	7	6	13	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	25386	983	2723	310	614	516	943	251	133	176	37	218	64	120	49	53	17	4	4	6	16	4	17	6	4	20	6	1	0	3	4	12	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	27722	3386	3560	1279	1052	819	1127	411	276	269	133	255	112	155	83	85	32	24	22	16	23	15	11	13	6	18	9	4	4	11	6	10	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	24955	983	2682	321	593	555	966	230	124	189	37	211	72	127	57	54	12	7	4	9	17	3	10	7	4	14	5	1	1	6	4	9	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	28143	3355	3545	1277	1017	858	1120	426	288	260	119	268	126	141	75	75	32	31	25	17	16	18	14	8	13	17	6	3	5	9	7	4	3	2	0	2	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	25418	992	2704	307	564	576	962	235	140	169	32	225	71	115	54	49	11	14	5	10	9	2	13	2	11	14	3	1	3	4	5	3	2	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	28622	3477	3515	1262	1027	856	1089	429	308	276	121	257	102	136	101	62	32	26	31	19	15	19	10	9	15	14	5	3	6	5	8	7	1	2	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south40_active	80	25932	1010	2662	279	568	573	936	234	156	180	28	210	56	98	79	46	12	14	11	9	10	4	7	4	13	8	2	2	3	4	6	6	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
