label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86
0.03	north1_all	80	10613	4759	6329	2121	1163	1343	748	501	1288	444	431	489	198	185	146	154	146	93	100	60	64	107	124	60	90	30	28	31	34	14	56	19	13	19	13	28	8	9	8	10	3	3	12	4	4	3	5	1	1	7	2	2	1	3	0	3	1	1	0	0	0	2	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	6587	2975	5570	1406	295	984	406	150	1132	277	297	398	68	63	42	37	93	18	55	13	27	80	110	34	75	10	18	23	21	5	42	13	3	9	11	25	2	2	6	10	1	2	11	1	3	1	5	0	1	6	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	10556	4704	6224	2139	1139	1313	728	517	1295	438	439	503	200	184	155	140	164	85	97	55	73	94	143	73	91	38	36	36	27	9	37	11	11	17	10	20	9	8	9	6	5	3	9	6	6	2	5	1	0	7	1	1	1	3	0	2	0	2	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	6575	2920	5451	1394	305	953	398	167	1159	284	312	399	64	60	51	30	102	17	49	12	26	71	126	45	78	14	18	25	22	5	28	8	3	9	7	17	5	2	6	6	1	2	6	1	3	1	5	0	0	6	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	10568	4646	6074	2133	1155	1298	730	560	1241	445	422	489	204	183	165	137	151	74	94	61	79	92	128	69	122	42	33	31	30	12	37	12	9	16	15	18	14	7	9	6	5	3	7	6	5	1	1	2	2	0	1	1	0	4	0	1	0	3	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	6567	2874	5311	1401	302	945	401	180	1122	280	293	387	75	51	56	32	98	9	48	11	30	71	111	37	109	15	15	13	22	6	30	8	3	8	11	14	9	2	5	5	0	2	4	1	2	0	1	1	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	10330	4606	6173	2135	1124	1273	768	563	1219	418	439	474	215	162	151	129	165	78	90	68	72	105	132	62	145	40	30	43	33	15	30	13	6	14	25	12	12	5	6	4	3	2	12	5	5	1	0	1	4	3	1	0	0	3	0	0	0	3	3	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	6424	2870	5399	1423	308	912	424	175	1108	254	309	374	81	46	52	35	117	12	51	11	26	85	115	35	130	17	11	25	23	6	27	7	2	7	20	10	8	1	2	2	0	1	9	2	2	0	0	1	3	3	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	10208	4614	6143	2095	1076	1268	790	546	1186	430	431	497	208	162	174	134	158	104	91	70	63	108	127	65	125	30	26	55	31	20	28	19	8	12	33	12	13	8	6	8	5	2	20	3	5	1	1	1	6	3	1	0	0	2	0	0	0	2	4	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	6283	2866	5362	1419	279	922	455	160	1076	265	299	402	82	51	60	34	108	30	44	11	21	86	112	34	113	13	5	40	21	6	23	13	2	6	29	10	7	2	3	6	0	0	18	1	3	0	1	1	5	3	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	10168	4742	6245	2076	1121	1262	803	528	1235	445	454	479	203	150	161	129	159	120	93	74	64	124	135	61	145	30	24	47	25	24	25	23	8	9	35	12	5	12	8	11	2	6	19	1	4	1	7	3	9	9	1	0	0	2	0	0	1	1	4	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
