label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	5928	3361	1574	1546	446	343	196	191	101	178	157	55	51	54	79	36	20	11	19	9	5	12	10	3	1	2	2	0	2	0	0	0	0	1	0	1	1	0	0	1	0	0	0
0.03	north1_active	80	3282	2023	919	968	194	189	101	91	47	112	102	23	26	34	65	17	15	5	13	5	2	8	6	2	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
0.03	north2_all	80	5679	3181	1531	1406	444	343	189	203	101	165	126	57	52	50	54	35	16	8	17	10	8	12	8	2	1	3	1	0	2	0	0	0	0	1	1	1	1	0	0	1	1	0	0
0.03	north2_active	80	3127	1895	875	879	205	186	88	98	47	102	89	26	30	30	43	18	11	5	13	5	3	8	4	2	1	2	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0
0.03	north3_all	80	6010	3322	1592	1414	449	331	201	199	113	178	131	54	58	51	36	35	16	7	13	12	8	10	5	3	1	4	1	0	2	3	0	1	0	1	1	0	0	0	0	0	1	0	0
0.03	north3_active	80	3354	1988	913	910	219	183	91	99	50	110	88	25	30	30	27	16	10	5	9	5	3	7	3	3	1	3	0	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north4_all	80	6190	3562	1654	1522	481	340	217	199	124	182	134	62	73	45	39	37	16	8	16	11	9	14	4	3	0	3	2	1	1	3	0	1	0	0	1	1	0	0	0	0	1	0	0
0.03	north4_active	80	3476	2187	941	1012	250	193	97	97	63	112	91	35	44	27	25	17	10	7	9	1	3	11	3	3	0	2	0	1	1	3	0	0	0	0	1	1	0	0	0	0	1	0	0
0.03	north5_all	80	6258	3691	1729	1736	480	365	216	180	136	166	157	61	84	43	47	30	15	10	25	14	11	14	3	1	1	1	3	1	1	3	0	1	0	0	0	1	0	0	1	0	0	0	0
0.03	north5_active	80	3533	2247	1006	1162	249	212	108	92	73	105	102	38	45	21	30	15	6	7	15	6	7	10	2	1	1	1	1	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	6310	3753	1748	1812	521	397	215	189	132	172	183	56	85	41	69	36	11	14	32	13	10	11	2	2	1	2	2	6	0	2	2	0	1	0	0	1	0	0	1	0	0	0	0
0.03	north6_active	80	3544	2317	1014	1182	272	237	101	99	73	109	127	39	49	22	35	21	4	11	22	6	5	7	1	2	1	2	1	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	6224	3701	1800	1818	482	403	211	214	129	194	207	52	82	47	79	38	13	14	30	14	12	8	1	2	3	3	2	7	5	1	2	0	1	0	0	0	0	0	1	0	0	0	0
0.03	north7_active	80	3454	2225	1061	1187	233	240	105	113	64	121	146	30	46	29	42	23	5	11	17	7	5	3	1	1	2	2	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6231	3771	1775	1787	495	421	229	211	138	165	201	45	79	40	67	46	24	16	37	10	8	5	5	2	3	4	2	8	6	1	2	0	1	0	0	1	0	0	0	0	0	0	0
