label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	20540	3535	2431	2028	1039	696	1155	314	346	193	362	119	89	61	44	42	49	23	49	17	12	14	23	10	5	4	2	2	3	3	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13255	1613	1253	1238	503	352	783	148	184	96	248	60	41	28	19	27	28	12	28	5	7	12	14	4	1	1	1	1	2	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	20320	3527	2478	1970	1039	667	1194	312	340	207	330	131	87	58	43	39	52	24	55	17	12	19	26	9	6	7	8	2	2	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	13174	1625	1296	1173	524	358	837	155	181	102	213	68	39	28	23	23	36	12	32	3	8	16	11	4	1	1	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	20176	3504	2406	2112	997	676	1252	321	355	223	294	133	90	64	40	47	64	24	55	14	16	16	25	5	6	6	8	4	3	6	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	12965	1615	1247	1268	499	365	852	168	200	113	186	70	36	30	23	32	45	12	35	3	7	13	9	3	1	2	4	1	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	20374	3536	2495	2127	964	693	1226	305	349	233	281	130	84	60	46	61	54	25	39	10	16	18	16	9	5	10	10	3	3	7	2	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	13100	1658	1321	1253	491	368	829	152	193	118	165	70	38	29	23	38	37	13	23	2	6	16	6	5	2	5	4	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	20362	3484	2512	2160	953	678	1133	302	346	235	276	128	84	60	49	67	51	27	46	7	17	18	9	5	7	10	7	3	4	14	2	0	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	13089	1609	1360	1299	484	350	714	147	199	121	167	68	36	31	23	42	31	15	21	4	6	12	5	3	4	8	4	0	2	10	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
