label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136
0.03	north6_all	80	2128	1344	1069	568	466	979	463	198	228	183	110	369	128	70	125	122	66	138	80	61	43	37	46	28	34	28	37	33	24	24	28	16	46	16	6	14	9	10	36	9	35	12	6	8	10	40	8	11	5	7	2	8	3	6	3	6	15	4	2	4	14	7	2	0	4	3	3	4	1	0	1	0	3	2	1	4	1	2	2	2	0	1	0	0	1	1	2	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1066	781	640	322	256	661	295	93	131	111	45	282	64	32	72	80	38	88	56	38	20	13	27	11	20	12	22	16	14	9	18	5	26	7	2	5	7	5	30	6	21	3	4	8	7	27	4	9	2	5	0	5	2	3	2	4	13	3	1	2	12	1	2	0	3	1	3	3	1	0	0	0	3	1	1	4	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2148	1308	1073	568	466	997	413	205	202	184	112	348	125	76	151	112	60	143	85	55	46	26	51	27	26	28	28	33	21	22	30	26	40	16	6	12	10	10	14	10	27	11	5	11	11	37	9	12	6	7	2	5	4	7	3	8	17	3	2	3	6	6	2	1	5	3	1	2	1	1	2	1	3	3	0	4	1	3	1	3	1	0	0	0	1	0	2	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1067	740	640	311	270	663	247	108	114	113	45	255	61	38	105	67	39	86	50	34	23	10	31	13	14	12	18	17	13	10	16	13	29	7	1	6	9	7	10	7	17	3	3	10	8	24	5	10	4	5	0	4	3	5	2	5	14	2	1	1	3	1	0	0	4	1	1	1	1	0	1	0	3	1	0	4	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2167	1280	1078	550	453	971	402	189	200	196	115	303	130	83	167	119	59	133	70	58	37	24	36	26	29	27	30	27	19	20	24	23	36	16	12	11	7	10	17	13	8	5	8	9	11	39	10	9	7	7	1	5	6	8	2	8	8	3	2	4	4	2	2	1	3	0	2	3	3	2	3	1	4	2	0	1	1	3	0	2	1	0	0	0	1	0	3	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1066	695	683	308	253	643	234	99	121	112	54	210	64	42	120	75	37	80	36	38	18	10	19	12	13	8	21	14	12	8	12	14	21	7	7	6	6	6	13	9	5	4	3	7	7	22	5	7	6	5	0	4	4	7	2	6	4	2	1	1	2	0	0	0	3	0	1	1	2	0	1	0	3	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2188	1285	1061	562	450	958	385	179	208	179	104	319	136	80	165	110	64	118	68	66	34	29	31	27	32	27	38	30	20	21	21	26	24	13	14	11	6	10	30	10	9	9	10	9	12	11	11	12	9	8	3	4	4	11	4	8	6	2	1	4	6	1	2	1	2	0	2	2	2	3	3	3	6	2	0	1	1	3	0	3	1	0	0	0	1	0	2	3	0	1	1	3	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1096	689	679	306	251	626	240	89	115	104	52	216	70	38	111	68	39	77	34	50	17	11	17	11	15	10	30	14	9	13	9	14	12	7	7	6	4	6	14	6	5	5	3	7	6	6	5	6	5	6	1	3	3	10	2	6	2	1	0	2	5	0	0	0	2	0	1	0	1	0	1	0	3	1	0	0	0	1	0	1	1	0	0	0	1	0	1	3	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2157	1312	1049	558	461	971	404	178	207	161	109	359	141	77	146	120	63	126	65	64	28	30	16	28	30	26	37	24	19	21	20	18	35	11	16	11	5	8	33	9	16	11	11	10	12	16	9	15	8	5	4	7	5	15	4	5	3	0	1	6	9	2	3	1	2	0	9	1	2	4	2	2	7	2	0	1	1	1	1	1	1	0	0	0	0	2	1	3	0	1	3	2	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1100	691	655	299	257	625	250	85	117	95	59	215	88	37	88	83	33	83	35	46	13	14	9	12	13	11	27	10	8	12	8	8	22	7	8	6	2	3	17	5	12	4	4	5	6	8	5	9	4	2	2	5	2	15	1	5	0	0	0	4	8	0	0	1	2	0	8	0	1	1	0	0	4	1	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	1	1	2	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2165	1305	1076	569	435	1039	409	165	242	208	103	353	136	97	126	140	62	126	66	59	40	27	31	29	53	27	30	15	21	28	14	18	43	18	21	17	7	6	19	20	12	12	6	4	8	28	7	17	16	9	5	4	1	8	3	3	6	3	3	3	2	0	2	3	19	5	4	0	1	3	3	2	4	0	2	9	1	0	1	0	0	1	0	3	2	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	1057	722	623	326	261	722	246	81	120	117	52	245	63	44	75	93	30	80	43	39	17	11	18	12	31	12	13	6	10	11	8	12	29	8	8	10	5	5	14	10	5	8	4	1	5	26	4	10	12	7	3	4	0	6	2	2	5	1	1	2	0	0	1	2	18	5	3	0	1	2	1	1	3	0	1	7	0	0	1	0	0	1	0	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_all	80	2119	1322	1105	609	426	1009	429	171	219	213	112	361	121	93	106	139	67	125	60	55	36	28	35	22	53	20	23	15	20	23	14	16	43	12	20	18	6	10	11	18	13	9	5	6	9	28	5	27	12	10	4	3	1	9	7	6	8	1	3	1	7	0	3	2	19	5	7	1	1	3	3	2	3	0	3	9	1	1	1	0	0	1	1	3	2	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north12_active	80	1064	742	662	339	251	668	270	84	107	119	55	259	49	46	62	81	27	85	33	36	17	11	17	13	34	12	9	7	11	8	10	10	28	5	10	12	2	7	6	10	5	7	4	1	7	22	3	22	8	8	1	2	1	7	5	4	7	0	1	0	4	0	1	2	19	5	6	1	1	2	1	1	2	0	0	8	0	0	1	0	0	1	0	2	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_all	80	2088	1321	1087	599	436	941	438	170	228	214	111	361	119	83	111	140	65	121	54	58	34	28	37	23	45	29	22	21	23	24	19	20	42	12	17	12	6	10	16	13	15	7	3	15	15	31	12	23	12	9	5	5	3	6	7	11	6	1	2	2	15	1	2	1	18	4	6	4	0	1	3	2	1	0	3	10	1	1	0	1	1	1	3	2	0	2	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1045	764	643	322	249	641	280	93	115	120	53	250	52	44	65	88	26	74	25	36	17	12	19	12	31	14	7	11	18	10	12	14	29	4	11	9	1	5	11	7	5	5	2	10	10	15	9	17	9	6	0	3	2	4	5	6	5	0	1	0	4	0	1	1	15	4	6	4	0	1	1	1	1	0	0	9	0	0	0	0	0	1	2	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2104	1296	1080	579	437	946	414	182	223	213	116	373	123	90	121	131	62	139	57	59	33	29	44	20	37	33	24	26	21	23	20	20	27	10	16	11	10	12	28	15	19	8	7	15	12	31	12	25	14	8	8	4	5	6	6	12	5	0	0	5	15	2	1	2	5	4	6	9	0	1	2	1	1	0	2	7	0	2	2	1	2	0	4	1	1	1	1	0	2	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1082	764	638	310	242	653	264	93	119	111	49	264	58	48	75	81	27	89	27	37	17	10	26	8	24	16	10	16	13	14	12	13	17	3	12	6	3	7	17	5	8	6	2	11	7	14	8	16	13	6	3	2	4	3	4	6	4	0	0	1	4	0	0	0	2	3	4	7	0	1	2	0	1	0	0	6	0	1	0	0	0	0	2	1	1	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2116	1296	1041	549	428	963	387	193	225	239	125	386	130	93	134	125	58	158	57	60	32	32	43	18	33	38	30	33	23	22	19	25	29	10	15	11	14	9	44	13	13	10	9	17	13	24	14	27	13	8	7	3	6	6	2	10	5	1	0	5	10	3	1	3	5	4	3	8	3	1	1	0	1	0	2	1	0	2	2	1	2	0	6	0	1	0	0	1	2	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1077	758	609	291	238	650	236	94	125	133	50	261	74	49	76	88	28	104	30	39	16	11	25	9	23	18	12	21	12	12	10	13	20	5	12	4	3	6	29	4	8	7	4	12	6	10	8	21	13	5	3	1	4	3	0	5	5	1	0	1	1	0	1	0	2	3	1	6	0	1	1	0	1	0	0	1	0	2	0	0	0	0	4	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2159	1256	1060	555	405	983	397	193	238	244	120	412	139	102	142	131	59	166	74	49	34	32	40	16	32	35	31	34	22	24	18	29	25	8	16	14	15	9	51	13	9	12	12	11	7	21	8	36	17	8	4	2	4	8	1	9	5	2	0	3	1	2	1	5	2	4	5	6	3	2	1	0	0	1	0	0	0	2	2	0	1	0	8	0	2	0	0	1	2	1	0	2	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north16_active	80	1085	713	620	294	225	668	242	85	132	138	53	298	77	47	92	96	29	124	42	37	19	10	26	8	20	16	12	20	6	13	9	10	15	3	11	6	5	5	40	5	7	7	7	7	4	10	3	19	16	5	3	0	2	5	0	6	5	1	0	1	1	0	1	2	2	3	2	4	0	2	1	0	0	1	0	0	0	2	0	0	0	0	4	0	1	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2137	1270	1141	575	404	1039	416	186	226	232	114	437	126	93	131	132	55	170	75	47	32	30	39	21	29	33	31	31	23	20	21	33	29	8	18	16	14	5	46	8	9	11	9	10	7	29	9	35	10	8	4	2	2	7	0	8	8	2	0	2	5	2	4	3	4	1	2	2	3	1	0	0	1	1	0	7	0	1	0	0	1	1	6	0	3	1	1	1	2	1	0	2	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north17_active	80	1078	717	698	302	230	691	254	76	123	134	52	319	64	42	84	93	27	130	48	35	18	9	24	10	18	16	14	15	5	12	8	13	17	5	10	7	3	3	37	6	7	6	6	6	4	13	7	20	8	5	2	0	1	6	0	5	7	1	0	2	5	1	2	2	4	0	1	2	0	1	0	0	1	1	0	7	0	1	0	0	0	1	2	0	2	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2160	1258	1096	579	430	938	423	175	238	215	98	406	132	101	110	124	64	162	88	72	39	28	40	24	28	28	30	26	25	19	18	36	35	9	20	12	11	7	37	8	10	14	9	14	12	32	7	24	15	5	3	3	0	8	0	7	14	1	0	4	6	2	4	2	4	4	2	3	2	1	0	1	2	1	0	7	0	2	0	0	0	1	6	0	2	1	2	0	0	1	0	2	0	1	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north18_active	80	1077	676	685	286	245	633	256	78	129	130	48	285	60	45	67	82	29	120	54	56	26	10	21	10	19	15	16	13	7	12	6	16	21	6	12	8	3	4	31	7	7	6	4	7	8	12	7	9	10	3	1	0	0	7	0	3	13	0	0	3	4	2	2	2	4	1	1	2	0	1	0	1	2	1	0	7	0	2	0	0	0	1	2	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2145	1295	1077	596	442	964	426	166	231	195	86	349	147	94	118	118	56	152	90	72	47	28	36	24	30	30	36	28	23	18	21	31	41	10	25	13	11	7	30	7	16	10	5	17	11	27	8	17	11	9	3	4	3	7	0	5	9	2	3	6	21	2	3	1	3	5	2	3	0	1	0	1	3	0	2	7	0	2	0	0	0	1	1	0	1	1	2	1	0	1	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	1080	729	671	303	254	669	255	74	121	110	45	248	69	40	70	80	23	103	60	57	30	10	17	10	20	19	20	18	8	12	9	13	23	5	14	6	4	3	23	4	10	5	1	10	7	10	7	9	6	4	1	1	1	5	0	1	8	1	2	3	19	2	1	0	3	1	2	2	0	0	0	1	3	0	2	7	0	2	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2214	1272	1007	612	433	947	426	172	255	193	96	328	151	93	132	118	69	166	89	70	53	30	36	23	39	26	34	21	19	15	16	27	30	6	19	11	17	11	20	13	22	10	7	16	19	19	4	11	12	8	4	8	5	6	0	4	11	2	3	4	18	1	4	1	2	5	5	4	0	1	0	1	2	1	2	11	1	2	0	0	1	0	1	0	3	1	1	2	0	0	2	2	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1127	736	605	337	241	683	272	82	139	103	50	214	73	38	72	81	31	113	61	50	34	11	21	8	25	17	19	15	8	8	7	15	17	2	10	6	8	5	14	6	17	5	1	8	13	8	2	5	8	4	3	2	2	4	0	1	9	1	2	1	15	1	2	0	1	1	4	2	0	0	0	1	2	0	2	8	0	2	0	0	0	0	0	0	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1787	864	1202	894	341	267	482	168	148	160	319	113	177	90	114	61	47	71	43	50	40	37	28	33	67	63	44	25	16	52	10	16	14	16	13	13	18	8	21	15	14	17	9	4	6	7	16	6	6	1	2	4	10	5	2	5	4	4	0	7	5	1	1	2	1	0	1	3	1	1	2	2	1	4	0	0	2	4	1	3	0	2	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	842	360	764	575	163	129	296	80	75	87	229	57	106	49	68	27	22	41	15	33	15	17	11	20	56	44	31	16	11	27	7	9	4	5	9	4	8	3	10	9	9	13	6	2	2	3	13	2	4	0	0	3	5	3	0	5	1	2	0	4	1	1	1	1	1	0	1	2	1	0	2	1	1	3	0	0	1	2	0	2	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1851	907	1290	920	361	284	485	151	152	163	328	104	183	98	124	61	56	81	46	57	36	38	31	41	88	66	34	28	20	67	15	20	17	15	14	14	20	7	20	17	12	20	6	5	4	2	13	5	3	1	2	5	16	3	4	6	4	3	1	8	4	1	2	1	2	0	2	4	2	1	1	2	1	2	0	1	2	2	1	3	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
