label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139
0.03	south22_active	80	1685	375	476	156	263	155	103	82	59	51	55	122	43	70	31	46	39	61	39	81	38	13	25	15	9	15	15	10	11	7	13	6	9	1	6	5	6	27	9	6	4	4	6	1	1	7	0	15	2	1	4	6	0	4	5	4	1	5	2	1	0	0	0	0	0	1	0	0	1	1	1	6	4	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2682	790	783	381	441	322	211	146	145	114	116	163	88	100	68	78	62	87	61	101	70	36	50	24	22	25	23	23	17	19	13	10	23	11	16	14	13	18	8	11	5	8	8	6	3	8	0	16	3	2	6	6	2	3	7	3	4	8	6	1	3	1	2	0	2	0	1	0	1	2	1	2	4	1	1	0	0	2	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south23_active	80	1598	383	442	168	278	167	95	77	69	42	53	100	49	59	29	45	31	56	32	62	37	16	28	12	13	10	8	12	10	8	8	5	14	2	7	10	7	14	6	7	3	4	5	4	3	5	0	14	0	0	4	5	0	3	6	3	2	3	6	0	0	0	0	0	1	0	0	0	0	1	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2706	797	772	378	457	323	215	142	140	120	122	150	86	96	58	75	66	73	65	103	73	34	49	29	17	30	26	21	21	18	19	11	21	16	17	12	10	18	7	11	7	6	7	6	2	9	2	11	2	5	2	2	1	1	2	4	4	9	7	1	1	2	3	1	3	1	1	0	0	2	1	2	3	4	1	0	1	2	0	0	1	1	0	1	0	0	0	2	0	0	1	0	0	1	1	1	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1594	362	465	171	283	170	94	72	64	51	65	94	47	54	27	40	36	44	37	65	39	15	27	12	9	11	13	9	14	8	10	5	13	4	11	9	3	16	5	8	3	3	4	5	2	3	1	9	0	1	1	1	0	1	2	3	2	6	7	0	0	1	0	0	2	0	0	0	0	1	0	1	2	4	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2662	813	722	389	463	306	210	153	132	118	132	154	84	106	50	66	68	69	67	108	63	38	46	29	19	33	30	25	22	15	21	12	21	17	17	14	11	16	9	13	5	8	9	8	2	7	4	12	1	5	3	2	4	3	2	6	2	8	7	1	1	1	1	3	7	1	0	0	1	1	1	3	2	3	1	2	1	1	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1559	357	425	189	286	169	100	73	62	60	72	101	46	65	22	32	34	45	36	60	35	17	23	9	8	10	15	15	16	6	12	6	13	5	9	11	5	14	5	9	2	2	5	7	2	2	1	7	0	1	1	1	1	3	2	4	1	7	7	0	0	1	0	1	6	0	0	0	1	1	0	2	2	3	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2603	800	691	363	441	276	217	154	135	120	136	163	85	110	46	65	59	67	70	97	69	38	42	26	18	27	31	21	20	14	18	12	24	12	25	11	10	16	12	11	9	8	5	7	2	7	5	14	1	3	3	0	4	4	5	10	0	4	1	1	2	1	1	4	6	2	0	1	1	3	0	4	3	3	1	2	1	3	0	1	1	1	0	1	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1506	356	397	173	260	151	116	73	60	63	76	111	43	56	18	33	29	41	39	52	42	17	17	6	9	9	13	14	13	6	12	6	15	4	14	6	5	14	9	8	2	2	3	6	1	1	2	5	0	1	1	0	1	4	4	7	0	4	1	0	1	1	0	2	6	1	0	1	1	3	0	3	3	3	1	2	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2593	797	730	363	452	291	195	175	137	109	128	219	81	110	48	62	51	76	63	83	86	33	42	27	25	23	29	37	23	17	22	11	18	11	21	9	12	22	12	13	9	9	6	8	2	7	6	16	2	2	4	1	4	8	4	10	3	1	2	3	3	1	0	5	4	3	1	1	1	3	0	5	3	2	1	4	1	3	0	1	2	1	0	1	1	1	0	1	0	1	2	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_active	80	1531	365	399	164	278	158	103	93	72	55	74	165	40	69	15	30	21	51	31	49	51	11	21	5	9	6	10	23	14	7	18	3	12	4	10	4	7	15	9	10	4	3	4	7	0	2	1	8	0	0	1	1	2	7	3	8	1	1	1	2	1	1	0	3	4	1	0	1	1	3	0	3	3	2	1	4	1	0	0	0	1	0	0	1	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2801	786	770	374	465	293	199	185	161	97	121	248	91	121	62	71	66	85	59	117	96	32	42	20	30	23	29	38	19	16	17	13	19	8	17	15	12	34	16	9	8	7	7	13	4	5	4	21	2	3	3	2	6	6	4	10	3	2	2	2	3	0	0	4	5	4	2	3	0	3	1	3	3	1	1	2	2	3	0	1	2	1	0	0	1	1	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south28_active	80	1678	371	425	168	289	162	112	97	89	47	72	187	53	81	20	39	34	53	34	73	59	10	21	3	13	6	10	25	8	6	14	4	11	3	8	5	6	26	12	8	3	2	4	6	2	3	2	9	0	0	2	2	2	4	3	9	1	0	1	2	1	0	0	3	5	1	0	2	0	2	0	1	3	1	1	2	2	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2999	800	849	365	494	302	198	205	153	108	142	277	97	130	66	81	76	96	57	152	100	30	57	26	28	24	27	42	16	23	26	12	13	9	13	11	11	43	17	12	8	7	8	16	5	7	5	13	6	3	5	3	6	7	4	8	4	3	4	2	12	0	0	7	2	4	3	2	1	2	1	2	0	1	0	2	2	5	0	1	2	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south29_active	80	1810	379	481	165	303	168	110	111	81	60	99	196	57	93	28	53	43	64	29	112	61	11	33	6	11	5	13	23	6	5	18	4	6	4	4	4	5	32	12	10	3	2	5	9	4	2	3	5	1	0	2	3	2	4	3	6	2	1	2	2	11	0	0	4	1	1	1	1	0	1	0	0	0	1	0	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3146	814	872	360	488	304	205	210	156	128	148	270	103	150	64	93	86	114	67	166	93	26	64	24	27	20	28	36	16	21	31	10	13	11	13	12	10	42	16	8	9	7	6	13	5	8	4	19	5	4	7	4	6	5	4	7	2	4	4	0	13	0	1	16	3	1	4	2	1	1	1	1	0	1	2	2	3	2	1	1	1	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1916	396	496	174	284	167	106	110	80	70	98	189	62	103	25	54	45	67	43	118	68	10	34	7	17	5	15	20	6	7	21	4	7	6	7	4	4	27	10	6	3	2	3	5	5	5	3	9	2	0	5	4	2	1	1	4	2	2	3	0	12	0	0	6	2	0	2	1	0	0	0	0	0	1	2	2	2	2	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3069	847	933	336	496	299	200	160	132	132	126	260	80	118	76	76	50	68	66	170	61	37	59	21	21	17	21	25	20	21	19	16	14	16	15	17	9	28	18	14	12	6	10	7	6	6	7	22	9	8	11	5	6	3	2	8	2	7	8	0	2	0	2	1	9	3	3	0	1	3	1	3	0	1	0	2	3	3	5	2	0	0	1	0	0	6	0	0	0	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south31_active	80	1876	387	579	162	300	176	107	81	65	57	68	165	42	75	39	33	25	37	36	115	45	16	30	7	11	9	15	16	9	12	10	6	10	7	8	10	4	8	13	8	5	2	5	3	3	2	2	17	2	2	11	3	5	1	0	6	1	4	7	0	1	0	1	1	8	2	3	0	1	0	0	1	0	1	0	2	2	2	4	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south32_all	80	2918	847	830	341	494	288	202	141	143	149	97	244	78	118	69	96	57	77	73	147	56	43	55	32	18	17	24	26	23	16	20	12	15	12	10	17	14	17	17	15	12	8	8	16	2	4	7	17	6	6	10	6	4	4	2	11	3	4	9	0	1	0	4	2	11	2	4	0	1	2	1	2	1	1	1	3	4	4	3	1	0	0	1	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south32_active	80	1697	399	520	158	295	166	104	74	78	79	51	167	41	72	31	50	31	43	41	91	35	18	32	11	11	11	17	13	14	8	10	3	12	4	7	11	5	8	12	7	7	2	5	5	2	2	2	11	2	2	10	3	3	1	0	7	3	2	7	0	1	0	2	1	8	2	4	0	1	0	0	1	1	1	1	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south33_all	80	2703	797	787	333	458	271	202	167	134	136	115	188	84	124	63	91	63	67	65	102	59	37	59	38	18	14	26	22	20	16	21	14	12	13	13	16	15	14	19	10	6	7	6	15	1	5	7	24	4	5	10	6	3	6	2	7	3	3	9	0	2	1	5	2	3	2	4	0	1	2	1	2	1	1	1	1	4	4	2	1	0	0	0	0	1	4	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south33_active	80	1532	381	490	139	264	155	97	90	72	74	70	122	37	81	29	43	32	36	41	68	33	18	38	15	9	11	16	9	14	7	13	2	9	3	9	10	8	7	13	3	3	2	3	4	1	3	4	14	2	3	8	4	1	3	0	5	3	2	8	0	2	0	2	1	0	2	4	0	1	0	0	1	1	1	1	1	3	2	2	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
0.03	south34_all	80	2521	769	779	316	445	263	203	167	133	126	118	186	85	114	63	93	59	68	64	97	70	44	61	39	25	18	23	22	15	10	24	9	15	11	11	12	12	17	14	8	5	9	5	18	4	8	5	11	5	8	10	7	6	7	3	7	2	6	5	0	2	2	3	3	4	3	1	1	0	2	1	1	1	1	1	2	1	3	0	1	0	0	1	1	2	4	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1381	352	488	130	248	146	100	86	71	68	66	128	39	74	30	44	37	34	38	62	43	19	39	15	13	13	11	7	11	4	15	0	12	4	9	8	5	9	9	2	3	4	3	5	1	7	4	4	3	5	6	5	3	3	1	3	2	3	3	0	2	0	1	2	1	2	1	0	0	0	0	1	1	0	1	2	1	2	0	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2455	746	759	317	435	267	204	179	131	123	120	199	80	107	58	84	54	70	65	105	71	35	54	29	25	17	21	24	12	12	26	11	12	10	13	14	6	16	10	10	3	6	6	8	5	12	5	16	4	11	9	3	8	11	1	7	2	6	8	2	2	2	2	2	2	2	0	2	0	2	1	0	0	5	2	2	1	3	0	1	0	0	2	1	2	3	1	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1379	332	451	138	231	137	98	92	71	66	66	131	31	75	30	42	33	42	39	66	43	16	31	13	12	11	7	10	10	4	15	2	9	5	12	8	3	9	7	7	3	4	3	5	2	8	3	5	3	8	5	2	5	7	1	5	1	3	7	1	2	0	0	2	1	1	0	1	0	0	0	0	0	4	2	1	1	0	0	1	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2547	758	806	343	442	291	182	171	127	135	122	196	83	112	53	72	60	56	57	99	71	34	55	25	24	21	23	25	10	16	29	13	15	9	18	19	5	28	4	15	6	9	6	13	9	11	4	8	7	14	5	2	10	6	2	9	2	7	9	3	1	1	1	2	1	3	0	2	0	1	1	3	2	6	1	2	1	3	0	1	1	1	2	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1445	334	474	156	236	150	93	83	61	68	66	130	31	78	22	30	36	31	27	61	49	16	32	11	12	7	8	14	7	7	15	5	10	7	14	10	2	9	1	8	2	8	4	6	4	7	2	2	4	10	2	2	8	4	2	2	1	4	6	1	1	0	0	2	1	2	0	1	0	0	0	3	2	4	1	1	1	0	0	1	1	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2813	773	862	359	463	334	189	180	131	144	145	184	83	121	57	89	65	63	66	112	76	26	42	23	27	21	18	26	12	20	28	14	14	9	17	21	7	35	8	19	6	10	3	15	7	8	5	8	4	12	3	4	6	11	2	11	3	6	6	4	2	1	0	7	1	9	0	2	0	0	1	4	3	5	1	1	2	6	0	1	2	2	2	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	1638	351	531	173	266	179	108	86	69	69	72	127	40	84	26	47	41	42	32	63	46	11	24	11	15	6	7	14	8	7	13	6	10	7	10	12	3	16	4	12	2	8	2	7	4	3	2	2	2	9	0	3	6	7	1	2	1	3	4	2	2	0	0	4	1	2	0	1	0	0	0	3	3	4	1	0	2	3	0	1	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3019	803	949	381	471	304	199	181	137	145	159	172	85	150	49	95	67	81	72	112	83	19	45	19	31	22	22	21	13	25	20	16	18	15	18	20	9	42	12	11	9	10	4	18	5	3	8	15	6	10	8	4	5	10	3	16	3	3	3	3	5	0	1	10	6	8	0	1	1	0	0	5	4	5	0	2	4	3	2	0	4	2	2	0	3	1	2	3	0	0	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1813	379	595	182	280	171	113	88	67	76	80	121	41	89	18	50	35	46	39	61	53	10	25	8	19	6	9	9	6	14	8	8	11	11	10	10	6	23	6	5	2	8	3	11	3	2	5	7	2	6	6	2	4	6	1	7	1	3	1	1	5	0	0	5	6	1	0	0	0	0	0	4	4	4	0	1	4	3	2	0	3	0	2	0	1	1	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3151	822	977	374	473	316	209	199	127	143	163	202	89	162	54	107	62	83	76	128	85	20	52	20	33	23	27	17	19	22	20	16	20	14	17	14	10	48	15	11	5	9	3	16	5	4	8	11	6	8	13	8	2	10	3	19	5	2	5	4	8	0	1	10	7	7	0	1	3	0	0	3	2	1	0	1	4	3	2	2	4	2	3	0	3	1	2	0	0	0	10	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1874	398	609	174	285	185	121	99	60	85	83	129	51	101	23	57	34	47	48	85	53	9	33	11	17	9	16	8	9	14	10	7	12	9	9	6	6	33	7	8	1	7	2	8	4	3	5	9	3	5	10	5	1	6	0	8	3	2	3	2	6	0	0	4	6	0	0	0	2	0	0	2	2	1	0	1	4	3	2	1	3	0	2	0	1	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3186	825	966	363	442	317	218	201	131	136	154	207	81	172	48	104	63	94	80	134	71	28	58	26	37	27	32	27	22	21	19	16	23	14	15	12	11	42	14	13	5	5	7	15	6	4	9	14	8	9	15	8	4	7	3	11	5	2	6	3	9	0	2	7	8	7	0	1	4	0	0	2	1	1	0	2	3	1	2	2	2	0	3	0	1	1	2	0	0	0	10	0	1	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1897	399	589	169	261	186	122	98	63	89	81	119	42	107	21	54	36	47	54	91	46	9	41	13	21	12	18	16	10	16	9	9	12	9	9	6	6	30	8	9	2	3	4	9	4	3	6	12	2	7	13	4	2	5	0	9	3	1	4	1	7	0	0	1	7	0	0	0	2	0	0	1	1	1	0	2	3	1	2	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
