label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163
0.03	north1_all	80	5289	3034	1728	2805	848	918	2255	590	513	399	346	256	341	360	196	192	132	115	122	200	77	124	107	106	86	100	175	53	101	86	154	39	39	78	45	35	21	30	22	24	23	19	28	17	18	16	13	19	10	26	10	17	12	12	3	22	21	6	8	8	3	7	4	3	3	4	6	4	2	6	4	1	4	2	1	5	16	2	0	2	1	4	4	0	2	7	2	8	0	0	1	1	0	0	2	0	0	4	0	1	1	1	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	2190	1784	931	2445	341	575	2097	341	320	221	96	116	242	286	53	124	39	44	45	169	30	69	56	70	37	65	159	21	77	56	140	13	14	63	32	18	6	16	6	10	11	4	22	3	14	9	1	8	5	19	2	9	4	4	1	18	19	4	5	4	1	5	2	1	1	2	4	0	1	2	2	0	2	2	1	4	15	1	0	1	0	4	1	0	1	3	0	6	0	0	1	1	0	0	2	0	0	4	0	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5343	3003	1751	2922	857	914	2209	587	537	414	319	277	370	342	175	205	136	121	128	193	82	114	112	106	86	97	163	45	100	77	137	46	37	74	41	45	24	26	21	33	25	25	26	16	17	21	18	20	14	21	8	17	14	12	4	34	21	4	7	11	3	6	4	4	2	4	7	3	3	4	5	1	4	2	0	5	16	2	1	2	0	2	4	2	1	7	0	18	0	1	3	1	1	0	2	1	2	5	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north2_active	80	2213	1763	969	2547	334	592	2053	341	330	225	100	134	275	278	42	133	43	45	46	165	30	55	57	70	39	53	147	14	71	57	124	11	11	56	24	25	5	14	9	17	9	7	21	2	10	13	4	9	5	16	1	12	5	6	0	30	16	2	5	8	1	5	2	3	1	2	3	0	2	3	3	0	2	2	0	4	16	1	0	1	0	2	1	0	1	3	0	16	0	0	3	1	0	0	2	0	2	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	5341	3020	1796	2883	832	936	2314	562	534	409	294	272	389	324	160	222	140	130	132	193	83	102	107	113	77	74	146	42	88	73	129	47	49	77	44	49	23	14	25	26	21	24	29	21	21	21	17	14	14	19	5	24	15	8	4	39	15	6	5	10	7	5	5	4	0	2	6	3	4	11	6	2	0	1	1	3	2	0	1	0	1	4	3	2	1	5	1	14	0	1	5	0	1	0	0	3	2	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0
0.03	north3_active	80	2221	1732	1014	2502	321	604	2160	331	339	209	90	129	295	264	36	138	39	46	37	154	30	50	53	69	36	38	128	16	59	57	116	15	10	63	23	28	3	9	13	14	9	7	25	7	9	15	5	6	3	14	1	21	5	5	1	37	11	3	2	9	6	4	3	3	0	2	3	0	3	10	4	1	0	0	0	3	2	0	0	0	0	4	0	0	1	3	0	13	0	0	5	0	0	0	0	1	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
0.03	north4_all	80	5402	3041	1828	2998	814	959	2401	560	549	411	286	287	399	321	144	233	140	123	128	193	99	85	97	108	75	67	145	54	82	70	128	46	55	99	48	41	30	19	28	28	25	23	36	18	21	22	12	14	15	23	5	20	10	6	9	37	17	4	6	10	8	10	6	9	1	1	7	1	6	11	5	4	7	2	3	1	1	0	1	1	1	3	1	5	0	2	2	13	0	1	5	0	2	1	0	4	2	3	0	0	0	1	0	0	1	2	2	2	1	1	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0
0.03	north4_active	80	2326	1726	1056	2620	313	614	2253	336	337	209	89	143	304	252	32	136	41	41	41	156	35	45	51	59	41	31	128	14	54	58	117	13	15	88	21	22	5	12	15	17	10	8	30	7	6	12	4	6	4	17	1	17	2	3	3	34	12	1	4	9	6	7	3	8	0	1	4	0	4	9	4	2	7	1	1	1	1	0	0	1	0	3	0	3	0	1	1	12	0	0	4	0	0	1	0	2	2	2	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
0.03	north5_all	80	5474	2999	1887	2908	830	944	2371	579	512	423	280	287	414	335	160	208	149	118	116	217	103	91	104	123	79	65	141	53	84	67	135	41	50	97	47	37	33	27	31	28	25	19	42	24	18	30	10	15	12	14	8	23	12	4	10	28	8	5	8	8	11	12	6	12	9	1	3	1	9	13	4	4	9	2	5	1	3	0	0	10	1	2	1	3	2	1	3	1	0	0	4	0	1	1	0	3	0	3	0	1	0	2	0	0	1	2	1	2	2	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0
0.03	north5_active	80	2370	1699	1086	2535	330	614	2213	358	316	217	80	142	308	257	35	116	48	36	34	180	33	48	57	76	48	26	121	15	56	52	121	12	16	89	22	14	6	15	16	19	11	5	38	9	5	21	2	9	4	10	2	20	1	1	3	25	5	2	2	6	9	8	5	11	6	1	2	0	7	9	2	3	8	1	2	1	3	0	0	10	0	2	0	3	2	1	1	1	0	0	2	0	0	1	0	2	0	2	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
