label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north1_all	80	6704	3907	1620	709	514	1717	216	173	108	154	57	55	69	19	34	18	11	43	4	2	13	3	1	8	0	0	1	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0
0.03	north1_active	80	3846	2981	1041	148	266	1614	96	92	20	116	19	34	59	12	32	18	2	42	2	1	13	3	0	7	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	6648	3821	1596	684	534	1673	234	176	105	169	67	63	53	17	41	18	13	32	2	3	13	5	1	6	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	3803	2918	1024	149	273	1570	99	95	21	131	17	39	43	13	40	18	3	30	1	0	13	4	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	6373	3686	1516	666	500	1521	234	171	107	149	70	62	54	16	45	16	12	21	1	5	3	3	3	3	1	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0
0.03	north3_active	80	3502	2737	952	153	236	1424	97	86	24	119	15	30	43	11	42	14	3	18	1	1	3	2	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north4_all	80	6192	3390	1468	693	476	1290	237	185	122	142	70	68	47	14	44	22	12	19	2	7	3	3	2	4	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
0.03	north4_active	80	3210	2390	899	172	218	1192	99	92	28	110	11	33	35	6	38	17	3	16	0	1	3	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5932	3198	1481	693	451	1076	214	179	121	138	60	54	42	17	43	31	12	17	5	8	8	3	2	2	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
0.03	north5_active	80	2960	2163	869	176	199	965	84	80	30	101	8	19	27	6	36	23	4	15	1	1	7	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5732	3086	1465	681	462	1027	205	164	121	134	55	56	51	19	33	33	12	17	6	8	9	5	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	2752	2030	842	180	193	915	81	73	34	100	10	18	33	10	27	25	2	15	1	1	8	4	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5711	3085	1481	629	449	1014	221	154	117	145	51	41	52	19	25	30	14	19	8	8	10	4	1	2	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	2749	2065	845	167	192	908	95	75	34	105	10	15	37	11	19	25	2	16	2	2	8	3	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5930	3196	1530	630	489	1318	226	129	98	141	53	39	55	21	16	28	13	13	4	7	7	4	2	3	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	2995	2249	913	157	230	1222	102	73	29	105	9	15	35	14	13	25	3	9	1	2	6	4	2	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6245	3360	1551	648	481	1504	243	131	101	133	48	48	52	21	26	23	9	26	4	5	20	3	4	4	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3351	2440	956	148	248	1423	112	81	24	96	9	26	41	12	19	22	2	23	1	1	17	2	3	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6521	3580	1593	666	502	1740	214	131	101	134	45	53	53	30	32	38	8	45	2	7	22	6	3	6	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3685	2693	1048	146	265	1649	102	81	22	97	7	31	41	17	24	38	2	42	1	1	20	5	2	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6307	3777	1613	654	482	1751	207	160	110	156	59	60	40	28	42	30	6	30	8	4	29	4	5	2	1	1	4	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0
0.03	north11_active	80	3550	2786	1042	146	254	1658	99	80	18	121	15	41	23	15	36	26	1	27	2	1	28	3	2	2	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north12_all	80	6424	3999	1673	674	515	1966	209	160	112	174	53	66	52	35	40	35	4	48	7	3	26	4	4	7	0	0	4	3	0	0	1	1	0	0	1	0	0	0	0	0	1	0
0.03	north12_active	80	3712	2999	1137	148	286	1892	97	91	21	142	13	45	33	19	37	29	1	45	2	0	25	2	1	6	0	0	4	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north13_all	80	6361	3865	1656	691	502	1988	204	157	115	157	61	71	60	31	38	45	6	49	2	4	20	5	3	12	0	1	1	4	0	0	2	1	0	0	1	0	0	0	0	0	1	0
0.03	north13_active	80	3689	2922	1136	134	276	1911	89	83	22	127	14	44	39	17	35	39	2	46	0	0	20	3	1	11	0	1	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0
0.03	north14_all	80	6180	3676	1586	700	502	1686	216	157	120	144	62	57	61	37	33	44	9	43	2	4	10	4	1	11	0	1	1	4	1	0	1	1	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	3480	2709	1064	144	275	1595	95	81	26	114	11	33	44	17	31	35	3	39	0	0	9	3	1	10	0	1	1	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north15_all	80	5986	3400	1516	693	481	1382	224	163	104	126	63	53	55	30	27	41	10	32	2	3	10	2	1	6	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	3202	2404	979	161	239	1296	92	71	27	96	9	26	40	11	25	34	2	29	0	0	8	2	1	6	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_all	80	5796	3111	1387	686	481	1068	219	172	89	144	60	41	40	31	26	31	8	31	4	3	6	3	3	3	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	2927	2085	838	177	221	976	93	72	28	111	7	20	28	12	21	27	2	26	0	0	4	2	1	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_all	80	5776	2982	1356	680	467	933	213	166	89	131	54	46	33	30	17	33	8	21	3	4	5	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2788	1910	778	181	204	845	89	63	25	98	8	21	18	10	12	29	0	16	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	5806	2974	1305	666	473	956	224	169	96	132	52	43	36	22	20	21	9	18	4	3	3	2	3	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2858	1922	752	165	201	853	96	71	20	98	6	19	22	6	14	17	1	14	1	0	2	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	5986	3036	1376	678	476	983	220	171	104	121	53	39	41	28	28	18	15	13	4	3	4	3	2	4	1	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2978	2027	820	162	209	880	98	74	18	86	7	22	24	5	24	13	3	10	1	1	3	1	0	4	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6341	3287	1478	685	461	1207	245	164	103	147	57	42	47	25	31	11	12	18	5	2	36	6	7	3	1	4	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
