label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92
0.03	north1_all	80	6205	6525	2184	2610	792	697	1343	626	555	400	484	252	436	155	247	140	109	156	77	62	71	39	35	102	44	81	28	34	18	18	21	13	8	19	21	9	9	6	4	17	5	1	2	6	6	1	3	4	7	2	2	0	2	5	1	0	0	3	1	2	1	0	0	0	2	0	0	0	1	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2968	4278	1196	1715	354	353	920	359	330	215	291	140	309	72	156	65	52	94	39	33	37	18	18	67	18	56	11	18	9	8	14	7	5	12	16	4	7	5	1	8	2	1	0	2	3	0	2	1	4	1	0	0	1	5	0	0	0	3	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6280	6464	2148	2723	788	698	1327	604	611	438	496	266	452	159	240	119	107	175	78	72	78	44	37	91	40	93	32	29	28	16	19	12	7	22	17	10	7	9	5	19	6	1	3	3	4	3	3	4	2	0	2	0	1	2	2	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3056	4245	1200	1803	352	365	887	349	397	246	297	144	314	74	147	64	50	98	44	36	36	20	20	52	17	74	16	15	15	6	11	6	5	10	13	7	5	6	2	9	6	1	1	0	1	0	1	1	2	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6197	6452	2156	2728	794	664	1385	597	616	422	456	279	493	160	227	117	95	161	72	80	69	42	37	81	46	78	33	33	27	20	21	11	6	19	15	14	7	7	7	11	9	1	3	1	4	5	2	4	6	1	1	0	2	1	2	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3026	4232	1187	1755	369	335	909	341	391	241	268	140	336	80	145	67	42	97	44	39	31	17	19	42	18	55	16	17	11	6	13	6	5	10	9	6	4	4	4	4	8	1	1	0	1	1	0	1	6	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6268	6504	2112	2774	830	700	1337	574	609	412	440	300	539	160	232	107	94	184	70	81	76	40	40	68	48	64	31	30	27	32	20	10	11	20	11	15	5	9	7	4	11	0	4	1	3	5	4	4	6	1	0	1	1	3	1	0	0	0	2	1	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3087	4260	1183	1795	376	350	894	308	395	225	258	151	373	78	141	61	43	118	40	36	34	18	22	35	27	45	18	14	11	13	13	3	5	10	4	7	1	5	5	2	7	0	1	1	2	1	2	0	4	1	0	1	1	2	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6252	6581	2139	2777	835	738	1324	558	567	387	423	304	580	151	246	104	91	169	57	89	65	43	41	82	47	51	27	34	28	30	22	8	17	21	14	10	7	8	6	13	14	2	5	3	6	5	4	3	7	2	1	1	1	3	0	0	0	0	5	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	3014	4325	1234	1799	388	340	842	295	346	209	260	171	402	66	158	54	47	111	30	46	32	19	24	45	30	31	13	18	15	10	15	1	6	11	5	3	3	4	5	6	8	2	2	2	3	2	3	0	5	1	1	1	1	2	0	0	0	0	3	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6354	6608	2096	2734	788	735	1342	549	593	390	424	324	617	147	239	103	101	155	58	89	70	38	53	91	53	64	26	32	24	27	22	8	15	22	11	7	10	6	6	19	8	2	4	4	6	3	4	2	8	2	1	3	1	3	0	0	0	1	13	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
