label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91
0.03	north6_all	80	15289	11173	5666	2232	1506	1304	1102	712	575	519	410	551	288	259	328	212	193	184	123	141	103	119	82	88	59	80	28	46	63	39	31	26	16	21	25	15	10	10	14	12	6	17	19	16	8	6	2	2	3	5	6	4	3	1	2	1	1	3	2	1	1	1	2	11	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	10593	9542	4518	1116	432	707	638	223	246	165	148	404	97	91	220	127	116	116	44	105	38	74	40	49	32	57	5	19	48	15	11	13	5	9	21	5	1	3	7	9	3	14	16	10	3	1	0	2	1	5	5	2	1	0	0	0	1	2	1	1	0	0	2	10	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	15310	11180	5728	2251	1479	1329	1087	678	570	505	399	533	287	262	312	199	201	186	136	140	98	129	82	77	50	63	29	36	54	32	35	26	16	21	27	14	14	10	14	11	14	17	13	15	10	5	1	4	3	4	4	3	2	0	1	1	0	2	3	0	1	1	1	9	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	10599	9517	4578	1107	405	706	622	217	238	161	149	389	99	92	200	121	110	123	55	103	35	80	40	39	24	45	5	16	43	10	13	15	5	9	22	3	0	5	7	9	7	15	10	10	4	1	0	2	1	4	2	2	1	0	0	0	0	2	1	0	0	0	1	8	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	15215	11280	5450	2263	1490	1322	1075	653	566	485	415	574	291	273	287	201	210	203	145	140	101	109	75	81	50	66	24	38	47	30	32	25	20	17	24	17	13	8	18	12	21	14	15	13	9	2	2	5	6	3	4	2	3	1	1	1	0	1	1	0	1	0	3	13	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0
0.03	north8_active	80	10505	9616	4321	1120	403	713	593	207	228	166	156	416	90	91	174	117	123	142	56	99	41	63	41	47	22	46	5	19	34	10	16	14	6	7	18	6	1	7	12	7	14	9	12	9	4	0	1	3	2	3	2	2	2	1	0	0	0	1	0	0	0	0	2	11	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	15184	11087	5495	2355	1493	1322	1101	656	602	475	413	559	304	262	277	193	218	198	161	149	92	101	74	77	53	77	28	35	46	27	27	27	19	19	20	15	16	8	17	14	20	10	16	9	7	3	1	4	6	1	3	2	4	2	0	1	1	3	2	1	2	0	2	9	3	0	1	4	0	0	2	0	1	0	0	0	0	3	0	1	1	0	1	0	0	0	0	0	1	0	0	0
0.03	north9_active	80	10433	9389	4334	1159	397	705	600	201	229	155	163	407	94	82	173	100	130	132	67	102	39	59	42	40	18	56	8	19	36	9	13	15	7	7	15	5	1	8	14	7	14	5	15	7	3	2	1	2	2	1	1	0	2	1	0	1	0	3	1	0	0	0	1	7	2	0	1	4	0	0	1	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	15222	11019	5478	2264	1483	1319	1101	694	619	463	402	587	306	270	273	195	197	208	143	148	82	95	72	92	62	74	33	37	48	31	28	28	22	16	21	13	20	10	16	10	21	9	28	7	6	4	1	1	3	2	2	2	5	2	0	1	2	2	2	3	2	0	2	11	4	0	1	4	0	0	2	0	1	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	1	0	0	0
0.03	north10_active	80	10432	9336	4340	1136	405	719	591	197	248	153	145	430	94	85	170	98	117	131	67	100	33	48	40	52	27	51	10	18	39	12	14	12	8	6	16	6	2	8	16	2	17	4	24	6	3	3	1	1	1	2	0	0	1	1	0	1	1	2	1	2	0	0	1	9	3	0	1	4	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	14973	11264	5655	2257	1498	1396	1079	735	581	500	460	556	287	264	279	187	227	169	115	145	108	98	104	66	61	89	54	39	34	30	45	22	22	21	28	13	9	13	32	10	11	17	8	16	3	1	5	6	6	4	2	9	1	1	2	1	3	8	4	2	0	1	3	1	2	2	1	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	10421	9523	4437	1144	432	756	587	207	237	152	172	415	69	68	190	93	157	103	41	95	41	55	79	38	25	67	13	15	25	10	21	10	8	9	25	8	2	3	28	7	6	16	1	14	2	1	2	5	3	4	2	6	1	0	1	0	1	8	2	2	0	0	3	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	15057	11195	5616	2250	1482	1403	1096	693	630	513	454	564	303	257	302	189	230	167	118	129	98	80	109	73	57	82	45	39	37	30	49	22	19	19	27	13	12	14	28	7	10	31	7	16	2	1	5	5	5	3	5	9	2	1	3	1	3	7	3	1	1	2	3	0	1	2	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	10461	9466	4417	1147	422	779	617	206	259	156	181	432	72	72	200	90	155	99	41	86	36	45	80	41	24	60	11	23	29	7	25	9	8	7	20	5	1	5	25	5	4	30	1	14	1	1	3	3	2	3	5	5	1	0	1	0	1	7	1	1	0	0	3	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	15128	10986	5508	2291	1547	1404	1079	671	653	522	443	616	303	253	274	203	237	168	124	127	92	83	97	74	49	77	39	34	39	31	38	26	23	18	27	14	11	16	29	11	10	34	12	18	6	2	3	7	4	13	5	7	2	0	2	1	4	8	2	0	1	1	3	0	1	3	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	10466	9299	4334	1139	454	795	622	204	269	165	176	458	76	71	173	106	151	96	38	82	30	56	67	39	19	58	7	20	30	11	20	11	8	6	19	4	1	9	23	6	7	33	5	16	3	0	2	5	1	12	5	3	1	0	1	0	3	8	1	0	0	0	3	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	15232	11025	5538	2217	1540	1397	1008	688	683	542	443	624	308	270	296	208	230	159	130	125	91	92	88	72	56	78	31	36	40	27	32	25	23	22	25	14	12	18	29	7	15	34	13	12	4	4	2	5	3	13	8	4	1	1	3	3	5	1	1	0	2	1	0	0	0	3	1	2	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north14_active	80	10549	9363	4404	1100	446	808	584	219	303	173	172	468	88	80	183	99	146	90	37	72	34	63	54	38	24	57	3	21	26	10	16	11	8	11	13	4	1	9	23	3	9	31	10	10	2	0	1	3	1	11	8	3	0	1	2	1	4	1	1	0	0	0	0	0	0	2	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	15202	11017	5598	2225	1534	1355	1043	722	635	523	432	608	298	283	295	207	234	137	120	156	92	110	78	69	55	77	34	33	50	25	27	26	24	16	21	12	11	19	46	10	24	19	14	16	5	5	4	3	5	15	6	3	0	1	2	4	5	1	0	0	1	1	0	3	2	3	0	3	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	10500	9432	4425	1104	449	783	616	223	280	164	165	437	89	90	186	115	154	76	36	101	35	79	47	40	22	57	5	14	32	9	14	10	8	9	12	3	1	7	38	6	15	14	10	16	2	0	2	3	2	11	6	2	0	1	1	1	4	1	0	0	0	0	0	3	1	2	0	3	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	15328	11064	5568	2189	1538	1361	1054	715	652	497	447	561	282	274	298	185	232	153	127	155	88	97	85	59	59	81	38	35	56	28	23	25	22	14	26	10	14	17	48	11	20	16	13	14	2	8	5	4	6	8	4	4	0	1	4	5	6	0	0	0	1	1	0	3	2	2	1	2	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	10615	9443	4413	1110	458	795	630	241	285	152	170	403	88	88	189	102	157	83	41	100	31	67	51	37	24	64	5	16	41	9	9	12	9	8	18	2	3	3	44	9	13	10	8	13	1	0	2	3	2	4	4	2	0	1	3	2	4	0	0	0	0	0	0	3	1	0	0	2	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	15138	10674	5384	2181	1499	1337	1099	733	615	472	414	543	274	264	289	173	208	152	128	148	90	102	93	72	57	72	46	34	49	28	24	25	15	13	23	11	14	14	45	11	16	22	12	16	5	9	4	4	5	3	4	3	0	2	4	4	5	1	0	0	0	1	0	3	2	1	2	1	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0
0.03	north17_active	80	10358	9001	4219	1079	433	750	639	233	246	137	160	397	76	82	202	92	129	81	40	101	28	65	51	49	20	56	9	16	37	6	12	11	4	5	15	3	4	1	43	9	10	17	7	13	1	2	2	2	2	0	4	1	0	2	2	3	1	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	14392	9879	5116	2147	1522	1317	1104	731	608	449	436	492	288	255	273	171	207	151	130	151	99	105	100	76	61	75	45	35	36	25	24	23	20	13	20	11	13	14	30	14	7	24	19	13	7	10	4	5	4	2	1	6	0	2	4	4	5	1	1	0	0	2	0	0	1	2	2	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north18_active	80	9436	8094	3945	1042	410	689	612	221	213	115	168	343	76	69	186	88	128	81	40	97	29	64	58	55	16	57	9	16	27	4	12	12	9	4	14	3	4	4	26	8	3	18	14	9	2	4	2	3	1	0	1	4	0	1	2	3	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	13755	9294	4727	2077	1522	1257	1035	763	602	462	414	499	291	260	285	185	217	158	127	114	100	104	85	89	61	73	47	37	29	26	24	20	20	13	23	13	13	17	32	13	5	28	21	15	8	8	1	5	4	5	1	7	1	5	3	5	4	1	2	0	0	1	0	0	0	2	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	8643	7464	3491	937	370	639	539	207	193	120	145	335	72	60	185	95	136	85	39	67	29	61	51	54	17	56	11	17	18	5	11	6	10	3	16	4	3	6	27	7	3	22	17	11	3	5	0	3	3	2	1	6	0	3	1	4	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	13249	8760	4557	2056	1530	1198	1011	762	610	457	403	518	282	256	285	207	189	161	125	126	100	100	84	80	64	73	44	37	32	27	28	21	18	9	23	16	13	18	30	10	0	30	23	13	8	9	1	4	4	9	1	7	3	5	1	2	2	2	4	0	0	1	1	0	0	2	2	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_active	80	7994	6858	3288	859	337	569	510	189	192	106	148	340	65	56	167	101	117	86	42	68	29	54	53	46	20	51	12	17	22	6	16	8	7	1	14	4	3	6	23	3	0	24	20	10	4	5	0	3	4	5	1	6	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	27792	11947	3273	2099	1550	1192	924	784	1090	707	781	574	370	311	234	184	455	147	303	158	229	99	84	56	113	64	68	45	46	54	34	37	17	23	17	14	35	11	11	10	19	12	11	3	8	7	6	0	3	4	1	2	5	4	1	4	0	4	3	2	0	2	1	0	1	1	2	0	0	0	0	0	0	2	2	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	south21_active	80	24220	10347	1605	850	513	505	350	339	890	478	602	403	229	185	84	89	402	73	247	103	189	36	43	10	93	38	50	20	27	44	8	24	5	13	4	6	26	5	5	3	13	7	11	1	7	3	4	0	0	3	1	1	4	4	0	4	0	2	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	27941	12211	3348	2095	1582	1221	932	773	1100	699	753	543	354	319	233	200	455	153	300	149	222	103	73	60	100	57	65	42	47	47	31	41	15	25	16	11	32	18	7	11	17	13	13	2	9	6	8	0	3	3	1	5	5	7	4	4	0	2	3	2	2	6	1	0	1	0	2	1	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0
0.03	south22_active	80	24491	10603	1682	874	515	516	358	343	892	480	573	371	231	192	75	90	404	76	248	97	186	35	31	10	76	27	43	19	30	31	7	25	3	13	3	6	25	12	3	3	16	5	11	1	7	4	7	0	0	1	1	2	4	7	3	4	0	1	2	1	0	6	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south23_all	80	27370	12014	3380	2053	1594	1255	914	773	1086	709	720	505	387	314	247	208	421	156	292	136	192	93	75	64	115	64	64	39	42	38	26	43	16	27	19	13	29	20	10	11	15	7	16	1	13	5	12	0	3	4	1	4	3	7	7	6	0	1	2	2	2	5	1	1	2	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south23_active	80	23873	10367	1678	861	511	540	338	339	895	486	543	331	245	189	87	93	367	75	243	88	164	30	29	11	91	34	40	11	26	22	5	29	4	14	2	4	25	17	6	3	14	2	13	0	10	3	12	0	0	0	1	1	1	7	5	6	0	0	1	1	0	5	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0.03	south24_all	80	25940	11643	3350	2130	1604	1258	912	743	1006	674	705	499	356	318	229	217	394	168	261	126	178	88	74	53	109	65	51	42	47	29	27	35	16	25	17	11	22	21	12	8	8	9	16	4	14	6	18	2	4	5	0	5	6	7	7	3	0	1	2	1	2	4	0	1	2	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	22369	9858	1614	871	499	518	328	322	807	445	537	328	217	182	82	104	343	80	217	82	148	24	38	13	83	35	30	10	31	19	5	24	5	14	2	3	16	18	7	2	7	4	12	1	11	4	16	0	0	0	0	1	4	7	5	3	0	0	1	1	0	4	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	24469	11002	3261	2172	1526	1231	885	753	987	680	669	458	364	352	209	194	389	159	253	139	186	87	76	53	105	67	55	39	43	33	29	32	19	21	18	12	17	20	14	10	10	6	11	7	11	10	18	6	3	3	2	5	6	2	4	3	0	2	0	2	2	2	0	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	20737	9229	1506	846	463	492	294	319	773	450	499	304	206	206	71	97	336	74	213	84	158	27	38	13	84	41	26	11	28	24	8	21	6	15	3	1	8	17	7	3	9	4	7	1	8	7	15	2	0	0	0	2	4	2	2	2	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	23737	10460	3161	2246	1501	1207	896	756	968	661	705	455	339	370	197	195	381	148	231	143	196	84	66	51	94	76	68	36	39	40	37	35	23	19	16	10	24	25	20	9	17	7	11	9	7	7	19	9	4	3	3	4	4	5	1	3	1	2	0	2	1	2	0	1	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	20023	8701	1425	870	446	480	292	318	734	449	529	291	187	223	65	101	328	63	191	78	171	24	33	10	76	44	34	14	26	31	13	27	8	16	4	0	13	22	12	2	14	4	6	1	5	5	15	4	1	0	0	1	4	5	0	2	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	25049	11074	3139	2192	1461	1203	911	766	973	674	787	481	384	367	197	185	411	144	238	149	205	84	65	59	101	68	71	43	41	47	35	33	29	23	15	11	27	19	18	9	17	4	9	9	2	10	10	11	6	2	4	3	1	4	0	1	2	1	0	2	1	2	0	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	21326	9354	1482	846	446	475	334	321	758	477	594	325	231	225	61	86	357	61	199	83	177	28	23	13	86	43	42	19	33	33	12	20	14	19	5	1	18	18	10	2	13	1	2	2	1	6	7	4	1	0	0	1	1	4	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	26221	11644	3156	2166	1447	1232	893	786	1068	702	825	515	388	355	212	164	375	144	229	137	208	85	73	65	110	77	69	43	46	52	29	38	25	30	17	12	25	16	12	7	22	6	8	8	5	6	7	8	5	2	3	2	5	6	1	1	2	0	0	0	0	1	0	0	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_active	80	22564	9950	1524	840	475	514	325	333	857	510	634	345	231	217	64	74	326	61	177	89	176	30	28	14	87	51	47	22	35	39	10	24	12	20	6	3	20	16	9	3	17	2	2	2	5	3	5	4	1	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	27252	11915	3177	2167	1452	1200	890	803	1098	728	865	535	408	328	219	182	402	152	247	142	212	88	75	66	116	60	64	46	50	54	24	37	30	27	16	15	16	17	10	8	18	8	6	8	9	9	3	7	2	2	3	3	6	3	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_active	80	23690	10236	1543	869	476	510	329	360	882	539	688	365	255	201	73	80	352	66	200	95	172	29	26	15	92	38	45	22	38	42	7	22	11	16	5	4	13	16	6	4	15	3	2	3	7	5	2	4	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	27456	11838	3224	2216	1489	1215	910	764	1144	732	822	512	361	326	223	205	419	152	262	139	204	97	77	65	118	65	57	43	54	62	19	33	24	24	15	18	12	19	12	11	19	10	4	6	9	8	3	6	1	1	1	1	8	2	1	0	1	1	1	0	1	2	0	1	2	1	1	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0
0.03	south30_active	80	23866	10215	1516	909	487	505	338	337	913	513	658	349	205	198	77	94	367	67	212	98	170	33	31	14	91	39	37	24	45	48	3	16	8	10	3	3	12	17	8	7	16	3	3	1	7	4	3	3	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
0.03	south31_all	80	27717	12309	3352	2155	1507	1155	965	742	1202	746	722	516	381	318	227	222	426	188	237	135	228	81	74	58	118	75	65	53	44	58	29	23	21	31	29	24	20	25	19	13	17	11	16	7	6	7	12	4	2	3	2	4	3	2	0	6	3	3	1	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	24150	10605	1620	867	476	458	364	309	983	527	539	338	243	191	89	101	365	93	196	94	187	26	33	18	100	39	42	22	25	47	11	9	6	14	9	9	18	19	15	5	13	2	12	1	5	6	11	1	0	1	1	1	3	1	0	5	2	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	27986	12529	3302	2129	1491	1163	973	738	1157	742	759	499	380	304	224	214	401	188	249	139	197	82	73	58	128	61	57	52	41	62	32	18	18	27	27	22	15	29	18	14	14	9	19	7	9	5	15	5	2	3	0	1	4	2	3	5	2	3	1	0	0	2	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south32_active	80	24458	10864	1610	851	479	463	366	319	926	506	581	312	244	186	79	98	339	94	210	93	159	32	31	25	104	30	34	19	23	52	15	5	4	9	9	10	14	21	13	5	9	3	14	1	8	5	14	1	0	0	0	0	4	1	2	3	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	28038	12171	3295	2154	1447	1155	940	764	1111	766	735	491	410	324	222	221	390	190	270	145	184	72	73	57	125	51	50	50	40	62	34	23	15	23	23	21	13	25	18	11	10	8	17	5	17	4	8	7	3	6	0	1	4	2	3	2	3	2	0	0	0	3	0	1	0	3	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
