label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192	Otu193	Otu194
0.03	south31_active	80	1369	587	1053	816	285	417	517	231	430	110	141	80	63	83	109	78	37	50	63	59	32	30	67	61	31	43	33	14	44	29	14	24	79	45	22	41	17	40	13	15	26	11	5	20	21	11	7	8	5	3	22	6	9	15	10	23	7	8	10	4	6	2	19	2	0	1	6	4	2	3	2	4	8	5	1	5	4	10	3	8	2	1	7	2	1	1	6	2	0	3	0	0	5	2	1	0	1	0	0	0	0	1	2	0	0	2	1	0	0	0	5	0	0	0	2	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3024	1294	1856	1436	522	754	820	415	681	254	219	164	131	176	199	136	94	111	111	100	64	80	123	147	70	82	61	37	68	41	37	46	108	63	53	51	37	68	23	23	43	29	16	45	38	22	19	13	11	10	55	15	22	24	26	19	13	16	9	13	6	4	22	2	5	4	9	8	4	5	4	6	16	7	4	7	5	11	14	8	1	3	18	2	2	2	8	3	2	13	4	2	6	3	1	0	1	3	1	1	0	2	1	0	0	3	3	2	1	0	6	3	0	0	0	2	2	1	0	0	0	0	3	1	0	1	0	0	1	1	2	1	2	0	0	1	1	5	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0
0.03	south32_active	80	1446	597	1153	835	293	464	528	221	492	122	123	77	72	85	119	73	36	57	60	56	28	47	79	78	32	50	32	16	47	20	23	24	70	47	31	32	23	35	10	11	28	15	5	25	27	11	9	6	4	6	37	5	13	16	13	15	10	9	3	2	6	3	14	2	1	2	7	5	1	3	2	5	9	4	4	5	2	10	8	8	1	1	7	2	1	1	8	2	0	12	0	0	5	2	0	0	1	0	0	0	0	1	0	0	0	3	0	2	0	0	5	1	0	0	0	0	2	1	0	0	0	0	2	0	0	1	0	0	0	0	2	1	0	0	0	1	1	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3012	1313	1867	1451	514	762	918	421	726	244	212	175	138	167	196	144	109	104	89	95	72	77	153	147	66	66	55	40	97	45	42	48	95	70	56	67	31	63	24	21	44	29	18	64	43	14	16	14	11	10	50	24	21	16	31	23	11	14	6	15	4	2	16	4	3	5	9	7	10	4	4	2	15	6	6	9	6	13	14	22	2	3	10	2	2	1	4	2	0	10	3	2	5	3	1	1	0	3	1	1	1	3	2	0	1	2	4	2	0	2	2	2	0	1	0	0	1	2	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	0	1	1	7	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0.03	south33_active	80	1458	613	1171	864	287	488	591	230	522	127	114	92	80	88	120	82	52	57	52	55	37	46	100	91	31	39	33	16	68	23	28	25	69	55	37	47	22	35	11	11	27	17	6	32	29	5	7	6	5	7	34	10	14	12	13	18	5	8	1	5	4	1	8	3	1	1	7	5	6	2	3	1	8	3	4	6	2	11	11	18	1	1	6	2	1	0	4	1	0	10	0	0	4	2	0	1	0	0	0	0	0	2	0	0	1	2	0	2	0	1	0	1	0	1	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3039	1306	1776	1466	536	789	902	414	732	231	229	174	144	170	187	146	103	98	88	96	86	85	154	155	69	76	58	40	98	49	47	41	100	68	50	58	32	53	22	24	43	30	17	58	38	11	14	15	12	16	44	24	21	14	28	15	13	15	14	10	2	5	14	7	4	5	3	4	10	4	3	4	9	7	10	4	5	12	17	17	2	4	5	5	3	1	4	2	0	10	2	2	2	1	1	1	0	2	0	0	1	3	2	2	1	3	2	2	0	2	1	2	0	1	1	0	1	1	0	0	0	0	3	0	0	1	0	1	2	0	2	2	0	0	0	1	1	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0.03	south34_active	80	1503	615	1100	885	305	497	590	229	508	120	121	90	87	96	117	78	55	48	47	57	40	48	92	103	34	41	32	16	67	26	29	17	78	44	37	36	19	31	12	14	31	21	8	29	23	5	7	6	7	13	34	13	15	11	7	11	6	6	8	3	2	3	10	3	2	1	2	2	7	1	2	3	2	1	5	2	2	10	15	13	1	1	2	4	1	0	4	1	0	10	0	0	1	1	0	1	0	0	0	0	0	2	0	2	1	3	0	2	0	1	0	1	0	1	0	0	1	1	0	0	0	0	2	0	0	1	0	0	1	0	2	2	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2992	1323	1714	1450	562	755	880	439	695	219	235	177	151	162	201	164	109	93	107	102	79	80	150	149	69	75	68	38	91	55	41	42	80	63	51	65	29	66	22	25	37	34	19	53	36	15	8	12	10	17	47	22	19	20	19	17	14	10	14	11	2	4	16	7	4	5	1	3	13	4	4	5	7	6	11	3	5	20	17	19	2	2	5	4	3	2	3	0	1	7	0	0	2	1	1	1	0	2	0	0	1	1	2	2	3	3	2	1	1	2	1	0	0	1	1	0	1	2	0	0	1	1	2	0	0	1	1	1	2	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1497	636	1061	908	316	477	567	242	468	117	131	97	87	98	125	91	60	52	58	56	42	43	92	108	33	39	42	16	63	33	22	17	61	39	33	38	15	42	13	13	26	26	9	29	19	6	4	5	7	15	37	14	15	11	6	12	6	3	11	6	2	2	13	3	2	0	1	2	6	0	4	3	4	1	4	1	2	17	15	15	1	0	2	3	1	1	2	0	1	7	0	0	1	1	0	1	0	0	0	0	0	1	0	2	3	2	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3034	1299	1699	1490	553	739	839	447	688	202	258	166	175	169	194	154	99	85	121	120	79	76	135	155	77	76	65	43	91	54	36	42	80	68	54	56	31	75	18	26	34	35	23	42	30	15	9	11	10	18	24	18	25	20	22	21	11	14	15	14	3	6	17	9	5	2	1	2	19	4	7	6	4	5	8	5	4	12	13	6	2	2	8	7	4	2	6	0	2	0	0	1	3	0	0	0	0	1	2	0	1	1	1	2	2	2	0	3	1	1	3	0	0	0	2	0	0	1	2	0	1	1	1	0	1	1	2	1	1	0	0	2	0	1	0	1	0	4	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1560	617	1049	941	293	466	542	241	455	106	141	86	100	103	118	75	54	51	65	70	41	41	83	105	42	38	40	15	58	31	16	23	53	40	35	32	16	50	9	14	20	27	9	29	15	6	3	5	8	13	15	11	17	10	13	14	6	6	12	9	2	2	15	4	2	0	0	1	10	0	7	3	4	1	3	2	2	10	11	6	2	0	6	4	1	1	4	0	2	0	0	0	2	0	0	0	0	0	2	0	0	1	0	2	2	1	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	2	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2973	1296	1676	1483	556	708	725	436	621	201	258	169	155	182	214	157	99	90	122	104	71	80	140	149	70	79	73	44	77	56	39	43	80	64	61	54	20	73	21	25	34	33	22	50	31	11	13	12	10	15	29	9	21	21	28	18	11	13	14	13	3	4	20	9	6	7	3	4	12	1	8	4	5	5	9	3	7	12	10	3	5	2	8	7	2	2	9	0	3	0	0	1	3	0	0	1	0	1	3	1	1	0	1	3	3	1	0	7	2	0	3	0	2	0	2	0	0	1	3	0	2	1	0	0	1	0	2	0	1	0	0	2	0	2	1	5	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_active	80	1533	602	1039	927	271	443	478	230	408	104	137	91	87	114	126	82	51	50	65	55	40	39	85	91	37	45	44	16	47	33	21	26	50	38	42	28	10	47	10	11	22	24	9	38	15	5	5	8	6	8	16	3	13	12	22	9	6	6	10	8	2	0	15	4	2	3	0	2	5	0	8	1	5	1	5	2	2	10	7	3	3	0	6	4	1	1	6	0	3	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	2	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2898	1269	1651	1413	536	657	740	410	625	201	266	179	154	175	188	144	91	87	123	94	70	61	133	132	56	80	64	46	78	48	38	41	70	68	69	50	21	71	25	22	33	21	21	39	33	14	15	12	10	12	33	9	19	27	25	16	9	12	6	13	6	4	15	7	8	7	4	6	11	4	6	6	7	4	12	4	3	5	8	2	5	3	12	8	2	1	10	0	4	3	0	2	3	1	1	1	3	0	3	1	1	1	1	1	2	0	0	7	1	0	6	0	2	0	1	1	0	1	3	0	1	1	0	0	2	0	2	0	0	0	0	0	1	2	1	5	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south38_active	80	1450	577	1022	873	238	399	497	206	409	96	144	86	87	108	111	73	49	43	66	54	37	29	84	74	27	42	38	17	47	24	22	21	37	46	49	31	11	50	8	10	19	14	7	34	17	9	7	8	5	4	22	5	11	18	21	8	4	9	3	9	2	0	10	3	3	4	0	4	6	4	6	2	5	1	9	3	0	4	5	2	2	1	11	5	1	0	7	0	3	1	0	1	3	0	1	0	3	0	2	0	0	1	0	1	0	0	0	5	0	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2834	1286	1555	1316	496	636	728	412	551	202	245	168	134	164	193	130	84	86	103	88	73	63	115	114	46	74	55	55	84	56	41	32	79	61	70	54	25	56	30	20	27	14	20	33	26	24	19	20	11	9	27	16	21	17	17	11	8	14	6	8	8	3	12	6	9	8	4	6	10	5	12	8	11	5	16	4	4	8	10	1	6	2	8	6	2	1	9	0	3	5	0	1	3	1	2	2	3	1	2	2	0	2	1	2	2	1	0	6	1	0	3	0	2	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	2	1	1	4	0	0	1	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south39_active	80	1350	565	938	806	223	388	478	213	343	94	121	79	74	95	120	66	43	43	61	49	38	20	58	67	19	37	27	19	49	27	23	14	46	42	48	34	11	37	10	9	17	10	8	27	12	11	11	14	5	2	15	8	11	15	11	6	4	10	4	5	2	0	8	4	4	4	0	4	6	4	8	5	7	2	11	3	0	6	2	1	3	1	7	4	0	0	7	0	2	2	0	1	3	0	1	0	3	0	1	0	0	2	1	1	0	0	0	5	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	2802	1297	1551	1274	500	613	727	409	529	217	229	188	140	148	175	133	100	103	99	92	71	61	103	108	53	71	53	53	80	54	37	30	81	65	62	48	30	71	29	21	23	16	17	33	28	27	18	17	11	9	24	26	18	21	13	12	8	11	6	8	8	3	8	7	7	5	4	5	6	6	7	9	12	5	16	3	3	6	9	1	5	2	9	4	1	2	1	2	2	6	3	3	3	1	3	2	3	1	2	1	0	2	1	2	2	5	0	1	0	1	4	0	1	1	0	3	1	0	1	0	2	0	0	1	1	0	1	0	0	0	1	0	2	1	1	0	0	0	1	0	0	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_active	80	1302	575	923	785	224	381	464	216	325	97	110	82	66	82	112	70	48	54	55	48	36	22	52	61	23	33	25	21	46	25	19	12	44	42	39	31	13	48	8	10	10	10	7	23	12	12	10	9	3	5	16	15	12	18	8	6	4	7	4	3	1	1	4	5	4	1	1	3	3	5	3	7	7	3	11	3	0	4	1	0	2	1	7	4	0	1	1	2	1	2	1	3	1	0	1	0	3	0	1	0	0	2	1	1	1	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
