label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83
0.03	north8_all	80	12122	2642	1867	2553	665	455	452	348	247	264	167	207	210	196	274	135	86	53	60	95	80	43	37	37	38	22	19	18	13	8	36	11	12	7	6	11	14	9	5	46	9	1	5	0	1	0	4	1	3	2	2	0	0	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	7889	1471	1086	1663	321	211	241	184	138	156	84	125	120	133	174	80	52	26	29	54	57	26	19	12	24	11	8	12	8	4	34	8	8	3	2	7	7	2	2	43	4	1	4	0	0	0	3	1	2	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	11801	2627	1943	2644	673	452	446	354	265	276	183	200	214	198	222	124	83	53	59	97	83	38	40	34	45	22	19	17	13	11	45	13	13	10	10	12	16	8	7	31	11	1	3	2	3	0	8	1	5	2	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	7658	1428	1113	1759	320	210	242	186	158	160	92	122	118	134	132	64	48	29	35	60	62	24	18	15	25	10	8	11	10	7	40	10	11	4	5	8	8	3	5	30	6	1	1	1	2	0	6	0	3	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	11786	2615	1991	2644	660	446	413	379	272	273	179	220	211	190	248	145	66	48	60	116	87	30	35	26	44	19	23	14	15	13	40	9	16	12	16	12	11	7	7	21	7	2	3	2	5	1	9	1	5	0	1	0	1	0	0	1	1	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	7632	1428	1134	1732	316	209	205	213	169	150	84	144	113	134	146	76	37	28	33	77	67	15	15	13	24	5	10	8	6	7	36	7	13	4	10	7	5	3	5	19	4	1	2	1	3	0	8	0	3	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	11998	2600	1990	2793	571	472	424	389	271	252	144	194	233	169	217	156	85	56	73	88	50	29	25	28	44	30	25	20	13	14	49	8	21	9	12	9	12	3	10	2	2	6	5	2	9	1	1	3	4	0	2	0	1	2	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0
0.03	north11_active	80	7824	1437	1198	1912	268	233	226	208	132	120	79	102	142	101	122	92	53	18	41	62	29	17	14	13	29	16	14	9	4	10	31	6	14	3	9	5	3	2	4	2	1	1	3	1	7	0	0	1	4	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
0.03	north12_all	80	11972	2696	1996	2869	597	489	426	398	277	229	160	196	217	176	215	163	68	68	59	89	59	35	22	25	45	36	24	19	14	13	38	4	19	6	11	7	9	3	5	13	2	5	5	1	12	2	1	3	2	0	2	1	2	3	2	2	0	0	1	1	0	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
0.03	north12_active	80	7804	1491	1203	1948	293	235	227	207	138	111	86	107	132	113	135	100	40	27	35	57	34	16	8	11	24	18	14	11	7	8	15	3	11	2	8	4	2	2	2	12	1	2	3	1	9	0	0	1	2	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north13_all	80	11909	2635	1995	2852	597	514	426	365	267	218	175	196	224	173	274	166	57	72	54	74	60	40	24	23	43	29	16	20	10	15	29	4	18	6	10	9	9	4	6	11	2	6	5	2	12	5	0	1	3	0	1	1	3	2	1	5	0	0	1	0	3	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
0.03	north13_active	80	7825	1477	1214	1984	306	236	240	194	128	120	86	111	127	102	175	105	33	29	31	46	34	17	10	10	22	14	11	12	6	10	10	2	10	2	9	4	4	4	3	10	1	4	3	1	11	2	0	0	2	0	0	1	1	1	1	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north14_all	80	11724	2653	1993	2790	644	495	448	335	260	239	185	207	193	183	262	149	51	65	52	82	90	46	30	28	41	34	16	15	12	13	24	4	16	10	8	7	4	4	6	13	2	9	1	3	7	6	0	3	1	1	0	1	4	2	1	5	2	1	1	0	3	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	7695	1482	1191	1907	324	210	240	184	132	133	79	119	105	110	164	90	33	31	32	53	54	29	17	10	21	17	7	9	8	7	11	2	10	5	7	3	2	3	4	11	1	5	0	2	6	3	0	2	0	0	0	1	2	1	1	1	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	11857	2641	1983	2674	647	481	447	331	263	247	178	208	184	203	261	130	54	66	60	68	74	50	33	24	31	28	18	19	13	18	20	9	13	14	8	3	5	4	5	6	1	8	4	3	4	6	1	2	5	1	0	0	3	0	0	4	2	1	1	0	4	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	7796	1484	1184	1809	333	206	239	193	129	130	65	115	93	115	162	68	33	34	35	43	47	29	21	9	16	15	6	10	9	9	16	4	7	9	7	0	4	2	5	5	1	5	0	2	4	4	1	2	3	0	0	0	1	0	0	1	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	11974	2630	1987	2595	650	484	452	324	293	260	168	218	192	238	213	133	65	52	58	85	77	41	41	27	22	28	20	11	12	16	23	9	11	14	9	3	13	5	10	5	3	8	5	4	1	4	1	4	4	1	0	0	3	0	0	0	2	1	1	0	1	0	0	0	0	0	0	1	2	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	7788	1466	1163	1741	327	213	228	198	157	148	63	121	105	139	134	81	35	33	34	47	49	26	30	11	13	15	6	5	8	8	16	5	7	10	8	0	9	2	10	2	3	4	0	2	1	3	1	2	3	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	12087	2613	1996	2625	665	492	451	327	300	249	172	214	220	250	217	137	73	61	57	93	66	41	35	26	22	23	22	19	10	14	20	11	10	11	13	3	11	5	7	5	4	2	6	2	2	3	2	2	4	0	0	0	1	1	0	1	2	2	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0
0.03	north17_active	80	7816	1416	1195	1710	326	224	221	198	164	147	73	116	119	153	140	92	33	35	31	47	43	20	28	11	13	11	6	7	7	7	14	7	7	7	11	1	8	1	7	2	2	1	0	0	1	2	1	0	3	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0
0.03	north18_all	80	11890	2638	2034	2629	655	503	454	342	319	252	162	240	228	214	213	149	75	69	60	79	65	40	28	28	24	23	20	22	8	8	16	7	13	6	11	5	13	8	9	6	5	3	4	2	2	4	2	2	2	1	1	1	2	1	2	2	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north18_active	80	7681	1436	1199	1655	310	232	231	199	177	147	82	139	135	137	134	99	34	39	34	36	43	20	18	14	14	12	6	8	5	3	9	5	11	3	9	3	10	2	7	2	2	2	0	0	1	3	1	0	1	1	1	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north19_all	80	11954	2643	1993	2546	662	493	466	374	306	247	171	233	210	199	192	141	71	63	57	69	69	48	27	29	28	27	18	22	11	7	24	4	12	6	13	11	7	6	6	5	7	2	5	1	1	3	6	0	2	1	3	1	2	1	3	2	0	4	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north19_active	80	7785	1414	1168	1620	307	229	253	211	166	135	94	125	130	138	118	91	32	35	31	32	47	26	12	15	19	13	7	9	6	4	13	2	7	3	11	8	6	2	3	1	0	1	1	0	0	3	2	0	1	1	1	0	1	0	3	2	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north20_all	80	11979	2638	2043	2570	622	455	447	379	290	246	154	255	202	169	209	102	68	67	56	64	78	41	25	29	43	29	23	23	12	12	20	5	13	5	13	11	10	5	6	8	9	2	5	2	2	3	8	1	2	1	3	1	2	0	3	2	0	3	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north20_active	80	7804	1441	1186	1641	296	229	249	201	151	132	73	140	130	112	139	59	32	31	30	34	47	19	9	12	25	14	9	11	8	9	13	3	8	4	10	8	8	2	3	3	1	1	1	0	0	3	4	0	1	1	1	0	1	0	3	2	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	4578	2559	1216	1219	614	1410	1169	281	305	229	196	208	133	104	147	89	121	67	80	27	94	34	30	44	20	33	30	19	27	14	12	38	15	8	9	9	3	7	15	10	6	3	5	5	1	2	2	6	0	4	0	1	1	1	1	2	3	0	1	0	4	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	2255	1367	579	737	290	885	796	129	153	101	106	107	61	54	85	51	64	37	41	10	69	18	15	34	14	13	9	10	18	5	8	23	8	4	6	5	2	6	8	9	3	3	2	1	0	0	1	2	0	1	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4554	2552	1196	1198	626	1415	1111	293	304	212	180	195	150	111	138	81	123	59	86	32	96	39	23	47	18	28	30	22	31	19	15	30	16	9	6	6	3	9	17	4	4	2	7	4	2	0	2	5	0	5	1	1	1	1	1	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	2260	1350	588	739	290	883	749	128	153	102	101	101	73	56	79	48	70	31	44	10	69	18	13	32	12	14	10	11	17	9	9	16	9	5	5	3	3	4	9	0	3	1	2	2	1	0	1	1	0	2	1	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	4426	2570	1149	1178	612	1329	1024	272	284	198	171	178	149	105	122	75	106	61	74	35	92	38	20	41	18	36	30	23	25	20	20	33	12	10	5	7	2	7	6	5	3	5	5	5	1	0	1	3	2	2	2	1	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	2187	1375	570	705	289	831	693	118	136	98	95	89	71	50	64	39	61	32	36	12	63	13	11	29	11	19	13	15	12	11	11	18	5	6	4	4	1	2	5	1	2	4	2	3	1	0	0	0	2	2	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	4350	2528	1138	1130	618	1266	982	280	262	193	172	163	149	99	129	74	105	59	74	46	68	36	22	38	24	35	27	16	20	22	19	22	15	9	6	8	5	7	5	6	2	5	4	3	2	2	0	2	2	2	2	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	2128	1344	553	658	278	810	666	117	142	93	103	79	76	46	72	38	59	33	43	15	47	16	12	20	15	22	12	9	9	15	10	14	8	4	5	6	2	2	1	2	2	4	2	3	2	1	0	0	2	2	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	4368	2468	1196	1130	617	1211	966	282	283	191	189	161	144	92	133	80	102	61	78	41	55	31	19	38	25	39	31	19	10	18	14	25	14	12	9	8	6	6	6	6	1	4	1	2	4	2	1	2	3	9	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	2166	1309	574	670	281	761	632	127	151	94	103	74	78	40	81	39	57	37	51	12	32	16	12	20	14	17	12	9	3	9	8	16	7	6	7	7	2	3	0	3	1	4	1	2	4	1	1	0	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	4447	2519	1251	1183	636	1365	1069	287	274	197	199	166	153	88	127	75	115	66	94	44	68	28	22	32	25	36	40	21	27	17	8	25	12	8	10	9	7	5	7	7	1	1	4	5	3	3	1	2	4	8	0	1	1	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south26_active	80	2212	1343	610	703	287	877	680	136	151	91	106	80	92	39	73	36	68	39	64	16	44	14	14	17	16	14	17	14	21	8	5	12	6	3	6	7	2	3	1	5	1	1	2	4	3	1	1	1	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4515	2564	1258	1202	620	1456	1118	287	283	206	210	154	150	92	125	90	118	65	93	37	92	27	19	26	26	39	27	20	27	15	9	28	8	9	9	9	7	7	5	6	1	2	4	3	4	3	3	3	2	8	0	0	1	0	1	2	4	0	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south27_active	80	2276	1355	620	703	291	965	676	135	154	94	99	72	92	42	75	45	74	37	60	11	57	11	12	16	17	14	13	12	20	6	7	11	3	4	5	5	2	5	1	4	1	1	2	2	3	1	2	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4613	2582	1213	1234	608	1467	1177	268	285	224	195	148	172	95	111	91	121	60	97	34	103	33	26	34	22	29	30	16	32	15	10	29	8	6	7	6	7	12	5	4	3	7	4	4	1	2	2	2	2	0	1	0	1	0	1	2	4	0	1	0	2	0	0	3	1	7	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
0.03	south28_active	80	2274	1359	601	711	288	984	718	135	153	111	85	74	103	44	62	44	78	31	60	13	69	15	12	21	16	13	15	10	18	6	7	11	3	3	3	2	3	8	1	3	1	3	2	3	0	0	1	2	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	4590	2569	1149	1200	624	1461	1214	283	316	241	185	155	155	91	106	100	125	57	78	34	101	33	24	33	19	29	21	12	36	15	9	23	9	4	7	7	7	16	5	5	4	7	3	3	2	2	2	2	2	1	2	0	1	2	1	2	0	0	1	0	2	0	1	3	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2271	1359	568	661	296	991	771	140	177	120	81	75	89	45	60	48	89	33	45	10	62	18	10	25	12	16	10	7	22	9	5	12	5	3	3	3	5	11	0	3	1	3	3	3	1	0	1	2	1	1	2	0	1	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	4608	2560	1164	1264	624	1464	1148	295	325	245	164	148	166	92	119	97	112	53	80	39	102	38	28	36	18	24	28	13	23	14	13	21	9	8	7	13	6	16	11	5	3	6	2	1	4	2	1	2	1	1	2	0	0	2	0	2	0	0	0	0	1	0	1	0	0	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
0.03	south30_active	80	2281	1378	571	719	302	979	749	139	180	126	71	69	102	45	65	47	73	29	45	10	66	23	15	29	10	10	19	7	12	6	8	15	5	3	4	4	5	10	5	2	0	2	2	1	1	0	1	2	1	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	4629	2571	1249	1274	615	1564	1108	303	262	219	167	172	134	89	102	78	125	59	53	31	84	50	28	46	27	46	35	20	34	12	8	22	6	14	8	5	4	22	7	12	3	0	5	4	2	3	2	6	1	4	1	0	1	0	0	2	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	2370	1346	606	708	291	1049	739	144	140	115	85	95	75	46	60	37	71	25	33	15	41	29	10	20	12	29	21	14	23	7	2	18	3	8	6	3	1	19	2	12	3	0	5	0	2	0	1	3	1	3	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	4586	2500	1200	1307	584	1403	1017	284	240	216	178	190	138	90	95	83	113	58	68	33	73	46	26	42	27	35	36	20	33	12	11	15	7	14	5	10	3	17	8	8	7	2	2	4	3	2	1	7	2	2	0	1	1	0	0	4	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	2319	1300	573	730	268	950	658	132	136	114	84	109	72	43	51	37	63	19	40	13	40	23	9	19	9	25	23	12	20	4	4	10	3	8	4	5	2	15	3	8	7	1	2	1	3	0	0	4	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	4401	2459	1185	1302	581	1273	943	286	229	225	166	179	147	87	114	84	96	61	69	34	81	37	29	35	27	37	38	19	27	17	12	15	7	14	7	10	7	9	7	10	6	4	3	4	3	2	1	8	3	2	1	1	0	0	0	3	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south33_active	80	2204	1304	549	714	274	848	585	129	130	116	77	99	85	38	61	39	56	21	40	14	51	16	10	13	9	26	26	12	15	5	5	11	2	9	4	5	3	7	2	9	5	3	3	1	3	0	1	6	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	4280	2366	1204	1228	547	1124	851	273	235	203	165	170	145	90	112	81	77	53	70	42	79	39	26	30	27	31	42	21	15	17	12	19	8	9	7	10	8	14	5	4	6	5	4	1	3	1	2	4	3	0	1	1	1	0	1	3	1	1	0	0	1	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_active	80	2078	1261	539	699	252	704	517	119	132	104	82	89	86	33	62	36	47	23	36	18	50	18	11	15	11	20	28	12	8	5	4	16	3	5	4	6	3	10	2	3	5	4	4	1	3	1	2	3	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4225	2390	1164	1216	537	1090	835	257	251	196	167	148	144	99	113	86	73	47	76	43	95	35	24	28	20	35	38	19	14	18	13	23	15	6	5	10	11	9	6	8	3	6	3	0	2	2	3	5	1	2	1	1	1	0	1	2	1	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	2036	1270	513	698	250	659	530	118	135	94	87	80	84	39	58	35	46	24	44	21	62	16	10	14	10	23	26	10	9	7	4	18	9	2	1	5	4	6	1	6	2	5	2	0	2	1	3	3	1	2	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	4441	2496	1203	1223	565	1229	861	259	265	204	168	144	148	92	111	94	75	45	69	49	100	30	21	23	21	34	39	20	15	18	13	22	15	6	3	7	9	9	10	6	3	4	3	0	2	3	2	4	0	2	1	0	1	0	1	0	1	2	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
