label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north1_all	80	2751	2522	919	744	766	399	229	171	180	118	215	108	83	85	117	52	35	44	30	29	63	24	157	17	131	14	7	24	15	34	7	4	5	4	6	5	3	5	9	2	2	2	3	2	13	1	0	4	0	1	12	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	525	2020	486	497	611	242	67	53	108	40	163	71	39	62	86	20	17	15	13	18	58	10	153	12	128	4	1	24	13	33	4	0	2	3	4	1	3	2	8	0	1	0	3	2	11	0	0	3	0	0	12	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2777	2455	941	739	731	357	241	185	171	114	223	126	75	86	114	53	32	43	33	33	56	23	186	17	107	14	4	22	12	38	8	4	5	3	6	5	3	5	7	3	3	2	1	3	10	1	0	3	1	1	4	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	571	1919	512	488	588	224	65	54	104	44	177	81	31	60	76	25	16	14	16	17	49	8	181	10	104	5	1	22	10	36	5	0	3	2	5	1	2	2	6	1	2	0	1	2	9	0	0	3	0	0	4	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2789	2528	925	714	706	371	224	185	187	116	234	135	71	111	114	58	31	42	29	39	47	23	155	16	79	14	7	19	7	22	4	3	8	3	6	4	2	6	1	3	4	2	1	3	11	0	0	3	1	0	3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	593	1985	505	478	573	227	54	50	123	41	185	76	32	80	81	28	17	17	14	21	38	5	149	7	77	4	2	19	5	19	3	0	3	1	5	1	1	4	0	1	3	0	1	2	10	0	0	3	0	0	3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north4_all	80	2802	2487	939	688	737	381	223	189	191	122	223	134	76	106	96	61	29	45	27	34	41	25	187	14	48	15	15	35	3	42	5	4	12	5	6	3	2	5	1	2	3	1	0	1	10	0	1	4	1	0	3	1	0	0	1	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north4_active	80	590	1934	539	458	587	237	50	51	127	44	169	71	31	75	72	29	16	16	13	16	31	6	182	4	46	4	8	34	2	40	3	0	7	1	6	2	1	5	1	1	2	0	0	0	9	0	0	3	0	0	3	1	0	0	1	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north5_all	80	2733	2480	912	725	747	375	217	186	196	131	209	123	74	117	93	58	41	37	32	34	35	15	160	17	120	15	15	34	7	41	9	6	10	5	3	2	1	3	1	1	3	0	1	1	7	0	1	1	0	1	0	2	1	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	3	0	0	1	0	0	0	0
0.03	north5_active	80	568	1920	515	469	589	244	53	47	132	44	165	71	27	79	70	25	18	14	15	14	27	3	155	7	119	5	8	33	2	40	6	0	6	1	3	1	1	3	1	1	2	0	1	0	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	3	0	0	1	0	0	0	0
