label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64
0.03	north1_all	80	2795	2547	767	518	464	273	320	434	282	122	143	85	94	70	36	44	50	51	14	14	13	18	5	11	15	2	6	4	1	6	2	0	3	2	2	2	3	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1283	1597	338	258	259	127	191	261	186	65	95	48	52	43	24	23	28	34	7	4	5	12	4	6	12	0	3	0	1	3	0	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2834	2946	758	543	497	287	349	498	343	134	170	88	89	84	38	54	53	61	9	13	15	22	5	7	15	9	6	4	2	9	1	1	5	2	1	2	3	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1342	1889	336	285	270	135	202	296	234	66	110	50	48	57	24	36	28	35	5	3	6	13	3	7	10	5	1	0	1	6	0	1	1	1	1	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2857	3348	738	619	520	299	366	593	385	162	192	92	88	86	42	57	51	67	13	17	14	26	11	10	18	8	7	4	2	11	0	1	6	2	0	3	1	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1406	2186	324	325	274	150	220	353	244	85	129	45	49	56	25	37	29	41	6	6	4	16	7	7	12	5	0	1	1	9	0	1	2	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2893	3331	716	612	524	285	408	625	363	178	195	87	96	81	39	52	45	53	19	16	9	29	12	13	18	9	9	6	4	11	7	5	5	2	0	3	1	5	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1438	2140	325	306	279	134	248	396	241	100	133	43	56	52	24	33	28	31	10	6	5	20	5	8	12	6	2	2	3	8	0	2	1	1	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2935	3241	735	617	527	295	448	612	352	180	203	78	93	71	43	53	52	44	20	16	8	34	14	12	24	3	12	4	3	11	9	4	4	2	0	5	4	5	2	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1452	2060	328	306	290	140	277	395	228	106	142	31	59	45	24	37	32	31	11	7	5	22	6	5	17	2	2	2	3	9	2	1	1	1	0	3	3	5	2	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2952	3197	711	626	566	306	462	568	334	197	190	71	99	63	38	54	65	46	29	15	12	41	16	14	18	4	10	3	5	9	9	4	2	0	2	5	6	2	0	4	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1452	2002	320	306	322	143	294	393	213	115	129	28	54	36	23	38	44	36	17	7	7	23	7	9	11	3	2	2	5	7	2	1	2	0	1	3	3	2	0	4	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
