label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139
0.03	north6_all	80	8185	2930	1900	1348	1272	945	699	569	963	1079	437	296	414	200	206	170	432	374	122	136	111	158	215	87	120	151	63	76	53	46	42	56	50	43	76	59	22	32	24	25	23	31	11	41	19	34	13	16	13	6	17	10	3	11	31	1	12	8	3	2	0	6	9	4	4	9	2	5	4	8	2	2	2	6	3	3	1	2	0	0	0	0	0	1	0	3	0	2	0	0	6	0	0	2	3	2	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	5212	921	839	559	731	511	254	148	784	941	290	135	314	66	45	38	375	314	51	76	50	115	178	60	80	122	15	48	7	24	16	30	34	12	67	51	12	16	8	11	13	27	6	34	10	28	3	6	3	4	15	2	2	1	29	1	4	8	1	1	0	4	7	0	1	1	0	4	4	8	0	0	1	4	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	2	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	8249	2931	1956	1375	1331	987	673	548	933	1113	460	307	403	204	195	169	424	346	117	133	103	163	204	96	134	129	51	60	54	52	34	49	53	37	74	50	29	30	21	24	23	26	16	32	15	27	18	14	17	5	16	9	9	7	35	3	13	10	3	2	4	2	17	7	5	6	3	2	5	10	0	2	3	4	4	2	0	2	0	0	0	1	1	1	0	2	1	2	0	0	2	0	1	1	2	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	5332	966	856	586	784	546	237	137	753	977	330	140	316	63	53	33	366	289	46	74	42	123	167	70	94	101	15	36	10	27	13	27	38	7	64	42	18	13	8	11	9	22	6	23	7	20	7	5	5	4	15	3	5	0	31	1	4	10	1	1	2	2	15	1	1	0	0	2	4	10	0	0	2	2	1	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	8676	2976	2022	1413	1381	1024	668	557	1031	1338	471	325	440	233	185	158	463	338	138	158	106	219	198	110	135	126	44	61	49	47	31	50	76	42	81	52	37	26	28	23	21	20	18	80	12	42	19	16	18	5	16	5	10	7	31	6	13	6	7	5	4	2	17	8	6	1	2	0	4	10	0	1	4	3	3	5	1	1	0	0	0	2	1	3	0	3	1	1	0	0	2	1	1	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	5854	1022	954	699	852	604	265	129	865	1211	334	148	344	79	52	31	408	290	54	102	46	170	157	82	91	103	10	38	11	26	13	32	57	12	68	37	28	11	12	11	8	15	6	72	4	36	11	4	4	4	14	2	5	0	25	1	4	5	1	3	2	2	16	3	3	0	0	0	3	10	0	0	3	2	1	4	0	1	0	0	0	0	0	2	0	2	1	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	9100	3015	2027	1453	1467	1047	638	574	1175	1376	497	318	512	236	181	158	508	322	135	165	100	238	202	118	157	139	46	67	53	60	38	50	72	43	85	59	37	20	23	27	19	32	18	83	11	43	17	17	18	3	15	10	11	6	31	8	8	9	8	6	8	3	15	8	8	1	1	1	4	11	0	1	6	3	2	3	1	4	0	0	0	3	1	2	0	2	3	1	0	0	2	1	2	0	1	0	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	6300	1102	1001	772	959	653	267	147	1021	1252	371	149	405	85	48	28	459	274	60	113	39	190	169	93	112	117	15	39	13	33	18	33	54	18	75	45	32	10	11	14	8	26	7	77	5	37	11	5	4	2	12	5	4	0	27	2	3	8	1	3	4	3	15	3	3	0	0	0	2	10	0	0	6	2	0	2	0	4	0	0	0	0	0	2	0	1	3	0	0	0	2	1	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	9092	2968	2047	1465	1444	1042	694	596	1230	1486	510	317	531	220	188	158	479	393	129	165	113	259	262	114	145	154	40	69	53	52	45	50	80	43	110	72	38	20	30	23	17	36	19	80	10	46	19	12	12	11	12	10	7	7	19	9	6	10	9	6	6	6	14	6	7	1	0	1	4	2	0	2	6	4	2	3	2	4	0	1	0	2	1	3	0	2	2	2	0	0	2	1	2	0	1	0	0	2	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	6355	1097	1039	770	946	679	288	151	1079	1364	377	161	425	85	48	36	428	345	61	114	44	212	228	88	104	132	13	41	15	30	20	29	55	17	96	48	36	8	17	10	11	30	9	77	4	41	11	2	2	8	8	4	3	1	17	1	3	9	1	4	3	6	14	2	2	0	0	0	2	1	0	0	5	2	1	2	1	4	0	0	0	0	0	2	0	1	2	0	0	0	2	1	0	0	1	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	9422	3026	2086	1482	1385	984	672	525	1150	1461	514	316	505	246	189	160	615	526	133	180	111	187	270	116	133	125	44	63	59	41	39	53	51	35	106	72	40	19	34	23	22	26	18	53	15	33	13	13	8	15	14	4	7	6	18	4	13	47	4	3	13	5	2	2	3	2	3	22	9	6	2	3	20	7	3	1	0	1	2	3	1	3	5	2	1	1	1	0	2	2	4	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	6698	1204	1044	728	881	619	271	105	1002	1347	381	164	398	90	40	33	570	483	62	127	57	153	248	69	99	98	7	40	19	23	16	40	35	8	99	60	25	7	14	8	15	19	6	45	7	26	7	3	2	11	9	1	3	0	18	0	7	40	1	1	8	5	1	0	1	2	0	21	8	4	0	0	18	7	2	1	0	1	1	0	0	3	2	1	0	1	1	0	1	0	3	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	9359	2995	2047	1475	1364	965	650	529	1189	1487	542	323	564	230	184	156	660	467	144	183	107	190	262	112	119	127	47	63	46	51	38	65	53	28	111	76	53	22	35	25	25	28	12	55	13	36	14	14	12	20	16	9	7	6	13	6	16	54	4	7	14	5	4	2	2	4	3	12	7	1	1	3	18	7	3	2	0	2	2	3	0	2	4	2	1	1	1	1	1	1	3	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	6672	1179	1054	744	858	619	257	117	1045	1377	391	157	457	85	38	34	614	417	68	120	45	153	238	69	84	99	7	39	13	27	18	48	36	5	104	62	40	6	12	12	16	23	5	47	4	25	7	3	5	13	10	4	3	0	13	1	11	48	1	2	8	5	3	0	1	3	0	10	6	1	0	1	17	7	2	1	0	2	1	0	0	2	2	1	1	1	1	0	0	0	3	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	9225	3029	2045	1461	1325	1028	660	511	1220	1453	535	287	546	232	191	169	631	408	145	166	106	186	246	111	102	145	53	61	47	57	36	66	47	32	119	62	58	26	34	26	22	32	12	54	18	38	18	16	12	20	12	10	6	8	12	5	17	29	3	5	12	6	4	6	2	6	4	4	7	5	2	4	1	1	1	1	0	1	1	2	0	0	4	2	1	1	1	1	0	1	0	1	1	0	0	0	0	0	4	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north13_active	80	6534	1177	1043	729	817	673	251	114	1064	1336	377	138	443	83	44	38	581	355	67	98	47	151	220	73	66	115	14	38	14	33	17	44	34	6	109	49	48	10	12	15	15	25	3	50	7	27	10	4	6	14	8	4	3	0	11	1	12	25	0	1	8	6	3	0	0	5	1	2	6	5	0	2	0	1	1	0	0	1	1	0	0	0	2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	9086	2995	2045	1483	1322	1034	656	515	1237	1412	573	307	532	218	210	162	551	413	134	161	106	217	213	112	106	129	60	67	47	61	44	60	51	27	132	58	53	23	28	20	19	30	14	81	21	38	12	19	14	18	15	11	3	7	16	5	14	16	2	5	10	7	8	6	2	4	6	6	8	6	3	4	1	0	2	1	1	1	0	1	0	0	2	2	1	1	0	1	0	0	1	1	0	0	1	1	0	0	3	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north14_active	80	6405	1151	988	706	828	663	265	127	1068	1282	402	144	429	74	52	34	499	349	63	94	43	174	188	77	73	98	20	40	14	32	22	38	41	5	118	47	46	8	14	11	12	23	5	78	11	27	6	5	5	11	9	6	1	0	14	1	8	14	0	1	6	7	5	0	0	3	2	4	7	5	1	3	0	0	2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	8732	2921	2024	1450	1232	1067	656	529	1112	1301	519	292	490	229	213	174	460	412	138	144	106	187	164	92	117	136	72	64	50	56	46	52	54	26	98	41	50	22	17	18	19	24	12	53	18	24	8	14	13	16	19	8	5	6	19	6	11	20	3	3	9	7	11	5	2	3	7	10	8	8	4	6	1	0	2	0	1	0	0	1	1	1	2	1	0	1	2	0	0	0	1	2	0	0	2	2	0	0	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	1	0	0	0	0	0
0.03	north15_active	80	5973	1073	920	653	733	660	257	134	930	1161	358	130	378	73	53	40	403	350	61	81	38	148	139	65	79	110	22	42	15	29	18	33	43	5	83	33	39	6	11	7	10	16	4	52	10	16	5	3	2	10	12	4	2	0	15	1	7	19	0	1	7	7	9	0	0	3	2	10	8	7	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	2	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	8305	2861	1987	1437	1210	1020	654	545	955	1119	482	316	420	213	200	176	462	427	142	113	97	148	156	100	112	113	71	64	48	51	48	48	65	22	79	44	31	23	14	14	13	23	12	58	17	32	8	14	14	9	15	8	3	3	21	5	4	14	2	2	7	4	11	2	2	1	7	10	6	3	3	4	1	4	2	3	2	0	0	0	2	4	2	1	0	1	2	0	0	0	1	2	0	0	2	3	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	5486	962	858	579	701	588	241	144	771	979	330	147	296	55	46	50	396	356	63	62	33	109	131	68	74	83	21	39	12	26	18	29	50	5	63	36	23	7	6	6	5	18	5	56	9	26	5	3	4	4	10	5	1	0	13	1	3	13	0	1	5	4	9	0	1	1	2	10	6	2	1	2	0	4	2	3	1	0	0	0	1	3	0	0	0	1	1	0	0	0	1	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	7974	2887	1972	1388	1146	993	655	545	865	966	416	288	411	205	195	165	399	402	153	113	95	139	162	93	137	132	61	66	50	46	43	46	64	25	67	48	33	26	15	17	14	17	14	36	12	29	9	12	14	8	19	11	7	4	23	4	1	10	5	1	5	2	10	0	3	2	5	10	7	5	2	4	1	5	1	4	2	1	1	0	2	5	2	0	0	1	2	1	0	0	0	1	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	5080	914	843	542	651	550	227	142	665	845	266	115	281	49	41	45	340	337	66	61	28	97	133	61	90	99	14	45	12	21	12	25	44	8	53	39	24	11	7	4	7	13	6	32	7	20	3	3	4	3	15	6	3	0	13	1	0	10	0	1	4	2	8	0	1	1	1	10	6	5	0	1	0	5	1	3	1	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	8338	2968	2051	1414	1198	975	658	540	969	1211	427	279	422	207	185	160	466	368	171	125	97	138	172	109	148	145	56	80	45	44	45	42	60	25	83	47	45	31	18	19	19	21	21	40	12	30	16	6	8	8	14	12	10	5	18	3	4	5	8	2	2	6	13	1	5	1	5	13	12	13	3	3	3	7	1	5	2	1	1	2	2	5	1	0	0	1	2	1	0	0	0	1	0	0	2	2	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	5532	983	954	595	704	549	237	141	759	1068	284	125	306	54	45	46	415	318	86	67	42	98	146	74	109	109	17	55	9	19	12	23	43	11	71	40	32	14	8	4	10	18	10	34	7	23	8	1	4	4	12	6	5	1	10	0	2	5	1	2	2	4	12	1	2	0	2	12	11	12	1	0	2	6	1	3	2	0	1	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	8682	2931	2100	1461	1264	1003	660	530	1086	1308	456	284	455	209	184	142	527	415	160	139	113	160	169	141	164	148	51	78	50	52	52	48	53	26	114	52	43	27	22	23	22	18	18	42	13	42	18	7	10	10	10	14	11	8	14	4	9	5	8	6	4	11	10	1	5	1	3	11	12	13	3	2	12	7	3	3	2	2	4	3	0	5	1	1	0	1	0	2	1	0	0	0	1	2	2	2	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	5895	1026	1024	668	784	578	233	131	893	1163	304	123	360	67	47	40	479	368	91	85	56	122	143	101	129	116	19	59	8	21	20	27	37	14	102	47	29	13	8	5	13	17	8	34	8	33	9	2	3	6	8	6	5	2	8	0	7	5	1	5	2	8	9	1	1	0	1	10	10	12	1	0	11	6	3	0	1	1	4	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	9304	3012	2092	1483	1288	1034	672	512	1230	1555	491	321	488	217	201	156	587	426	157	165	119	202	198	160	155	153	61	80	53	50	46	52	50	30	143	57	35	22	24	23	30	34	17	47	16	44	15	6	10	18	9	12	10	7	11	4	9	6	8	6	5	13	9	2	7	1	3	10	12	10	3	2	14	3	3	3	2	1	4	4	1	1	1	4	0	1	0	1	1	0	0	0	1	3	2	0	0	1	2	1	0	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	6562	1143	1069	687	808	618	259	115	1052	1411	346	154	389	76	53	45	540	382	95	108	64	155	173	126	128	128	20	51	9	21	22	29	36	13	134	49	23	11	8	8	14	32	5	37	10	35	10	2	3	10	4	5	4	2	10	0	7	6	1	5	3	10	9	1	2	1	1	9	10	9	1	1	13	2	3	1	1	1	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	5977	5105	1862	1301	2487	785	1580	623	509	375	679	403	259	232	195	296	362	147	126	134	128	125	208	80	79	112	172	50	98	82	50	106	36	60	34	40	27	24	30	44	21	19	13	21	19	10	52	31	4	6	15	16	8	8	5	10	5	6	6	4	6	4	6	7	4	13	2	5	5	2	3	2	3	6	3	1	1	1	7	0	2	3	1	1	3	1	9	2	5	0	0	6	2	0	1	1	0	0	0	0	2	1	1	1	0	1	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
0.03	south21_active	80	1468	3833	689	388	2126	273	1346	364	206	77	544	262	64	76	79	224	302	41	62	31	77	71	171	18	28	82	152	16	74	61	23	96	7	52	14	26	12	18	11	42	5	10	8	18	13	4	45	26	2	5	6	14	3	4	3	3	2	3	2	0	6	4	6	4	0	11	0	2	1	2	3	0	2	6	1	1	0	0	7	0	0	1	1	0	2	0	9	2	3	0	0	6	0	0	1	1	0	0	0	0	0	1	0	1	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
