label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	26884	13022	4105	3146	1747	1613	1072	763	1132	538	565	577	333	425	351	305	227	140	274	158	84	86	85	44	46	88	65	26	57	22	42	34	24	19	10	5	10	6	7	10	3	5	8	3	3	1	2	1	2	2	7	2	1	1	0	2	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	22390	11060	2435	2164	600	1013	460	258	908	147	384	383	178	302	262	238	169	38	233	131	25	47	67	18	18	77	48	16	44	4	27	28	17	6	5	1	5	2	3	3	0	1	6	3	2	0	1	0	2	2	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	26478	13171	4071	3089	1743	1620	1092	772	1131	539	596	529	291	391	336	324	212	148	235	168	82	90	83	42	46	80	56	35	61	19	29	35	37	21	12	9	15	5	8	9	4	4	6	3	3	0	2	2	2	1	6	2	1	1	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	22034	11157	2381	2112	588	991	458	252	904	143	415	352	154	266	244	251	142	41	195	134	27	47	65	18	18	68	39	25	49	2	20	24	27	5	6	1	8	0	3	3	1	1	4	3	3	0	2	0	2	1	5	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	26305	13257	4028	3126	1679	1552	1094	794	1169	529	570	525	309	370	340	319	209	152	213	176	84	89	86	43	46	64	55	33	68	19	24	35	38	20	8	10	17	10	4	7	4	2	1	2	5	1	1	1	2	1	9	0	1	1	2	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	21880	11249	2340	2088	564	957	463	256	943	130	382	350	174	255	245	242	137	41	175	143	25	43	62	22	18	56	39	24	60	3	17	23	28	4	4	1	11	1	1	3	1	0	0	1	3	0	1	0	2	1	8	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	26500	13199	4235	3203	1684	1553	1097	795	1101	530	587	507	318	356	323	303	204	149	204	167	92	70	82	47	45	59	57	30	51	22	16	42	42	14	8	10	14	13	8	7	6	4	2	4	5	4	2	2	0	1	7	1	2	1	3	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	22021	11187	2468	2166	569	938	458	258	879	153	403	333	183	255	233	227	132	40	168	128	27	28	58	18	21	54	40	21	41	5	8	28	34	2	2	0	9	3	2	2	1	0	2	2	2	0	2	0	0	0	5	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	26786	13112	4218	3203	1644	1498	1074	775	1163	544	552	473	343	394	330	281	194	153	183	182	82	61	86	60	48	76	60	32	48	31	22	34	36	13	8	12	17	14	9	9	5	4	2	4	4	4	2	2	0	1	5	1	2	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	22228	11186	2485	2131	519	913	457	279	930	158	373	325	194	302	244	212	128	42	149	146	25	21	63	26	22	71	40	21	35	11	15	23	31	2	3	5	11	3	3	3	0	0	2	2	1	0	2	0	0	0	4	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	26683	13068	4153	3208	1707	1511	1072	764	1164	551	551	472	338	387	340	299	184	149	218	165	83	62	95	63	47	77	70	35	46	38	26	33	37	10	12	11	13	12	12	8	5	6	7	3	2	3	3	1	0	2	3	1	3	1	1	1	1	1	0	2	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	22202	11101	2411	2120	544	933	452	267	919	163	378	312	183	289	264	233	116	43	179	130	29	22	70	25	22	70	47	19	29	14	16	26	32	1	4	6	8	3	5	1	0	0	4	2	1	0	2	0	0	0	2	0	2	0	0	1	0	1	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	26784	13051	4070	3150	1667	1588	1083	757	1189	552	585	447	358	408	357	288	179	142	235	188	83	56	85	61	47	99	66	39	38	33	26	34	37	12	14	11	12	10	10	8	2	7	9	8	1	3	4	0	1	1	5	1	1	1	0	3	1	1	0	2	1	0	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	22369	11033	2350	2098	511	981	458	260	950	158	395	292	192	310	268	222	114	42	191	159	27	23	62	30	22	87	42	21	24	11	16	28	34	2	5	9	8	2	4	1	0	1	6	8	1	0	2	0	1	0	5	0	1	0	0	2	0	1	0	2	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	26740	13011	4052	3136	1647	1637	1034	744	1173	523	583	462	353	391	394	294	177	129	238	157	87	51	92	61	41	101	67	41	44	27	21	37	33	15	10	7	11	9	8	8	2	5	11	13	0	1	3	1	3	2	5	1	2	1	1	4	1	1	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	22341	10977	2305	2114	509	988	422	244	935	145	384	301	190	287	312	218	108	39	189	128	29	28	63	31	18	84	46	21	32	6	8	30	30	3	4	5	5	1	4	1	0	1	7	12	0	0	1	0	3	0	5	1	2	0	1	2	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
