label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99
0.03	north1_all	80	11782	9222	2380	1686	1222	948	1086	629	517	476	395	390	433	559	186	281	142	174	108	104	116	69	53	57	52	51	28	30	35	49	27	23	15	18	35	11	33	9	34	5	10	10	3	6	5	5	5	5	1	6	2	0	3	5	3	1	0	1	17	0	2	1	0	12	1	2	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	7688	7758	620	740	315	252	729	189	147	239	188	218	324	480	100	202	25	129	35	32	70	21	17	26	17	18	8	20	8	38	19	6	7	10	28	7	30	4	27	1	4	4	1	4	2	2	4	3	0	5	0	0	3	5	2	0	0	0	17	0	2	0	0	11	0	2	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	11274	8319	2342	1694	1168	931	1055	612	499	456	387	352	412	468	173	250	135	225	107	101	111	71	61	56	61	51	32	30	33	46	25	16	18	23	31	11	18	13	28	5	11	10	6	10	7	5	19	6	5	5	2	1	4	5	4	1	0	0	0	0	3	1	0	3	1	2	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north2_active	80	7127	6777	615	680	295	257	673	177	131	212	181	192	295	379	87	180	34	174	34	25	66	22	21	27	22	19	9	18	9	36	17	2	5	11	24	7	14	6	23	2	4	5	1	4	2	3	19	4	2	5	1	1	3	5	3	0	0	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north3_all	80	11327	8357	2350	1735	1155	924	1092	630	464	451	383	322	416	501	172	253	125	245	100	101	121	64	67	59	64	42	37	34	32	36	26	23	22	24	37	12	25	13	22	8	9	6	11	9	7	6	17	6	6	6	2	2	4	5	4	1	0	1	0	0	3	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north3_active	80	7224	6861	629	687	281	261	716	189	119	212	174	173	297	403	81	189	39	198	35	25	77	25	20	20	24	14	9	24	10	26	20	5	6	8	32	9	21	6	18	2	2	3	2	5	3	3	16	4	2	6	1	2	3	5	3	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north4_all	80	11909	9077	2359	1806	1173	969	1157	637	500	462	384	319	419	544	190	250	111	255	98	87	112	71	68	61	65	35	37	35	33	28	30	24	26	24	29	14	28	12	25	9	11	6	10	9	7	4	26	7	6	4	4	4	3	1	2	3	0	2	1	1	2	2	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north4_active	80	7915	7627	613	775	311	254	794	189	134	241	195	168	314	455	97	201	38	208	37	20	73	31	21	17	27	11	10	20	14	18	22	6	10	7	24	11	25	4	22	2	3	4	1	5	4	3	25	6	2	3	2	4	2	1	2	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north5_all	80	12394	10132	2341	1828	1211	973	1180	652	500	488	403	324	477	619	200	263	115	232	109	84	115	77	62	61	54	38	35	48	29	26	34	24	21	23	37	24	34	11	25	12	10	9	8	7	6	2	24	5	5	8	3	3	2	2	2	4	0	3	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	1
0.03	north5_active	80	8533	8731	582	836	335	244	836	203	138	261	220	170	376	543	115	215	31	193	41	23	78	38	17	18	23	10	10	25	10	16	25	7	10	6	33	18	32	3	23	2	4	5	2	4	3	1	22	5	2	6	1	3	2	2	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north6_all	80	12884	11060	2399	1885	1259	991	1247	656	534	479	374	351	475	633	230	299	124	255	101	91	113	74	59	57	50	45	31	48	35	35	40	27	18	16	31	24	28	12	20	8	8	11	6	7	8	3	18	3	6	5	3	2	2	2	3	5	5	2	9	1	1	2	1	0	0	0	1	0	0	1	2	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	9165	9687	570	925	370	230	921	217	142	260	204	189	383	560	143	249	28	214	31	25	72	38	17	19	23	16	7	25	13	27	28	8	10	5	26	17	25	6	18	2	3	6	1	5	3	2	15	3	4	3	1	2	2	2	3	2	4	1	9	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	12778	11203	2364	1836	1258	989	1212	646	504	479	394	339	470	655	239	311	137	265	88	104	107	77	58	54	45	45	33	40	39	40	35	28	14	14	41	44	20	15	22	8	6	12	9	10	6	3	17	0	6	7	2	0	3	1	4	5	5	2	8	0	1	2	2	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	9095	9837	535	903	376	252	902	222	126	262	224	174	381	577	154	259	32	212	31	29	67	40	14	18	22	20	8	20	14	28	25	6	7	5	36	36	19	7	20	3	2	7	2	7	2	2	14	0	5	5	0	0	3	1	4	2	4	1	8	0	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	13096	11300	2339	1811	1242	970	1209	632	496	469	424	329	471	593	229	293	134	253	106	100	114	70	59	53	51	46	30	27	37	26	24	24	13	12	66	38	39	10	25	8	5	14	8	13	5	4	15	1	8	3	1	0	3	0	3	5	6	0	8	0	2	2	2	0	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	9355	9957	544	891	366	227	916	225	128	260	251	180	382	521	146	239	35	194	39	29	75	36	13	18	21	20	7	15	14	16	11	5	7	3	58	32	36	6	21	3	3	11	1	10	2	2	13	1	6	3	0	0	3	0	3	1	5	0	8	0	2	1	2	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	13314	11292	2389	1815	1231	964	1234	621	481	494	439	334	436	683	243	298	141	238	99	82	115	74	59	59	46	44	35	37	45	36	32	27	16	16	63	31	27	9	29	10	11	16	9	17	3	3	11	1	8	3	1	0	3	1	5	4	4	0	1	0	1	1	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	9536	9957	569	874	363	234	929	229	119	278	261	178	339	611	155	243	42	186	34	24	84	35	18	21	25	19	11	22	17	18	24	5	9	5	56	28	23	4	24	3	8	14	2	13	2	1	10	1	5	3	0	0	3	1	5	1	3	0	1	0	1	1	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	13503	11268	2437	1794	1242	980	1249	588	507	497	450	338	432	641	237	311	140	222	111	84	116	75	54	69	48	38	28	41	42	34	30	20	19	21	57	20	37	7	26	9	11	20	3	11	6	1	8	4	6	2	1	1	2	1	4	5	4	0	2	0	1	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north10_active	80	9711	9938	585	847	373	231	935	221	136	267	259	183	327	577	154	257	41	172	42	26	81	32	18	24	22	14	8	25	18	18	21	3	9	9	50	16	34	2	21	2	9	15	2	9	4	0	7	2	4	2	0	1	2	1	4	2	1	0	2	0	1	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north11_all	80	11523	8560	2384	1753	1254	928	1044	619	443	460	378	329	385	459	211	269	108	184	102	101	82	74	62	57	65	44	36	27	25	41	38	17	20	16	24	16	30	10	30	10	6	4	7	10	4	3	7	2	5	5	2	6	1	2	3	3	3	0	4	1	0	0	3	11	1	1	1	1	0	1	2	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	7433	7090	660	728	305	242	721	207	114	219	193	169	274	385	117	209	27	135	31	23	50	21	17	21	16	16	6	12	9	22	19	9	7	7	19	12	28	6	25	3	4	4	5	6	1	2	3	1	4	4	0	6	1	1	3	0	2	0	1	0	0	0	3	1	1	1	1	1	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	11166	8087	2418	1709	1208	924	1034	621	487	450	405	293	352	425	202	238	119	167	93	88	85	68	62	62	71	54	38	33	23	34	38	19	20	16	15	17	36	11	19	10	8	6	8	13	5	3	4	2	7	3	1	9	5	2	1	3	1	0	6	1	0	0	1	11	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	7018	6598	720	666	263	280	698	186	121	206	203	139	231	354	113	180	30	128	28	19	46	19	19	19	21	23	8	17	8	19	20	10	8	8	11	11	29	6	16	4	5	6	6	8	1	1	0	2	6	2	0	9	5	1	1	0	0	0	4	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
