label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165
0.03	north18_active	80	2061	362	1497	2407	132	531	796	185	325	94	89	390	52	236	46	116	175	39	216	248	116	99	65	24	103	11	14	33	14	30	18	16	6	19	23	40	17	15	13	67	25	11	7	30	7	34	1	11	17	15	5	4	47	5	7	2	5	17	26	3	18	2	2	0	18	5	0	3	14	0	3	0	2	8	1	1	5	3	7	1	6	11	2	0	3	1	0	0	1	2	2	0	1	0	0	0	0	2	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north19_all	80	4162	1697	1941	2684	652	713	994	413	493	267	223	549	174	315	152	186	259	111	280	249	142	116	110	70	151	57	62	61	46	42	34	29	32	36	42	47	24	25	24	69	38	27	14	45	12	35	7	15	19	20	8	8	46	14	11	13	11	17	16	6	16	6	4	9	33	6	2	5	13	7	2	1	4	9	2	2	4	3	13	2	6	10	3	0	5	3	2	0	2	2	1	0	1	1	0	0	0	2	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north19_active	80	2044	360	1464	2411	144	486	840	201	331	92	91	475	58	250	40	111	218	53	252	216	108	92	64	28	131	9	13	35	18	21	13	14	6	21	28	35	15	16	10	65	23	13	6	41	5	31	1	10	16	19	5	2	44	6	8	2	6	14	15	0	15	1	2	1	31	4	1	4	12	4	1	0	2	8	1	1	4	3	10	1	6	10	2	0	5	1	0	0	1	2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
0.03	north20_all	80	4147	1740	1908	2705	600	751	1065	437	496	262	226	563	168	288	134	174	249	119	283	217	133	124	110	64	157	67	55	58	45	56	36	34	36	30	41	36	22	22	26	59	48	25	12	55	13	46	6	11	21	29	10	7	52	16	10	10	9	17	13	4	20	6	4	10	32	12	3	2	13	8	2	0	4	6	3	6	0	2	21	9	9	1	5	1	5	2	1	0	2	1	1	1	0	1	2	0	0	2	2	1	1	2	1	0	3	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
0.03	north20_active	80	2027	375	1441	2422	131	495	905	219	340	88	88	495	54	231	37	110	216	53	252	181	97	98	64	23	141	7	10	32	16	31	16	17	7	18	24	27	11	12	12	54	28	15	5	50	5	44	1	7	18	26	6	2	50	7	7	0	5	16	11	1	18	1	2	1	28	10	3	2	11	5	1	0	1	6	2	5	0	2	19	8	9	1	2	1	5	1	1	0	1	1	0	1	0	0	0	0	0	2	1	0	1	2	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
0.03	south21_all	80	4006	1727	1704	2214	646	672	869	376	478	246	238	411	202	267	136	150	206	129	219	209	98	98	94	57	118	62	40	55	42	62	32	31	37	31	26	47	24	32	26	35	28	35	11	57	14	37	8	15	37	32	11	8	41	14	4	7	9	5	32	8	11	5	6	5	9	7	6	1	5	2	2	5	2	8	2	1	1	4	4	2	7	7	0	3	1	1	1	1	4	1	2	2	0	0	2	1	5	0	3	2	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	1784	430	1153	1902	164	447	719	173	323	80	100	333	45	197	30	93	148	61	175	166	62	67	56	12	93	14	11	24	12	36	9	14	8	13	15	37	5	17	19	28	19	17	3	47	3	31	2	8	31	28	6	2	40	9	1	1	3	3	28	0	11	1	0	2	8	4	2	0	4	0	0	5	1	6	0	0	0	2	3	2	4	6	0	3	1	0	0	1	4	1	0	1	0	0	1	1	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_all	80	4196	1783	1877	2533	623	694	893	384	488	265	226	473	191	301	131	158	201	129	235	200	114	122	84	53	125	56	40	61	50	64	32	32	39	41	29	41	25	29	34	39	23	29	13	71	12	42	13	10	41	45	12	7	46	15	6	6	4	6	32	7	12	5	7	6	10	8	6	1	18	2	8	5	3	7	2	1	1	5	1	3	8	4	0	4	3	3	2	1	4	1	3	1	1	2	1	0	7	0	2	1	1	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
0.03	south22_active	80	1978	389	1359	2227	152	478	743	187	336	102	99	397	53	222	23	106	150	58	190	161	82	86	46	11	103	14	11	28	15	41	11	17	8	23	15	33	3	18	25	34	19	14	5	59	3	33	5	6	35	41	7	2	45	11	1	2	2	3	30	0	12	1	0	2	9	7	2	1	17	0	5	5	2	6	0	0	0	3	1	2	5	4	0	4	3	2	0	1	4	1	0	0	1	0	1	0	7	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south23_all	80	4242	1805	1937	2867	620	731	953	355	504	268	222	511	191	343	129	167	227	128	224	213	143	125	86	52	143	56	37	53	50	66	32	36	44	40	33	41	30	22	34	55	33	26	12	63	16	51	16	11	29	37	11	5	55	13	8	3	10	14	33	6	17	3	6	6	28	8	4	1	24	5	9	5	4	6	1	1	1	1	3	3	9	6	2	4	2	3	1	1	2	1	2	1	1	2	1	0	8	0	2	2	1	0	1	0	1	2	2	0	1	2	1	1	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0
0.03	south23_active	80	2105	384	1465	2560	149	521	801	177	361	107	103	439	56	259	25	114	178	62	187	177	116	84	59	14	116	15	9	26	16	46	10	21	12	24	16	33	5	13	26	51	25	16	6	56	8	43	8	8	24	34	7	0	53	7	2	1	7	10	32	1	15	1	0	3	27	8	1	1	23	0	5	5	1	5	0	0	0	1	3	2	6	6	2	4	2	2	0	1	2	1	0	0	1	0	1	0	8	0	2	0	0	0	1	0	1	2	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south24_all	80	4251	1823	1932	2827	579	774	1052	360	528	280	222	538	189	326	128	166	234	121	206	235	135	129	71	48	177	54	45	56	51	53	36	33	39	34	40	47	28	12	28	49	24	25	17	60	14	52	15	16	18	42	7	4	48	10	10	3	9	18	46	4	17	4	4	8	27	8	2	2	22	4	8	2	5	9	4	2	1	1	3	4	6	9	3	1	4	4	2	1	1	0	4	1	1	2	1	1	5	4	2	2	1	3	3	1	1	4	0	0	1	2	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0
0.03	south24_active	80	2090	389	1458	2544	121	555	873	162	383	118	89	468	47	246	27	113	186	55	174	197	107	89	47	12	151	14	13	28	23	38	13	18	12	20	19	41	8	5	19	42	16	15	10	54	6	41	10	8	14	42	5	0	46	5	3	1	6	15	45	1	14	2	1	4	27	8	1	2	21	1	6	2	2	8	2	0	0	1	3	3	6	9	2	1	4	3	1	1	1	0	0	0	1	0	1	1	5	4	2	0	0	2	2	0	1	4	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south25_all	80	4243	1818	1872	2748	614	794	1070	373	543	282	223	574	195	326	120	162	263	108	248	241	142	127	75	57	174	46	50	50	43	54	34	43	49	22	33	54	38	14	25	51	19	29	18	52	11	50	12	18	20	43	5	6	45	10	12	6	12	18	34	7	20	8	3	10	28	11	1	3	21	4	5	3	3	3	3	2	0	3	9	7	1	19	6	1	4	4	1	3	1	1	4	0	1	1	2	1	4	5	6	2	2	5	3	1	1	4	0	0	0	3	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south25_active	80	2094	384	1401	2482	123	563	897	167	413	118	98	499	41	256	27	116	205	50	220	205	115	87	50	16	152	15	11	28	22	37	14	24	22	12	14	41	16	9	19	44	11	16	10	47	5	40	8	10	17	42	2	2	42	7	4	2	6	13	34	1	17	2	1	5	28	10	1	3	20	1	4	3	1	3	2	1	0	3	9	7	1	19	3	1	3	3	1	3	1	0	0	0	1	0	2	1	4	5	6	0	0	2	2	0	1	4	0	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south26_all	80	4158	1808	1890	2771	645	808	1095	374	532	283	228	554	191	318	115	172	254	112	273	228	150	142	70	62	142	45	55	49	44	50	30	47	45	19	39	57	40	24	20	48	16	33	17	66	11	51	13	17	28	72	7	4	21	12	10	8	9	19	39	7	17	7	4	7	22	7	0	3	9	3	5	8	2	3	3	2	0	3	20	7	1	17	7	0	6	3	1	4	3	1	4	1	0	1	3	3	4	5	15	1	2	6	2	1	0	2	1	0	1	2	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	2035	375	1399	2513	119	561	938	173	401	125	104	482	39	247	25	115	207	49	246	200	120	103	45	14	126	14	9	28	24	32	13	34	18	7	21	45	18	16	14	41	11	19	10	61	2	44	9	10	22	69	2	3	19	11	3	2	4	15	37	1	15	2	1	3	21	6	0	3	9	2	4	8	2	3	2	1	0	3	19	7	1	17	4	0	5	1	1	3	2	0	0	0	0	0	2	3	4	5	15	0	0	2	1	0	0	2	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	4101	1774	1940	2821	651	873	1058	380	504	271	228	505	186	296	131	165	249	114	265	237	149	128	89	64	132	36	54	52	47	58	29	49	36	27	43	49	35	26	22	45	13	32	15	65	12	33	13	8	27	67	8	5	16	19	7	9	7	15	41	5	10	7	5	6	17	9	3	5	15	2	5	11	1	1	4	2	0	4	23	4	5	14	7	0	4	1	0	5	4	1	3	1	0	1	2	2	1	2	16	1	1	5	1	1	0	0	3	0	2	2	0	1	0	5	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	2010	377	1447	2543	128	600	925	185	378	111	103	433	52	234	28	108	189	52	237	215	109	95	58	19	110	11	9	29	25	40	11	35	18	12	29	35	14	17	13	36	9	15	6	60	2	31	7	7	18	64	1	3	14	15	3	2	1	8	38	0	9	1	2	3	16	7	2	5	14	2	5	10	1	0	2	1	0	4	22	4	4	14	3	0	3	0	0	4	3	0	0	0	0	0	1	2	1	2	16	0	0	2	0	1	0	0	0	0	2	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	4094	1758	1880	2837	642	861	1068	400	492	267	241	493	170	286	130	173	254	123	314	232	154	127	95	65	113	41	53	52	50	55	27	46	30	40	41	36	31	32	24	36	18	26	15	51	11	50	16	9	22	69	8	7	21	23	3	6	7	15	32	4	18	3	4	6	41	14	7	4	17	2	4	14	2	4	1	2	1	5	17	1	5	13	5	5	4	1	0	3	4	1	1	1	0	1	1	3	0	1	11	1	1	2	0	1	0	0	4	0	2	1	0	2	0	5	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	2023	368	1373	2550	121	595	921	184	351	108	114	431	48	221	30	112	197	61	272	210	110	98	64	18	90	11	11	28	23	36	6	29	13	19	28	25	12	14	13	30	11	14	4	43	2	48	7	7	13	66	2	2	21	16	0	1	1	8	29	1	16	0	1	3	39	11	2	3	16	2	3	13	1	3	0	1	0	5	16	1	4	13	3	4	3	0	0	2	3	0	0	0	0	0	0	2	0	1	11	0	0	0	0	1	0	0	0	0	2	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_all	80	4099	1743	1856	2780	622	851	1074	406	469	259	251	526	173	305	130	167	259	123	288	235	134	128	97	60	131	45	55	43	48	53	31	34	28	38	45	42	33	27	21	74	19	19	14	34	12	76	23	12	23	44	7	8	30	21	4	4	8	11	30	5	29	7	3	5	45	15	10	5	17	3	4	11	2	4	1	3	1	3	7	2	7	1	3	6	9	0	0	2	4	3	1	0	0	1	1	3	0	0	2	0	0	1	0	1	0	0	3	0	1	1	0	1	0	5	1	0	0	1	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	2033	387	1356	2485	121	599	899	191	328	107	117	449	49	237	34	108	203	59	239	210	92	101	65	19	105	10	14	23	22	33	7	16	12	20	29	33	13	9	10	69	11	10	3	27	4	73	11	8	17	43	2	2	29	15	0	0	2	6	29	1	26	1	1	2	44	11	4	4	16	2	3	10	0	3	0	0	0	3	6	2	6	1	1	5	9	0	0	2	4	0	0	0	0	1	0	2	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_all	80	4067	1745	1816	2719	608	781	1064	416	461	253	243	542	182	318	132	173	265	126	301	231	117	107	101	61	127	50	66	51	45	43	45	28	33	34	35	38	26	41	22	71	25	18	18	43	14	86	24	14	28	35	11	11	38	18	6	4	8	8	20	5	47	7	4	4	42	16	7	6	21	2	4	18	3	3	2	3	1	3	4	4	2	2	2	6	7	0	2	1	2	4	0	2	1	1	1	2	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	2011	403	1299	2440	110	543	888	201	311	97	115	463	53	257	41	111	209	64	258	200	86	78	66	21	103	10	18	30	23	27	10	7	12	20	23	24	10	23	13	65	16	12	5	36	2	79	11	9	21	33	3	3	36	12	1	2	4	6	20	1	45	1	1	2	39	11	2	5	21	1	2	18	1	3	0	1	0	2	4	3	2	2	1	5	7	0	2	1	2	0	0	2	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south31_all	80	3859	1775	1766	2105	567	647	943	366	443	238	223	431	174	265	123	152	206	120	214	208	104	123	79	57	114	49	52	44	43	43	33	25	32	25	34	46	13	26	18	61	29	16	22	48	12	48	10	23	21	25	10	8	41	13	5	12	12	12	28	7	15	7	4	4	6	7	2	0	9	6	7	20	2	2	3	1	1	1	6	3	2	3	0	0	2	0	2	2	1	0	0	5	2	0	1	1	0	3	8	0	0	2	0	0	2	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1741	412	1224	1782	137	384	770	156	293	77	98	358	37	196	32	85	143	50	162	171	77	87	45	16	95	11	17	19	22	20	4	17	16	14	18	30	6	8	13	53	21	7	11	46	5	43	3	12	15	22	2	2	38	8	3	7	5	9	27	4	12	3	1	1	4	7	1	0	8	2	5	16	0	0	0	0	1	0	6	3	2	3	0	0	2	0	2	1	1	0	0	1	1	0	1	1	0	3	6	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3991	1802	1865	2380	593	686	1009	397	435	257	239	500	175	259	132	168	192	120	219	227	106	136	92	68	150	37	55	41	43	42	34	24	24	21	36	49	18	33	14	68	28	20	18	48	17	49	14	28	25	21	10	5	37	11	7	13	12	13	31	8	19	6	8	4	8	6	2	1	9	6	7	8	2	2	4	2	0	2	3	1	1	4	1	0	2	1	2	1	1	0	0	7	2	0	0	0	4	3	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1899	388	1333	2060	127	444	842	185	296	79	111	413	41	204	36	104	144	52	176	197	75	102	58	19	131	11	17	19	23	23	5	15	13	13	20	37	9	15	10	65	21	9	11	43	5	44	5	13	17	18	4	1	33	7	4	7	8	10	29	4	16	3	1	1	4	6	1	1	8	2	6	7	0	0	0	1	0	1	3	1	1	4	0	0	2	0	2	1	1	0	0	4	1	0	0	0	4	3	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	4079	1764	2063	2566	608	753	1139	403	447	260	262	540	176	264	138	182	206	108	257	229	117	143	107	60	160	42	49	51	47	46	34	27	30	25	41	49	19	26	26	65	32	24	21	74	19	75	12	33	23	73	13	5	41	10	7	14	11	15	44	9	26	7	10	7	12	13	0	3	7	8	5	7	0	3	3	1	0	1	20	0	1	11	2	1	1	2	1	3	1	0	0	6	0	0	2	0	4	3	1	0	0	3	0	1	0	1	1	2	0	1	1	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	2015	361	1538	2272	123	526	976	216	310	98	122	451	41	203	37	112	163	53	216	197	89	109	70	13	137	10	13	29	23	24	5	18	14	15	20	39	8	13	20	60	24	14	14	65	5	70	5	18	13	70	3	1	39	7	3	9	7	13	41	3	24	3	2	2	7	12	0	3	7	3	5	7	0	1	0	1	0	1	20	0	1	11	1	1	1	1	1	3	1	0	0	4	0	0	2	0	4	3	1	0	0	3	0	1	0	1	0	2	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	4152	1781	2088	2676	612	745	1112	420	438	276	267	535	166	274	148	192	192	113	291	221	104	141	104	59	144	48	38	57	44	45	26	32	27	26	40	51	21	24	28	50	29	23	19	73	19	71	14	24	22	83	12	3	35	9	6	9	7	15	66	6	31	7	10	6	23	12	1	3	1	5	7	6	1	3	4	1	0	1	25	1	5	16	2	2	2	2	1	3	0	1	0	4	0	1	2	1	4	1	8	0	0	3	0	1	0	1	1	2	0	1	1	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2083	371	1591	2416	137	528	947	216	301	112	122	455	40	210	37	118	143	60	251	194	71	107	64	16	118	19	8	37	17	26	5	19	13	15	20	44	9	13	21	46	17	14	10	65	4	65	7	15	14	80	5	0	34	7	3	5	4	13	63	2	30	3	2	2	19	10	0	3	1	1	4	6	0	1	1	1	0	1	25	1	5	16	1	2	2	1	1	3	0	0	0	3	0	1	2	1	4	1	8	0	0	3	0	1	0	1	0	2	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4142	1774	2073	2701	637	791	1057	419	451	278	261	449	170	302	143	185	209	111	291	247	124	127	89	57	156	53	38	63	43	53	25	37	25	32	43	55	25	21	33	37	27	23	20	50	17	79	11	17	21	90	13	5	35	12	6	11	5	13	59	9	21	5	6	9	35	15	1	2	5	4	3	11	2	5	2	3	0	3	25	4	9	20	1	2	2	3	1	4	0	1	0	3	0	1	2	1	0	1	7	0	1	3	0	0	0	0	0	2	0	1	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_active	80	2065	378	1595	2434	137	564	903	215	321	119	105	376	40	229	36	116	158	66	251	218	88	92	56	10	126	19	8	44	18	37	8	24	13	20	21	45	10	11	25	30	16	17	9	43	4	72	6	12	17	88	5	2	33	11	4	8	2	10	55	4	21	1	1	4	31	12	0	2	5	1	0	11	0	3	1	3	0	3	25	3	8	20	1	2	2	2	0	4	0	0	0	2	0	1	2	1	0	1	7	0	1	3	0	0	0	0	0	2	0	1	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south36_all	80	4159	1774	1967	2707	640	767	1024	402	466	269	276	432	176	336	154	180	214	119	265	237	130	103	82	56	145	53	36	53	47	52	26	43	23	40	36	47	26	22	26	41	27	28	21	41	15	75	17	12	18	62	12	9	33	19	8	11	5	11	58	10	28	5	5	11	33	6	5	4	7	3	5	17	2	12	3	5	0	2	13	4	9	11	2	4	2	4	4	4	3	2	1	1	0	1	3	2	5	0	11	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1
0.03	south36_active	80	2046	371	1485	2434	127	518	877	193	341	114	106	365	40	265	45	116	165	74	232	208	91	72	56	9	123	25	6	39	19	39	11	26	12	21	22	34	11	11	17	34	13	21	10	36	5	69	6	9	17	62	6	6	30	18	6	9	1	9	56	5	28	3	0	3	28	3	2	4	7	0	1	16	0	10	2	4	0	2	12	3	7	11	1	4	2	4	3	4	2	0	0	0	0	1	2	1	5	0	11	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1
