label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75
0.03	north1_all	80	5467	1897	1011	859	601	440	572	274	227	151	216	183	100	99	64	52	59	35	58	57	29	37	32	20	11	29	35	10	11	8	6	8	8	5	11	4	1	4	4	5	4	1	0	1	0	0	2	1	1	0	4	1	2	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2984	923	463	449	313	223	367	140	122	61	128	100	62	51	31	25	30	20	38	34	11	20	17	14	4	17	14	6	5	4	3	6	5	2	7	3	0	2	4	1	1	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5390	1856	1018	830	609	453	558	279	223	163	211	166	93	94	75	55	55	40	59	62	28	33	29	20	7	32	28	8	13	8	7	6	5	8	14	2	1	12	6	5	4	1	0	2	0	0	3	1	1	0	3	1	6	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2899	892	453	432	325	232	341	143	110	58	134	83	54	45	33	23	30	19	39	37	11	16	16	9	5	15	6	5	9	4	3	5	3	2	10	1	0	9	5	1	2	1	0	2	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5352	1852	1055	814	617	458	579	298	210	159	203	164	89	94	77	60	46	49	68	62	22	31	34	26	14	32	31	11	11	6	7	3	6	8	17	1	1	13	4	4	3	1	1	3	1	0	2	1	1	0	1	1	6	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2903	895	460	420	320	239	370	143	105	64	118	89	49	49	35	29	22	22	42	39	10	12	18	11	7	13	9	7	9	3	4	3	2	3	10	1	0	10	3	0	1	1	1	2	1	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5318	1834	1067	836	619	454	594	300	210	172	209	151	93	91	63	57	50	42	79	58	24	17	30	27	16	32	29	10	9	6	5	2	6	11	8	2	2	11	5	3	2	2	2	2	1	0	4	0	1	0	1	1	4	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2923	886	455	431	319	242	372	148	103	75	121	82	46	51	26	24	29	20	48	39	10	5	14	11	6	13	5	6	6	3	3	2	2	5	4	2	1	9	4	1	1	2	1	1	1	0	4	0	0	0	0	1	3	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5474	1920	1094	843	592	463	636	281	205	169	214	151	91	82	54	59	50	41	85	66	21	23	30	22	18	33	18	10	8	8	6	4	5	9	10	3	4	8	4	4	2	3	2	1	1	0	3	0	0	0	0	2	3	3	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3027	925	464	440	308	233	407	137	91	78	129	86	47	47	21	23	29	20	50	46	10	12	14	9	7	15	10	4	4	5	4	2	1	5	4	2	3	5	3	3	1	2	1	0	1	0	3	0	0	0	0	1	3	2	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	5499	1976	1061	869	606	455	599	274	217	169	205	161	84	83	54	46	56	37	73	63	24	25	21	15	12	23	26	6	8	7	6	5	4	13	12	2	5	11	2	4	2	3	2	0	1	0	3	1	0	0	0	2	0	1	0	0	0	2	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	3017	964	450	461	301	234	373	131	94	79	113	92	37	44	25	17	31	20	43	43	12	14	8	7	5	14	12	2	3	4	3	2	1	10	5	1	3	9	1	3	0	2	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	5517	1956	1063	859	593	457	583	283	212	168	215	144	91	82	61	49	53	35	93	55	26	33	19	16	12	17	21	6	7	6	5	9	8	9	14	6	6	10	3	3	2	4	1	1	1	0	1	1	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3068	945	462	450	292	252	364	143	94	74	115	77	46	39	29	20	31	19	63	35	13	22	9	11	5	12	11	3	4	3	2	4	5	7	10	4	5	8	1	3	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	5589	1910	1031	866	575	492	596	281	217	164	213	153	93	82	71	51	39	30	83	36	27	31	19	21	15	18	22	4	9	6	6	10	10	10	11	4	7	7	3	2	2	3	3	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3059	935	466	447	276	281	375	144	103	79	111	84	51	40	34	24	21	15	61	23	14	22	10	13	3	12	13	3	4	1	2	5	7	8	8	3	4	6	1	2	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	5492	1970	1038	868	578	481	628	275	220	168	208	159	93	83	84	49	47	27	79	47	28	28	20	23	14	19	28	5	11	6	8	9	9	6	7	4	5	2	2	2	1	3	3	3	3	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north9_active	80	3014	962	477	453	287	276	392	137	115	81	117	89	50	41	40	21	22	11	57	27	12	17	8	15	3	16	18	3	5	2	3	5	7	5	5	3	2	2	1	2	1	1	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north10_all	80	5514	1938	1067	859	558	484	633	265	222	161	214	164	80	82	81	45	41	27	65	57	23	29	20	21	14	22	25	8	15	7	7	5	7	6	5	1	3	3	3	4	1	4	2	2	3	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north10_active	80	3022	926	498	432	278	257	405	128	121	87	131	91	36	46	37	23	15	10	50	30	6	16	11	12	3	16	19	4	9	3	3	1	5	5	0	0	1	3	3	4	1	2	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
0.03	north11_all	80	5671	1895	1069	799	618	441	611	293	233	161	224	176	116	82	72	47	50	46	78	45	16	26	20	26	13	25	44	16	6	7	5	11	5	5	7	7	2	6	5	2	2	0	3	1	1	0	1	1	0	0	0	0	4	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3123	932	488	439	326	226	352	139	108	78	132	101	57	34	39	15	23	26	46	22	9	14	8	16	6	19	33	10	3	6	2	9	3	4	3	6	0	3	3	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5682	1923	1084	796	602	465	617	289	207	158	205	164	106	92	73	47	51	55	62	55	19	27	19	32	12	25	55	18	5	7	4	10	6	6	6	5	2	4	5	1	1	0	1	3	0	1	0	1	0	0	0	0	4	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3109	941	467	406	316	224	364	150	99	76	116	98	58	42	41	19	28	30	29	25	8	15	7	17	7	18	44	9	3	5	2	8	4	4	3	4	0	1	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5611	1936	1084	791	570	492	593	287	207	140	208	155	108	85	72	50	46	56	54	58	31	21	25	32	12	25	52	20	9	7	5	10	5	5	8	9	3	1	7	5	3	0	1	3	0	1	1	0	2	0	0	1	4	1	3	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3047	949	469	397	308	238	366	138	105	66	119	88	60	43	42	22	22	27	26	31	14	12	14	16	5	16	32	10	4	3	2	8	4	3	5	6	0	0	6	2	3	0	1	0	0	0	1	0	0	0	0	1	0	0	2	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	5569	1932	1081	836	589	502	580	276	204	165	214	158	109	91	73	52	36	56	59	73	32	21	32	31	13	32	41	16	11	10	6	10	4	3	6	5	1	0	5	5	2	0	2	2	0	1	4	2	2	0	0	1	1	1	3	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3064	967	468	428	310	253	377	132	101	83	124	95	53	49	41	28	19	23	33	43	14	12	20	16	6	18	29	10	7	3	1	7	3	1	5	3	0	0	4	2	2	0	1	0	0	0	4	2	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	5507	1898	1048	837	578	477	593	275	229	165	221	164	97	97	63	57	35	48	71	67	30	30	31	25	12	29	23	10	12	12	6	8	4	4	5	5	1	0	4	5	2	0	1	0	0	2	4	2	2	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3018	917	454	435	299	253	376	124	124	83	121	98	44	47	34	28	17	19	49	43	13	15	20	13	4	18	8	4	6	4	2	5	2	4	4	3	0	0	3	2	2	0	0	0	0	2	4	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	5622	1898	1012	850	592	451	599	265	203	179	219	174	100	99	60	57	40	52	71	67	29	36	31	17	13	38	19	9	11	9	7	11	5	5	9	2	1	3	4	2	1	0	4	1	0	3	4	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	3117	908	443	428	312	239	370	125	111	86	118	105	45	51	33	34	20	23	49	44	14	20	20	9	5	25	12	6	7	3	2	8	3	5	7	0	1	1	3	1	1	0	3	1	0	3	3	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
